,MSA,Year,Total,Estimated,Rate
2509,"Muncie, IN ",2011,2,2,1.7
2510,"Muncie, IN ",2012,1,1,0.8
2511,"Muncie, IN ",2013,0,0,0
2512,"Muncie, IN ",2014,2,2,1.7
2513,"Muncie, IN ",2016,9,9,7.7
2514,"Muskegon, MI ",2013,10,10,5.9
2515,"Muskegon, MI ",2014,11,11,6.4
2516,"Muskegon, MI ",2015,8,8,4.6
2517,"Muskegon, MI ",2016,9,9,5.2
2518,"Muskegon-Norton Shores, MI ",2006,4,4,2.3
2519,"Muskegon-Norton Shores, MI ",2007,1,1,0.6
2520,"Muskegon-Norton Shores, MI ",2008,4,4,2.3
2521,"Muskegon-Norton Shores, MI ",2009,6,6,3.4
2522,"Muskegon-Norton Shores, MI ",2010,4,4,2.3
2523,"Muskegon-Norton Shores, MI ",2011,7,7,4.1
2524,"Myrtle Beach-Conway-North Myrtle Beach, SC ",2006,25,25,10.8
2525,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC ",2013,14,14,3.5
2526,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC ",2015,61,61,14.2
2527,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC ",2016,32,32,7.2
2528,"Myrtle Beach-North Myrtle Beach-Conway, SC ",2007,12,12,4.9
2529,"Myrtle Beach-North Myrtle Beach-Conway, SC ",2010,16,16,5.9
2530,"Myrtle Beach-North Myrtle Beach-Conway, SC ",2011,24,24,8.8
2531,"Napa, CA ",2006,2,2,1.5
2532,"Napa, CA ",2007,6,6,4.5
2533,"Napa, CA ",2008,1,1,0.8
2534,"Napa, CA ",2009,1,1,0.7
2535,"Napa, CA ",2010,2,2,1.5
2536,"Napa, CA ",2011,3,3,2.2
2537,"Napa, CA ",2012,2,2,1.4
2538,"Napa, CA ",2013,2,2,1.4
2539,"Napa, CA ",2014,5,5,3.5
2540,"Napa, CA ",2015,3,3,2.1
2541,"Napa, CA ",2016,1,1,0.7
2542,"Naples-Immokalee-Marco Island, FL ",2012,6,6,1.8
2543,"Naples-Immokalee-Marco Island, FL ",2013,12,12,3.6
2544,"Naples-Immokalee-Marco Island, FL ",2014,8,8,2.3
2545,"Naples-Immokalee-Marco Island, FL ",2015,2,2,0.6
2546,"Naples-Immokalee-Marco Island, FL ",2016,10,10,2.7
2547,"Naples-Marco Island, FL ",2006,7,7,2.2
2548,"Naples-Marco Island, FL ",2007,16,16,5
2549,"Naples-Marco Island, FL ",2008,8,8,2.5
2550,"Naples-Marco Island, FL ",2009,14,14,4.4
2551,"Naples-Marco Island, FL ",2010,11,11,3.4
2552,"Naples-Marco Island, FL ",2011,10,10,3.1
2553,"Nashville - Davidson - Murfreesboro - Franklin, TN ",2016,115,115,6.2
2554,"Nashville-Davidson--Murfreesboro--Franklin, TN ",2012,87,87,5.1
2555,"Nashville-Davidson-Murfreesboro-Franklin, TN ",2011,78,78,4.9
2556,"Nashville-DavidsonÌ¢åÛåÓMurfreesboroÌ¢åÛåÓFranklin, TN ",2007,102,102,6.8
2557,"Nashville-DavidsonÌ¢åÓåÛ MurfreesboroÌ¢åÓåÛFranklin, TN ",2008,100,100,6.5
2558,"Nashville-DavidsonÌ¢åÓåÛMurfreesboroÌ¢åÓåÛ Franklin, TN ",2009,110,110,6.9
2559,"Nashville-Davidson‰ÛÒMurfreesboro‰ÛÒFranklin, TN ",2013,59,59,3.4
2560,"Nashville-Davidson‰ÛÒMurfreesboro‰ÛÒFranklin, TN ",2014,70,70,3.9
2561,"Nashville-Davidson‰ÛÒMurfreesboro‰ÛÒFranklin, TN ",2015,100,100,5.5
2562,"Nashville-Davidson‰ÛÓMurfreesboro‰ÛÓFranklin, TN ",2010,100,100,NaN
2563,"Nashville-Davidson”Ê¼Murfreesboro-Franklin, TN ",2006,104,104,7.2
2564,"Nassau County-Suffolk County, NY M.D.",2013,51,51,1.8
2565,"Nassau County-Suffolk County, NY M.D.",2014,47,47,1.6
2566,"Nassau County-Suffolk County, NY M.D.",2016,53,54,1.9
2567,"Nassau County-Suffolk County, NY M.D.1",2012,51,51,1.8
2568,"Nassau-Suffolk, NY M.D.",2006,59,59,2.1
2569,"Nassau-Suffolk, NY M.D.",2007,54,54,1.9
2570,"Nassau-Suffolk, NY M.D.",2008,71,71,2.5
2571,"Nassau-Suffolk, NY M.D.",2009,63,63,2.2
2572,"Nassau-Suffolk, NY M.D.",2010,80,80,2.8
2573,"Nassau-Suffolk, NY M.D.",2011,55,55,1.9
2574,"New Bern, NC ",2012,3,3,2.3
2575,"New Bern, NC ",2013,1,1,0.8
2576,"New Bern, NC ",2014,2,2,1.6
2577,"New Bern, NC ",2015,7,7,5.5
2578,"New Bern, NC ",2016,3,3,2.4
2579,"New Haven-Milford, CT ",2009,30,30,3.8
2580,"New Haven-Milford, CT ",2010,40,40,5
2581,"New Haven-Milford, CT ",2011,50,50,6.2
2582,"New Haven-Milford, CT ",2012,33,33,4.1
2583,"New Haven-Milford, CT ",2013,27,27,3.3
2584,"New Haven-Milford, CT ",2014,25,25,3.1
2585,"New Haven-Milford, CT ",2016,30,30,3.7
2586,"New Orleans-Metairie, LA ",2012,249,251,20.6
2587,"New Orleans-Metairie, LA ",2013,235,235,19
2588,"New Orleans-Metairie, LA ",2014,211,211,16.8
2589,"New Orleans-Metairie, LA ",2015,204,206,16.3
2590,"New Orleans-Metairie, LA ",2016,240,240,18.9
2591,"New Orleans-Metairie-Kenner, LA ",2006,266,272,21.7
2592,"New Orleans-Metairie-Kenner, LA ",2007,289,289,28.2
2593,"New Orleans-Metairie-Kenner, LA ",2008,250,250,22.4
2594,"New Orleans-Metairie-Kenner, LA ",2009,252,252,21.4
2595,"New Orleans-Metairie-Kenner, LA ",2010,250,250,20.8
2596,"New Orleans-Metairie-Kenner, LA ",2011,279,279,23.7
2597,"New York-Jersey City-White Plains, NY-NJ M.D.",2013,447,448,3.2
2598,"New York-Jersey City-White Plains, NY-NJ M.D.",2016,447,447,3.1
2599,"New York-Jersey City-White Plains, NY-NJ M.D.1, 3",2012,530,531,3.8
2600,"New York-Jersey City-White Plains, NY-NJ M.D.4",2014,437,437,3.1
2601,"New York-Newark-Jersey City, NY-NJ-PA ",2012,748,749,3.8
2602,"New York-Newark-Jersey City, NY-NJ-PA ",2013,687,688,3.5
2603,"New York-Newark-Jersey City, NY-NJ-PA ",2014,632,632,3.1
2604,"New York-Newark-Jersey City, NY-NJ-PA ",2016,655,656,3.3
2605,"New York-Northern New Jersey-Long Island, NY-NJ-PA ",2006,978,978,5.2
2606,"New York-Northern New Jersey-Long Island, NY-NJ-PA ",2007,839,840,4.5
2607,"New York-Northern New Jersey-Long Island, NY-NJ-PA ",2008,855,855,4.5
2608,"New York-Northern New Jersey-Long Island, NY-NJ-PA ",2009,778,778,4.1
2609,"New York-Northern New Jersey-Long Island, NY-NJ-PA ",2010,899,899,4.7
2610,"New York-Northern New Jersey-Long Island, NY-NJ-PA ",2011,852,852,4.5
2611,"New York-White Plains-Wayne, NY-NJ M.D.",2006,684,684,5.9
2612,"New York-White Plains-Wayne, NY-NJ M.D.",2007,571,572,4.9
2613,"New York-White Plains-Wayne, NY-NJ M.D.",2008,620,620,5.3
2614,"New York-White Plains-Wayne, NY-NJ M.D.",2009,551,551,4.7
2615,"New York-White Plains-Wayne, NY-NJ M.D.",2010,631,631,5.4
2616,"New York-White Plains-Wayne, NY-NJ M.D.",2011,596,596,5.1
2617,"Newark, NJ-PA M.D.",2012,162,162,6.5
2618,"Newark, NJ-PA M.D.",2013,177,177,7.1
2619,"Newark, NJ-PA M.D.",2014,145,145,5.8
2620,"Newark, NJ-PA M.D.",2016,151,151,6
2621,"Newark-Union, NJ-PA M.D.",2006,188,188,8.7
2622,"Newark-Union, NJ-PA M.D.",2007,177,177,8.3
2623,"Newark-Union, NJ-PA M.D.",2008,135,135,6.4
2624,"Newark-Union, NJ-PA M.D.",2009,134,134,6.3
2625,"Newark-Union, NJ-PA M.D.",2010,148,148,6.9
2626,"Newark-Union, NJ-PA M.D.",2011,172,172,8
2627,"Niles-Benton Harbor, MI ",2006,8,8,4.9
2628,"Niles-Benton Harbor, MI ",2007,0,0,0
2629,"Niles-Benton Harbor, MI ",2008,2,2,1.3
2630,"Niles-Benton Harbor, MI ",2009,3,3,1.9
2631,"Niles-Benton Harbor, MI ",2013,3,3,1.9
2632,"Niles-Benton Harbor, MI ",2014,2,2,1.3
2633,"Niles-Benton Harbor, MI ",2015,8,8,5.2
2634,"Niles-Benton Harbor, MI ",2016,10,10,6.5
2635,"North Port-Bradenton-Sarasota, FL ",2009,42,42,6.1
2636,"North Port-Bradenton-Sarasota, FL ",2010,25,25,3.6
2637,"North Port-Bradenton-Sarasota, FL ",2011,32,32,4.5
2638,"North Port-Sarasota-Bradenton, FL ",2012,43,43,6
2639,"North Port-Sarasota-Bradenton, FL ",2013,20,20,2.7
2640,"North Port-Sarasota-Bradenton, FL ",2014,28,28,3.8
2641,"North Port-Sarasota-Bradenton, FL ",2015,31,31,4.1
2642,"North Port-Sarasota-Bradenton, FL ",2016,32,32,4.1
2643,"Norwich-New London, CT ",2008,6,6,4.2
2644,"Norwich-New London, CT ",2009,4,4,2.9
2645,"Norwich-New London, CT ",2010,5,5,3.5
2646,"Norwich-New London, CT ",2011,5,5,3.4
2647,"Norwich-New London, CT ",2012,5,5,3.4
2648,"Norwich-New London, CT ",2013,4,4,2.7
2649,"Norwich-New London, CT ",2014,0,0,0
2650,"Norwich-New London, CT ",2015,6,6,4.1
2651,"Norwich-New London, CT ",2016,3,3,1.9
2652,"Oakland-Fremont-Hayward, CA M.D.",2006,265,265,10.6
2653,"Oakland-Fremont-Hayward, CA M.D.",2007,251,251,10.1
2654,"Oakland-Fremont-Hayward, CA M.D.",2008,223,223,9
2655,"Oakland-Fremont-Hayward, CA M.D.",2009,227,227,9.1
2656,"Oakland-Fremont-Hayward, CA M.D.",2010,197,197,7.7
2657,"Oakland-Fremont-Hayward, CA M.D.",2011,196,196,7.6
2658,"Oakland-Hayward-Berkeley, CA M.D.",2013,155,155,5.8
2659,"Oakland-Hayward-Berkeley, CA M.D.",2014,149,149,5.5
2660,"Oakland-Hayward-Berkeley, CA M.D.",2015,176,176,6.4
2661,"Oakland-Hayward-Berkeley, CA M.D.",2016,169,169,6.1
2662,"Oakland-Hayward-Berkeley, CA M.D.3",2012,209,209,8
2663,"Ocala, FL ",2006,15,15,4.9
2664,"Ocala, FL ",2007,14,14,4.3
2665,"Ocala, FL ",2008,22,22,6.7
2666,"Ocala, FL ",2009,12,12,3.6
2667,"Ocala, FL ",2010,9,9,2.7
2668,"Ocala, FL ",2011,14,14,4.2
2669,"Ocala, FL ",2012,21,21,6.2
2670,"Ocala, FL ",2013,17,17,5
2671,"Ocala, FL ",2014,19,19,5.6
2672,"Ocala, FL ",2015,10,10,2.9
2673,"Ocala, FL ",2016,18,18,5.2
2674,"Ocean City, NJ ",2006,1,1,1
2675,"Ocean City, NJ ",2007,1,1,1
2676,"Ocean City, NJ ",2008,0,0,0
2677,"Ocean City, NJ ",2009,1,1,1.1
2678,"Ocean City, NJ ",2010,2,2,2.1
2679,"Ocean City, NJ ",2011,1,1,1
2680,"Ocean City, NJ ",2012,2,2,2.1
2681,"Ocean City, NJ ",2013,0,0,0
2682,"Ocean City, NJ ",2014,0,0,0
2683,"Ocean City, NJ ",2015,1,1,1.1
2684,"Ocean City, NJ ",2016,0,0,0
2685,"Odessa, TX ",2006,3,3,2.3
2686,"Odessa, TX ",2007,8,8,6.2
2687,"Odessa, TX ",2008,10,10,7.6
2688,"Odessa, TX ",2009,7,7,5.2
2689,"Odessa, TX ",2010,7,7,5.2
2690,"Odessa, TX ",2011,11,11,7.9
2691,"Odessa, TX ",2012,5,5,3.5
2692,"Odessa, TX ",2013,3,3,2
2693,"Odessa, TX ",2014,17,17,11.1
2694,"Odessa, TX ",2015,12,12,7.6
2695,"Odessa, TX ",2016,7,7,4.3
2696,"Ogden-Clearfield, UT ",2006,9,9,1.8
2697,"Ogden-Clearfield, UT ",2007,5,5,1
2698,"Ogden-Clearfield, UT ",2008,9,9,1.7
2699,"Ogden-Clearfield, UT ",2009,7,7,1.3
2700,"Ogden-Clearfield, UT ",2010,8,8,1.5
2701,"Ogden-Clearfield, UT ",2011,8,8,1.4
2702,"Ogden-Clearfield, UT ",2012,4,4,0.7
2703,"Ogden-Clearfield, UT ",2013,8,8,1.3
2704,"Ogden-Clearfield, UT ",2014,11,11,1.7
2705,"Ogden-Clearfield, UT ",2015,15,15,2.3
2706,"Ogden-Clearfield, UT ",2016,9,9,1.4
2707,"Oklahoma City, OK ",2006,82,82,7
2708,"Oklahoma City, OK ",2007,77,77,6.5
2709,"Oklahoma City, OK ",2008,76,76,6.3
2710,"Oklahoma City, OK ",2009,83,83,6.8
2711,"Oklahoma City, OK ",2010,72,72,5.7
2712,"Oklahoma City, OK ",2011,78,78,6.2
2713,"Oklahoma City, OK ",2012,103,103,8
2714,"Oklahoma City, OK ",2013,78,78,5.9
2715,"Oklahoma City, OK ",2014,69,69,5.2
2716,"Oklahoma City, OK ",2015,93,93,6.8
2717,"Oklahoma City, OK ",2016,92,92,6.7
2718,"Olympia, WA ",2006,4,4,1.7
2719,"Olympia, WA ",2007,6,6,2.5
2720,"Olympia, WA ",2008,4,4,1.6
2721,"Olympia, WA ",2009,5,5,2
2722,"Olympia, WA ",2010,4,4,1.6
2723,"Olympia, WA ",2011,4,4,1.6
2724,"Olympia-Tumwater, WA ",2012,10,10,3.9
2725,"Olympia-Tumwater, WA ",2013,3,3,1.1
2726,"Olympia-Tumwater, WA ",2014,3,3,1.1
2727,"Olympia-Tumwater, WA ",2015,3,3,1.1
2728,"Olympia-Tumwater, WA ",2016,6,6,2.2
2729,"Omaha-Council Bluffs, NE-IA ",2006,39,39,4.8
2730,"Omaha-Council Bluffs, NE-IA ",2007,47,47,5.7
2731,"Omaha-Council Bluffs, NE-IA ",2008,50,50,6
2732,"Omaha-Council Bluffs, NE-IA ",2009,33,33,3.9
2733,"Omaha-Council Bluffs, NE-IA ",2010,39,39,4.5
2734,"Omaha-Council Bluffs, NE-IA ",2011,51,51,5.8
2735,"Omaha-Council Bluffs, NE-IA ",2012,43,43,4.9
2736,"Omaha-Council Bluffs, NE-IA ",2013,47,47,5.3
2737,"Omaha-Council Bluffs, NE-IA ",2014,37,37,4.1
2738,"Omaha-Council Bluffs, NE-IA ",2015,50,50,5.5
2739,"Omaha-Council Bluffs, NE-IA ",2016,36,36,3.9
2740,"Orlando-Kissimmee, FL ",2006,160,160,8.1
2741,"Orlando-Kissimmee, FL ",2007,146,146,7.2
2742,"Orlando-Kissimmee, FL ",2008,163,163,7.9
2743,"Orlando-Kissimmee-Sanford, FL ",2009,111,111,5.3
2744,"Orlando-Kissimmee-Sanford, FL ",2010,103,103,4.8
2745,"Orlando-Kissimmee-Sanford, FL ",2011,122,122,5.6
2746,"Orlando-Kissimmee-Sanford, FL ",2012,109,109,5
2747,"Orlando-Kissimmee-Sanford, FL ",2013,89,89,3.9
2748,"Orlando-Kissimmee-Sanford, FL ",2014,157,157,6.8
2749,"Orlando-Kissimmee-Sanford, FL ",2015,121,121,5.1
2750,"Orlando-Kissimmee-Sanford, FL ",2016,196,197,8.1
2751,"Oshkosh-Neenah, WI ",2006,4,4,2.5
2752,"Oshkosh-Neenah, WI ",2007,2,2,1.2
2753,"Oshkosh-Neenah, WI ",2008,3,3,1.8
2754,"Oshkosh-Neenah, WI ",2009,0,0,0
2755,"Oshkosh-Neenah, WI ",2011,1,1,0.6
2756,"Oshkosh-Neenah, WI ",2012,0,0,0
2757,"Oshkosh-Neenah, WI ",2013,0,0,0
2758,"Oshkosh-Neenah, WI ",2014,2,2,1.2
2759,"Oshkosh-Neenah, WI ",2015,4,4,2.4
2760,"Oshkosh-Neenah, WI ",2016,0,0,0
2761,"Owensboro, KY ",2009,2,2,1.8
2762,"Owensboro, KY ",2010,2,2,1.8
2763,"Owensboro, KY ",2011,1,1,0.9
2764,"Owensboro, KY ",2012,0,0,0
2765,"Owensboro, KY ",2013,0,0,0
2766,"Owensboro, KY ",2014,0,0,0
2767,"Owensboro, KY ",2015,0,0,0
2768,"Owensboro, KY ",2016,2,2,1.7
2769,"Oxnard-Thousand Oaks-Ventura, CA ",2006,29,29,3.6
2770,"Oxnard-Thousand Oaks-Ventura, CA ",2007,17,17,2.1
2771,"Oxnard-Thousand Oaks-Ventura, CA ",2008,31,31,3.9
2772,"Oxnard-Thousand Oaks-Ventura, CA ",2009,29,29,3.6
2773,"Oxnard-Thousand Oaks-Ventura, CA ",2010,18,18,2.2
2774,"Oxnard-Thousand Oaks-Ventura, CA ",2011,15,15,1.8
2775,"Oxnard-Thousand Oaks-Ventura, CA ",2012,21,21,2.5
2776,"Oxnard-Thousand Oaks-Ventura, CA ",2013,34,34,4
2777,"Oxnard-Thousand Oaks-Ventura, CA ",2014,20,20,2.4
2778,"Oxnard-Thousand Oaks-Ventura, CA ",2015,24,24,2.8
2779,"Oxnard-Thousand Oaks-Ventura, CA ",2016,31,31,3.6
2780,"Palm Bay-Melbourne-Titusville, FL ",2006,22,22,4.1
2781,"Palm Bay-Melbourne-Titusville, FL ",2007,32,32,5.9
2782,"Palm Bay-Melbourne-Titusville, FL ",2008,22,22,4.1
2783,"Palm Bay-Melbourne-Titusville, FL ",2009,26,26,4.8
2784,"Palm Bay-Melbourne-Titusville, FL ",2010,20,20,3.7
2785,"Palm Bay-Melbourne-Titusville, FL ",2011,15,15,2.7
2786,"Palm Bay-Melbourne-Titusville, FL ",2012,30,30,5.4
2787,"Palm Bay-Melbourne-Titusville, FL ",2013,20,20,3.6
2788,"Palm Bay-Melbourne-Titusville, FL ",2014,19,19,3.4
2789,"Palm Bay-Melbourne-Titusville, FL ",2015,24,24,4.3
2790,"Palm Bay-Melbourne-Titusville, FL ",2016,20,20,3.5
2791,"Palm Coast, FL ",2006,4,4,5.1
2792,"Palm Coast, FL ",2007,4,4,4.5
2793,"Palm Coast, FL ",2008,0,0,0
2794,"Palm Coast, FL ",2009,3,3,3.1
2795,"Palm Coast, FL ",2010,0,0,0
2796,"Palm Coast, FL ",2011,1,1,1
2797,"Panama City, FL ",2012,10,10,5.3
2798,"Panama City, FL ",2013,8,8,4.2
2799,"Panama City, FL ",2014,18,18,9.3
2800,"Panama City, FL ",2015,10,10,5
2801,"Panama City, FL ",2016,9,9,4.5
2802,"Panama City-Lynn Haven, FL ",2006,5,5,3
2803,"Panama City-Lynn Haven, FL ",2007,8,8,4.9
2804,"Panama City-Lynn Haven-Panama City Beach, FL ",2008,11,11,6.7
2805,"Panama City-Lynn Haven-Panama City Beach, FL ",2009,9,9,5.5
2806,"Panama City-Lynn Haven-Panama City Beach, FL ",2010,12,12,7.2
2807,"Panama City-Lynn Haven-Panama City Beach, FL ",2011,12,12,7
2808,"Parkersburg-Marietta-Vienna, WV-OH ",2007,4,4,2.5
2809,"Parkersburg-Vienna, WV ",2012,1,1,1.1
2810,"Parkersburg-Vienna, WV ",2013,0,0,0
2811,"Parkersburg-Vienna, WV ",2014,1,1,1.1
2812,"Parkersburg-Vienna, WV ",2015,3,3,3.3
2813,"Parkersburg-Vienna, WV ",2016,4,4,4.4
2814,"Pascagoula, MS ",2006,9,9,5.7
2815,"Pascagoula, MS ",2007,12,13,8.5
2816,"Pascagoula, MS ",2008,4,5,3.3
2817,"Pascagoula, MS ",2009,7,7,4.6
2818,"Pascagoula, MS ",2010,6,6,3.8
2819,"Pascagoula, MS ",2011,5,5,3.1
2820,"Peabody, MA M.D.",2007,16,16,2.2
2821,"Peabody, MA M.D.",2008,15,15,2
2822,"Peabody, MA M.D.",2009,15,15,2
2823,"Peabody, MA M.D.",2010,21,21,2.9
2824,"Peabody, MA M.D.",2011,20,20,2.7
2825,"Pensacola-Ferry Pass-Brent, FL ",2006,14,14,3.1
2826,"Pensacola-Ferry Pass-Brent, FL ",2007,24,24,5.4
2827,"Pensacola-Ferry Pass-Brent, FL ",2008,24,24,5.3
2828,"Pensacola-Ferry Pass-Brent, FL ",2009,18,18,4
2829,"Pensacola-Ferry Pass-Brent, FL ",2010,35,35,7.6
2830,"Pensacola-Ferry Pass-Brent, FL ",2011,18,18,4
2831,"Pensacola-Ferry Pass-Brent, FL ",2012,22,22,4.8
2832,"Pensacola-Ferry Pass-Brent, FL ",2013,29,29,6.2
2833,"Pensacola-Ferry Pass-Brent, FL ",2014,33,33,7
2834,"Pensacola-Ferry Pass-Brent, FL ",2015,28,28,5.8
2835,"Pensacola-Ferry Pass-Brent, FL ",2016,25,25,5.2
2836,"Peoria, IL ",2010,27,28,7.5
2837,"Peoria, IL ",2011,20,22,5.8
2838,"Peoria, IL ",2012,17,18,4.7
2839,"Peoria, IL ",2013,21,22,5.8
2840,"Peoria, IL ",2014,9,10,2.6
2841,"Peoria, IL ",2015,17,17,4.5
2842,"Peoria, IL ",2016,14,14,3.7
2843,"Philadelphia, PA M.D.",2006,457,458,11.8
2844,"Philadelphia, PA M.D.",2007,456,456,11.8
2845,"Philadelphia, PA M.D.",2008,396,396,10.2
2846,"Philadelphia, PA M.D.",2009,351,351,8.8
2847,"Philadelphia, PA M.D.",2010,370,370,9.1
2848,"Philadelphia, PA M.D.",2011,386,386,9.6
2849,"Philadelphia, PA M.D.",2013,278,278,13.1
2850,"Philadelphia, PA M.D.",2014,295,295,13.9
2851,"Philadelphia, PA M.D.",2015,316,316,14.8
2852,"Philadelphia, PA M.D.",2016,311,311,14.6
2853,"Philadelphia, PA M.D.1, 6",2012,361,361,16.8
2854,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2006,553,554,9.5
2855,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2007,552,552,9.5
2856,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2008,530,530,9.1
2857,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2009,436,436,7.3
2858,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2010,470,470,7.8
2859,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2011,486,486,8.1
2860,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2012,517,517,8.6
2861,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2013,426,426,7.1
2862,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2014,424,424,7
2863,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2015,450,450,7.4
2864,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2016,480,480,7.9
2865,"Phoenix-Mesa-Glendale, AZ ",2009,230,230,5.3
2866,"Phoenix-Mesa-Glendale, AZ ",2010,231,231,5.5
2867,"Phoenix-Mesa-Glendale, AZ ",2011,209,209,4.9
2868,"Phoenix-Mesa-Scottsdale, AZ ",2006,347,349,8.7
2869,"Phoenix-Mesa-Scottsdale, AZ ",2007,340,343,8.2
2870,"Phoenix-Mesa-Scottsdale, AZ ",2008,281,281,6.6
2871,"Phoenix-Mesa-Scottsdale, AZ ",2012,228,228,5.3
2872,"Phoenix-Mesa-Scottsdale, AZ ",2013,212,212,4.8
2873,"Phoenix-Mesa-Scottsdale, AZ ",2015,205,205,4.5
2874,"Phoenix-Mesa-Scottsdale, AZ ",2016,256,256,5.5
2875,"Pine Bluff, AR ",2006,15,15,14.1
2876,"Pine Bluff, AR ",2007,18,18,17.4
2877,"Pine Bluff, AR ",2008,21,21,20.8
2878,"Pine Bluff, AR ",2009,14,14,14
2879,"Pine Bluff, AR ",2010,9,9,9
2880,"Pine Bluff, AR ",2011,15,15,14.8
2881,"Pine Bluff, AR ",2012,14,14,14.1
2882,"Pine Bluff, AR M.S.A",2014,17,17,18
2883,"Pine Bluff, AR M.S.A",2015,12,12,12.8
2884,"Pine Bluff, AR M.S.A",2016,10,10,10.8
2885,"Pittsburgh, PA ",2006,101,106,4.4
2886,"Pittsburgh, PA ",2007,98,101,4.3
2887,"Pittsburgh, PA ",2008,122,123,5.2
2888,"Pittsburgh, PA ",2009,110,111,4.7
2889,"Pittsburgh, PA ",2010,111,111,4.7
2890,"Pittsburgh, PA ",2011,90,90,3.8
2891,"Pittsburgh, PA ",2012,99,100,4.2
2892,"Pittsburgh, PA ",2013,97,97,4.1
2893,"Pittsburgh, PA ",2014,128,128,5.4
2894,"Pittsburgh, PA ",2015,109,110,4.7
2895,"Pittsburgh, PA ",2016,118,119,5.1
2896,"Pittsfield, MA ",2006,2,2,1.5
2897,"Pittsfield, MA ",2007,1,1,0.8
2898,"Pittsfield, MA ",2008,2,2,1.5
2899,"Pittsfield, MA ",2009,2,2,1.5
2900,"Pittsfield, MA ",2010,1,1,0.8
2901,"Pittsfield, MA ",2011,4,4,3
2902,"Pittsfield, MA ",2012,0,0,0
2903,"Pittsfield, MA ",2013,1,1,0.8
2904,"Pittsfield, MA ",2014,0,0,0
2905,"Pittsfield, MA ",2015,4,4,3.1
2906,"Pittsfield, MA ",2016,3,3,2.4
2907,"Pocatello, ID ",2006,1,1,1.1
2908,"Pocatello, ID ",2007,0,0,0
2909,"Pocatello, ID ",2008,1,1,1.1
2910,"Pocatello, ID ",2009,1,1,1.1
2911,"Pocatello, ID ",2010,1,1,1.1
2912,"Pocatello, ID ",2011,3,3,3.3
2913,"Pocatello, ID ",2012,3,3,3.6
2914,"Pocatello, ID ",2013,1,1,1.2
2915,"Pocatello, ID ",2015,1,1,1.2
2916,"Pocatello, ID ",2016,3,3,3.6
2917,"Ponce, Puerto Rico ",2006,75,75,27.7
2918,"Ponce, Puerto Rico ",2007,72,72,27.3
2919,"Ponce, Puerto Rico ",2008,89,89,33.8
2920,"Ponce, Puerto Rico ",2009,102,102,38.9
2921,"Ponce, Puerto Rico ",2011,81,81,33.7
2922,"Ponce, Puerto Rico ",2012,75,75,22.1
2923,"Ponce, Puerto Rico ",2013,78,78,23.4
2924,"Ponce, Puerto Rico ",2014,68,68,20.9
2925,"Ponce, Puerto Rico ",2015,57,57,18
2926,"Ponce, Puerto Rico ",2016,70,70,22.6
2927,"Port St. Lucie, FL ",2006,19,19,4.9
2928,"Port St. Lucie, FL ",2007,15,15,3.7
2929,"Port St. Lucie, FL ",2008,13,13,3.2
2930,"Port St. Lucie, FL ",2009,17,17,4.1
2931,"Port St. Lucie, FL ",2010,20,20,4.8
2932,"Port St. Lucie, FL ",2011,22,22,5.1
2933,"Port St. Lucie, FL ",2012,11,11,2.5
2934,"Port St. Lucie, FL ",2013,15,15,3.4
2935,"Port St. Lucie, FL ",2014,27,27,6.1
2936,"Port St. Lucie, FL ",2015,14,14,3.1
2937,"Port St. Lucie, FL ",2016,19,19,4.1
2938,"Portland-South Portland, ME ",2012,7,7,1.4
2939,"Portland-South Portland, ME ",2013,6,6,1.2
2940,"Portland-South Portland, ME ",2014,7,7,1.3
2941,"Portland-South Portland, ME ",2015,4,4,0.8
2942,"Portland-South Portland, ME ",2016,8,8,1.5
2943,"Portland-South Portland-Biddeford, ME ",2006,5,5,1
2944,"Portland-South Portland-Biddeford, ME ",2007,6,6,1.2
2945,"Portland-South Portland-Biddeford, ME ",2008,11,11,2.1
2946,"Portland-South Portland-Biddeford, ME ",2009,13,13,2.5
2947,"Portland-South Portland-Biddeford, ME ",2010,10,10,1.9
2948,"Portland-South Portland-Biddeford, ME ",2011,5,5,1
2949,"Portland-Vancouver-Beaverton, OR-WA ",2006,48,48,2.3
2950,"Portland-Vancouver-Beaverton, OR-WA ",2007,47,47,2.2
2951,"Portland-Vancouver-Beaverton, OR-WA ",2008,45,45,2
2952,"Portland-Vancouver-Hillsboro, OR-WA ",2009,48,48,2.1
2953,"Portland-Vancouver-Hillsboro, OR-WA ",2011,47,47,2.1
