GEOID,MSA,year,pop,pop_male,pop_female,pop5_14,pop15_17,pop18_24,pop15_44,pop18up,pop65up,pop75up,median_age,sex_ratio,age_dep,oldage_dep,child_dep
3100000US10140,10140,2006,71587,.5098272032631623,.4901727967368377,12.5,4.2,9.5,39.7,77.59999999999999,14.9,7.1,39.2,104,59.5,23.8,35.7
3100000US10140,10140,2007,71335,.5151468423634962,.4848531576365038,11.8,4.3,8.800000000000001,39.5,77.90000000000001,15.4,7.1,39.7,106.2,60.1,24.7,35.4
3100000US10140,10140,2008,71342,.5046396232233467,.4953603767766533,12.2,3.7,8.4,38.7,78.3,16,7.6,38.9,101.9,60.6,25.7,34.9
3100000US10140,10140,2009,71797,.5026393860467707,.4973606139532292,12,4.3,8.800000000000001,37.6,77.40000000000001,15.3,6.5,40.4,101.1,60.8,24.5,36.3
310M100US10140,10140,2010,72882,.5134189511813616,.4865810488186383,11.8,3.7,8.9,35.8,78.90000000000001,16,7.1,43,105.5,58.8,25.4,33.4
310M100US10140,10140,2011,72546,.5108896424337661,.4891103575662338,11.8,3.5,9.199999999999999,35.7,78.8,16.7,6.8,42.3,104.5,60.9,26.8,34.1
310M100US10140,10140,2012,71692,.5120376053116108,.4879623946883892,11.6,3.9,7.7,35.5,78.8,17.5,7,42.6,104.9,63,28.5,34.5
310M200US10140,10140,2013,71078,.5109457216016208,.4890542783983792,11.8,4,8.5,36.3,79.40000000000001,18.3,7.5,42.3,104.5,63.8,30,33.7
310M200US10140,10140,2014,70818,.5102375102375102,.4897624897624898,12.2,3.2,7.9,33.2,79.3,18.9,7.2,44.1,104.2,65.7,31.4,34.3
310M200US10140,10140,2015,71122,.5173082871685273,.4826917128314727,11.5,4,8.9,35.2,79.3,19.6,7.4,43.2,107.2,67.40000000000001,32.7,34.6
310M300US10140,10140,2016,71628,.5268470430557882,.4731529569442118,11.5,3.6,6.8,34,79.59999999999999,20.1,7.7,43.9,111.3,68.2,33.9,34.3
3100000US10180,10180,2006,158548,.4977167797764715,.5022832202235286,13.7,4.3,12.7,42.7,74.8,13.6,6.8,34.4,99.09999999999999,63.5,22.2,41.2
3100000US10180,10180,2007,159439,.4977765791305766,.5022234208694234,13.5,4.2,13,42.9,75.3,13.6,6.7,34.9,99.09999999999999,62.2,22.1,40.1
3100000US10180,10180,2008,160012,.5023810714196435,.4976189285803565,13.1,4,12.8,43,75.40000000000001,13.3,6.6,34.6,101,61,21.5,39.5
3100000US10180,10180,2009,160266,.4922691026168994,.5077308973831006,12.6,3.7,13.2,42.8,76,13.3,6.7,33.2,97,59.5,21.2,38.3
310M100US10180,10180,2010,164941,.5013550299804173,.4986449700195827,12.9,3.6,13.2,42.4,76.5,13.4,6.5,34.9,100.5,58.4,21.2,37.2
310M100US10180,10180,2011,165858,.5073315727911828,.4926684272088172,12.4,4,12.8,42.4,76.7,13.5,6.5,35.2,103,58.1,21.3,36.8
310M100US10180,10180,2012,167800,.5142193087008343,.4857806912991657,13,3.6,13.4,42.6,76.40000000000001,13.9,6.3,33.7,105.9,60.2,22.3,37.9
310M200US10180,10180,2013,168144,.5078147302312304,.4921852697687696,12.9,3.9,14.1,44.1,76.59999999999999,14.3,6.6,33.7,103.2,60.6,23,37.6
310M200US10180,10180,2014,166900,.5147633313361294,.4852366686638706,13,3.6,13.3,42.8,76.90000000000001,14.5,6.7,34,106.1,60.4,23.3,37.1
310M200US10180,10180,2015,168922,.5038538497057814,.4961461502942187,12.9,3.7,13.7,42.8,76.8,14.2,6.4,34.1,101.6,59.8,22.7,37.1
310M300US10180,10180,2016,170860,.5118752194779351,.4881247805220649,13.6,3.5,12.3,42.3,76.59999999999999,15.3,6.6,34.4,104.9,63.2,24.9,38.3
3100000US10300,10300,2006,102191,.497499779824055,.5025002201759451,12.6,5,9.6,41.3,76.40000000000001,13.5,6.7,38.1,99,59,21.5,37.5
3100000US10300,10300,2007,101243,.4973578420236461,.5026421579763539,12.8,4.6,9.4,40.8,76.59999999999999,13.4,6.7,37.7,98.90000000000001,58.3,21.2,37.1
3100000US10300,10300,2008,100801,.50337794267914,.4966220573208599,12.2,4.5,10.1,40.7,77.2,14,6.6,38,101.4,58.2,22.2,36.1
3100000US10300,10300,2009,99837,.4991235714214169,.5008764285785831,13.2,4.2,9.800000000000001,38,76.8,14.2,6.4,40.1,99.7,59.7,22.7,37
310M100US10300,10300,2010,99763,.5033228752142578,.4966771247857422,13.6,4,8.9,37.2,76.8,14.8,6.7,40,101.3,61.5,24,37.5
310M100US10300,10300,2011,99440,.5060740144810941,.4939259855189059,12,4.7,10.2,38.3,77.90000000000001,15.1,7,40.6,102.5,59.3,24.1,35.2
310M100US10300,10300,2012,98987,.5101073878388072,.4898926121611929,12.7,4.1,10.1,37.1,77.7,15.6,6.9,40.9,104.1,61.1,25.2,35.9
310M200US10300,10300,2013,99188,.5109489051094891,.489051094890511,12.3,3.9,9.9,37.5,77.90000000000001,15.8,6.7,40.8,104.5,61,25.5,35.5
310M200US10300,10300,2014,99047,.5063454723515098,.4936545276484901,12.4,4.3,10,37,78.09999999999999,16.6,6.9,41,102.6,62.6,27,35.6
310M200US10300,10300,2015,98573,.5017195378044698,.4982804621955302,11.9,3.9,9.699999999999999,36.9,78.40000000000001,17.4,7.2,41,100.7,63.9,28.5,35.4
310M300US10300,10300,2016,98504,.5098371639730366,.4901628360269634,12.1,4.3,9.199999999999999,36.9,78.5,17.5,6.8,42.1,104,64,28.7,35.3
3100000US10380,10380,2006,336502,.4953492104058817,.5046507895941184,14.8,4.4,10.3,42.5,74.59999999999999,12.8,5.3,35.3,98.2,61.9,20.8,41.2
3100000US10380,10380,2007,335201,.4874776626561377,.5125223373438623,14.5,4.5,10,42.1,75.40000000000001,13.1,5.4,36,95.09999999999999,60.4,21,39.4
3100000US10380,10380,2008,339193,.4926546243584036,.5073453756415964,14.7,4.2,9.699999999999999,42.1,76,13.8,5.8,36.4,97.09999999999999,60.7,22.2,38.6
3100000US10380,10380,2009,342495,.4979050789062614,.5020949210937385,13.6,4.5,11.2,41.8,76.59999999999999,14.1,6,36.7,99.2,60,22.6,37.4
310M100US10380,10380,2010,305988,.4887773376733728,.5112226623266272,13.2,4.6,9.9,40.5,76.3,14.4,5.6,38.5,95.59999999999999,61.7,23.4,38.4
310M100US10380,10380,2011,304633,.4864082354833521,.5135917645166479,13.3,4.5,10,40,76.5,15.3,6.1,38.3,94.7,63.5,25.1,38.4
310M100US10380,10380,2012,304727,.4959849307741027,.5040150692258972,13.3,4.3,10.5,39.7,76.8,15.7,6.2,38.5,98.40000000000001,63.8,25.8,38
310M200US10380,10380,2013,327847,.4873828340658905,.5126171659341096,12.7,4.5,11.3,39.6,77.59999999999999,16.7,6.6,39.1,95.09999999999999,64.2,27.4,36.8
310M200US10380,10380,2014,322079,.493785686120486,.506214313879514,12.9,4.1,10.1,38.9,78.5,17.7,7,40.3,97.5,64.5,29.1,35.4
310M200US10380,10380,2015,313209,.4875019555632182,.5124980444367818,12.1,4.1,10,38.6,79.3,18.6,7.5,41.6,95.09999999999999,64.7,30.6,34.2
310M300US10380,10380,2016,309764,.4961680505158766,.5038319494841234,11.7,4.1,9.6,39,79.8,18.8,7.4,40.7,98.5,64,30.9,33.1
3100000US10420,10420,2006,700943,.4816639869433035,.5183360130566965,13.2,4.2,10.1,40.8,76.59999999999999,13.3,6.7,37.9,92.90000000000001,57.9,21,36.9
3100000US10420,10420,2007,699356,.4849118331722327,.5150881668277673,13.1,4.2,10,40.4,76.8,13.4,6.7,38.3,94.09999999999999,57.8,21.2,36.6
3100000US10420,10420,2008,698553,.4832732806243764,.5167267193756236,12.7,4.3,10.2,40.2,77.09999999999999,13.6,6.6,38.8,93.5,57.4,21.4,36.1
3100000US10420,10420,2009,699935,.4822704965461079,.5177295034538921,12.5,4.1,10.4,39.7,77.59999999999999,13.9,6.8,39.3,93.2,57.1,21.9,35.2
310M100US10420,10420,2010,702951,.4859940451041396,.5140059548958604,12.5,4.2,10.6,39.1,77.7,14.3,7,39.7,94.59999999999999,57.7,22.6,35.1
310M100US10420,10420,2011,701456,.484463743983942,.515536256016058,12.3,4,10.8,39,78,14.4,6.9,39.9,94,57.1,22.7,34.5
310M100US10420,10420,2012,702262,.4843192426758104,.5156807573241895,12.2,4,10.9,38.9,78.40000000000001,15,6.9,40.1,93.90000000000001,57.6,23.6,34
310M200US10420,10420,2013,705686,.4854907140002778,.5145092859997222,11.7,4,11.3,39,78.8,15.3,6.9,40.1,94.40000000000001,57.6,24.2,33.5
310M200US10420,10420,2014,703825,.4852101019429546,.5147898980570454,11.8,4,10.8,38.9,78.90000000000001,15.8,7,40.2,94.3,58.6,25.1,33.5
310M200US10420,10420,2015,704243,.485402055824481,.514597944175519,11.6,4,10.5,38.5,79,16.2,7,40.4,94.3,59.2,25.8,33.4
310M300US10420,10420,2016,702221,.4858869216386295,.5141130783613705,11.5,3.8,10.6,38.3,79.3,16.7,7.1,40.2,94.5,59.7,26.6,33
310M100US10460,10460,2011,65703,.5215591373301067,.4784408626698933,13.3,3.8,10.9,38.3,75.59999999999999,15.1,5.4,36.1,109,65.2,24.9,40.4
310M100US10460,10460,2012,66041,.5139231689405066,.4860768310594933,14.1,2.9,10.9,38.8,75.3,14.9,6.1,36.4,105.7,65.5,24.7,40.8
310M200US10460,10460,2013,65616,.5132132406730066,.4867867593269934,13.2,3.5,12.6,39.9,76.3,16.2,6.5,35.9,105.4,66.5,27,39.5
310M200US10460,10460,2014,65082,.5066685104944532,.4933314895055468,13.6,3.3,10.2,38.1,75.40000000000001,15.9,6.5,36.1,102.7,68.2,26.8,41.4
310M200US10460,10460,2015,64362,.5054535284795376,.4945464715204624,13.9,2.9,11.2,40.3,76.3,16.6,7,36.3,102.2,67.59999999999999,27.9,39.7
310M300US10460,10460,2016,65410,.5045253019415992,.4954746980584008,12.5,4.1,10.3,40.2,76.40000000000001,16.8,7.4,35.8,101.8,67.7,28.1,39.6
3100000US10500,10500,2006,165062,.4760150731240382,.5239849268759618,15,4.9,11,41.6,72.3,11.5,5.3,34.3,90.8,64.5,19,45.6
3100000US10500,10500,2007,162767,.480711692173475,.519288307826525,14.7,4.9,11.4,41.4,72.7,11.9,5.3,35.2,92.59999999999999,64.40000000000001,19.6,44.9
3100000US10500,10500,2008,163074,.4790647190845874,.5209352809154126,13.8,4.9,11,40.4,74,12.8,5.8,36.1,92,63.3,20.9,42.4
3100000US10500,10500,2009,164238,.4760104238970275,.5239895761029725,14.2,4.9,11.9,41.9,73.5,12,5.1,34.4,90.8,62.7,19.5,43.2
310M100US10500,10500,2010,162659,.4776680048444906,.5223319951555094,14,4.7,10.5,40.4,74.3,12.5,5.2,35.8,91.40000000000001,61.8,20.3,41.5
310M100US10500,10500,2011,161617,.4735021687074998,.5264978312925002,15.3,3.6,11.5,41.3,73.7,12.1,5.3,33.8,89.90000000000001,62.2,19.6,42.6
310M100US10500,10500,2012,155019,.4744773221347061,.5255226778652939,13.7,4.3,11.4,40.2,74.90000000000001,13,5.7,35.8,90.3,61.7,21.1,40.6
310M200US10500,10500,2013,156277,.475348259820703,.5246517401792971,14.6,4.2,11.2,40.3,74.8,12.9,5.4,35.9,90.59999999999999,61.7,20.9,40.8
310M200US10500,10500,2014,152596,.4678169807858659,.532183019214134,14.1,4.4,10.6,39.8,74.90000000000001,14.2,5.5,36.4,87.90000000000001,64.8,23.4,41.4
310M200US10500,10500,2015,156997,.4669643368981573,.5330356631018427,14.5,4,10.4,39.4,74.90000000000001,14.3,5.6,37.4,87.59999999999999,65.09999999999999,23.7,41.4
310M300US10500,10500,2016,152506,.4725912423117779,.5274087576882222,14.4,4.4,9.9,39.9,75.2,14.8,5.9,36.4,89.59999999999999,65.40000000000001,24.4,41
3100000US10540,10540,2006,111489,.4926764075379634,.5073235924620366,13.1,4.8,8.9,40.2,76.2,14.7,7.6,38.1,97.09999999999999,62.7,24,38.7
3100000US10540,10540,2007,113264,.4977044780336206,.5022955219663794,12.6,4.3,8,38.8,76.8,15.3,7.6,38.5,99.09999999999999,62.8,25,37.9
3100000US10540,10540,2008,115348,.4987255955890003,.5012744044109998,13.1,4,8.199999999999999,39,76.2,15.6,7.4,38.4,99.5,64.90000000000001,25.6,39.3
3100000US10540,10540,2009,116584,.49306079736499,.5069392026350099,13.7,4,7.9,36.8,75.90000000000001,15.6,7.4,39.8,97.3,65.8,25.8,39.9
310M100US10540,10540,2010,116910,.4969292618253358,.5030707381746643,13.5,3.8,7.8,36.4,75.90000000000001,15.6,7,38.9,98.8,65.7,25.8,39.9
310M100US10540,10540,2011,118122,.4934305209867764,.5065694790132236,13.9,3.4,8.9,36.6,76.5,16,7.1,39.7,97.40000000000001,65.2,26.5,38.7
310M100US10540,10540,2012,118360,.50210375126732,.49789624873268,13.4,3.7,9.199999999999999,36.9,76.40000000000001,16.3,6.8,38.7,100.8,66.3,27.1,39.2
310M200US10540,10540,2013,118765,.4951206163431988,.5048793836568013,12.9,4.6,8.9,38.2,76.40000000000001,16.4,6.9,39.6,98.09999999999999,66.8,27.4,39.4
310M200US10540,10540,2014,119356,.4969167867555883,.5030832132444116,13,4.3,7.4,36.2,76.7,17.4,7,40.7,98.8,68.59999999999999,29.3,39.3
310M200US10540,10540,2015,120547,.4926377263639908,.5073622736360092,12.9,4.1,7.5,36.4,76.7,17.7,7.4,38.8,97.09999999999999,69.40000000000001,29.9,39.5
310M300US10540,10540,2016,122849,.4979690514371302,.5020309485628699,12.7,3.9,7.7,37,77.2,18.3,7.3,39.4,99.2,69.90000000000001,31.1,38.8
3100000US10580,10580,2006,850957,.4855768270312131,.5144231729687869,12.2,4,11,42.5,78.40000000000001,13.4,7.1,38.2,94.40000000000001,53.9,20.6,33.3
3100000US10580,10580,2007,853358,.4880460486689057,.5119539513310943,11.9,4.2,11.3,42.2,78.40000000000001,13.5,7,38.6,95.3,54,20.8,33.2
3100000US10580,10580,2008,853919,.4870942091697222,.5129057908302778,11.8,4.1,11.4,42,78.8,13.6,6.9,38.8,95,53.5,20.9,32.6
3100000US10580,10580,2009,857592,.4895393147324135,.5104606852675865,11.8,4,11.8,40.6,78.7,14,7,39.5,95.90000000000001,54.5,21.6,32.8
310M100US10580,10580,2010,870832,.4894135723078619,.5105864276921381,11.9,3.9,11.1,40.2,78.7,14,6.8,39.5,95.90000000000001,54.5,21.6,32.9
310M100US10580,10580,2011,871478,.4891070113072275,.5108929886927726,11.7,4,11.2,40,79.2,14.2,7,40.2,95.7,54,21.9,32.1
310M100US10580,10580,2012,874646,.486696332001747,.513303667998253,11.6,3.8,11.3,39.7,79.40000000000001,14.8,6.8,39.9,94.8,54.7,22.8,31.9
310M200US10580,10580,2013,877905,.4879742113326613,.5120257886673387,11.6,3.7,11.4,39.7,79.5,15.1,6.9,39.8,95.3,55.1,23.3,31.7
310M200US10580,10580,2014,880167,.4870734758290188,.5129265241709812,11.5,3.6,11.6,39.7,79.7,15.5,6.8,40,95,55.7,24.1,31.6
310M200US10580,10580,2015,881830,.4923443294058946,.5076556705941054,11.2,3.6,11.2,39.6,79.90000000000001,15.8,6.8,39.8,97,56.2,24.8,31.5
310M300US10580,10580,2016,881839,.4902584258577813,.5097415741422187,11.2,3.5,11.6,39.5,80.09999999999999,16.3,6.8,39.8,96.2,56.7,25.5,31.2
3100000US10700,10700,2006,87185,.4840052761369502,.5159947238630498,13.8,4.3,7.6,40,74.7,14.7,6.5,37.9,93.8,66.7,24.6,42.1
3100000US10700,10700,2007,87644,.486194149057551,.513805850942449,13.4,3.9,7.8,38.7,74.3,14.1,6.3,37.3,94.59999999999999,66,23.4,42.7
3100000US10700,10700,2008,88484,.4849803354278739,.515019664572126,13.6,4.4,7.2,39.2,73.90000000000001,14.7,6.5,36.9,94.2,68.90000000000001,24.8,44.1
3100000US10700,10700,2009,90399,.4972068275091538,.5027931724908461,13.7,4.3,8,37.2,73.3,14.5,6.4,37.3,98.90000000000001,69.90000000000001,24.6,45.3
310M100US10700,10700,2010,93235,.4893655815948946,.5106344184051054,13.5,4.7,8.9,38.7,74.3,14.7,6.2,37.8,95.8,67.7,24.6,43.1
310M100US10700,10700,2011,94166,.4939150011681498,.5060849988318501,13.6,3.9,9.300000000000001,38,75.7,15.1,6.5,39.1,97.59999999999999,65.09999999999999,24.9,40.2
310M100US10700,10700,2012,94776,.4860091162319575,.5139908837680426,14,4.1,9.6,38.3,74.8,15.6,6.6,37.8,94.59999999999999,68.8,26.3,42.5
310M200US10700,10700,2013,94760,.481680033769523,.518319966230477,13.9,4,8.4,38.2,75.40000000000001,15.9,6.4,39.3,92.90000000000001,67.90000000000001,26.6,41.2
310M200US10700,10700,2014,94636,.4906061118390465,.5093938881609535,13.7,4.3,8.9,38.2,75.40000000000001,16.2,6.6,38.7,96.3,68.7,27.3,41.4
310M200US10700,10700,2015,94725,.4923621008181578,.5076378991818422,13.9,4.2,8,36.8,75.40000000000001,17.3,7,39.5,97,72.2,29.8,42.4
310M300US10700,10700,2016,95157,.4869636495475897,.5130363504524103,13.7,4.4,7.6,37.2,75.3,16.8,6.9,38,94.90000000000001,70.90000000000001,28.7,42.2
3100000US10740,10740,2006,815430,.4916154666862882,.5083845333137118,13.6,4.4,10,42.5,74.90000000000001,11.5,5.6,35.7,96.7,57.8,18.2,39.6
3100000US10740,10740,2007,832774,.4930809559376254,.5069190440623746,13.5,4.2,10,41.8,75,11.9,5.6,35.8,97.3,58.5,18.9,39.6
3100000US10740,10740,2008,841408,.4929736822088689,.5070263177911311,13.4,4,9.699999999999999,41.4,75.2,12.3,5.7,36,97.2,59,19.5,39.4
3100000US10740,10740,2009,856216,.4922916647201174,.5077083352798827,13.3,3.9,9.9,41.7,75.3,12.2,5.7,35.4,97,58.5,19.3,39.2
310M100US10740,10740,2010,892014,.4903230218359801,.5096769781640198,13.6,4,9.800000000000001,40.5,75.59999999999999,12.4,5.5,36.5,96.2,58.4,19.6,38.7
310M100US10740,10740,2011,899149,.4938425110854819,.5061574889145181,13.6,4,9.9,40.5,75.59999999999999,12.6,5.5,36.5,97.59999999999999,58.7,20.1,38.7
310M100US10740,10740,2012,902794,.4935444852314038,.5064555147685962,13.5,4,9.800000000000001,40.3,75.90000000000001,13.3,5.6,37,97.5,59.6,21.2,38.4
310M200US10740,10740,2013,901932,.492377474133305,.5076225258666951,13.4,3.9,9.699999999999999,40.2,76.40000000000001,13.9,5.8,37.1,97,60,22.2,37.8
310M200US10740,10740,2014,905213,.4908391726588107,.5091608273411893,13.2,3.8,9.4,39.7,76.8,14.5,6,37.6,96.40000000000001,60.5,23.3,37.2
310M200US10740,10740,2015,906209,.4922782713480003,.5077217286519997,13,4,9.4,39.9,77,15,6,37.5,97,61.2,24.1,37.1
310M300US10740,10740,2016,913924,.4912268416192156,.5087731583807844,13,4,8.800000000000001,39.5,77.2,15.6,6.1,37.9,96.59999999999999,62.4,25.4,37
3100000US10780,10780,2006,150827,.4856955319670881,.5143044680329119,14.1,4.5,10,40.9,74.2,13,5.9,36.1,94.40000000000001,63.5,21.3,42.2
3100000US10780,10780,2007,148925,.4864059090146047,.5135940909853953,14,4.2,9,40,74.59999999999999,13.3,6.2,36.7,94.7,63,21.7,41.3
3100000US10780,10780,2008,151428,.4813574768206673,.5186425231793328,14,4.4,8.5,39.4,74.7,13.5,6.2,37.2,92.8,63.5,22.1,41.3
3100000US10780,10780,2009,154101,.4845263820481372,.5154736179518628,13.9,4.6,9.4,39.5,74.3,13.4,5.9,37.7,94,64.2,21.9,42.2
310M100US10780,10780,2010,154120,.4972618738645211,.5027381261354789,14.2,4.4,8.9,39.8,75,13.8,5.8,37.8,98.90000000000001,63.4,22.6,40.8
310M100US10780,10780,2011,154505,.4920617455745769,.5079382544254232,14,4.1,9.300000000000001,39.3,74.7,13.4,5.8,37,96.90000000000001,63.1,21.8,41.3
310M100US10780,10780,2012,154441,.4930556005205872,.5069443994794128,14.4,4.5,9,38.9,74.3,13.8,5.8,37.3,97.3,65.3,22.9,42.4
310M200US10780,10780,2013,154753,.4985686868752141,.5014313131247859,14.1,4.2,9.300000000000001,39.2,75.2,14.1,6.1,36.9,99.40000000000001,63.7,23.1,40.6
310M200US10780,10780,2014,154872,.4887713724882484,.5112286275117517,13.5,4.3,9.699999999999999,40.1,75.59999999999999,14.7,6,37,95.59999999999999,64.5,24.3,40.2
310M200US10780,10780,2015,154484,.4942518319049222,.5057481680950778,13.7,4.3,8.800000000000001,40,75.59999999999999,15.3,6.3,37.7,97.7,65.8,25.3,40.4
310M300US10780,10780,2016,154789,.4998094179818979,.5001905820181021,13.5,4.2,8.6,39.1,75.5,15.3,6.5,37.7,99.90000000000001,66.2,25.4,40.8
3100000US10880,10880,2006,113501,.4980925278191382,.5019074721808618,14.5,4.7,8.699999999999999,41.8,74.5,11.3,5.3,36.6,99.2,58.4,17.9,40.5
3100000US10880,10880,2007,112761,.4994368620356329,.5005631379643671,14.5,4.6,8,40.7,74,11.7,5.6,36,99.8,60.5,18.8,41.8
3100000US10880,10880,2008,112975,.4999159105996902,.5000840894003098,14,4.4,8.5,40.1,74.59999999999999,12,5.3,36.9,100,59.7,19.2,40.5
3100000US10880,10880,2009,113449,.4977567012490194,.5022432987509806,14.4,4.6,8.4,38.2,74.5,12.9,5.5,38.2,99.09999999999999,62.4,21,41.5
310M100US10880,10880,2010,111503,.4978431073603401,.5021568926396599,14.7,4.7,7.7,36.6,73.59999999999999,12.8,5.5,38.9,99.09999999999999,64.5,21.1,43.4
310M100US10880,10880,2011,111234,.4950284984806804,.5049715015193197,14.8,4.8,7.5,35.7,74.09999999999999,13.4,5.8,39.7,98,64.7,22,42.7
310M100US10880,10880,2012,112039,.4974160783298673,.5025839216701328,14.4,4.9,7.7,36.1,74.40000000000001,14.3,6.1,40.6,99,66.5,23.9,42.6
3100000US10900,10900,2006,800336,.4887122408588393,.5112877591411608,12.5,4.3,9.199999999999999,40.8,77.40000000000001,14.6,7.9,39.3,95.59999999999999,59.3,23.3,36
3100000US10900,10900,2007,803844,.4869626444932101,.5130373555067899,12.6,4.3,9.300000000000001,39.7,77.09999999999999,14.8,7.9,39.4,94.90000000000001,60.4,23.7,36.7
3100000US10900,10900,2008,808210,.4879511513096844,.5120488486903156,12.4,4.2,9.199999999999999,39.3,77.40000000000001,14.9,7.9,40,95.3,59.9,23.8,36.1
3100000US10900,10900,2009,816012,.4879732160801557,.5120267839198444,12.6,4.1,9.1,38.3,77.3,15.1,7.7,40.2,95.3,60.8,24.3,36.5
310M100US10900,10900,2010,822141,.4875635687795646,.5124364312204355,12.9,4.2,8.800000000000001,37.6,77.2,15.2,7.7,40.5,95.09999999999999,61.3,24.6,36.8
310M100US10900,10900,2011,824916,.48892250847359,.5110774915264099,12.7,4.2,9.199999999999999,37.5,77.7,15.3,7.7,40.7,95.7,60.4,24.6,35.9
310M100US10900,10900,2012,827171,.487426420897251,.512573579102749,12.6,3.9,9.300000000000001,37.4,78,16,7.8,41.2,95.09999999999999,61.1,25.7,35.4
310M200US10900,10900,2013,827048,.4878362561786015,.5121637438213985,12.5,3.9,9.199999999999999,37.4,78.3,16.4,7.8,41.2,95.3,61.6,26.5,35.1
310M200US10900,10900,2014,829835,.489693734296577,.510306265703423,12.4,3.9,9.199999999999999,37.2,78.3,16.8,7.7,41.3,96,62.5,27.3,35.2
310M200US10900,10900,2015,832327,.4887201784875416,.5112798215124584,12.2,3.9,9.199999999999999,36.9,78.5,17,7.6,41.5,95.59999999999999,62.4,27.6,34.8
310M300US10900,10900,2016,835652,.492563890231819,.507436109768181,12,3.9,9,37.2,78.7,17.3,7.7,41.1,97.09999999999999,62.9,28.2,34.7
3100000US11020,11020,2006,126494,.4781254446851234,.5218745553148766,11.7,3.9,8.800000000000001,38.4,78.5,17.1,9.4,40.4,91.59999999999999,62.7,27.7,34.9
3100000US11020,11020,2007,125527,.4856803715535303,.5143196284464697,11.6,3.7,8.6,38.1,78.90000000000001,17,9.199999999999999,41.5,94.40000000000001,61.5,27.4,34.1
3100000US11020,11020,2008,125174,.4823445763497212,.5176554236502788,11.5,3.9,8.300000000000001,37.7,78.8,17.2,9.199999999999999,41,93.2,62.5,28,34.5
3100000US11020,11020,2009,126122,.4802334247791821,.5197665752208179,11.8,3.8,7.9,36.6,78.59999999999999,17.9,9.4,42.1,92.40000000000001,64.90000000000001,29.6,35.3
310M100US11020,11020,2010,127031,.4909195393250466,.5090804606749534,11.6,4.1,9.4,36.5,78.90000000000001,17.7,9,41.8,96.40000000000001,63.3,28.8,34.5
310M100US11020,11020,2011,127099,.4835679273637086,.5164320726362914,11.5,3.6,9.1,36.3,79.2,17.7,8.9,42.4,93.59999999999999,62.8,28.9,33.9
310M100US11020,11020,2012,127121,.4884008149715625,.5115991850284375,11.5,3.5,9.199999999999999,36,79.3,18.4,9,42.6,95.5,64.3,30.3,34
310M200US11020,11020,2013,126314,.4847127000965847,.5152872999034153,11.6,3.3,9.699999999999999,35.6,79.8,19.1,9.1,43.1,94.09999999999999,64.8,31.4,33.4
310M200US11020,11020,2014,125955,.4907705132785519,.5092294867214482,12.1,3.4,8.699999999999999,35.1,79.40000000000001,19.1,9.1,43.1,96.40000000000001,65.90000000000001,31.7,34.1
310M200US11020,11020,2015,125593,.4849553717165765,.5150446282834235,11.7,3.8,8.199999999999999,35.5,79.40000000000001,19.6,9.199999999999999,43.3,94.2,67.40000000000001,32.9,34.5
310M300US11020,11020,2016,124650,.4901724829522663,.5098275170477337,11.5,3.7,7.9,34.8,79.40000000000001,20.2,9.199999999999999,43.8,96.09999999999999,69.09999999999999,34.2,34.8
3100000US11100,11100,2006,240981,.4943792249181471,.5056207750818529,14.4,4.4,10.9,43,73.5,11.4,5.6,33.8,97.8,61.1,18.3,42.7
3100000US11100,11100,2007,241459,.4926509262442071,.5073490737557929,14.3,4.2,11.2,42.6,73.5,11.2,5.6,33.4,97.09999999999999,60.6,18,42.6
3100000US11100,11100,2008,242640,.5027324431256182,.4972675568743818,14.4,4.2,11.3,43,73.59999999999999,11.3,5.4,33.4,101.1,60.5,18.1,42.4
3100000US11100,11100,2009,245712,.4954255388422218,.5045744611577783,14.4,4.1,12,42,73.40000000000001,11.3,5.5,33.2,98.2,61,18.2,42.9
310M100US11100,11100,2010,251915,.5014230990611913,.4985769009388087,14.7,4.2,10.5,41.5,73.7,11.7,5.1,34.3,100.6,61.2,18.8,42.4
310M100US11100,11100,2011,254635,.4994914289080448,.5005085710919551,14.6,4,10.8,41.6,73.90000000000001,12,5.5,34.1,99.8,61.4,19.3,42.1
310M100US11100,11100,2012,254579,.5015299769423244,.4984700230576756,14.5,4,11,41.9,74.09999999999999,12.3,5.6,34.1,100.6,61.7,19.9,41.9
310M200US11100,11100,2013,259164,.4997530521214366,.5002469478785634,14.7,4.1,10.2,41.6,74.09999999999999,12.6,5.5,34.5,99.90000000000001,62.4,20.4,42
310M200US11100,11100,2014,261752,.5044202145542346,.4955797854457655,14.5,4.3,9.9,40.9,73.90000000000001,12.8,5.5,34.5,101.8,63.6,20.9,42.7
310M200US11100,11100,2015,263258,.5039732885610314,.4960267114389686,14.5,4,9.800000000000001,41.5,74,12.8,5.4,34.7,101.6,63.5,21,42.5
310M300US11100,11100,2016,263491,.500931720628029,.499068279371971,14.5,4.3,9.699999999999999,41.7,74,13.2,5.5,34.8,100.4,64.40000000000001,21.7,42.7
3100000US11180,11180,2006,80145,.5143053216045916,.4856946783954083,9.800000000000001,3.6,27.3,54.1,81.5,10.8,5.6,27.5,105.9,41.4,15.2,26.2
3100000US11180,11180,2007,84752,.5143477440060411,.4856522559939588,10.1,3.3,27.2,55.7,81.3,10.1,5.4,27.2,105.9,40.5,14.2,26.3
