GEOID,MSA,year,hhs_married,hhs_singledad,hhs_singlemom,hhsize,families_married,families_singledad,families_singlemom,family_size,pct_apts,pct_ownhouse,pct_renthouse
3100000US10140,10140,2006,.4974489795918368,.0356443947441991,.1369164103997763,2.44,.7424503207635738,.0531998122359568,.2043498670004694,2.88,16.2,65.8,34.2
3100000US10140,10140,2007,.4787498174382941,.0751789104717395,.1028552650795969,2.53,.7289303980431399,.1144651990215699,.1566044029352902,3.01,13.3,71.7,28.3
3100000US10140,10140,2008,.4909792039663958,.0361520451728412,.1001928109075885,2.37,.7826564215148188,.057628979143798,.1597145993413831,3.01,15.6,63.9,36.1
3100000US10140,10140,2009,.4520695990489571,.0536402608163118,.1139090024856803,2.49,.729593023255814,.0865697674418605,.1838372093023256,3.11,18.2,66,34
310M100US10140,10140,2010,.4692698054694108,.0589935156470257,.1028333803213984,2.46,.7435782890328345,.0934777752959571,.1629439356712084,3.06,11.3,70.2,29.8
310M100US10140,10140,2011,.4717202076583785,.0850540614387759,.0881767438229439,2.72,.7314047085880289,.1318767778248502,.136718513587121,3.3,11.3,71.90000000000001,28.1
310M100US10140,10140,2012,.4407460545193687,.0707317073170732,.1155667144906743,2.45,.702894405674408,.1128017389314724,.1843038553941197,3.01,11,70.7,29.3
310M200US10140,10140,2013,.471862763378706,.0784262539623345,.1101249300764497,2.52,.7144954542887797,.118753176351008,.1667513693602123,3.11,10.2,66.5,33.5
310M200US10140,10140,2014,.4572825809277034,.0478449691617094,.1401043757527098,2.47,.708710407239819,.0741515837104072,.2171380090497738,3.02,13.6,64.8,35.2
310M200US10140,10140,2015,.4492526430915056,.0251184834123223,.1400656215822093,2.51,.7311617420196986,.0408805031446541,.2279577548356473,3.07,15.2,64.5,35.5
310M300US10140,10140,2016,.4687888766922795,.0814123673618734,.0947310647639956,2.51,.7268807443549302,.1262339725405651,.1468852831045047,3.06,11.9,71.59999999999999,28.4
3100000US10180,10180,2006,.4962406015037594,.0369757727652464,.1284878863826232,2.42,.7499431861222635,.0558796050804232,.1941772087973133,3,16,66.40000000000001,33.6
3100000US10180,10180,2007,.5244513280168721,.0277301786067356,.1120576023199104,2.37,.7895520166691472,.0417472838219973,.1687006995088555,2.93,13.8,66.2,33.8
3100000US10180,10180,2008,.5059539693128753,.0326717811874583,.1207304869913275,2.45,.7673453901606172,.0495510307322626,.1831035791071203,3.05,14.3,66.5,33.5
3100000US10180,10180,2009,.5020326603734583,.0315234617239716,.1297285192585957,2.55,.7568887157512011,.0475262952863265,.1955849889624724,3.14,14.2,64.8,35.2
310M100US10180,10180,2010,.4756837128489567,.0318425580967974,.1485039343769317,2.52,.7250942243047774,.048538249974534,.2263675257206886,3.06,16,62.7,37.3
310M100US10180,10180,2011,.459270186862007,.0318784549123343,.1302099230169227,2.55,.739138740312193,.0513044427464251,.209556816941382,3.22,14.3,67.2,32.8
310M100US10180,10180,2012,.4869809875803283,.049645390070922,.1171211667166117,2.59,.7449067943363553,.0759396964449424,.1791535092187022,3.23,15.7,59.9,40.1
310M200US10180,10180,2013,.5017825311942959,.044200171651152,.1064897339407143,2.56,.7690478599615501,.06774258828291,.1632095517555398,3.15,16,64.5,35.5
310M200US10180,10180,2014,.5145831942868584,.0505906694253487,.126226389908563,2.56,.7442623742066269,.0731713203175906,.1825663054757825,3.05,16.5,61.5,38.5
310M200US10180,10180,2015,.4604358957084148,.050663612477262,.1233578117631207,2.6,.7257161060819242,.0798534604051076,.1944304335129682,3.26,15.7,60.7,39.3
310M300US10180,10180,2016,.4903227983733527,.0316386278116194,.1295411977118944,2.63,.7526029526029526,.0485625485625486,.1988344988344988,3.2,16.1,60.3,39.7
3100000US10300,10300,2006,.5525227899088404,.0520457918168327,.0873966504133983,2.65,.7984834558823529,.0752144607843137,.1263020833333333,3.17,14.9,76.90000000000001,23.1
3100000US10300,10300,2007,.6100789473684211,.0402368421052632,.0933157894736842,2.58,.8204048411069431,.0541085710241348,.1254865878689221,3.04,10.1,84.59999999999999,15.4
3100000US10300,10300,2008,.5508820998278829,.0384574010327022,.0979184595524957,2.59,.8015652514185091,.0559577382117003,.1424770103697907,3.17,10.6,79.3,20.7
3100000US10300,10300,2009,.5765983439663364,.032007601465997,.1104112936066241,2.59,.801925618274495,.0445157636397961,.1535586180857089,3.05,9.199999999999999,78.40000000000001,21.6
310M100US10300,10300,2010,.5089568256239509,.0445502325197435,.1270465865000963,2.63,.7478570273330098,.0654617499595666,.1866812227074236,3.19,11.5,81,19
310M100US10300,10300,2011,.5231638418079096,.0454079621600315,.110970963079753,2.46,.7698762567672081,.0668213457076566,.1633023975251353,2.96,15.2,77.2,22.8
310M100US10300,10300,2012,.5357650402652772,.0333701773777567,.1035054476551397,2.46,.7965100356038969,.0496107046441567,.1538792597519465,3.02,13.4,75.09999999999999,24.9
310M200US10300,10300,2013,.5026831231553528,.0347732760933727,.1065199892675074,2.52,.7805924753135286,.0539977500937461,.1654097745927253,3.14,10.5,77.59999999999999,22.4
310M200US10300,10300,2014,.495153704233038,.0482810591689837,.1247044149364654,2.44,.7410936527691351,.0722619788425638,.1866443683883012,2.96,12.1,74.2,25.8
310M200US10300,10300,2015,.4789010157769613,.0517614004754701,.112789064188459,2.52,.7442690402216811,.08044336216307,.175287597615249,3.12,8.5,79.2,20.8
310M300US10300,10300,2016,.5073449617532623,.0495222466319049,.1028559328763135,2.47,.7690270812437312,.0750651955867603,.1559077231695085,3.02,10.2,78.8,21.2
3100000US10380,10380,2006,.5353830439223698,.0414402451481103,.1984167517875383,3.41,.6906029303257089,.053454727521872,.2559423421524191,3.97,7.9,73.40000000000001,26.6
3100000US10380,10380,2007,.527271404518905,.046114032717371,.2045771061547735,3.46,.6777593715766692,.0592753894247468,.2629652389985839,4.04,9.6,76.2,23.8
3100000US10380,10380,2008,.483600145433712,.0585040159536375,.2244967663034496,3.71,.6308368904410814,.0763161298667702,.2928469796921485,4.39,10.3,73.5,26.5
3100000US10380,10380,2009,.5125646751266271,.0540711290234737,.1988562714449104,3.69,.6695884797085776,.070635778928795,.2597757413626274,4.43,10.8,74.7,25.3
310M100US10380,10380,2010,.48653192432752,.0558583357966302,.2073233816139521,2.8,.6489570113724572,.0745062283609123,.2765367602666305,3.27,12.8,70.5,29.5
310M100US10380,10380,2011,.4847246753750898,.06447856213971,.1957260146348091,2.93,.6506989408408135,.0865566252817259,.2627444338774606,3.46,11.9,68,32
310M100US10380,10380,2012,.4729879164404769,.0630013872971832,.1818967770472686,3.03,.6588620800716977,.0877595888588593,.2533783310694431,3.67,13.1,68.40000000000001,31.6
310M200US10380,10380,2013,.4670247821965423,.0646774703200469,.2247821965422291,2.93,.6173620393354974,.0854974221882757,.2971405384762268,3.42,12.6,66.7,33.3
310M200US10380,10380,2014,.4393083817717881,.0863233140193631,.2059471061285776,2.94,.6004935908736054,.1179959203203304,.2815104888060641,3.48,12.7,64.90000000000001,35.1
310M200US10380,10380,2015,.4481685616775866,.0482634643111346,.2069881189203,2.83,.6371278458844133,.0686125705390154,.2942595835765713,3.48,12.5,65.90000000000001,34.1
310M300US10380,10380,2016,.4253236157946264,.0639073207875557,.2179466260560571,2.78,.6014382218348224,.0903695537923167,.3081922243728609,3.38,13.3,66.3,33.7
3100000US10420,10420,2006,.4871295448961497,.0384066202102999,.1181503861670649,2.44,.7567806783167654,.0596666500710844,.1835526716121502,3.04,21.5,70,30
3100000US10420,10420,2007,.4873699271130298,.0403097252448796,.1160120567048557,2.42,.7571480574492024,.0626227193504975,.1802292232003,3.02,20.8,69.8,30.2
3100000US10420,10420,2008,.4729653463765081,.0368507547980165,.1269579847443128,2.41,.7427521892541207,.0578710026254327,.1993768081204466,3.03,21.3,68.59999999999999,31.4
3100000US10420,10420,2009,.4621480716473423,.0384037988565101,.1305856925353747,2.43,.7322461832597633,.0608485393763882,.2069052773638485,3.07,20.7,68,32
310M100US10420,10420,2010,.4658731258192048,.041044603815674,.1250874706507106,2.44,.7371349564982802,.0649434590049684,.1979215844967514,3.06,20.3,69,31
310M100US10420,10420,2011,.4632648455019367,.034208725281766,.1381891254332062,2.49,.7287903604521975,.0538158452357772,.2173937943120254,3.12,21,67.7,32.3
310M100US10420,10420,2012,.4571126467227034,.0390797722927725,.1273537045146269,2.45,.7330855400637183,.0626734267411188,.2042410331951629,3.08,20.4,67,33
