GEOID,MSA,year,med_inc,med_inc_black,med_inc_asian,med_inc_hispanic,med_inc_white
3100000US20380,20380,2006,40943,25615,,34554,51387
3100000US20380,20380,2007,38657,27467,27821,34383,42000
3100000US20380,20380,2008,43547,35223,,37711,48297
3100000US20380,20380,2009,43815,36962,2500,25777,48209
310M100US20380,20380,2010,39584,23416,41154,32296,49199
310M100US20380,20380,2011,39513,40222,60807,33249,40578
310M100US20380,20380,2012,45655,27262,,34927,51110
310M200US20380,20380,2013,45533,32755,180175,30507,50385
310M200US20380,20380,2014,44880,33700,81038,41080,49509
310M200US20380,20380,2015,48960,35295,115135,39332,55532
310M300US20380,20380,2016,51637,32325,108430,45495,58111
3100000US20500,20500,2006,46563,33132,44805,34415,55626
3100000US20500,20500,2007,48362,33765,52850,37476,60295
3100000US20500,20500,2008,52367,37626,53768,32431,64579
3100000US20500,20500,2009,49902,33624,54363,35715,61755
310M100US20500,20500,2010,47982,34624,61718,33721,60252
310M100US20500,20500,2011,48689,31008,67516,31086,61751
310M100US20500,20500,2012,50262,33964,72203,34438,62268
310M200US20500,20500,2013,53492,39302,49255,40015,63364
310M200US20500,20500,2014,51988,38078,65515,37997,64670
310M200US20500,20500,2015,54160,38590,52370,35674,67045
310M300US20500,20500,2016,56182,40424,77668,47045,68739
3100000US20620,20620,2006,37791,31160,,29481,38122
3100000US20620,20620,2007,39605,,,,39715
3100000US20620,20620,2008,40941,42254,,,40796
3100000US20620,20620,2009,37595,38729,,,37412
310M100US20620,20620,2010,35909,,62843,,36280
310M100US20620,20620,2011,43975,15552,,38828,44697
310M100US20620,20620,2012,44210,,,,44384
3100000US20700,20700,2006,50173,47032,,44548,50960
3100000US20700,20700,2007,56860,52003,89193,70275,55768
3100000US20700,20700,2008,56838,61296,53876,60862,55548
3100000US20700,20700,2009,54879,41179,,60137,54398
310M100US20700,20700,2010,54549,60261,82083,62360,51117
310M100US20700,20700,2011,51875,71213,,47638,51946
310M100US20700,20700,2012,56178,46843,,47500,57395
310M200US20700,20700,2013,55536,53654,65842,69918,54969
310M200US20700,20700,2014,63118,75147,106039,66688,59791
310M200US20700,20700,2015,57318,50114,78935,58051,56963
310M300US20700,20700,2016,60095,58448,63661,80503,58329
3100000US20740,20740,2006,46729,,,26209,47874
3100000US20740,20740,2007,45420,,,43390,46011
3100000US20740,20740,2008,49385,,50448,73366,49403
3100000US20740,20740,2009,44623,,,18250,45038
310M100US20740,20740,2010,44086,,16592,,44830
310M100US20740,20740,2011,49375,,,20197,50065
310M100US20740,20740,2012,48691,2500,33474,,49300
310M200US20740,20740,2013,49046,,61866,,48514
310M200US20740,20740,2014,48873,14745,,,49524
310M200US20740,20740,2015,52094,,47927,,52501
310M300US20740,20740,2016,51058,56835,41561,27637,51726
3100000US20940,20940,2006,37086,,,34627,50081
3100000US20940,20940,2007,31912,39830,54859,28699,52260
3100000US20940,20940,2008,37936,,100542,35414,50862
3100000US20940,20940,2009,38594,29797,,34605,51743
310M100US20940,20940,2010,41802,94123,59828,38680,57729
310M100US20940,20940,2011,37843,50204,152938,32523,64581
310M100US20940,20940,2012,40200,64625,42096,34036,51864
310M200US20940,20940,2013,43310,142722,84556,40519,54107
310M200US20940,20940,2014,39290,19500,172364,37361,49695
310M200US20940,20940,2015,40852,,,37971,48668
310M300US20940,20940,2016,49095,40925,72473,46182,62237
310M100US21020,21020,2012,45779,31227,,,53373
310M200US21020,21020,2013,44473,23906,23143,81246,50045
310M200US21020,21020,2014,46866,33007,90666,27221,54402
310M200US21020,21020,2015,44807,34904,,,49101
310M300US21020,21020,2016,49781,30853,,43259,58925
3100000US21060,21060,2006,41561,37273,36092,,42227
3100000US21060,21060,2007,48133,45544,200000,41736,49824
3100000US21060,21060,2008,47383,39598,,42406,48649
3100000US21060,21060,2009,45224,48498,42462,37321,44737
310M100US21060,21060,2010,42363,40759,102123,31490,42774
310M100US21060,21060,2011,46448,44740,205157,50625,46899
310M100US21060,21060,2012,47323,55252,49352,74603,46212
310M200US21060,21060,2013,46680,52352,39740,31364,45777
310M200US21060,21060,2014,49649,53154,46959,47926,49940
310M200US21060,21060,2015,48955,39505,,32357,50565
310M300US21060,21060,2016,51936,45147,,48581,53708
3100000US21140,21140,2006,46710,26915,48500,37050,48806
3100000US21140,21140,2007,47965,23893,73206,38011,51499
3100000US21140,21140,2008,49507,29140,76135,37010,53978
3100000US21140,21140,2009,42781,19785,,29124,46030
310M100US21140,21140,2010,41748,30429,55970,32221,44045
310M100US21140,21140,2011,43317,14469,38387,36764,49790
310M100US21140,21140,2012,45315,17354,160974,41934,46169
310M200US21140,21140,2013,45387,27275,73401,41490,47203
310M200US21140,21140,2014,49937,25410,,43470,51993
310M200US21140,21140,2015,49556,25605,69402,28847,53179
310M300US21140,21140,2016,54216,30318,65633,47428,56989
3100000US21300,21300,2006,39683,32759,122702,,39903
3100000US21300,21300,2007,39836,,,25896,40182
3100000US21300,21300,2008,41607,,,,42230
3100000US21300,21300,2009,43727,15060,192893,2500,44328
310M100US21300,21300,2010,47643,26355,,,48664
310M100US21300,21300,2011,50120,,,,50592
310M100US21300,21300,2012,45974,,141132,,47582
310M200US21300,21300,2013,45237,21568,,32641,46916
310M200US21300,21300,2014,50232,,250000,,51426
310M200US21300,21300,2015,53119,34363,74825,,54976
310M300US21300,21300,2016,51269,23570,110325,71033,51580
3100000US21340,21340,2006,32111,41702,30445,27574,53359
3100000US21340,21340,2007,34980,44886,44025,30287,55312
3100000US21340,21340,2008,36485,42811,60674,32393,53676
3100000US21340,21340,2009,36146,48972,37869,32321,57206
310M100US21340,21340,2010,36015,41198,39281,31887,52304
310M100US21340,21340,2011,39573,59270,65804,34339,61210
310M100US21340,21340,2012,40345,45700,66617,35673,55239
310M200US21340,21340,2013,39873,45741,50609,35596,51598
310M200US21340,21340,2014,40133,49990,82588,36197,55669
310M200US21340,21340,2015,43633,58904,53025,40629,57214
310M300US21340,21340,2016,42116,42127,50953,38483,57868
310M300US21420,21420,2016,50288,26074,72512,40417,52302
3100000US21460,21460,2006,40541,27261,38096,45996,43229
3100000US21460,21460,2007,37220,23698,43430,33375,44702
3100000US21460,21460,2008,44254,25131,70903,63169,49383
3100000US21460,21460,2009,43461,19563,,33714,50947
310M100US21460,21460,2010,40886,26764,,37661,44735
310M100US21460,21460,2011,41909,26095,,29921,51605
310M100US21460,21460,2012,43128,26214,,28228,48521
3100000US21500,21500,2006,39649,16352,,31076,40918
3100000US21500,21500,2007,42394,25017,37860,15826,44532
3100000US21500,21500,2008,44247,27088,44638,40330,46497
3100000US21500,21500,2009,42888,22566,31827,22082,44353
310M100US21500,21500,2010,42519,17536,44916,21580,45198
310M100US21500,21500,2011,41975,21143,22857,21986,43878
310M100US21500,21500,2012,46563,23670,29215,17270,48632
310M200US21500,21500,2013,44292,20374,26481,18111,46455
310M200US21500,21500,2014,45560,27108,36821,27930,48039
310M200US21500,21500,2015,47386,24304,36505,18324,51075
310M300US21500,21500,2016,48964,22362,47969,22100,51753
3100000US21660,21660,2006,42127,38085,36140,25968,43804
3100000US21660,21660,2007,43111,,48219,30228,44005
3100000US21660,21660,2008,43343,81846,35651,32990,44689
3100000US21660,21660,2009,39867,,,31713,41219
310M100US21660,21660,2010,40276,61923,40117,35241,40948
310M100US21660,21660,2011,40584,36832,35524,36427,41167
310M100US21660,21660,2012,40675,26405,27207,36588,41688
310M200US21660,21660,2013,43459,,23603,37346,45293
310M200US21660,21660,2014,44877,26780,61686,41088,45876
310M200US21660,21660,2015,47318,,31201,31547,49347
310M300US21660,21660,2016,47777,26218,48929,41397,48640
3100000US21700,21700,2006,40749,21311,,34327,41532
3100000US21700,21700,2007,36870,30940,57174,40325,37971
3100000US21700,21700,2008,39750,,67857,39147,40041
3100000US21700,21700,2009,35745,,43951,29793,36060
310M100US21700,21700,2010,38492,,27785,35469,40302
310M100US21700,21700,2011,41187,60750,,34678,42985
310M100US21700,21700,2012,40682,45979,32366,31543,42392
310M200US21700,21700,2013,42092,,41961,36552,44922
310M200US21700,21700,2014,40598,48168,,36317,43141
310M200US21700,21700,2015,40484,,24282,27292,42872
310M300US21700,21700,2016,43130,,60206,36442,45134
3100000US21780,21780,2006,43109,20214,,,45104
3100000US21780,21780,2007,46173,22875,,30274,48307
3100000US21780,21780,2008,43342,25634,108599,30872,44611
3100000US21780,21780,2009,46462,22804,82773,47278,48117
310M100US21780,21780,2010,44319,26631,,31552,45957
310M100US21780,21780,2011,46721,19704,52128,50858,48450
310M100US21780,21780,2012,44887,22744,31726,52367,48377
310M200US21780,21780,2013,45332,20070,,41000,48799
310M200US21780,21780,2014,46547,24734,101780,51826,48611
310M200US21780,21780,2015,48662,23929,,36664,50597
310M300US21780,21780,2016,50155,26793,46536,45512,51960
3100000US21820,21820,2006,58833,38321,36753,55741,66586
3100000US21820,21820,2007,65327,61664,84887,55094,68294
3100000US21820,21820,2008,69103,,76702,42132,75094
3100000US21820,21820,2009,70610,,,65022,73340
310M100US21820,21820,2010,60785,72289,,51049,62460
310M100US21820,21820,2011,65920,53478,55789,,67589
310M100US21820,21820,2012,66539,55081,82699,68728,71293
310M200US21820,21820,2013,69113,,,49563,71970
310M200US21820,21820,2014,69820,45537,,,74711
310M200US21820,21820,2015,72975,52055,47885,50061,77181
310M300US21820,21820,2016,77328,51250,64023,,81466
3100000US21940,21940,2006,17941,10463,,17635,91455
3100000US21940,21940,2007,18160,20282,,18363,
3100000US21940,21940,2008,20044,22327,,19594,
3100000US21940,21940,2009,20743,18667,,20611,
310M100US21940,21940,2010,18966,17255,,18752,
310M100US21940,21940,2011,18186,,,17890,
310M100US21940,21940,2012,21978,24619,,21981,
3100000US22020,22020,2006,46188,19597,29069,,47228
3100000US22020,22020,2007,44551,,30997,23836,46582
3100000US22020,22020,2008,46532,33519,42555,16112,48776
3100000US22020,22020,2009,45483,14891,32250,56193,46913
310M100US22020,22020,2010,50088,,67675,46439,50787
310M100US22020,22020,2011,52393,,,38846,53961
310M100US22020,22020,2012,51525,,,41600,53261
310M200US22020,22020,2013,51961,26149,27951,24713,55123
310M200US22020,22020,2014,53867,17076,,28996,57269
310M200US22020,22020,2015,56051,30663,72726,32159,61614
310M300US22020,22020,2016,60009,21254,56589,28560,63719
310M200US22060,22060,2013,58584,,,45051,60380
310M200US22060,22060,2014,60527,18006,83386,37833,61279
310M200US22060,22060,2015,57323,37797,,48064,61014
310M300US22060,22060,2016,69135,,92567,,69440
310M100US22100,22100,2010,33428,,,48792,33639
310M100US22100,22100,2011,34260,19121,,15233,34816
310M100US22100,22100,2012,34129,,,,34819
310M200US22100,22100,2013,37349,,,,37223
310M200US22100,22100,2014,41713,,,,41599
310M200US22100,22100,2015,42863,25240,,108629,43199
310M300US22100,22100,2016,45431,,,,45349
3100000US22140,22140,2006,40517,39081,67500,45079,50932
3100000US22140,22140,2007,43690,,66766,30213,52346
3100000US22140,22140,2008,47096,2500,,44635,51434
3100000US22140,22140,2009,47075,,80946,41936,61704
310M100US22140,22140,2010,45127,,,30703,55409
310M100US22140,22140,2011,51728,,,50685,62745
310M100US22140,22140,2012,46385,39297,145216,36226,56917
310M200US22140,22140,2013,43787,18464,,45364,54620
310M200US22140,22140,2014,48773,,71298,45778,64770
310M200US22140,22140,2015,49613,,,53366,53318
310M300US22140,22140,2016,52003,63286,,45902,63859
3100000US22180,22180,2006,40788,32326,30902,42687,49796
3100000US22180,22180,2007,42751,34269,31698,44820,50054
3100000US22180,22180,2008,44091,35688,42955,41017,51485
3100000US22180,22180,2009,40495,34665,45950,38425,47635
310M100US22180,22180,2010,43458,40739,35974,35552,49348
310M100US22180,22180,2011,42955,34628,46889,36979,51545
310M100US22180,22180,2012,44823,37751,42192,42207,51037
310M200US22180,22180,2013,42968,36047,42404,45362,49906
310M200US22180,22180,2014,42181,37519,50430,38821,47820
310M200US22180,22180,2015,41921,34528,51546,30078,50355
310M300US22180,22180,2016,45293,36899,41634,40930,51250
3100000US22220,22220,2006,42267,28565,63207,34067,44257
3100000US22220,22220,2007,44552,35216,45650,31809,46960
3100000US22220,22220,2008,43994,35839,43849,32291,47021
3100000US22220,22220,2009,44243,27534,30953,32416,46120
310M100US22220,22220,2010,45101,36065,53311,37292,46211
310M100US22220,22220,2011,45138,32049,59643,36411,47002
310M100US22220,22220,2012,45611,38550,62181,39776,46604
310M200US22220,22220,2013,47905,36289,71089,34123,51197
310M200US22220,22220,2014,50128,26919,74763,37026,52485
310M200US22220,22220,2015,50788,32567,71695,41882,52409
310M300US22220,22220,2016,51848,32297,76228,43537,55247
3100000US22300,22300,2006,44433,37030,2500,,45633
3100000US22300,22300,2007,48567,80321,41690,35703,50264
3100000US22300,22300,2008,51386,31056,40163,52981,53378
3100000US22300,22300,2009,47556,,30036,39149,50057
310M100US22300,22300,2010,50150,19492,82229,58859,50212
310M100US22300,22300,2011,46742,,79362,,47397
310M100US22300,22300,2012,47947,15966,33240,38962,49706
310M200US22300,22300,2013,46382,,57188,45239,46993
310M200US22300,22300,2014,50898,,60174,29262,51111
310M200US22300,22300,2015,54709,70518,78486,,54476
310M300US22300,22300,2016,52810,190515,27107,24778,57807
3100000US22380,22380,2006,43510,72966,34425,33397,53262
3100000US22380,22380,2007,49633,18540,,46089,55940
3100000US22380,22380,2008,47408,64493,95477,38759,50970
3100000US22380,22380,2009,50769,,,45212,54411
310M100US22380,22380,2010,42130,65675,31190,33688,50425
310M100US22380,22380,2011,45045,72863,39933,42424,51633
310M100US22380,22380,2012,45640,,,45940,51601
310M200US22380,22380,2013,50637,58247,,43067,57403
310M200US22380,22380,2014,49757,33977,23602,40222,59316
310M200US22380,22380,2015,53152,,,49321,62736
310M300US22380,22380,2016,55091,,,40792,60807
3100000US22420,22420,2006,41778,29597,54186,33701,46970
3100000US22420,22420,2007,43112,26525,29917,33095,48824
3100000US22420,22420,2008,44611,27850,44470,58103,49449
3100000US22420,22420,2009,41382,29747,67826,40517,45791
310M100US22420,22420,2010,38819,22456,55475,41389,42371
310M100US22420,22420,2011,40843,24205,,44355,44969
310M100US22420,22420,2012,40323,24990,,34093,45905
310M200US22420,22420,2013,41249,23799,75247,38245,47268
310M200US22420,22420,2014,41682,25571,90673,35101,46901
310M200US22420,22420,2015,44025,27090,105921,61700,48540
310M300US22420,22420,2016,43955,26586,109429,33302,49049
3100000US22500,22500,2006,37936,27528,41076,16768,45240
3100000US22500,22500,2007,40918,26997,91695,,51595
3100000US22500,22500,2008,40271,30086,48687,37316,48484
3100000US22500,22500,2009,38277,28217,,,48244
310M100US22500,22500,2010,37590,26972,,,46713
310M100US22500,22500,2011,39961,28575,,32644,48646
310M100US22500,22500,2012,38163,28902,65729,29880,47867
310M200US22500,22500,2013,38577,27730,,40114,47057
310M200US22500,22500,2014,40139,28297,97645,50199,53495
310M200US22500,22500,2015,38062,30128,52948,17448,49513
310M300US22500,22500,2016,42200,32130,85483,,53335
3100000US22520,22520,2006,37484,28358,41729,35650,40092
3100000US22520,22520,2007,36967,24535,,,38792
3100000US22520,22520,2008,39437,20182,2500,30555,43325
3100000US22520,22520,2009,37721,24735,,47986,38468
310M100US22520,22520,2010,37638,25059,45743,73730,40429
310M100US22520,22520,2011,37998,24272,,28639,40829
310M100US22520,22520,2012,41450,27019,,60715,43971
310M200US22520,22520,2013,42898,35222,,50971,44145
310M200US22520,22520,2014,41597,27321,,,44008
310M200US22520,22520,2015,41547,21209,116206,28769,45975
310M300US22520,22520,2016,45287,40324,,21358,46859
3100000US22540,22540,2006,48551,,200000,,48352
3100000US22540,22540,2007,50024,,,57585,50472
3100000US22540,22540,2008,52937,,,36267,53450
3100000US22540,22540,2009,50216,46047,,31336,50661
310M100US22540,22540,2010,49718,38961,,21748,50656
310M100US22540,22540,2011,53202,60987,49667,36386,53605
310M100US22540,22540,2012,53065,11404,,46750,54161
310M200US22540,22540,2013,54198,28792,101027,50935,55461
310M200US22540,22540,2014,51717,,,50344,52780
310M200US22540,22540,2015,57620,,33171,,59781
310M300US22540,22540,2016,58310,13975,,35689,60192
310M100US22580,22580,2010,35442,12630,,,38281
310M100US22580,22580,2011,35786,23349,46027,,40317
310M100US22580,22580,2012,32836,30809,,38281,33785
310M200US22580,22580,2013,34993,20594,,20442,37152
310M200US22580,22580,2014,34347,24979,,,34646
310M200US22580,22580,2015,35594,18433,,,37621
310M300US22580,22580,2016,36121,17361,,22574,40040
3100000US22660,22660,2006,53745,70655,,35902,56183
3100000US22660,22660,2007,52046,,,33033,54489
3100000US22660,22660,2008,56331,44444,88114,36300,59127
3100000US22660,22660,2009,55676,93393,72269,33872,57920
310M100US22660,22660,2010,54154,,40253,40686,57199
310M100US22660,22660,2011,55219,29781,52047,41065,57127
310M100US22660,22660,2012,55890,,37632,37355,57122
310M200US22660,22660,2013,59052,41090,117652,47156,59923
310M200US22660,22660,2014,56575,,63543,42796,58634
310M200US22660,22660,2015,64919,75234,41704,55860,65976
310M300US22660,22660,2016,66469,42333,67917,48069,68761
3100000US22840,22840,2006,30470,,,31462,30344
3100000US22840,22840,2007,35680,16750,74079,,36254
3100000US22840,22840,2008,34357,26042,,27314,34997
3100000US22840,22840,2009,33057,13562,,16161,35834
310M100US22840,22840,2010,35967,29096,,32100,36353
310M100US22840,22840,2011,36541,27795,20442,32882,37034
310M100US22840,22840,2012,38445,,,23056,39187
310M300US22840,22840,2016,35963,25145,,29232,36528
3100000US22900,22900,2006,35424,21278,31631,26429,39024
3100000US22900,22900,2007,36683,21675,56855,26694,38143
3100000US22900,22900,2008,38650,27630,26654,30098,41233
3100000US22900,22900,2009,36572,30640,25313,27681,38728
310M100US22900,22900,2010,37992,25848,57083,32496,39090
310M100US22900,22900,2011,35965,24019,,24674,37141
310M100US22900,22900,2012,36061,20880,39854,27425,37496
310M200US22900,22900,2013,37633,20516,,26774,40888
310M200US22900,22900,2014,39207,16691,44052,32314,40594
310M200US22900,22900,2015,41040,24030,31853,35323,43108
310M300US22900,22900,2016,40970,33001,40441,33127,43056
3100000US23020,23020,2006,54422,38136,49553,33536,56790
3100000US23020,23020,2007,55543,43040,30153,59412,57003
3100000US23020,23020,2008,56088,39773,31652,52640,59250
3100000US23020,23020,2009,49207,40869,32460,44705,51375
3100000US23060,23060,2006,46067,24849,43490,30391,50470
3100000US23060,23060,2007,48299,30329,48781,36014,51482
3100000US23060,23060,2008,48605,30844,54578,28154,52523
3100000US23060,23060,2009,47069,23891,44353,35783,50455
310M100US23060,23060,2010,47004,32248,80862,28746,50685
310M100US23060,23060,2011,47485,22781,56471,33867,50447
310M100US23060,23060,2012,49301,28368,32269,42287,52196
310M200US23060,23060,2013,46005,25635,34372,31192,50244
310M200US23060,23060,2014,49405,23697,47879,29820,54344
310M200US23060,23060,2015,50856,30779,38188,39294,54775
310M300US23060,23060,2016,51519,24769,49966,40900,55229
3100000US23180,23180,2006,46207,,,40908,46751
3100000US23180,23180,2007,51292,33146,91845,,52000
3100000US23180,23180,2008,47109,32726,,39977,49611
3100000US23180,23180,2009,46160,43381,,22393,47534
310M100US23180,23180,2010,45939,,21349,,48410
310M100US23180,23180,2011,44805,38714,220859,,44754
310M100US23180,23180,2012,49128,32376,,,51544
310M200US23180,23180,2013,44534,28484,,,46907
310M200US23180,23180,2014,50884,37206,,60180,55313
310M200US23180,23180,2015,52190,40518,95254,32191,53997
310M300US23180,23180,2016,54000,40387,50521,41038,56862
3100000US23420,23420,2006,42732,20946,47274,34099,54796
3100000US23420,23420,2007,47298,25476,50012,37480,60712
3100000US23420,23420,2008,43737,24278,53843,35175,59307
3100000US23420,23420,2009,45661,26373,51099,35925,57610
310M100US23420,23420,2010,45221,26396,52632,34257,59488
310M100US23420,23420,2011,42807,27450,46616,34699,56751
310M100US23420,23420,2012,41627,22296,44868,34157,54974
310M200US23420,23420,2013,43925,24332,46572,33643,57805
310M200US23420,23420,2014,43423,26833,53124,35370,59808
310M200US23420,23420,2015,46949,24305,56845,37255,60886
310M300US23420,23420,2016,48715,29203,55140,38327,62392
3100000US23460,23460,2006,31562,21036,41317,,34278
3100000US23460,23460,2007,34637,25502,2500,22679,38964
3100000US23460,23460,2008,37642,24027,,,41952
3100000US23460,23460,2009,39118,23605,98889,33894,42064
310M100US23460,23460,2010,35897,24282,,41539,36573
310M100US23460,23460,2011,33313,19901,40139,,37695
310M100US23460,23460,2012,34264,30505,,,34963
310M200US23460,23460,2013,39459,23458,,49791,43005
310M200US23460,23460,2014,40529,31309,250000,28343,42797
310M200US23460,23460,2015,43346,35327,,,44447
310M300US23460,23460,2016,41152,22061,,34309,44376
3100000US23540,23540,2006,37072,27813,27957,20522,41140
3100000US23540,23540,2007,38026,24488,36669,25714,43090
3100000US23540,23540,2008,42359,30010,39769,36323,48120
3100000US23540,23540,2009,37654,27300,21834,27977,42449
310M100US23540,23540,2010,40274,22287,39583,25161,47557
310M100US23540,23540,2011,39493,26209,31595,24085,48299
310M100US23540,23540,2012,41226,22859,51728,22123,49560
310M200US23540,23540,2013,38658,25886,51111,33977,45963
310M200US23540,23540,2014,45353,29013,39821,36351,50816
310M200US23540,23540,2015,46949,29194,60250,36563,54617
310M300US23540,23540,2016,45279,26115,51476,30815,50532
3100000US23580,23580,2006,44668,21291,53532,33905,55057
3100000US23580,23580,2007,51797,43700,44323,37601,58184
3100000US23580,23580,2008,52825,26000,74549,39385,61372
3100000US23580,23580,2009,49015,33575,37594,46959,55045
310M100US23580,23580,2010,47002,30356,42898,39958,51736
310M100US23580,23580,2011,50108,42027,36540,34175,55540
310M100US23580,23580,2012,49737,27958,58885,35571,57625
310M200US23580,23580,2013,44998,32528,54199,35057,51432
310M200US23580,23580,2014,52519,27799,80506,40235,60249
310M200US23580,23580,2015,55009,37429,61310,47095,59033
310M300US23580,23580,2016,54917,36640,51402,47316,60660
3100000US23660,23660,2006,36658,,,31114,37564
3100000US23660,23660,2007,37614,,40633,49167,37658
3100000US23660,23660,2008,37200,,49847,,40240
3100000US23660,23660,2009,39927,51322,,36589,40003
310M100US23660,23660,2010,39110,46177,46365,16514,40069
310M100US23660,23660,2011,40409,,,28506,42767
310M100US23660,23660,2012,40435,,,32390,41055
3100000US23700,23700,2006,27261,,,27353,41852
3100000US23700,23700,2007,42558,101793,71914,62200,57232
3100000US23700,23700,2008,30899,66380,101658,23194,50220
3100000US23700,23700,2009,34948,,38519,46552,45288
310M100US23700,23700,2010,29369,55331,,46235,65104
310M100US23700,23700,2011,28983,61597,61106,42884,46875
310M100US23700,23700,2012,29696,,70780,32594,50662
310M200US23700,23700,2013,24945,,,49103,52401
310M200US23700,23700,2014,27041,,21528,45593,64078
310M200US23700,23700,2015,28212,,49338,29195,62045
310M300US23700,23700,2016,31526,,46354,34954,59741
3100000US23900,23900,2006,53932,38713,159070,35196,54646
3100000US23900,23900,2007,53281,,,35625,53518
3100000US23900,23900,2008,55261,,95518,52213,55667
3100000US23900,23900,2009,56628,42945,,51457,57603
310M100US23900,23900,2010,55652,,,29833,56360
310M100US23900,23900,2011,54906,,,26190,55905
310M100US23900,23900,2012,60136,,,34981,61079
310M200US23900,23900,2013,59029,85833,,40201,60593
310M200US23900,23900,2014,61543,,,28599,63040
310M200US23900,23900,2015,61023,,,35270,62618
310M300US23900,23900,2016,59300,107779,,46226,59513
3100000US24020,24020,2006,45973,,107127,,45873
3100000US24020,24020,2007,45441,,,,46141
3100000US24020,24020,2008,48342,,2500,64667,48305
3100000US24020,24020,2009,51075,41848,98163,,51382
310M100US24020,24020,2010,50936,38795,,50966,50949
310M100US24020,24020,2011,51722,,,37415,52015
310M100US24020,24020,2012,53368,71410,28257,,53423
310M200US24020,24020,2013,53562,27072,,35296,55017
310M200US24020,24020,2014,51880,,92351,25771,52929
310M200US24020,24020,2015,55186,68553,,60068,54726
310M300US24020,24020,2016,54414,42935,,,54932
310M200US24060,24060,2013,56652,,,27671,64989
310M200US24060,24060,2014,62927,75918,,43260,76042
310M200US24060,24060,2015,64945,,,50134,75251
310M300US24060,24060,2016,70234,,,62795,72486
3100000US24140,24140,2006,38158,28988,50694,26765,44445
3100000US24140,24140,2007,40110,28300,62974,30819,49277
3100000US24140,24140,2008,39388,24937,114061,33051,50581
3100000US24140,24140,2009,40944,30694,,25598,51857
310M100US24140,24140,2010,40787,31020,31189,22294,48004
310M100US24140,24140,2011,39085,33708,,39108,42065
310M100US24140,24140,2012,37905,26947,53202,20756,51417
310M200US24140,24140,2013,42193,24907,,31743,53897
310M200US24140,24140,2014,35966,30828,36548,27923,42103
310M200US24140,24140,2015,40361,31731,34944,21636,54880
310M300US24140,24140,2016,41711,27120,58086,30329,51809
3100000US24220,24220,2006,40716,,,48328,41342
3100000US24220,24220,2007,43956,45815,18245,,44151
3100000US24220,24220,2008,46649,,,30701,48979
3100000US24220,24220,2009,42271,30083,,40603,43843
310M100US24220,24220,2010,46057,,,32249,47633
310M100US24220,24220,2011,46718,25755,35091,,49825
310M100US24220,24220,2012,43648,,19499,55243,45125
310M200US24220,24220,2013,50891,31614,21405,27331,54112
310M200US24220,24220,2014,49691,,89899,,51310
310M200US24220,24220,2015,53443,,,57292,54646
310M300US24220,24220,2016,48671,,,36834,52668
3100000US24260,24260,2006,39884,,50080,34055,40540
3100000US24260,24260,2007,42760,,,36493,43951
3100000US24260,24260,2008,46483,,,34310,47407
3100000US24260,24260,2009,45402,30314,,31919,49648
310M100US24260,24260,2010,46479,,46637,41683,46830
310M100US24260,24260,2011,45590,2500,80086,36635,47942
310M100US24260,24260,2012,47588,35101,83528,42077,48385
310M200US24260,24260,2013,50567,,31163,39112,51963
310M200US24260,24260,2014,49742,,44880,32614,52513
310M200US24260,24260,2015,51371,28770,,45694,55570
310M300US24260,24260,2016,55435,21748,49866,56866,56506
3100000US24300,24300,2006,42596,93842,,37576,45068
3100000US24300,24300,2007,50954,66268,65440,45649,51158
3100000US24300,24300,2008,55738,20972,90326,41838,56631
3100000US24300,24300,2009,52882,,,37712,55825
310M100US24300,24300,2010,46231,,,35478,48357
310M100US24300,24300,2011,47664,2500,,50927,47806
310M100US24300,24300,2012,45892,90158,2500,33578,47436
310M200US24300,24300,2013,46723,36219,62321,32788,50144
310M200US24300,24300,2014,50174,,24017,37256,51298
310M200US24300,24300,2015,51465,82991,120973,44471,52060
310M300US24300,24300,2016,48846,,45313,32131,51273
3100000US24340,24340,2006,46586,29671,46838,29477,50002
3100000US24340,24340,2007,49044,26382,58695,33072,51809
3100000US24340,24340,2008,49923,26549,47204,29286,53763
3100000US24340,24340,2009,47150,23591,40891,29548,50339
310M100US24340,24340,2010,47040,23961,41636,33109,50404
310M100US24340,24340,2011,49589,23670,61883,34935,52611
310M100US24340,24340,2012,50658,26392,50162,35302,54106
310M200US24340,24340,2013,52485,25495,51914,35114,56106
310M200US24340,24340,2014,54372,25495,63130,40624,58196
310M200US24340,24340,2015,55459,28840,58867,40932,59136
310M300US24340,24340,2016,60212,34667,54819,41997,63872
3100000US24420,24420,2006,39993,,46832,31592,40761
3100000US24420,24420,2007,37312,,,41346,36640
3100000US24420,24420,2008,33564,2500,,31561,33819
3100000US24420,24420,2009,34754,,,41161,34798
310M100US24420,24420,2010,36626,,,32954,36476
310M100US24420,24420,2011,37048,50543,2500,26780,37989
310M100US24420,24420,2012,34430,,,32015,34728
310M200US24420,24420,2013,38298,,,43491,38197
310M200US24420,24420,2014,36870,,,40853,36489
310M200US24420,24420,2015,41493,,,34954,42158
310M300US24420,24420,2016,36472,,,43159,36058
3100000US24500,24500,2006,39887,29705,55065,56359,40682
3100000US24500,24500,2007,42952,17061,,24418,44512
3100000US24500,24500,2008,42750,15712,,35929,43565
3100000US24500,24500,2009,40518,,,,41552
310M100US24500,24500,2010,41871,,,30779,42599
310M100US24500,24500,2011,42623,52500,,41548,43676
310M100US24500,24500,2012,41732,,,,46075
