GEOID,MSA,year,med_inc,med_inc_black,med_inc_asian,med_inc_hispanic,med_inc_white
3100000US10140,10140,2006,40272,,80352,30975,40103
3100000US10140,10140,2007,42402,,41493,42319,41952
3100000US10140,10140,2008,41464,,35621,36765,42740
3100000US10140,10140,2009,36345,,,38108,36636
310M100US10140,10140,2010,40019,,35844,,41538
310M100US10140,10140,2011,40993,15960,,17750,42518
310M100US10140,10140,2012,42057,,63158,34027,43834
310M200US10140,10140,2013,41315,130743,23333,47327,41024
310M200US10140,10140,2014,43356,,57189,32706,43595
310M200US10140,10140,2015,44122,,85206,40175,44852
310M300US10140,10140,2016,49623,,,40320,51116
3100000US10180,10180,2006,39784,29418,76808,30480,42160
3100000US10180,10180,2007,39369,26583,,37532,42269
3100000US10180,10180,2008,41961,36005,72713,34593,44723
3100000US10180,10180,2009,42931,39561,,33426,46324
310M100US10180,10180,2010,40630,35795,32645,28737,45212
310M100US10180,10180,2011,40659,25552,26144,33117,43751
310M100US10180,10180,2012,43407,30411,21947,32231,48677
310M200US10180,10180,2013,44149,35593,52465,36557,46686
310M200US10180,10180,2014,44303,29363,,39507,48075
310M200US10180,10180,2015,47420,35393,,49989,49265
310M300US10180,10180,2016,48016,37380,28000,39451,52374
3100000US10300,10300,2006,46901,,,34313,50781
3100000US10300,10300,2007,50240,81040,,38305,50418
3100000US10300,10300,2008,50369,75511,85375,48132,49778
3100000US10300,10300,2009,45640,34538,49583,35990,47759
310M100US10300,10300,2010,45563,,,25803,46409
310M100US10300,10300,2011,44509,,14629,21247,46517
310M100US10300,10300,2012,48224,,95840,26745,49185
310M200US10300,10300,2013,45938,40282,,36250,46684
310M200US10300,10300,2014,46739,24658,,37243,48444
310M200US10300,10300,2015,48279,,,41071,48714
310M300US10300,10300,2016,51918,26351,,40765,53306
3100000US10380,10380,2006,11717,17025,,11569,24936
3100000US10380,10380,2007,12139,9069,,12010,23415
3100000US10380,10380,2008,13152,12041,,13015,28698
3100000US10380,10380,2009,13470,9345,,13352,24032
310M100US10380,10380,2010,14313,13758,,14303,15531
310M100US10380,10380,2011,14951,14593,,14858,17259
310M100US10380,10380,2012,15339,15030,55203,15234,
310M200US10380,10380,2013,15323,11725,8716,15218,
310M200US10380,10380,2014,15886,29229,,15732,20975
310M200US10380,10380,2015,14485,14996,,14459,13262
310M300US10380,10380,2016,14546,9471,,14298,27902
3100000US10420,10420,2006,44507,28298,46228,24760,48236
3100000US10420,10420,2007,47898,24810,60502,31612,51871
3100000US10420,10420,2008,50036,26779,,57830,53004
3100000US10420,10420,2009,47482,22852,54696,47467,50139
310M100US10420,10420,2010,46521,26856,45237,37111,49870
310M100US10420,10420,2011,47032,27161,55921,42813,50726
310M100US10420,10420,2012,49731,21692,55378,33840,53984
310M200US10420,10420,2013,49984,27911,58520,50982,53090
310M200US10420,10420,2014,50538,28182,54298,45038,54374
310M200US10420,10420,2015,51580,26998,50533,42843,56751
310M300US10420,10420,2016,51598,29039,38092,,55444
310M100US10460,10460,2011,35308,35582,43583,24889,42301
310M100US10460,10460,2012,40583,,37034,19501,48601
310M200US10460,10460,2013,44102,63308,,28634,47906
310M200US10460,10460,2014,42603,50794,,28293,45311
310M200US10460,10460,2015,36142,18792,,21610,47090
310M300US10460,10460,2016,43646,68047,2500,31018,47209
3100000US10500,10500,2006,35515,24708,,36100,46443
3100000US10500,10500,2007,36402,27353,31938,,51117
3100000US10500,10500,2008,38989,24554,,,53013
3100000US10500,10500,2009,36218,25619,61940,25242,46699
310M100US10500,10500,2010,34002,22364,,18572,47629
310M100US10500,10500,2011,32775,24062,,14790,49248
310M100US10500,10500,2012,34469,24498,,40699,49985
310M200US10500,10500,2013,34756,27030,67656,30318,47170
310M200US10500,10500,2014,39071,27317,64184,,56516
310M200US10500,10500,2015,40143,28374,31290,61174,52228
310M300US10500,10500,2016,40667,31201,108875,,51655
3100000US10540,10540,2006,40782,,,30935,41445
3100000US10540,10540,2007,44397,,77776,40129,45088
3100000US10540,10540,2008,45571,,,24948,46092
3100000US10540,10540,2009,47669,16780,2500,43252,48108
310M100US10540,10540,2010,42900,,78264,25353,43746
310M100US10540,10540,2011,42565,,,26201,43431
310M100US10540,10540,2012,43489,16351,,30678,44849
310M200US10540,10540,2013,45130,,,27043,46866
310M200US10540,10540,2014,43428,,80272,48546,44287
310M200US10540,10540,2015,47527,,111700,33617,47456
310M300US10540,10540,2016,51310,,102746,49444,50998
3100000US10580,10580,2006,53202,36446,59769,33068,55352
3100000US10580,10580,2007,55129,33026,73174,32697,57765
3100000US10580,10580,2008,58765,33303,65565,28850,61397
3100000US10580,10580,2009,57677,27257,69606,38964,60516
310M100US10580,10580,2010,55796,27398,45563,36819,59818
310M100US10580,10580,2011,58617,27665,53460,35819,62248
310M100US10580,10580,2012,60625,33619,71836,34279,63039
310M200US10580,10580,2013,59626,26714,54224,31718,63491
310M200US10580,10580,2014,62265,31740,73213,45380,65886
310M200US10580,10580,2015,63080,30955,82384,46372,66745
310M300US10580,10580,2016,65855,31259,77126,41604,70113
3100000US10700,10700,2006,37030,,43870,26735,38426
3100000US10700,10700,2007,34153,15542,,20662,35512
3100000US10700,10700,2008,35205,11339,,25357,37922
3100000US10700,10700,2009,37284,55000,,41297,36836
310M100US10700,10700,2010,39343,,,31563,40079
310M100US10700,10700,2011,39245,24725,,21635,41345
310M100US10700,10700,2012,36197,16544,,20444,39378
310M200US10700,10700,2013,38116,30048,90771,33489,39227
310M200US10700,10700,2014,33446,24428,36518,27180,34497
310M200US10700,10700,2015,40525,38161,,22096,44248
310M300US10700,10700,2016,42362,,250000,27037,45842
3100000US10740,10740,2006,44799,42758,39332,36780,55324
3100000US10740,10740,2007,45325,39416,59816,38565,51697
3100000US10740,10740,2008,47198,36526,45185,39919,55214
3100000US10740,10740,2009,46824,39553,51620,38567,55853
310M100US10740,10740,2010,47383,36581,54013,39399,57146
310M100US10740,10740,2011,45027,40958,49016,36766,53562
310M100US10740,10740,2012,46725,34212,58654,37931,56231
310M200US10740,10740,2013,48355,41417,63934,39924,56483
310M200US10740,10740,2014,47581,38779,61958,41363,54917
310M200US10740,10740,2015,48937,35563,71010,40625,58581
310M300US10740,10740,2016,50954,46519,65348,43750,59839
3100000US10780,10780,2006,34966,22235,58636,43355,39778
3100000US10780,10780,2007,37180,23220,100985,32260,42877
3100000US10780,10780,2008,42595,29039,,38801,50376
3100000US10780,10780,2009,39530,29100,60580,25230,46151
310M100US10780,10780,2010,40017,24724,,46551,46609
310M100US10780,10780,2011,35692,23677,,43462,40838
310M100US10780,10780,2012,40896,26285,,55030,48469
310M200US10780,10780,2013,39960,29996,,47333,44707
310M200US10780,10780,2014,40209,24947,,76354,49601
310M200US10780,10780,2015,42778,24669,,25549,51776
310M300US10780,10780,2016,42136,25141,,42263,51129
3100000US10880,10880,2006,50558,,,47263,51489
3100000US10880,10880,2007,50730,,,31704,52071
3100000US10880,10880,2008,49201,,,29535,50419
3100000US10880,10880,2009,50316,,,34493,52124
310M100US10880,10880,2010,44847,,,35584,46672
310M100US10880,10880,2011,50508,,,36094,51692
310M100US10880,10880,2012,50078,60216,,37727,50807
3100000US10900,10900,2006,51464,43865,77833,35176,53198
3100000US10900,10900,2007,55038,39936,92248,32021,57477
3100000US10900,10900,2008,58811,51162,71538,33614,61479
3100000US10900,10900,2009,56802,43597,69108,37241,58555
310M100US10900,10900,2010,55630,45791,69717,35105,58229
310M100US10900,10900,2011,54169,40565,85419,34033,57314
310M100US10900,10900,2012,55766,42846,90774,36034,58603
310M200US10900,10900,2013,56543,35161,71333,35687,60395
310M200US10900,10900,2014,60320,43778,90797,40869,63810
310M200US10900,10900,2015,60671,37530,76394,36784,65903
310M300US10900,10900,2016,63022,51180,96154,42716,67255
3100000US11020,11020,2006,40730,21071,,,40857
3100000US11020,11020,2007,42509,,122631,17232,42680
3100000US11020,11020,2008,40333,14174,90570,15998,41405
3100000US11020,11020,2009,38455,26261,144231,,38785
310M100US11020,11020,2010,42990,,44154,,43155
310M100US11020,11020,2011,43136,,,,43223
310M100US11020,11020,2012,41258,20965,56719,,41589
310M200US11020,11020,2013,42164,33607,,,42214
310M200US11020,11020,2014,44019,,,26349,44327
310M200US11020,11020,2015,45432,31914,192122,11827,46418
310M300US11020,11020,2016,43443,,83797,,44404
3100000US11100,11100,2006,40969,20241,,29183,47054
3100000US11100,11100,2007,42065,26395,30433,30774,48706
3100000US11100,11100,2008,47822,25323,23281,37045,52246
3100000US11100,11100,2009,43373,20856,32260,34295,49259
310M100US11100,11100,2010,46390,24814,55278,32785,51936
310M100US11100,11100,2011,47350,26707,50317,33845,53114
310M100US11100,11100,2012,46434,24731,46481,35925,50047
310M200US11100,11100,2013,49207,21363,42000,38157,56754
310M200US11100,11100,2014,51280,30420,46359,40566,57348
310M200US11100,11100,2015,51734,30358,52190,41684,58799
310M300US11100,11100,2016,54478,33794,65967,40894,60836
3100000US11180,11180,2006,43326,44391,26190,,45179
3100000US11180,11180,2007,47827,,20781,43136,49415
3100000US11180,11180,2008,48076,31941,29775,27674,51017
3100000US11180,11180,2009,45516,,,,46319
310M100US11180,11180,2010,48034,25330,39352,45870,49778
310M100US11180,11180,2011,45866,67528,18555,,48020
310M100US11180,11180,2012,49489,,,14561,51551
310M200US11180,11180,2013,50279,,26764,,51375
310M200US11180,11180,2014,46091,,,30212,53007
310M200US11180,11180,2015,50811,,20592,35948,52110
310M300US11180,11180,2016,53371,,35222,50635,58065
3100000US11260,11260,2006,62513,41123,57261,55062,68062
3100000US11260,11260,2007,67995,64766,62205,49274,73733
3100000US11260,11260,2008,75035,52038,55690,61695,81410
3100000US11260,11260,2009,72712,52297,68095,56388,77819
310M100US11260,11260,2010,71490,56716,51880,68452,77906
310M100US11260,11260,2011,71700,50485,57273,58889,76544
310M100US11260,11260,2012,71494,41776,51505,49493,78852
310M200US11260,11260,2013,76831,51250,80209,56256,83367
310M200US11260,11260,2014,75682,50488,64575,54330,86012
310M200US11260,11260,2015,78238,51979,69051,65054,86238
310M300US11260,11260,2016,82203,69303,73045,73445,87247
3100000US11300,11300,2006,40990,26771,,17316,42776
3100000US11300,11300,2007,42783,23214,,46228,44248
3100000US11300,11300,2008,44133,29424,102227,29177,45714
3100000US11300,11300,2009,41741,26467,,55061,42955
310M100US11300,11300,2010,38772,26537,,64395,39542
310M100US11300,11300,2011,42129,30733,73429,14299,44608
310M100US11300,11300,2012,42933,30657,,42752,44038
3100000US11340,11340,2006,41015,29617,,30936,43762
3100000US11340,11340,2007,40778,30010,,38750,44870
3100000US11340,11340,2008,45178,28108,,51079,47956
3100000US11340,11340,2009,41246,23765,90297,19397,45963
310M100US11340,11340,2010,36770,23313,,,42402
310M100US11340,11340,2011,40943,34009,35714,43377,42715
310M100US11340,11340,2012,39232,24099,,36938,43717
3100000US11460,11460,2006,56817,35024,56641,36305,60983
3100000US11460,11460,2007,61049,35415,70664,49529,66051
3100000US11460,11460,2008,57848,29149,53471,41861,64489
3100000US11460,11460,2009,54603,30771,58263,46398,59512
310M100US11460,11460,2010,55880,39717,71950,52203,59294
310M100US11460,11460,2011,56612,30814,53371,48160,63532
310M100US11460,11460,2012,56330,36349,60706,36689,61108
310M200US11460,11460,2013,59660,31870,60785,37020,66904
310M200US11460,11460,2014,62845,39626,63470,42274,68535
310M200US11460,11460,2015,61977,36186,52275,51669,69876
310M300US11460,11460,2016,65601,37150,76775,49620,73182
3100000US11500,11500,2006,36241,22726,62746,47866,40017
3100000US11500,11500,2007,37074,21034,,,42051
3100000US11500,11500,2008,40056,24219,,66125,44109
3100000US11500,11500,2009,36527,18621,,36014,41930
310M100US11500,11500,2010,36675,19918,,38621,40270
310M100US11500,11500,2011,39037,29354,,,40730
310M100US11500,11500,2012,39169,27414,2500,,43580
310M200US11500,11500,2013,36205,26695,,25915,40626
310M200US11500,11500,2014,41428,19021,,24841,48662
310M200US11500,11500,2015,42346,25618,,45322,50667
310M300US11500,11500,2016,41687,33694,51817,40451,43812
3100000US11540,11540,2006,51189,42339,49153,31116,51975
3100000US11540,11540,2007,56846,24667,53780,56274,57058
3100000US11540,11540,2008,54848,,62135,36112,55581
3100000US11540,11540,2009,55669,9113,64773,49334,56337
310M100US11540,11540,2010,55883,,51031,41717,56836
310M100US11540,11540,2011,58172,,70127,,58899
310M100US11540,11540,2012,60166,,50584,39185,60737
310M200US11540,11540,2013,58410,26186,53400,40349,59725
310M200US11540,11540,2014,60106,51732,31890,38193,61206
310M200US11540,11540,2015,61245,15380,44998,38649,63083
310M300US11540,11540,2016,63902,,52162,51223,65215
310M200US11640,11640,2013,17833,15211,2500,17838,
310M200US11640,11640,2014,16244,,15356,16244,
310M200US11640,11640,2015,15750,10949,2500,15766,
310M300US11640,11640,2016,18428,20893,,18472,
3100000US11700,11700,2006,40840,24038,29671,30114,42200
3100000US11700,11700,2007,43819,24619,64566,41956,44599
3100000US11700,11700,2008,43180,31383,,36013,43966
3100000US11700,11700,2009,41078,31630,55320,33056,42648
310M100US11700,11700,2010,42168,22207,53540,25728,44483
310M100US11700,11700,2011,41969,25749,98717,29827,43195
310M100US11700,11700,2012,43172,14682,60704,34707,45341
310M200US11700,11700,2013,43916,26572,,32944,45750
310M200US11700,11700,2014,46917,35250,52232,25939,48334
310M200US11700,11700,2015,44826,26948,40875,23436,47302
310M300US11700,11700,2016,50541,41333,51299,26872,51994
3100000US11780,11780,2006,37628,23813,,,38880
3100000US11780,11780,2007,39806,27554,20959,80138,40517
3100000US11780,11780,2008,42417,,,23270,43266
3100000US11780,11780,2009,39610,16719,,,41323
310M100US11780,11780,2010,38751,,67259,32157,39705
310M100US11780,11780,2011,38204,,,30977,39356
310M100US11780,11780,2012,36015,25138,,25585,37517
310M200US11780,11780,2013,40839,40471,,,41285
310M200US11780,11780,2014,39079,30077,,33893,40463
310M200US11780,11780,2015,44511,,,,45229
310M300US11780,11780,2016,42965,19064,,,44179
310M200US11900,11900,2015,36511,,2500,,39705
310M300US11900,11900,2016,36193,,,,36902
3100000US11980,11980,2006,34041,,,24619,36486
3100000US11980,11980,2007,39619,25869,,31845,42573
3100000US11980,11980,2008,42139,23231,,33769,46459
3100000US11980,11980,2009,42289,36581,,34520,45830
310M100US11980,11980,2010,36570,21355,,22574,39219
310M100US11980,11980,2011,38278,33719,27102,31613,41024
310M100US11980,11980,2012,37077,,,25599,39451
310M200US11980,11980,2013,38493,12703,,30968,40474
310M200US11980,11980,2014,41112,35952,58083,27135,44713
310M200US11980,11980,2015,47906,32708,36056,35401,50255
310M300US11980,11980,2016,44088,26274,,31546,46083
3100000US12020,12020,2006,36789,21957,44511,,41751
3100000US12020,12020,2007,40774,28329,36621,36177,48241
3100000US12020,12020,2008,41424,28912,40346,53394,47667
3100000US12020,12020,2009,38994,24520,23843,27688,47727
310M100US12020,12020,2010,40391,30874,21006,35541,46253
310M100US12020,12020,2011,38663,18388,,27905,45519
310M100US12020,12020,2012,38028,24333,41910,31940,45188
310M200US12020,12020,2013,38227,24509,16535,22448,47990
310M200US12020,12020,2014,41761,24401,61083,30579,49813
310M200US12020,12020,2015,38643,24193,43162,35000,43153
310M300US12020,12020,2016,43165,26305,31817,37428,51486
3100000US12060,12060,2006,55552,40495,64331,40596,66828
3100000US12060,12060,2007,57189,42865,66142,42022,67977
3100000US12060,12060,2008,60682,45655,68521,41401,72389
3100000US12060,12060,2009,55464,41047,61169,36194,67745
310M100US12060,12060,2010,53182,40472,62084,35510,65478
310M100US12060,12060,2011,52639,40582,60671,35181,65230
310M100US12060,12060,2012,54628,41421,67118,38064,67196
310M200US12060,12060,2013,55733,41803,67611,38919,68595
310M200US12060,12060,2014,56166,42974,70988,40033,69485
310M200US12060,12060,2015,60219,45736,76241,43037,72392
310M300US12060,12060,2016,62613,48161,80209,50563,75435
3100000US12100,12100,2006,52230,44270,51978,32838,59511
3100000US12100,12100,2007,55767,37891,55560,48093,63070
3100000US12100,12100,2008,52696,41901,67228,42520,58552
3100000US12100,12100,2009,52864,35479,55399,51274,60758
310M100US12100,12100,2010,52571,32884,60864,36827,59565
310M100US12100,12100,2011,50829,34001,67278,41156,56804
310M100US12100,12100,2012,51191,34343,51021,38504,58836
310M200US12100,12100,2013,52127,29283,34518,43437,62030
310M200US12100,12100,2014,55313,28387,56227,41882,67822
310M200US12100,12100,2015,54052,30810,59871,43014,65062
310M300US12100,12100,2016,56778,31634,56153,50573,69194
3100000US12180,12180,2006,45139,18438,,32887,47607
3100000US12180,12180,2007,45595,,,73163,45789
3100000US12180,12180,2008,48495,37016,,15723,50190
3100000US12180,12180,2009,49543,,,,49642
310M100US12180,12180,2010,49136,,70918,,49217
310M100US12180,12180,2011,49256,,,50186,48870
310M100US12180,12180,2012,50073,59334,48000,73229,50299
310M200US12180,12180,2013,50154,36975,,,51181
310M200US12180,12180,2014,53780,29744,,61517,53949
310M200US12180,12180,2015,53146,60743,76285,28339,53094
310M300US12180,12180,2016,54995,,,,56602
3100000US12220,12220,2006,38398,21849,35892,35311,48750
3100000US12220,12220,2007,39355,29782,50031,53926,43509
3100000US12220,12220,2008,41787,25355,22318,38476,48972
3100000US12220,12220,2009,36925,27476,22259,36071,41541
310M100US12220,12220,2010,39381,27260,21598,24611,45042
310M100US12220,12220,2011,42965,31433,52396,21944,44497
310M100US12220,12220,2012,45043,28571,40375,42202,53972
310M200US12220,12220,2013,46068,31375,74068,,50788
310M200US12220,12220,2014,39932,25383,42779,41895,45971
310M200US12220,12220,2015,46589,27705,51224,30358,53968
310M300US12220,12220,2016,48056,43455,51936,43881,49916
3100000US12260,12260,2006,41722,29913,45392,46714,50465
3100000US12260,12260,2007,43843,32181,47039,40921,52859
3100000US12260,12260,2008,44291,31129,51742,35504,53309
3100000US12260,12260,2009,42146,30527,43515,28528,51449
310M100US12260,12260,2010,44477,34649,55504,31001,51348
310M100US12260,12260,2011,45368,32731,54709,36595,53751
310M100US12260,12260,2012,44761,31239,82569,35375,53527
310M200US12260,12260,2013,44187,30475,65572,39685,52980
310M200US12260,12260,2014,46689,30217,45847,53694,58184
310M200US12260,12260,2015,49721,32878,50446,36250,61096
310M300US12260,12260,2016,48543,39131,65966,47250,54928
3100000US12300,12300,2006,44758,65799,68739,,45214
3100000US12300,12300,2007,44113,32566,,24601,45235
3100000US12300,12300,2008,46314,,53450,16567,45922
3100000US12300,12300,2009,45007,38799,44165,24601,45888
310M100US12300,12300,2010,44964,,,,45743
310M100US12300,12300,2011,44259,40702,,20968,45604
310M100US12300,12300,2012,46014,,41634,,46563
310M200US12300,12300,2013,44724,2500,,65208,44231
310M200US12300,12300,2014,44633,,41128,64563,44161
310M200US12300,12300,2015,51335,,,30643,51394
310M300US12300,12300,2016,51573,,,22018,52489
3100000US12420,12420,2006,52882,36342,67475,41651,60663
3100000US12420,12420,2007,56746,35182,69708,43891,66401
3100000US12420,12420,2008,59221,40446,73897,45366,68566
3100000US12420,12420,2009,56218,38304,65292,41366,67042
310M100US12420,12420,2010,55744,38135,67317,39843,64893
310M100US12420,12420,2011,56783,34483,72176,40987,66625
310M100US12420,12420,2012,59433,42404,85126,42175,69244
310M200US12420,12420,2013,61750,42514,83246,43712,71501
310M200US12420,12420,2014,63603,46059,87594,46412,72584
310M200US12420,12420,2015,67195,49144,88138,48160,78294
310M300US12420,12420,2016,71000,49871,87817,56306,80599
3100000US12540,12540,2006,43106,37670,54492,34637,53316
3100000US12540,12540,2007,47105,36709,60820,40415,57074
3100000US12540,12540,2008,44733,41250,67237,35561,52843
3100000US12540,12540,2009,47368,29004,52210,37701,56158
310M100US12540,12540,2010,45524,26720,63169,39442,53120
310M100US12540,12540,2011,45224,20786,71904,38150,53142
310M100US12540,12540,2012,45910,35033,66650,37135,57186
310M200US12540,12540,2013,46879,32367,63166,37847,58517
310M200US12540,12540,2014,47644,31198,71872,40285,60552
310M200US12540,12540,2015,51342,36305,81215,39766,63627
310M300US12540,12540,2016,49903,32411,69223,42302,57380
3100000US12580,12580,2006,61010,41323,69864,60170,70164
3100000US12580,12580,2007,63699,42896,79705,52850,74174
3100000US12580,12580,2008,66122,46219,73324,52283,77663
3100000US12580,12580,2009,65392,42268,81755,59610,76721
310M100US12580,12580,2010,64812,44103,75937,56465,76487
310M100US12580,12580,2011,65463,44703,77420,53591,77667
310M100US12580,12580,2012,66970,43869,90658,55983,80487
310M200US12580,12580,2013,68455,47898,82690,59939,80573
310M200US12580,12580,2014,71501,47776,94323,63836,83200
310M200US12580,12580,2015,72520,50557,90209,66795,85169
310M300US12580,12580,2016,76788,53231,97252,69525,89329
3100000US12620,12620,2006,39244,,40831,,39772
3100000US12620,12620,2007,41333,,,,41260
3100000US12620,12620,2008,42935,30981,42784,,43613
3100000US12620,12620,2009,39906,,30021,14625,40461
310M100US12620,12620,2010,42964,,24143,16829,44493
310M100US12620,12620,2011,40669,,77770,50425,41275
310M100US12620,12620,2012,41653,38688,,33958,41756
310M200US12620,12620,2013,43598,250000,180757,,43284
310M200US12620,12620,2014,42242,,,40144,42404
310M200US12620,12620,2015,44173,,98061,,44059
310M300US12620,12620,2016,47328,,,,48694
3100000US12700,12700,2006,56974,47535,,68501,57276
3100000US12700,12700,2007,60015,52748,,,61212
3100000US12700,12700,2008,57314,43917,68566,62531,57103
3100000US12700,12700,2009,57947,37713,,61376,59261
310M100US12700,12700,2010,55294,40449,73920,46742,56114
310M100US12700,12700,2011,56699,47317,48427,48105,57953
310M100US12700,12700,2012,59453,26500,40851,58944,60812
310M200US12700,12700,2013,61026,40313,54561,62016,61571
310M200US12700,12700,2014,65384,51488,45113,78244,66252
310M200US12700,12700,2015,66102,56680,,62368,66647
310M300US12700,12700,2016,67898,47331,125808,65756,67915
3100000US12940,12940,2006,42874,27684,50191,35726,53458
3100000US12940,12940,2007,44660,27319,50767,27719,58736
3100000US12940,12940,2008,48491,31926,54355,36802,59153
3100000US12940,12940,2009,47814,30763,41643,44019,59322
310M100US12940,12940,2010,48294,31961,56767,60343,58738
310M100US12940,12940,2011,48441,30749,65506,46947,61941
310M100US12940,12940,2012,50286,33267,34764,44823,62441
310M200US12940,12940,2013,51134,35580,50664,48536,63894
310M200US12940,12940,2014,52091,35431,66455,50477,65765
310M200US12940,12940,2015,54774,35502,95899,63640,68787
310M300US12940,12940,2016,52487,35189,70079,43117,67797
3100000US12980,12980,2006,43421,26677,,37515,45167
3100000US12980,12980,2007,41150,18566,70587,31170,43287
3100000US12980,12980,2008,41181,23817,,42131,44116
3100000US12980,12980,2009,38507,20288,,37656,40578
310M100US12980,12980,2010,42921,28447,76068,30819,45079
310M100US12980,12980,2011,38666,24672,,25378,40980
310M100US12980,12980,2012,39190,22816,61654,35697,41579
310M200US12980,12980,2013,44520,25000,,38556,47551
310M200US12980,12980,2014,46088,26029,41912,45727,49348
310M200US12980,12980,2015,43084,21227,41521,26267,49128
310M300US12980,12980,2016,45902,29844,16205,50556,50245
3100000US13020,13020,2006,41774,33163,200000,19799,42777
3100000US13020,13020,2007,42375,,,54071,42344
3100000US13020,13020,2008,45913,50577,,35295,46504
3100000US13020,13020,2009,44029,23287,132020,,44878
310M100US13020,13020,2010,45451,,,14627,46720
310M100US13020,13020,2011,43361,,31706,21761,45179
310M100US13020,13020,2012,44548,,99350,50333,44640
310M200US13020,13020,2013,41281,16452,,30196,42692
310M200US13020,13020,2014,46844,,,,47500
310M200US13020,13020,2015,46560,,113988,39055,48128
310M300US13020,13020,2016,44756,35051,,28750,46268
3100000US13140,13140,2006,40588,24447,55818,35547,48593
3100000US13140,13140,2007,43583,26747,52008,41530,52385
3100000US13140,13140,2008,47772,31408,52800,39098,56063
3100000US13140,13140,2009,43852,26210,50838,40788,51927
310M100US13140,13140,2010,41291,27088,44496,33880,49371
310M100US13140,13140,2011,43176,27709,51080,35366,52098
310M100US13140,13140,2012,43421,27327,44982,35776,52500
310M200US13140,13140,2013,45019,27006,55595,41648,52462
310M200US13140,13140,2014,42494,28554,77148,41388,51306
310M200US13140,13140,2015,49787,35562,34556,51526,56258
310M300US13140,13140,2016,49364,27949,59167,38385,65129
3100000US13180,13180,2006,49266,,,20083,49844
3100000US13180,13180,2007,51269,20890,,38624,52199
3100000US13180,13180,2008,52397,,,,53092
3100000US13180,13180,2009,49883,55998,,51875,49693
310M100US13180,13180,2010,50797,,,34091,51310
310M100US13180,13180,2011,51948,,,38169,52262
310M100US13180,13180,2012,50781,,,30727,50820
310M200US13180,13180,2013,51151,,,29476,51843
310M200US13180,13180,2014,53139,,31422,43456,54099
310M200US13180,13180,2015,55832,,160965,66482,55099
310M300US13180,13180,2016,55856,,,45342,56043
3100000US13220,13220,2006,38924,23718,,18494,40561
3100000US13220,13220,2007,39498,36423,115861,,39860
3100000US13220,13220,2008,33803,9942,,,37454
3100000US13220,13220,2009,35170,30567,,78991,34896
310M100US13220,13220,2010,37982,12444,23688,,41919
310M100US13220,13220,2011,38304,18361,,16382,40577
310M100US13220,13220,2012,40705,20318,,,42077
310M200US13220,13220,2013,36781,16035,,,38242
310M200US13220,13220,2014,39498,31802,,76994,39880
310M200US13220,13220,2015,37101,26394,49195,13955,37339
310M300US13220,13220,2016,44178,35307,60907,14129,45491
3100000US13380,13380,2006,43798,55347,42015,21382,44682
3100000US13380,13380,2007,46506,26508,54704,29432,48280
3100000US13380,13380,2008,47127,,40087,42255,47703
3100000US13380,13380,2009,46490,28478,55020,38558,46896
310M100US13380,13380,2010,49938,,43911,45125,51422
310M100US13380,13380,2011,51500,,59286,35824,52390
310M100US13380,13380,2012,51458,,,54358,51942
310M200US13380,13380,2013,50186,,58681,33739,53295
310M200US13380,13380,2014,53665,,63417,37671,55053
310M200US13380,13380,2015,55016,,73942,41459,58194
310M300US13380,13380,2016,56411,,68764,41134,58368
3100000US13460,13460,2006,50637,,,39640,51436
3100000US13460,13460,2007,55957,,38385,51311,57567
3100000US13460,13460,2008,51487,,80506,39867,51609
3100000US13460,13460,2009,52233,,51793,22284,53684
310M100US13460,13460,2010,44680,66036,,34660,45401
310M100US13460,13460,2011,46984,,65484,49405,47245
310M100US13460,13460,2012,47576,,31167,30149,49008
310M200US13460,13460,2013,46791,,70650,25745,48429
310M200US13460,13460,2014,52006,,21612,31774,53474
310M200US13460,13460,2015,57373,19492,70898,45765,58512
310M300US13460,13460,2016,61870,,,54140,61864
3100000US13740,13740,2006,43843,,56585,31335,44953
3100000US13740,13740,2007,48312,53926,80146,34403,48874
3100000US13740,13740,2008,50129,14094,,27494,51903
3100000US13740,13740,2009,46372,57799,40791,27652,48512
310M100US13740,13740,2010,47968,55714,,43770,49324
310M100US13740,13740,2011,46586,,,60577,47095
310M100US13740,13740,2012,49255,,32813,37417,51281
310M200US13740,13740,2013,52583,21456,61659,27953,55511
310M200US13740,13740,2014,51111,,,28779,52307
310M200US13740,13740,2015,57249,55098,90050,35206,58094
310M300US13740,13740,2016,58037,25665,,41441,59111
3100000US13780,13780,2006,42806,26758,37565,38728,44918
3100000US13780,13780,2007,45243,27068,,26064,46878
3100000US13780,13780,2008,45181,26966,,32203,45965
3100000US13780,13780,2009,44279,38816,39036,22272,45016
310M100US13780,13780,2010,45959,23106,56343,31640,47554
310M100US13780,13780,2011,46323,15668,35369,25346,48894
310M100US13780,13780,2012,48140,32273,61931,,49345
310M200US13780,13780,2013,46836,22699,,27100,48960
310M200US13780,13780,2014,48188,18166,46583,17932,50643
310M200US13780,13780,2015,49386,25612,35079,30276,50968
310M300US13780,13780,2016,51360,21080,26601,19345,54360
3100000US13820,13820,2006,44534,29578,51754,41178,51627
3100000US13820,13820,2007,47196,31621,66215,36212,54116
3100000US13820,13820,2008,49320,32420,50663,41540,56965
3100000US13820,13820,2009,44868,30748,41839,43146,52809
310M100US13820,13820,2010,44216,30766,58718,30028,51997
