GEOID,MSA,year,mean_inc,mean_inc_earnings,mean_inc_interest,mean_inc_ss,mean_inc_ssi,mean_inc_assist,mean_inc_retire,mean_inc_2workers,mean_inc_black,mean_inc_asian,mean_inc_hispanic,mean_inc_white
310M100US20740,20740,2012,62057,61132,13292,16590,8706,2453,20370,92088,9402,12369,12760,26285
310M200US20740,20740,2013,61697,62969,9032,18038,8640,3213,20259,93553,5827,25365,10135,25410
310M200US20740,20740,2014,64089,63529,9942,17686,10567,3294,21482,96332,7021,18808,10704,27067
310M200US20740,20740,2015,66647,67720,11744,17910,10196,2489,19783,100213,5025,15859,12698,28262
310M300US20740,20740,2016,66019,67852,9209,18684,11046,1961,20510,104115,10890,15445,9630,29052
3100000US20940,20940,2006,52262,52622,13587,11690,5952,5103,20366,84212,6689,16193,12637,30607
3100000US20940,20940,2007,47983,54552,10397,12832,6726,5459,13487,93351,13192,39996,11869,27136
3100000US20940,20940,2008,52219,51790,15867,13858,4748,5365,16814,77968,8744,19734,13026,30272
3100000US20940,20940,2009,56096,59491,27739,13388,7427,4898,20941,89653,4643,47312,12758,34638
310M100US20940,20940,2010,54396,54981,16467,14225,9489,3960,20370,80279,15856,24274,13129,31672
310M100US20940,20940,2011,55095,56790,24781,12989,8739,5199,25422,86314,9683,16353,13347,34626
310M100US20940,20940,2012,51780,52676,11730,13735,8268,6047,24319,85269,5253,22748,12620,30175
310M200US20940,20940,2013,57230,58972,15985,15197,7243,6193,25556,75794,17149,20060,13718,31037
310M200US20940,20940,2014,58528,61297,15766,12810,7313,3236,21432,104056,9972,56714,14036,28293
310M200US20940,20940,2015,55930,58083,14178,13724,6338,4401,25667,86510,12651,28188,13880,26711
310M300US20940,20940,2016,63208,67274,17012,15582,8507,4102,23716,92902,20506,22859,15259,30482
310M100US21020,21020,2012,56465,52439,5986,16369,8803,2358,25261,,,,,25757
310M200US21020,21020,2013,61629,57973,17003,16983,7776,4174,23409,98827,16005,11195,,27628
310M200US21020,21020,2014,55723,53890,12856,17871,11355,,23110,79325,15790,,17615,24372
310M200US21020,21020,2015,59210,57220,9247,16195,8640,2293,28442,,,,,
310M300US21020,21020,2016,66235,66353,18409,18368,9582,1191,26541,,14928,,,
3100000US21060,21060,2006,52853,51317,10681,12158,5598,4666,17726,74188,17418,16937,18750,22185
3100000US21060,21060,2007,59663,56778,9701,13141,6726,3634,20396,83241,22351,48022,16110,23584
3100000US21060,21060,2008,54849,53894,8757,12951,7182,1615,21260,83771,19756,39411,17112,22613
3100000US21060,21060,2009,55276,53148,6754,13649,5728,2150,21301,78242,21145,20417,16622,22727
310M100US21060,21060,2010,57461,56406,8527,15294,8443,4897,21840,89228,18438,19200,16720,24123
310M100US21060,21060,2011,60259,58780,6150,15815,7023,3167,26452,100426,21827,55518,15358,23531
310M100US21060,21060,2012,59858,59264,8710,14914,6853,4487,21125,87615,27229,21635,19131,23374
310M200US21060,21060,2013,58528,55964,7063,16104,7681,4114,23565,92225,26071,25219,15838,23140
310M200US21060,21060,2014,63083,63282,15690,15706,8536,3278,20881,85813,23992,23864,16387,25098
310M200US21060,21060,2015,59973,57502,10929,16615,8431,1226,21339,86807,23545,20100,16715,25445
310M300US21060,21060,2016,65316,63446,8196,16998,9613,2815,25672,103829,23147,27693,22025,26963
3100000US21140,21140,2006,60140,60677,9175,14469,6712,2258,11839,78958,13141,13256,11659,24872
3100000US21140,21140,2007,59676,58514,15101,15220,7860,1384,12033,73723,12796,18038,12281,24993
3100000US21140,21140,2008,65695,65269,10106,15826,8789,3471,13180,90092,15367,38263,11989,26912
3100000US21140,21140,2009,54051,52704,7055,17495,8641,2578,14872,77523,13775,18130,11988,22139
310M100US21140,21140,2010,54539,54556,10268,16821,10220,3070,17009,86103,13033,16535,10655,21982
310M100US21140,21140,2011,55257,55472,11008,18921,8557,3131,12945,83717,8324,22150,9172,23264
310M100US21140,21140,2012,57735,58880,14188,17962,10940,2496,13251,80243,11893,30012,10534,23873
310M200US21140,21140,2013,55697,55386,11407,18161,9330,1758,11318,84432,14782,36750,11252,22750
310M200US21140,21140,2014,60416,61909,8692,18716,10268,2605,12556,84041,13146,27159,12552,25053
310M200US21140,21140,2015,64099,65570,16052,20011,9516,1872,15132,95204,14884,26279,11911,26154
310M300US21140,21140,2016,65321,65292,11569,20410,9808,,16972,98483,15284,24840,12707,26909
3100000US21300,21300,2006,52524,52842,6916,14310,6619,2541,16042,81087,14281,51068,10996,21560
3100000US21300,21300,2007,57057,60687,9585,14222,7952,2200,15370,93936,14956,26797,4087,23964
3100000US21300,21300,2008,52685,55209,5624,14773,7413,3131,16818,90692,13477,49193,7604,22552
3100000US21300,21300,2009,53862,55649,8433,15903,5947,4361,17035,80359,8007,96107,5220,23418
310M100US21300,21300,2010,60867,61476,5579,16933,12701,3223,17958,94764,20991,,11268,25514
310M100US21300,21300,2011,66096,70531,15556,16283,8857,5120,19131,103131,7614,12623,8185,28875
310M100US21300,21300,2012,56838,61064,7835,15587,8378,2477,17905,93859,10398,24924,18089,24485
310M200US21300,21300,2013,63093,66150,8420,17553,11506,3672,18193,120613,9996,24446,15570,27713
310M200US21300,21300,2014,65626,68151,8416,18398,10568,2837,22669,102784,11434,61713,14567,27238
310M200US21300,21300,2015,65125,67483,10182,17193,8415,2669,20735,102923,12405,29946,8172,28572
310M300US21300,21300,2016,67332,67537,8899,18171,9375,2830,25478,106577,13992,70821,14262,28528
3100000US21340,21340,2006,45123,45421,9711,10904,5706,2105,17840,72790,15573,22480,11625,31584
3100000US21340,21340,2007,49026,49441,13480,11415,6623,1860,19604,76229,21072,24483,12840,33623
3100000US21340,21340,2008,50885,51401,11780,11762,6660,2826,18425,79074,23857,31748,13663,33452
3100000US21340,21340,2009,49621,49500,12816,12347,6706,3802,19920,79517,22013,19805,13582,32570
310M100US21340,21340,2010,51048,51800,10815,12824,7108,3323,20914,80353,18440,25178,13604,35502
310M100US21340,21340,2011,54805,54820,16497,12794,7475,3703,23584,91577,22011,29055,14923,35030
310M100US21340,21340,2012,55089,56778,14654,13672,7693,3585,17936,87125,19731,28472,15307,31579
310M200US21340,21340,2013,54728,55904,12472,13937,7275,3262,22540,88004,19697,29019,15839,31862
310M200US21340,21340,2014,54484,56024,11619,13779,7049,3007,19824,93811,21751,28362,15172,34903
310M200US21340,21340,2015,56608,56511,14691,14785,6994,3040,21952,85863,24620,30985,16467,34083
310M300US21340,21340,2016,57013,56823,22334,14383,7518,2668,21760,89583,23237,26987,16795,34769
310M300US21420,21420,2016,60299,58814,14107,17798,8303,,15540,,15408,,15231,27695
3100000US21460,21460,2006,50100,47686,9923,12029,6581,2694,19964,72734,13004,15781,15058,22743
3100000US21460,21460,2007,49102,49215,6380,12835,6750,1439,19704,78124,12876,17472,17063,23599
3100000US21460,21460,2008,54806,55035,6771,12711,6997,1305,18387,76873,14438,14890,13434,25764
3100000US21460,21460,2009,56831,55189,21496,14139,8485,2274,20923,85824,14754,25087,12726,25454
310M100US21460,21460,2010,51102,51669,6506,14900,6989,2948,21285,83471,14809,28191,13238,23183
310M100US21460,21460,2011,53125,52335,8890,14982,8642,1921,22732,78927,14479,11379,14489,24238
310M100US21460,21460,2012,54501,56302,5109,15564,8086,3379,21144,86957,15093,15966,15772,25409
3100000US21500,21500,2006,51322,53071,7136,13929,7771,2462,14414,80336,11193,45742,9750,21696
3100000US21500,21500,2007,55104,56620,7957,14631,9414,2299,15247,86699,9681,22151,9961,23336
3100000US21500,21500,2008,57575,58290,9492,14933,8368,2497,16671,88089,10055,21577,14308,24322
3100000US21500,21500,2009,56347,56089,11615,15344,8151,2098,16176,83419,8391,16627,8046,24455
310M100US21500,21500,2010,54905,55631,8741,16401,8589,2669,18160,93971,12235,23503,9744,23694
310M100US21500,21500,2011,55681,56741,8838,16548,8728,2796,18158,93550,12006,21088,10078,24387
310M100US21500,21500,2012,61074,63789,9578,17246,8778,1928,19169,93282,12290,,9802,26447
310M200US21500,21500,2013,59282,61974,11260,16994,9726,2531,16721,92719,12182,14462,12230,26279
310M200US21500,21500,2014,62404,64135,13816,18004,9668,2728,19784,100293,16274,15777,9989,26877
310M200US21500,21500,2015,64276,66204,13675,18805,10026,2368,21691,99809,14851,10122,8592,28781
310M300US21500,21500,2016,63819,66537,10079,18524,10545,2488,18198,108069,12430,14281,10198,28311
3100000US21660,21660,2006,53610,52370,15040,14567,7185,3395,18166,81654,18075,15512,10940,23852
3100000US21660,21660,2007,56211,54644,12902,14575,8675,5150,21316,85828,13422,27832,14562,24495
3100000US21660,21660,2008,55849,54454,13821,15940,7801,3004,22871,81220,23171,26282,12930,25280
3100000US21660,21660,2009,54022,53383,10945,15133,7917,3318,23642,84349,9870,14907,11230,23869
310M100US21660,21660,2010,54742,52649,14678,16831,8544,4652,20203,90612,21894,26454,12271,24418
310M100US21660,21660,2011,53049,51498,11338,16913,8831,3398,22915,88580,19376,15488,12803,23814
310M100US21660,21660,2012,55906,55083,14545,17252,8927,2713,23676,94672,11990,17484,14679,25203
310M200US21660,21660,2013,60051,58437,16245,17820,9148,2998,23933,99410,17828,18714,15699,26933
310M200US21660,21660,2014,59717,58043,15133,18070,9821,2975,23773,100017,13740,26895,14397,26563
310M200US21660,21660,2015,62572,59989,17304,18967,9336,3568,24300,100373,11378,25780,11553,28256
310M300US21660,21660,2016,63747,62312,14016,19107,9369,3243,25756,95473,17662,33764,17556,27873
3100000US21700,21700,2006,51959,50781,12357,12328,8074,5553,20404,75606,13181,20705,12799,24006
3100000US21700,21700,2007,54090,54880,10585,13637,10442,6218,18589,95480,14244,16884,23261,24060
3100000US21700,21700,2008,53879,52285,18669,13408,10211,3877,22413,84323,26896,17717,16240,25065
3100000US21700,21700,2009,49295,45322,13507,14799,8308,3943,22999,84820,19810,12344,11413,22928
310M100US21700,21700,2010,54181,52324,15679,15653,10852,4007,22945,82711,11561,12681,12417,26228
310M100US21700,21700,2011,53547,50627,17310,16267,9311,6022,21985,87868,13720,16063,15063,24615
310M100US21700,21700,2012,53908,50592,21646,16113,9638,3193,22189,82999,16008,19045,13143,24930
310M200US21700,21700,2013,53623,50586,13160,16676,9537,4263,20698,90566,19851,29461,12473,24415
310M200US21700,21700,2014,53979,53415,14816,15453,9576,3199,24845,90733,21317,21104,12018,24893
310M200US21700,21700,2015,58123,53547,19744,17183,11315,4100,25221,110968,21338,14470,20509,26716
310M300US21700,21700,2016,64617,62531,21147,16543,9090,3778,27305,95861,9601,13792,15446,27847
3100000US21780,21780,2006,56418,58240,10719,14263,6925,2307,13834,90117,11290,35168,12273,24149
3100000US21780,21780,2007,59843,60938,13012,15741,8747,2340,14434,88137,15687,40875,17308,25322
3100000US21780,21780,2008,56688,57899,12236,15502,7658,3289,15433,85207,14279,28265,15953,24962
3100000US21780,21780,2009,60767,62704,11760,15750,7582,2942,15057,94979,15196,57772,11582,25897
310M100US21780,21780,2010,57935,59032,10534,16848,8293,4196,19773,89034,12966,20324,11541,24741
310M100US21780,21780,2011,58633,59514,11721,17761,9070,3653,15628,91586,12996,14912,15451,25081
310M100US21780,21780,2012,60430,60584,13913,17839,9932,4622,16515,91724,16466,35433,16926,26080
310M200US21780,21780,2013,60899,62082,14835,18071,9681,3551,16784,91495,10923,21275,10433,26496
310M200US21780,21780,2014,62889,65854,12946,18557,10846,2514,16425,105227,13034,57571,15399,27099
310M200US21780,21780,2015,66140,67889,13980,18884,8646,3284,18365,100243,16238,31006,13965,28549
310M300US21780,21780,2016,67874,65499,18642,18485,9405,3035,22579,106815,16704,38242,15226,30160
3100000US21820,21820,2006,70641,69915,7126,13157,7482,6160,21673,,12418,16320,16673,28788
3100000US21820,21820,2007,76506,71839,9352,13788,4925,4357,27577,91304,20504,28516,15718,31171
3100000US21820,21820,2008,83365,73589,13385,15057,4934,3035,32197,,10651,21232,18635,35154
3100000US21820,21820,2009,82131,75688,6861,15479,5272,3271,26827,,16392,48144,15856,32468
310M100US21820,21820,2010,71667,68888,5161,14416,13255,4562,28542,100544,30909,25522,17767,31438
310M100US21820,21820,2011,76509,74462,4938,14409,8872,4610,31552,98921,30115,24960,23454,33457
310M100US21820,21820,2012,83536,75993,17660,14131,11010,4835,31771,108631,25411,,20011,36995
310M200US21820,21820,2013,82347,77814,7155,11717,6460,2414,32012,,25069,23376,20049,34545
310M200US21820,21820,2014,88618,84252,8094,17900,12380,2395,27433,122550,16992,23362,19208,39160
310M200US21820,21820,2015,88857,80620,10471,18894,8899,3578,36881,,30369,29487,25761,38205
310M300US21820,21820,2016,87359,80777,6784,17753,8679,3405,27909,,25988,22303,11676,36679
3100000US21940,21940,2006,24878,29205,17959,9294,7562,1028,10547,52005,7693,,,
3100000US21940,21940,2007,26140,29115,12400,9826,,1379,11106,45938,15580,,,
3100000US21940,21940,2008,26532,32642,17391,9370,5724,1829,13173,49668,10439,,,
3100000US21940,21940,2009,27366,29328,9451,10801,,1790,14173,48763,10475,,,
310M100US21940,21940,2010,26198,28233,,11079,,1315,12354,,11263,,,
310M100US21940,21940,2011,24886,28144,5921,10927,,1674,11755,,10098,14461,,
310M100US21940,21940,2012,28717,30919,34194,11594,,3604,14338,48700,12599,9084,,
3100000US22020,22020,2006,59155,59158,9608,14082,6651,2537,15230,90932,11596,16593,10588,26292
3100000US22020,22020,2007,59358,60138,9630,14059,8286,2248,17932,90259,11666,16383,12905,26185
3100000US22020,22020,2008,62882,61744,14377,14482,7812,2029,17283,90730,10986,27493,8868,27748
3100000US22020,22020,2009,59541,59446,8731,14936,7638,1849,18953,89412,7383,16927,13935,26745
310M100US22020,22020,2010,64206,62415,14608,15575,9911,3755,19472,96961,18046,27454,17560,28026
310M100US22020,22020,2011,66833,64841,21652,16411,9078,2800,18831,102153,11112,14830,17525,30084
310M100US22020,22020,2012,68727,68118,10908,16641,9566,5321,21441,102695,7493,38246,13938,30161
310M200US22020,22020,2013,69174,68757,15719,16300,9415,6385,18130,107699,10846,11811,10103,30465
310M200US22020,22020,2014,75239,76164,11639,17608,11042,4295,18622,115326,11039,41356,13753,32862
310M200US22020,22020,2015,75184,73826,27309,17933,9338,2773,19211,109823,13993,29089,15949,33281
310M300US22020,22020,2016,76519,75022,19053,18953,8203,2460,21485,112222,14242,24224,15491,34282
310M200US22060,22060,2013,73686,70543,15926,18342,7519,,20518,,,6093,17803,28281
310M200US22060,22060,2014,75873,74986,16497,16149,8030,2077,21290,,5355,23267,19310,30496
310M200US22060,22060,2015,75012,75382,17357,18473,7889,3905,18841,104264,6655,13982,12248,31619
310M300US22060,22060,2016,82572,81129,16438,19877,7943,1742,27233,116527,13165,28185,13729,32480
310M100US22100,22100,2010,47813,50710,9665,15179,7635,2317,13531,75098,,,,
310M100US22100,22100,2011,47955,48905,11241,15275,7480,2377,16594,,2675,,7469,19289
310M100US22100,22100,2012,44515,46585,9829,15541,8031,2263,18130,,,,,
310M200US22100,22100,2013,43489,47083,4141,16635,8231,2739,17462,,,,,
310M200US22100,22100,2014,56058,61529,8622,16405,12631,2249,15573,,,,12740,22088
310M200US22100,22100,2015,53890,55174,4287,18494,9559,1410,13067,,,,,
310M300US22100,22100,2016,54546,59710,10916,18743,9155,2748,14773,91408,,,,
3100000US22140,22140,2006,52631,55939,11324,13007,5445,3020,15781,81829,13202,,16356,24895
3100000US22140,22140,2007,57849,58417,26909,13472,7583,3320,18509,88424,,,17254,29119
3100000US22140,22140,2008,59129,60928,14892,13446,8882,1551,21287,86581,,28667,17133,27058
3100000US22140,22140,2009,60893,63300,18291,13789,7644,3363,17979,103312,,67861,16568,29048
310M100US22140,22140,2010,56777,57920,10696,15103,7821,5510,18317,83726,,,13483,28324
310M100US22140,22140,2011,63534,62590,21408,16487,6245,3921,24452,87257,34588,,16343,29596
310M100US22140,22140,2012,62133,66427,9208,15901,7964,3401,20003,97592,13882,11588,17074,31380
310M200US22140,22140,2013,59018,62636,14160,16115,8192,3373,19332,103836,,,17601,28066
310M200US22140,22140,2014,66347,67153,18567,16083,9326,3005,21947,105100,,19326,15854,34869
310M200US22140,22140,2015,63911,61793,22042,17561,8641,3434,20184,101238,,25991,20308,32606
310M300US22140,22140,2016,65449,68899,14481,16990,7694,3365,18801,104534,33429,57671,17933,34563
3100000US22180,22180,2006,50192,48042,7505,12612,7002,2101,18279,74059,15879,22439,12651,24248
3100000US22180,22180,2007,53361,50449,8478,13328,6214,2823,18973,82351,18146,27317,16267,24064
3100000US22180,22180,2008,57876,55921,9756,13114,6823,1724,20773,89732,20335,24082,13657,27036
3100000US22180,22180,2009,53833,52185,9941,14129,7845,2008,18730,80761,17015,24624,13774,24368
310M100US22180,22180,2010,56117,53595,9506,13794,8240,2040,22694,87175,19931,25474,12849,25945
310M100US22180,22180,2011,55343,54685,9114,15337,8051,2283,22143,86675,18003,23706,15562,25818
310M100US22180,22180,2012,54794,52093,11568,15427,8920,2796,22524,85882,18663,17753,15711,26202
310M200US22180,22180,2013,55317,53919,11204,15683,9009,2248,21053,89945,18863,26200,17475,25945
310M200US22180,22180,2014,57120,55308,10402,15969,8866,1799,24219,90305,21542,23909,16523,26490
310M200US22180,22180,2015,56366,54243,10544,16070,10255,2437,26534,89651,19739,26556,14958,26763
310M300US22180,22180,2016,56823,52963,15536,16684,10468,2597,25059,85087,19308,23597,18323,27690
3100000US22220,22220,2006,56108,55249,14043,13301,7956,3041,16138,73432,15139,21104,10615,23968
3100000US22220,22220,2007,60508,60679,11018,14784,6430,1745,19417,83498,19989,25656,10884,24989
3100000US22220,22220,2008,59988,59611,14962,15203,7499,2523,22614,80672,28487,23283,11073,25124
3100000US22220,22220,2009,60128,61499,13688,14659,6292,2990,17800,90100,21043,18171,10038,25533
310M100US22220,22220,2010,58580,60320,8380,16185,8156,3739,18840,88106,14009,21186,10751,24772
310M100US22220,22220,2011,62610,64733,13434,16071,7314,5101,17849,92616,14811,25111,11833,27041
310M100US22220,22220,2012,62569,63767,16091,16500,9247,4168,18443,92868,16773,30225,11093,26887
310M200US22220,22220,2013,66435,67436,14942,17574,10096,5193,21119,96731,15495,28016,11903,27865
310M200US22220,22220,2014,71207,74257,16152,18199,9124,2377,19745,115427,26165,39769,13070,29334
310M200US22220,22220,2015,71402,72790,19237,18429,9661,2772,22279,110293,14719,29574,13569,31187
310M300US22220,22220,2016,73685,75944,16648,18584,9018,2214,23942,113656,23402,30156,15357,31295
3100000US22300,22300,2006,55608,55436,11635,14005,7529,,18700,80922,36723,9072,12100,24494
3100000US22300,22300,2007,57449,57879,11040,15108,9566,,16736,,19592,14973,13312,24947
3100000US22300,22300,2008,64222,61930,11997,15781,8395,,21414,,,,,
3100000US22300,22300,2009,58725,60101,7677,15914,8208,3185,21033,88072,17193,26047,14016,26025
310M100US22300,22300,2010,60217,62812,6561,17734,7834,1732,16956,86855,,,,
310M100US22300,22300,2011,57607,60410,9516,15536,7304,4196,16608,,18326,11995,16307,24390
310M100US22300,22300,2012,63909,64133,7956,18564,10496,,19608,97514,14545,16349,16470,27323
310M200US22300,22300,2013,63644,68456,8961,17003,8804,2032,19417,,16389,20475,13918,28812
310M200US22300,22300,2014,62812,64887,9405,17932,7483,2083,17363,91015,28295,22049,22220,27229
310M200US22300,22300,2015,69099,68441,8545,17651,9329,1485,23150,95625,22032,30774,22109,28911
310M300US22300,22300,2016,70192,72714,8701,17676,10797,,22845,,46125,19889,15216,30851
3100000US22380,22380,2006,60285,56863,17445,14361,8149,,19771,91637,32392,20149,16647,28676
3100000US22380,22380,2007,63025,58943,11903,14758,8880,2479,23676,107433,14016,24106,15750,29608
3100000US22380,22380,2008,59213,58135,12548,15041,8241,2654,23250,89843,22206,34232,13982,28866
3100000US22380,22380,2009,62526,57433,22090,14105,8790,3625,25149,85668,10624,,14411,28286
310M100US22380,22380,2010,55948,53307,11730,15115,8497,3531,22736,80535,19621,17876,11481,26648
310M100US22380,22380,2011,61894,57415,20001,18353,8522,3302,26876,96196,20989,25347,15962,27655
310M100US22380,22380,2012,62663,61323,18230,15768,10088,3055,24337,98419,33262,19876,16851,28672
310M200US22380,22380,2013,68635,66384,16916,17306,9190,1817,25529,98556,20058,,15051,32355
310M200US22380,22380,2014,68483,63371,26892,17752,9129,2616,24046,104746,15803,,18354,31004
310M200US22380,22380,2015,73662,71332,25176,17773,8373,6026,26655,137881,9654,15117,20905,33366
310M300US22380,22380,2016,67297,64458,19307,18717,8391,2847,25957,109127,11968,35458,16270,30566
3100000US22420,22420,2006,53585,54830,6151,15023,7859,2696,17845,83268,14534,25425,18537,23858
3100000US22420,22420,2007,54679,56213,7665,14592,7950,3096,20462,89324,14502,19674,13489,24612
3100000US22420,22420,2008,56679,57883,10583,15729,8502,3366,21433,87914,15941,47649,17269,24876
3100000US22420,22420,2009,54501,56110,7974,16774,8460,2922,21386,92756,16812,27723,16095,24137
310M100US22420,22420,2010,49079,49883,6114,16953,8319,3613,20926,84650,13654,40598,13483,22092
310M100US22420,22420,2011,53415,55182,10917,17331,8950,3234,22378,94163,13991,44355,17263,23774
310M100US22420,22420,2012,53282,55047,8009,18068,9420,3332,21517,96778,14033,18383,13184,24012
310M200US22420,22420,2013,55459,55077,11219,18309,9855,3071,23716,92022,14102,34285,14581,25610
310M200US22420,22420,2014,56725,58863,8239,18752,10371,3243,22136,103999,15577,33885,15177,26153
310M200US22420,22420,2015,57809,59038,11786,18809,8609,2612,22404,100844,17645,26541,16242,26114
310M300US22420,22420,2016,60115,62562,11995,19340,9769,2951,22904,106881,16677,39503,17025,27773
3100000US22500,22500,2006,49386,51428,7417,13675,5685,1651,15791,79010,13528,25170,12191,23379
3100000US22500,22500,2007,54614,56867,10991,13367,7044,1371,17109,90214,13185,36006,15558,27433
3100000US22500,22500,2008,54249,53892,18463,13845,6951,1916,21513,86526,13817,13319,11400,27339
3100000US22500,22500,2009,53283,54124,12612,13958,6414,3780,15122,84682,12965,38083,11256,26358
310M100US22500,22500,2010,50541,52305,10714,15277,7727,3404,20857,91442,13133,33537,25475,25380
310M100US22500,22500,2011,54361,55334,8799,16174,8278,3410,18457,89036,13287,59868,12981,26588
310M100US22500,22500,2012,53715,54323,19724,16742,8462,2897,18533,90949,14538,44981,8285,26472
310M200US22500,22500,2013,53523,53465,22293,15550,9238,2415,20114,99818,13035,68759,19845,26621
310M200US22500,22500,2014,55165,58580,12805,16712,8922,682,16792,92753,14509,31199,13545,26893
310M200US22500,22500,2015,56846,59881,14200,16519,8487,2335,18928,94962,15685,41231,12481,28833
310M300US22500,22500,2016,58934,61797,15747,16493,9448,1593,22100,102792,16136,53056,18747,28659
3100000US22520,22520,2006,49801,51268,9550,14203,5574,1244,17189,77714,16828,12260,9896,21575
3100000US22520,22520,2007,50801,53010,10956,14489,6809,2201,15711,82455,15305,10492,9653,23005
3100000US22520,22520,2008,52502,54476,10988,15962,7186,2240,15246,91830,14182,,14182,24025
3100000US22520,22520,2009,48237,48736,8340,15723,6944,,18876,77307,18593,14038,7760,21292
310M100US22520,22520,2010,49139,49722,12409,16156,9120,4455,17678,73335,12143,22380,12937,22306
310M100US22520,22520,2011,49433,53104,9481,16853,8567,2396,18122,80698,13279,13438,7472,22950
310M100US22520,22520,2012,54799,57276,11274,17841,8179,2432,20142,88925,16719,,16045,24450
310M200US22520,22520,2013,53672,55235,6234,17344,9206,2360,20791,83420,19044,14069,14782,23552
310M200US22520,22520,2014,54674,58346,9642,18614,7403,1161,19176,94003,18245,24880,18180,24850
310M200US22520,22520,2015,59042,57104,19496,18086,7534,2090,27344,96255,22498,38122,19672,26496
310M300US22520,22520,2016,57924,60485,6716,19011,8784,3119,21915,92048,18829,,9182,25444
3100000US22540,22540,2006,59312,60857,6521,14567,7415,,13878,76919,,,24047,22969
3100000US22540,22540,2007,56969,57302,9840,14478,9524,6660,16490,78926,,54899,11172,24191
3100000US22540,22540,2008,65435,64989,14142,16280,9139,3810,17589,82989,17758,27023,18333,27368
3100000US22540,22540,2009,59825,57614,9534,17274,8126,4441,20331,76389,16460,13848,9769,25413
310M100US22540,22540,2010,60306,59080,10733,16349,8849,5349,16856,83602,9539,,7647,25419
310M100US22540,22540,2011,62588,65141,8157,17143,10988,4247,16930,90863,14890,13021,14872,26783
310M100US22540,22540,2012,62748,63603,6143,17946,8752,3741,19765,89619,7825,,15017,26463
310M200US22540,22540,2013,65161,65429,13603,18488,9899,1119,20922,93636,14199,21720,16989,27780
310M200US22540,22540,2014,65731,65259,17055,19599,9844,2535,16562,92737,10033,16817,15282,29081
310M200US22540,22540,2015,70979,69465,14755,20128,9419,1812,20574,97885,15397,17857,10572,30259
310M300US22540,22540,2016,71268,72610,10264,19533,11386,2689,20858,97455,,40461,15119,30172
310M100US22580,22580,2010,43840,45192,13111,16190,8933,,14655,74487,,,,
310M100US22580,22580,2011,47250,46178,20477,15556,8772,,17732,,11622,12765,8937,20701
310M100US22580,22580,2012,44666,46864,6339,16534,8757,,19258,77053,,,,
310M200US22580,22580,2013,45852,45955,13867,17277,9711,4727,20381,69346,11239,,,
310M200US22580,22580,2014,45648,47727,14636,17022,9566,,19302,83198,,,,
310M200US22580,22580,2015,47342,50391,14845,17529,8575,2900,17002,,,,,
310M300US22580,22580,2016,46400,47709,11808,17704,6735,1811,18712,,13193,,11003,21844
3100000US22660,22660,2006,70282,68285,15219,13836,8257,2488,24127,99701,21987,30994,16745,30727
3100000US22660,22660,2007,69034,65812,15047,14211,7318,2522,23060,100247,13004,22391,14344,30463
3100000US22660,22660,2008,77645,73994,18766,15054,7557,2384,30142,103395,32731,37586,15175,34343
3100000US22660,22660,2009,69841,65326,16557,15249,8598,2646,27964,99585,17131,35312,12629,29903
310M100US22660,22660,2010,70974,68655,12654,15556,8078,3152,28488,104149,15087,22021,17730,30580
310M100US22660,22660,2011,68766,65788,14700,17228,9686,4035,30091,104424,13737,19853,14873,30629
310M100US22660,22660,2012,74062,70262,18919,16538,10257,2971,28791,107359,18293,20288,17384,32376
310M200US22660,22660,2013,78307,75180,16441,18393,9506,4176,29716,112218,21214,39704,16208,34013
310M200US22660,22660,2014,76841,72748,21780,17410,9561,3819,32475,116318,15413,28405,15719,33245
310M200US22660,22660,2015,83773,82054,22177,18763,7880,2817,31436,119723,21749,24730,17500,35524
310M300US22660,22660,2016,83934,81634,20051,18507,10101,1984,34876,118238,23769,28030,20476,35500
3100000US22840,22840,2006,38833,40986,5487,12111,5060,2850,16334,,,,6250,16048
3100000US22840,22840,2007,47745,50934,5216,12584,6203,,15209,71338,13600,,6992,20004
3100000US22840,22840,2008,45763,52048,5833,14441,6456,,14269,,12081,,9535,18348
3100000US22840,22840,2009,43092,46669,4648,13464,6648,5514,14129,67417,,,6419,18119
310M100US22840,22840,2010,50031,54977,9415,15245,7087,,17774,65488,,,9247,20926
310M100US22840,22840,2011,51380,59075,4393,15535,9206,,17251,64792,7542,,28645,18791
310M100US22840,22840,2012,47097,51361,6712,18249,9007,6928,13352,81645,7676,,5594,18279
310M300US22840,22840,2016,48529,50842,15536,16616,8283,1145,20051,67011,10943,,8923,21223
3100000US22900,22900,2006,45997,48329,8946,12377,7070,2389,14156,67726,14946,16748,9300,20007
3100000US22900,22900,2007,50108,51625,12474,13419,6096,1846,16617,73641,13465,13541,9411,21428
3100000US22900,22900,2008,51537,53964,10027,13998,6917,1285,15072,77496,13089,13523,8364,22057
3100000US22900,22900,2009,47581,49762,10308,14517,5868,1841,13793,67606,13046,11204,9055,20460
310M100US22900,22900,2010,51795,52260,16481,15444,8942,2235,15804,81919,11414,19060,10482,22118
310M100US22900,22900,2011,50032,52328,15288,16007,9267,2953,16098,83178,14833,12830,11903,21529
310M100US22900,22900,2012,48432,50420,11949,15303,7746,2429,18357,83974,12440,17422,9666,21700
310M200US22900,22900,2013,52882,55617,15893,16576,9726,3000,20241,87480,13011,26562,8421,23203
