GEOID,MSA,year,mean_inc,mean_inc_earnings,mean_inc_interest,mean_inc_ss,mean_inc_ssi,mean_inc_assist,mean_inc_retire,mean_inc_2workers,mean_inc_black,mean_inc_asian,mean_inc_hispanic,mean_inc_white
310M200US29460,29460,2015,57817,59646,12648,18824,9249,2210,21479,91301,13793,26590,13665,26070
310M300US29460,29460,2016,61587,63735,15678,19452,10043,2599,23948,95193,15758,27150,15043,27660
3100000US29540,29540,2006,65209,65292,10611,15128,8514,3137,16733,83828,13103,18300,12122,26298
3100000US29540,29540,2007,65313,64449,12894,15714,9948,4503,16821,83837,14673,19150,10241,26761
3100000US29540,29540,2008,68207,67410,12827,16608,8473,3337,18385,92294,14809,22379,13265,27921
3100000US29540,29540,2009,66814,66998,9940,17031,10422,3229,19331,92345,11840,20479,11379,27176
310M100US29540,29540,2010,65390,64657,10888,18555,9351,3562,20808,91827,16082,17174,12790,26816
310M100US29540,29540,2011,65313,64640,11584,17610,9264,3082,18344,90312,14828,18514,13341,26411
310M100US29540,29540,2012,68433,68127,10564,18382,9674,2725,20957,92388,14274,27376,11817,27910
310M200US29540,29540,2013,71281,71168,12981,18776,9517,3131,21357,99791,14688,21759,11578,29119
310M200US29540,29540,2014,73993,74413,14038,19510,9436,2584,19120,102854,19950,22298,15004,29787
310M200US29540,29540,2015,74570,73764,13926,19940,10008,2362,22867,104162,14317,25729,16027,30621
310M300US29540,29540,2016,79344,78032,18251,19812,9856,2363,20098,110320,20869,20876,15163,32438
3100000US29580,29580,2007,44116,46546,6522,15900,7824,,14620,,,,,
3100000US29580,29580,2008,47270,52330,7873,14833,6077,1137,13244,,,,,
3100000US29580,29580,2009,50379,54175,4439,15504,5936,,20994,,10359,,,22206
310M100US29580,29580,2010,44668,47032,9888,16805,7333,,17112,,11217,27108,8598,22024
310M100US29580,29580,2011,50984,52994,13625,17188,7114,,20581,81943,,,11747,23479
310M100US29580,29580,2012,56033,59385,10842,19411,7356,1393,21452,86685,,,,
3100000US29620,29620,2006,58504,59590,6261,15597,7973,2761,20688,88587,16870,19371,16816,24890
3100000US29620,29620,2007,61616,62028,9949,15405,7430,2168,20147,95334,16358,19098,17713,26766
3100000US29620,29620,2008,62181,61928,9831,15967,7927,2547,21486,96016,18295,17773,18014,26843
3100000US29620,29620,2009,61107,60145,7228,16744,7972,3345,22136,94870,17155,19359,17377,25871
310M100US29620,29620,2010,59566,58975,7197,17897,9689,2813,21869,92188,17176,13236,14131,25821
310M100US29620,29620,2011,60005,59007,7710,17922,9470,2447,24457,99046,18130,16288,14793,26098
310M100US29620,29620,2012,63168,61710,8322,17823,8178,3366,26253,104869,16682,15788,17249,27981
310M200US29620,29620,2013,65179,63765,12914,18422,9335,2502,25915,104145,18333,22806,15376,28835
310M200US29620,29620,2014,66339,66355,10020,19132,9786,3116,22694,111370,17671,30845,16519,29023
310M200US29620,29620,2015,68970,66076,15056,19185,9237,2274,28086,112215,22196,24373,18281,29980
310M300US29620,29620,2016,69858,69117,10516,19413,9500,2782,27270,109002,22515,22193,19756,30570
3100000US29700,29700,2006,44191,45369,9511,9336,5424,1272,15068,69865,,10691,,
3100000US29700,29700,2007,46784,46135,15984,10589,6001,1115,15776,67407,4679,,12072,31434
3100000US29700,29700,2008,51401,51620,13024,10909,4798,2544,13690,78867,,,,
3100000US29700,29700,2009,48850,48160,16692,11074,7074,3082,16329,77955,5065,22785,,
310M100US29700,29700,2010,50835,49515,26108,11580,6774,3771,13709,77340,,27671,,
310M100US29700,29700,2011,46988,45224,24489,12476,7778,3153,24968,67879,,27052,,
310M100US29700,29700,2012,49932,51897,16204,11736,8010,3503,22067,78866,,22540,,
310M200US29700,29700,2013,53207,56090,25640,12811,6555,4693,19331,87446,28423,42319,13898,27491
310M200US29700,29700,2014,54237,56530,22946,12244,8055,2507,21105,98756,24748,33565,14668,28017
310M200US29700,29700,2015,57849,58250,21852,12157,8450,2461,26378,100996,6949,21385,,
310M300US29700,29700,2016,53833,56121,18322,12333,8669,3737,23123,101168,13182,,,
3100000US29740,29740,2006,44658,43338,10677,11982,6772,2393,21848,72693,10936,23532,11336,25564
3100000US29740,29740,2007,46577,44630,10956,13146,7534,3020,19732,70577,21083,37213,12006,26177
3100000US29740,29740,2008,50738,49177,10487,13813,5913,3727,22082,85687,16472,17830,13320,29566
3100000US29740,29740,2009,49208,48893,11974,13943,7842,3637,23435,77370,13941,21071,13014,26866
310M100US29740,29740,2010,49809,46680,15562,15281,8387,2581,25464,86142,21147,17567,12712,29244
310M100US29740,29740,2011,52595,49748,14458,14001,7490,3986,28388,78049,21008,22284,13703,31071
310M100US29740,29740,2012,51176,47369,11822,15381,8698,2579,29862,73412,16096,21000,13229,30121
310M200US29740,29740,2013,52617,52522,9990,14159,10406,3372,27945,88679,30367,28985,13484,32145
310M200US29740,29740,2014,55113,51333,26388,17193,9341,2379,28456,87451,39959,15597,14078,34050
310M200US29740,29740,2015,55899,54538,10417,17290,8935,2007,28948,101645,69852,14326,14231,31491
310M300US29740,29740,2016,56328,54501,13201,17239,9013,3757,29016,103421,20529,35762,14754,32174
3100000US29820,29820,2006,69936,69349,17998,14099,8589,2770,21686,94913,20799,25982,15462,34186
3100000US29820,29820,2007,72781,71508,19972,14694,8623,3286,22221,96494,19690,28126,16349,35412
3100000US29820,29820,2008,72696,71298,20763,15187,8054,3782,22083,101071,19763,28152,16197,35530
3100000US29820,29820,2009,68779,68083,18966,15345,8097,3493,23226,96396,20076,26557,15099,33448
310M100US29820,29820,2010,66379,66054,15712,15938,8827,4627,23697,97097,20807,25589,14556,32203
310M100US29820,29820,2011,65149,64434,20258,16622,7948,3302,24581,94602,20880,24205,13842,32384
310M100US29820,29820,2012,66429,64232,27009,17117,10314,4027,25117,97978,18895,26401,14333,33817
310M200US29820,29820,2013,67150,66640,19586,17234,10218,2769,25500,100202,18793,26287,14745,33860
310M200US29820,29820,2014,66603,65960,19126,18067,9681,3063,25800,100504,18893,25893,15788,33378
310M200US29820,29820,2015,69724,69426,23148,18069,9712,2903,27387,104706,22134,28007,16368,35107
310M300US29820,29820,2016,72277,72382,22047,18472,10202,2579,27351,108289,21188,28673,16800,37028
3100000US29860,29860,2006,40499,41492,14636,11990,6011,2205,14020,61849,8988,,,
3100000US29860,29860,2007,45859,51303,8410,12534,7896,1056,12012,89716,,,,
3100000US29860,29860,2008,47520,52008,9576,12619,6743,2548,15260,79497,,,,
3100000US29860,29860,2009,47451,52165,6683,14835,5653,2308,15245,,,,,
310M100US29860,29860,2010,45833,48024,11014,14742,8532,3830,20440,84043,,,,
310M100US29860,29860,2011,49797,54250,8003,15348,8644,,18791,89413,,,,
310M100US29860,29860,2012,50237,55600,12708,15843,9846,1579,14383,85852,,,,
310M200US29860,29860,2013,45466,50842,10822,15230,10589,,15636,78315,,,,
310M200US29860,29860,2014,52925,59720,7808,16713,8121,4258,14024,86382,,,25444,25404
310M200US29860,29860,2015,52686,63198,6650,15598,7329,,16567,99100,,,,
310M300US29860,29860,2016,58432,57622,35691,18127,11942,1608,21490,94209,,,,
3100000US29940,29940,2006,55604,54637,7393,15530,5370,2487,19021,,19566,11674,13925,23746
3100000US29940,29940,2007,66226,61218,21416,15114,8974,,23852,,14918,21812,10838,28095
3100000US29940,29940,2008,62036,58257,17250,16768,8307,,19587,97385,13860,10696,13460,26814
3100000US29940,29940,2009,62470,58946,14428,18188,8744,2767,20584,99210,20470,15978,12363,26190
310M100US29940,29940,2010,60654,56896,9601,17394,5562,3172,23544,96089,18611,12004,19848,25957
310M100US29940,29940,2011,61587,55515,11942,17618,9540,2649,22228,,17247,17414,15925,26359
310M100US29940,29940,2012,65658,62140,12084,16461,7402,2638,36466,105588,14241,23991,11548,29010
310M200US29940,29940,2013,69922,68227,14012,18572,7381,3876,21276,113028,18214,37804,26324,28322
310M200US29940,29940,2014,61426,58847,12883,19221,9255,2124,21703,102179,26517,9401,10396,27950
310M200US29940,29940,2015,76075,75416,25476,19502,8682,2987,25440,,23932,24493,22400,32277
310M300US29940,29940,2016,73186,70191,11764,18539,7199,,26738,,21977,30053,17618,30392
3100000US30020,30020,2006,50125,44461,21324,12258,6680,1038,17259,72368,16350,24404,13047,22142
3100000US30020,30020,2007,53039,50596,8167,13197,7061,1389,18272,74396,15945,14794,14768,23656
3100000US30020,30020,2008,50699,49086,7447,12597,8659,1533,20779,80203,18527,15848,16060,22217
3100000US30020,30020,2009,54262,51262,8169,13994,6738,3107,20431,80006,15572,22847,17576,23000
310M100US30020,30020,2010,54736,50983,7466,16004,7805,1296,23213,82210,17455,20028,19443,23448
310M100US30020,30020,2011,60365,57001,15519,14317,8545,2111,21557,92474,17710,19079,17848,27338
310M100US30020,30020,2012,55059,53264,9367,14219,7836,2250,19749,82654,17132,21940,15107,24241
310M200US30020,30020,2013,56698,54148,6795,14665,9303,1865,21841,92923,18156,20850,18014,25108
310M200US30020,30020,2014,63314,59766,23468,16856,10268,2133,20308,96377,19248,23757,19676,26227
310M200US30020,30020,2015,62333,60645,9544,15803,10258,1696,23306,94204,16926,19170,15415,27634
310M300US30020,30020,2016,66077,60146,13780,17159,9640,846,28467,85584,23305,,18008,28898
3100000US30100,30100,2006,62837,60465,17226,13840,7795,2785,18937,85832,16784,21275,21904,26284
3100000US30100,30100,2007,67954,65580,14495,15127,8887,4447,17978,91882,22514,10544,10702,28842
3100000US30100,30100,2008,68500,64666,22925,15651,7589,3753,16109,95413,9989,15355,23210,28822
3100000US30100,30100,2009,64929,62214,15688,14919,6454,2652,18128,94154,15051,13184,15139,28328
310M100US30100,30100,2010,62571,61480,13335,16519,9456,4174,21012,90529,11813,19907,17412,26808
310M100US30100,30100,2011,68140,66026,15196,17410,9294,2393,24582,94418,,25783,9537,29131
310M100US30100,30100,2012,71200,69492,19443,17013,9353,3551,23486,107852,16379,28168,21162,31094
3100000US30140,30140,2006,57441,57011,8023,14039,7743,1270,14344,75121,14202,24610,13114,24236
3100000US30140,30140,2007,57633,55962,9500,13819,7988,1906,15457,84496,13879,24007,12570,24700
3100000US30140,30140,2008,60564,61709,7897,15419,7764,2307,16188,85053,15955,30741,11072,25541
3100000US30140,30140,2009,65745,64802,10712,16652,8930,4668,17384,95199,14553,36070,12369,28031
310M100US30140,30140,2010,65572,63196,17309,16905,9722,3578,17957,89536,18252,30183,10441,27847
310M100US30140,30140,2011,65153,65447,8158,17089,7414,2787,17925,92876,19126,37212,14550,27038
310M100US30140,30140,2012,61910,60646,10255,17993,7605,3904,19151,87533,14089,20842,12231,27279
310M200US30140,30140,2013,68552,66831,11738,19181,9898,2171,18610,97720,16657,18943,16962,28506
310M200US30140,30140,2014,67312,67431,9410,18927,9315,3217,18187,96127,17183,20269,12743,28365
310M200US30140,30140,2015,65755,65937,10832,18187,8904,1555,18217,95468,24701,21438,12407,28410
310M300US30140,30140,2016,70452,70285,15175,19344,11191,1352,23202,95633,19109,22516,16227,29502
3100000US30300,30300,2009,53468,53791,11660,15959,7481,2723,17185,92905,,,,
310M100US30300,30300,2010,54277,55355,14765,16329,8518,1647,17392,,,,9230,24871
310M100US30300,30300,2011,58747,57423,17663,16041,9619,1557,18337,,18952,,8445,26063
310M100US30300,30300,2012,54929,54800,7131,17674,9326,1881,19789,82306,,21743,10494,24106
310M200US30300,30300,2013,56742,54224,12298,16413,9404,1144,18372,85363,,15503,14838,24311
310M200US30300,30300,2014,57646,55875,22153,18145,10873,1841,20065,81255,3310,66883,14897,25449
310M200US30300,30300,2015,64955,67883,9699,19253,7707,2738,22796,,54509,55578,16231,28575
310M300US30300,30300,2016,58362,60302,8198,20850,8252,3007,19725,,,,14353,25766
3100000US30340,30340,2006,46555,47686,6653,12747,7799,2789,13788,69809,9340,6538,9426,20291
3100000US30340,30340,2007,55428,56115,9529,13261,8010,3331,17991,78526,,13641,12315,24949
3100000US30340,30340,2008,57215,57123,14754,14006,9897,1744,13448,78262,5511,25713,,24672
3100000US30340,30340,2009,51744,53881,9613,13835,8582,3340,12880,79205,5674,32079,12944,22996
310M100US30340,30340,2010,54288,55056,7403,14225,8379,2859,15339,88914,6669,,14056,23736
310M100US30340,30340,2011,54992,57868,6526,16406,9049,3313,16793,89793,5774,18913,10765,24128
310M100US30340,30340,2012,60903,64983,7811,16197,8363,3545,14922,91873,3456,,10337,26649
310M200US30340,30340,2013,55709,55134,13466,16441,7643,2635,15165,90125,11424,26476,4808,24821
310M200US30340,30340,2014,58079,59842,7094,15939,8037,2088,16124,90911,9575,15340,21602,25497
310M200US30340,30340,2015,61431,63961,10357,16246,9044,3248,17283,95089,3426,13004,15971,26760
310M300US30340,30340,2016,61439,61607,16117,17469,9418,1643,16906,94878,14738,24850,21150,27057
3100000US30460,30460,2006,60568,59837,12321,12962,6874,2962,19264,92535,17242,22609,13942,27343
3100000US30460,30460,2007,62742,61711,12625,13468,6975,1791,19856,95386,17714,31832,14099,27894
3100000US30460,30460,2008,68534,67718,12526,14918,7375,2692,22246,106554,19134,47131,11019,30889
3100000US30460,30460,2009,64792,64337,15379,14976,7237,2818,19232,104120,16445,30728,10908,29063
310M100US30460,30460,2010,60802,60375,12202,15608,8027,4018,21348,95928,16522,34313,10949,27269
310M100US30460,30460,2011,66814,66891,16370,15544,7983,5499,24457,102477,16401,32591,11088,29836
310M100US30460,30460,2012,68467,69806,11151,16045,9149,2729,20928,107634,18605,35063,12024,30606
310M200US30460,30460,2013,68529,67619,16006,16878,8798,3758,24675,108408,19212,32534,14806,30138
310M200US30460,30460,2014,68443,67259,18408,17353,8618,2731,21412,109498,16723,29762,12828,30888
310M200US30460,30460,2015,74283,70879,27257,18543,9256,3898,25500,115499,16909,35027,13344,33522
310M300US30460,30460,2016,76261,74585,21473,18482,9355,3368,26541,118246,18066,26260,14970,34282
3100000US30500,30500,2006,83375,82536,7234,12693,9346,2436,27222,106266,22429,22826,18664,33875
3100000US30500,30500,2007,87731,86131,11533,12968,7170,8060,26442,127638,22200,22418,24157,35089
3100000US30500,30500,2008,93712,93848,8420,14181,9880,1529,27429,128666,34807,29029,20822,36797
3100000US30500,30500,2009,87860,83761,18482,15741,7310,4404,22477,119218,20960,48362,16850,36307
310M100US30500,30500,2010,99404,94874,10410,14126,8162,5719,31438,136602,28621,37412,30590,36967
310M100US30500,30500,2011,92396,91065,12133,15348,8054,3219,28925,124822,18590,27290,13396,37493
310M100US30500,30500,2012,101264,96392,10959,16927,9900,2709,39501,138329,30618,26247,26383,40238
3100000US30620,30620,2006,55990,55033,15301,13785,7364,2983,15420,77962,14407,,23239,23362
3100000US30620,30620,2007,53829,53203,12752,14082,6923,3421,21414,76617,14921,17808,20034,22983
3100000US30620,30620,2008,53389,54516,10342,15778,9611,1788,16923,84048,13052,,,
3100000US30620,30620,2009,49278,49687,6915,15036,6699,3094,16141,76833,11556,,8388,21475
310M100US30620,30620,2010,52083,53293,7469,16085,7912,3707,17831,82651,13298,22958,10349,22452
310M100US30620,30620,2011,54713,58769,6516,15986,8879,3144,16746,85318,18830,41050,24285,22729
310M100US30620,30620,2012,54480,55188,8869,16863,9591,3364,18509,84373,14530,65925,11070,22690
310M200US30620,30620,2013,56070,56230,8968,18075,9506,3564,19093,90071,15410,,12533,23474
310M200US30620,30620,2014,54997,57167,8855,15505,8586,2625,18678,88289,12744,,9130,23443
310M200US30620,30620,2015,61939,59720,17709,17185,8971,4894,24575,89334,16154,18416,13843,27172
310M300US30620,30620,2016,60919,59862,19911,18512,9436,4295,24930,93737,12397,,15950,26965
3100000US30700,30700,2006,58988,56895,10088,14123,7178,2551,15682,85515,15785,17797,11870,25240
3100000US30700,30700,2007,62951,61219,11095,15146,8135,2631,17742,87922,17670,29421,12385,26762
3100000US30700,30700,2008,63786,61209,13508,16356,8475,2003,18334,90489,14412,13833,14670,27101
3100000US30700,30700,2009,62555,61379,10455,16810,8587,1826,17145,90770,10538,17717,13875,26704
310M100US30700,30700,2010,63039,60682,13310,17702,8895,2800,19019,89637,12203,22830,10740,27190
310M100US30700,30700,2011,65818,63159,12686,18312,9649,4151,20572,98522,15713,15421,12747,28415
310M100US30700,30700,2012,66531,66509,10967,18526,8631,2448,20239,99862,13967,17052,12419,29424
310M200US30700,30700,2013,68463,65863,17905,18074,8524,2982,17962,97863,14110,22571,12383,29289
310M200US30700,30700,2014,68621,68049,11662,18864,8517,2873,19309,107978,13570,16661,14534,30034
310M200US30700,30700,2015,71196,68148,16582,19272,8926,3143,25242,109119,14380,23337,17307,31166
310M300US30700,30700,2016,76092,73850,18316,20471,9236,2624,23389,113041,18692,16267,16445,33443
3100000US30740,30740,2006,49679,51958,6178,13834,6537,3318,16390,85443,,,,
3100000US30740,30740,2007,59100,59468,6695,14833,7122,2348,21900,81008,18041,,,
3100000US30740,30740,2008,62170,60955,16532,14927,6163,,16986,,13204,,12597,26512
3100000US30740,30740,2009,58846,59964,8898,15130,6583,4836,17259,,,,,
310M100US30740,30740,2010,56804,55406,9996,17369,9280,1532,16453,,,,,
310M100US30740,30740,2011,71538,74891,9849,17804,9533,,18432,100940,,,,
310M100US30740,30740,2012,60870,62540,9668,17307,9247,,20734,95379,9370,,11759,26819
3100000US30780,30780,2006,59497,58946,12808,14071,6925,2446,18508,84926,14564,22546,12603,27749
3100000US30780,30780,2007,61320,60230,15252,14522,6775,2695,18240,87260,14649,16721,12775,28568
3100000US30780,30780,2008,61792,61199,14034,14649,7554,2855,19148,92540,15785,31844,13388,29092
3100000US30780,30780,2009,60577,60281,10679,15273,7199,2860,21546,90729,15928,39397,13809,27900
310M100US30780,30780,2010,61199,61672,11706,16735,8406,4260,19391,98884,16667,31676,15094,27950
310M100US30780,30780,2011,60790,61955,12630,16374,8351,2862,20699,96815,16111,26185,12238,28541
310M100US30780,30780,2012,62601,63755,13820,17094,9478,3458,24691,94015,16292,19414,14794,29433
310M200US30780,30780,2013,65319,66897,12683,17499,8614,3376,22374,101306,16131,26234,13392,29971
310M200US30780,30780,2014,64467,64092,16923,18462,8942,2909,21918,99781,17994,28655,15165,29438
310M200US30780,30780,2015,68055,69898,18214,17989,8573,2181,22116,112097,17386,35063,16002,31648
310M300US30780,30780,2016,70787,73269,17260,17641,8708,2095,23329,118485,18077,44422,13803,32871
3100000US30860,30860,2006,52729,49825,10099,14141,8341,969,20161,54828,,15561,,
3100000US30860,30860,2007,60165,56129,9210,17087,6045,2436,24769,65141,9090,13215,9961,20252
3100000US30860,30860,2008,65325,60284,20689,16012,7259,861,24960,70266,9914,19549,9762,22359
3100000US30860,30860,2009,57348,53285,7802,17786,5262,2169,30901,61437,10333,14132,11563,18460
310M100US30860,30860,2010,58145,55618,10004,16052,9221,3176,19754,62352,24113,11615,11683,19901
310M100US30860,30860,2011,59101,55734,10003,19212,6848,6635,23824,65379,,20542,9531,19938
310M100US30860,30860,2012,59885,59535,7878,16999,10776,7944,20674,70085,,9385,10072,20911
310M200US30860,30860,2013,60016,58053,11338,17268,11787,3185,22367,75520,20920,15205,9499,20605
310M200US30860,30860,2014,62120,57847,20000,18652,9958,2029,20776,68640,,11050,11623,20790
310M200US30860,30860,2015,66322,62701,18429,19400,8294,1304,26505,73049,25118,14946,10176,22597
310M300US30860,30860,2016,73161,67606,32687,20243,10146,2903,24383,74835,9562,16550,12560,24794
310M200US30940,30940,2013,43881,48352,7474,16121,8453,2434,20171,77323,,,6349,17144
310M200US30940,30940,2014,39518,40859,8384,15722,9147,2137,20037,67975,,,5471,16283
310M200US30940,30940,2015,49208,55027,21153,16119,7948,2070,18792,90394,,,,
310M300US30940,30940,2016,50000,54403,,15337,8642,1644,25180,79081,,,,
3100000US30980,30980,2006,54210,53104,17448,13328,8041,2309,16780,84670,13642,12137,10365,24767
3100000US30980,30980,2007,54462,54325,17152,14659,5967,2845,18993,76547,13777,30010,10077,24218
3100000US30980,30980,2008,61677,62962,18464,14178,6357,1657,14802,90890,16271,15056,9557,28488
3100000US30980,30980,2009,59102,59447,18430,14559,8076,3075,18945,92888,14078,,10400,27054
310M100US30980,30980,2010,56948,58226,17558,15741,8002,2189,16633,89684,12249,13869,10657,25661
310M100US30980,30980,2011,57251,60850,16016,15960,9574,1598,14784,96299,13957,20669,11376,26770
310M100US30980,30980,2012,59225,61250,12811,16221,8923,3840,16039,92135,15199,35361,11472,26310
310M200US30980,30980,2013,61076,61928,13791,17015,8889,1800,18093,103075,19708,41971,10833,26987
310M200US30980,30980,2014,63709,64729,16422,18450,9453,2224,23192,97906,16371,36745,12121,28997
310M200US30980,30980,2015,63308,61315,14856,16674,8787,639,24760,102520,15644,23363,12505,28717
310M300US30980,30980,2016,64374,63925,21736,17213,8832,1597,19906,99537,15905,23006,10657,29737
3100000US31020,31020,2006,54089,52996,10606,14774,7042,4181,19088,78856,,12556,16208,22303
3100000US31020,31020,2007,52167,51877,8835,15292,8038,2820,16783,79267,8835,21271,11191,21508
3100000US31020,31020,2008,60866,61800,14033,14943,7972,3571,18800,102915,,23809,8796,26251
3100000US31020,31020,2009,55024,54362,10472,16718,7995,2607,20935,80273,13029,19637,9011,22920
310M100US31020,31020,2010,53061,54883,7039,17186,9068,3499,21284,81409,,7862,8677,23180
310M100US31020,31020,2011,56376,53087,14826,16626,8622,3347,22309,83499,,17846,12671,24389
310M100US31020,31020,2012,56419,60795,6386,17396,9682,3720,18684,91687,15856,20061,10537,24119
310M200US31020,31020,2013,60777,62440,10529,18380,9187,2203,19427,102821,20990,14149,9871,25983
310M200US31020,31020,2014,56224,61961,9188,17998,8722,2358,18594,94502,11235,26037,9091,25528
310M200US31020,31020,2015,65206,70177,11968,20177,10174,2605,17650,94564,26936,31776,13349,26841
310M300US31020,31020,2016,65490,67516,15253,18991,9661,2753,23821,97606,,34052,15092,27043
310M200US31080,31080,2013,85536,85919,26149,16493,9500,4724,28651,135056,24032,31020,15646,48858
310M200US31080,31080,2014,88098,88215,28398,16824,9417,4536,28700,140808,24231,32072,16360,50508
310M200US31080,31080,2015,90892,91092,28884,17412,9602,4422,29616,143990,26846,33627,17200,51325
310M300US31080,31080,2016,95358,95962,28427,17768,9674,4206,32337,149363,27898,35445,18564,53760
3100000US31100,31100,2006,77895,78182,19837,13584,8688,5376,22332,116078,20748,27932,14209,43072
3100000US31100,31100,2007,83006,83066,23507,14082,8836,5266,23739,125693,22759,29047,15303,46650
3100000US31100,31100,2008,85966,85449,25534,14617,9168,5135,25089,129862,24075,29672,15834,48616
3100000US31100,31100,2009,82000,82031,21000,14983,8634,5384,24499,123730,23531,29837,15083,45299
310M100US31100,31100,2010,80086,80172,21721,15529,9352,6060,25769,125304,23731,28058,14739,44982
310M100US31100,31100,2011,82061,82521,25179,16012,9540,5413,26909,130308,23111,29645,15032,46551
310M100US31100,31100,2012,82406,82760,25258,16307,9432,5134,28010,129548,23135,30494,15290,46538
3100000US31140,31140,2006,58062,59490,11526,13698,6930,2667,16299,87623,15196,25668,14514,25712
3100000US31140,31140,2007,61206,61656,13953,14244,7841,2622,18680,92465,15764,27905,16155,27328
3100000US31140,31140,2008,62937,63626,12563,15056,7082,2831,19128,96277,16205,27816,12922,27983
3100000US31140,31140,2009,62127,61437,14685,15242,7257,3152,20389,93325,16897,32999,12410,27447
310M100US31140,31140,2010,60893,61739,11649,16083,8323,3744,19245,95555,15628,29422,13024,26883
310M100US31140,31140,2011,64643,65387,17564,16190,8455,3450,20534,100805,16927,29744,12810,28332
310M100US31140,31140,2012,64165,65884,14110,16640,9012,3978,20101,101992,16035,25269,14734,28446
310M200US31140,31140,2013,69070,69697,18746,17136,8954,3062,21582,106215,17028,29644,16887,30640
310M200US31140,31140,2014,68897,70612,15848,17573,9116,2647,22117,111704,17280,29497,19331,30762
310M200US31140,31140,2015,71307,71783,20779,17670,9010,2755,22011,111533,21206,30248,17915,31131
310M300US31140,31140,2016,74931,76174,16785,18552,9668,2446,22281,117947,19549,32793,17074,33666
3100000US31180,31180,2006,52236,50884,13204,13478,6309,1326,18407,78188,10678,18824,12731,25858
3100000US31180,31180,2007,56782,55535,14649,14188,7428,3424,19855,81212,9470,20658,13464,28203
3100000US31180,31180,2008,61171,59254,17912,14802,6825,1839,19988,100237,15540,45247,13761,30310
3100000US31180,31180,2009,54479,52501,16252,15051,6397,1830,19911,87383,13234,19861,12559,27058
310M100US31180,31180,2010,57141,53671,14882,15524,8332,3146,21268,87801,11511,22831,13173,27773
310M100US31180,31180,2011,59256,58528,14322,16628,7541,1967,21887,93777,14358,23913,15232,28549
310M100US31180,31180,2012,59641,56255,20117,16511,7952,2238,21447,88463,11845,21089,13858,30036
310M200US31180,31180,2013,65462,64370,17904,17018,9158,2230,19467,99073,16330,27423,14819,31335
310M200US31180,31180,2014,65186,63713,21163,17040,8461,1363,24392,102726,15469,16007,14933,33061
310M200US31180,31180,2015,64135,64232,13953,17564,9238,3370,23178,108219,15816,28409,16063,30490
310M300US31180,31180,2016,67982,65969,19245,17706,8804,2208,24061,110089,15460,38812,15206,33807
3100000US31260,31260,2006,51478,50638,12694,14597,7980,3334,13541,71130,14171,23691,,
3100000US31260,31260,2007,53731,49654,37523,14891,5981,,13182,93375,12371,45140,,
3100000US31260,31260,2008,52032,50862,23109,15978,6700,1490,16344,76076,15329,,,
3100000US31260,31260,2009,49045,49908,9491,14829,9335,1355,12826,,12934,,,
310M100US31260,31260,2010,54726,51609,26342,16496,9592,,15716,91080,13340,,,
310M100US31260,31260,2011,56510,55788,11335,14730,7959,3811,14336,65728,12552,13390,11248,25569
310M100US31260,31260,2012,57960,58535,19273,16948,10491,3855,20306,86708,11529,,9950,27931
310M200US31260,31260,2013,57588,54246,31176,16814,10163,,18858,84076,15871,7975,10802,25371
310M200US31260,31260,2014,55536,54038,,17797,9088,2994,27461,78346,22056,,,
310M200US31260,31260,2015,59988,62834,19501,16531,9504,4249,16988,90194,24416,15965,10817,27838
310M300US31260,31260,2016,55000,58998,11575,15685,12277,2838,16563,92740,15028,58365,11859,23362
3100000US31300,31300,2006,38024,42231,12696,10940,6420,1790,14958,75238,9523,8199,8851,20267
3100000US31300,31300,2007,42481,44490,13861,12819,6250,2143,15835,80194,11602,25744,10781,22088
3100000US31300,31300,2008,42512,45812,,12367,6896,3077,14558,70415,12175,,6890,23087
3100000US31300,31300,2009,38437,41681,8510,12841,7305,2013,16408,73326,9951,10287,7647,21771
310M100US31300,31300,2010,40103,42624,20691,13783,7406,1651,18617,74289,12168,16310,8000,22677
310M100US31300,31300,2011,42906,44233,8820,14754,8213,2413,16952,72689,13622,13100,7429,21018
310M100US31300,31300,2012,40537,46259,6226,13348,8785,3827,14391,78793,10818,18615,7399,21733
310M200US31300,31300,2013,39587,43801,7248,15213,8524,2141,15417,70630,12982,13377,11014,19924
310M200US31300,31300,2014,43107,50266,11342,14663,9660,,15632,83649,11385,36255,8414,22590
310M200US31300,31300,2015,43228,49309,7879,14876,8787,2239,21707,78014,12801,15813,9083,22735
310M300US31300,31300,2016,47961,52578,,15563,8760,1790,15801,80805,19278,26915,8434,23257
3100000US31340,31340,2006,55551,57036,9309,13612,6765,1499,15749,79200,17902,16986,,24427
3100000US31340,31340,2007,55170,55718,11474,14586,6968,1577,16959,85302,14825,20592,9750,24992
3100000US31340,31340,2008,58694,58211,11632,15438,6751,1994,15341,85667,15689,17760,11932,26060
3100000US31340,31340,2009,57506,58649,9931,15356,6282,2309,17462,82792,14516,9693,13956,25564
310M100US31340,31340,2010,54601,55649,9644,16623,8033,2962,18248,80595,15147,17471,15531,23767
310M100US31340,31340,2011,58031,57291,10214,17924,9252,3472,19224,86413,14854,20855,9985,25343
310M100US31340,31340,2012,57851,58700,12183,17023,9802,2516,19033,90339,16382,27412,21857,25540
310M200US31340,31340,2013,60112,60158,11887,17368,9359,3882,19786,91767,15752,11931,16085,26790
