GEOID,MSA,year,poor,poor_black,poor_indian,poor_asian,poor_hawaiian,poor_other,poor_mixed,poor_hispanic,poor_white
3100000US10140,10140,2006,17.8,,,,,,,,17.2
3100000US10140,10140,2007,12.3,,13.4,,,,,,12.8
3100000US10140,10140,2008,13.6,,29.3,,,,,23.5,11.5
3100000US10140,10140,2009,19.9,,25.6,,,,,41.8,17.8
310M100US10140,10140,2010,17.2,,,,,,,54.3,13
310M100US10140,10140,2011,21.4,,31.9,,,,,59.6,16
310M100US10140,10140,2012,20.9,,45.8,,,,,56.4,15.8
310M200US10140,10140,2013,18.1,,32.3,,,,,24.9,15.9
310M200US10140,10140,2014,19,,27.5,,,,,29.3,17.2
310M200US10140,10140,2015,14,,32.6,,,,,,11.7
310M300US10140,10140,2016,12.6,,25,,,,,15.2,12.3
3100000US10180,10180,2006,15.8,,,,,,,27.1,11.6
3100000US10180,10180,2007,15.1,42.1,,,,20.7,,21.8,10.6
3100000US10180,10180,2008,16.1,38.2,,,,12.3,,25.4,11.2
3100000US10180,10180,2009,14.5,11.9,,,,23.9,925,26.1,10.4
310M100US10180,10180,2010,18,45.5,,,,19.3,14.5,22.7,14.3
310M100US10180,10180,2011,16.9,16.9,,,,22.5,27.9,20.6,15
310M100US10180,10180,2012,20.5,49.6,,,,23.1,,24.8,16
310M200US10180,10180,2013,16.8,19.2,,,,39.3,13,30.1,12.2
310M200US10180,10180,2014,16.5,32.3,,,,26.5,,19.9,13.5
310M200US10180,10180,2015,13.9,19.8,,,,30.8,11,21.9,11.1
310M300US10180,10180,2016,17.2,25.5,,,,20.4,,22,14.6
3100000US10300,10300,2006,10.8,,,,,,,,9.9
3100000US10300,10300,2007,11.1,,,,,,,22.7,9.9
3100000US10300,10300,2008,14.6,,,,,,,46.5,12.1
3100000US10300,10300,2009,14,,,,,,,33.4,11.9
310M100US10300,10300,2010,14.4,,,,,,,37.5,12.3
310M100US10300,10300,2011,12.8,,,,,,,40.9,10.4
310M100US10300,10300,2012,12.8,,,,,,,30.9,11.3
310M200US10300,10300,2013,17.1,,,,,,,28.3,16
310M200US10300,10300,2014,15,,,,,,,24.5,12.9
310M200US10300,10300,2015,15.1,,,,,,,32.1,12.2
310M300US10300,10300,2016,12.5,,,,,,,13.9,12.3
3100000US10380,10380,2006,57,,,,,61.9,,57.2,
3100000US10380,10380,2007,57.6,67.8,,,,57,4995,57.8,48.4
3100000US10380,10380,2008,54.5,50.5,,,,61.1,2766,54.8,49.1
3100000US10380,10380,2009,55.4,75.8,,,,60.9,4571,55.7,42.6
310M100US10380,10380,2010,53.8,65.5,,,,56.7,53.7,53.7,56.5
310M100US10380,10380,2011,54,44.7,,,,64.40000000000001,50.4,54.2,
310M100US10380,10380,2012,53.7,49.4,,,,66,49.8,54,
310M200US10380,10380,2013,53.8,62,,,,53.6,56.4,54,
310M200US10380,10380,2014,53.4,52.7,,,,53.8,42.6,53.8,
310M200US10380,10380,2015,53.7,55.2,,,,53.8,52.3,53.7,57
310M300US10380,10380,2016,54.1,63.7,,,,57.4,56.6,54.6,
3100000US10420,10420,2006,12.7,25.5,,,,,,,10.4
3100000US10420,10420,2007,13.4,36.3,,3.1,,,1702,30.1,10
3100000US10420,10420,2008,12.1,28.8,,20.9,,,1984,15.6,9.5
3100000US10420,10420,2009,14.7,33.4,,19.5,,,2900,21.9,11.5
310M100US10420,10420,2010,15.5,31,,32.3,,,25.5,27,12.5
310M100US10420,10420,2011,16.6,34.1,,14.9,,,38.8,34.2,13.3
310M100US10420,10420,2012,15.7,38.1,,24.7,,,42.8,16.7,11.5
310M200US10420,10420,2013,15.4,34.9,,12,,,35.3,10.5,12.1
310M200US10420,10420,2014,13.3,31.8,,14.3,,,32.3,17.2,9.9
310M200US10420,10420,2015,14.2,34.4,,15.9,,,30.8,21.4,10.6
310M300US10420,10420,2016,13.8,28.3,,24.2,,,32,31,10.2
310M100US10460,10460,2011,18.3,,34.9,,,,,30.5,9.1
310M100US10460,10460,2012,28,,51.6,,,50.5,,48,11.8
310M200US10460,10460,2013,21.9,,29.8,,,,,36.3,13.4
310M200US10460,10460,2014,20.4,,35,,,,,31.4,12.9
310M200US10460,10460,2015,26.8,,44.2,,,,,39.2,14.5
310M300US10460,10460,2016,21.4,,24.5,,,,,33.6,12.5
3100000US10500,10500,2006,22.8,36.9,,,,,,,8.199999999999999
3100000US10500,10500,2007,21.5,31.6,,,,,,46.7,8.800000000000001
3100000US10500,10500,2008,23.3,35.4,,,,,,,10.3
3100000US10500,10500,2009,23.2,34.2,,,,,,38.8,9.800000000000001
310M100US10500,10500,2010,27.7,41.1,,,,,,,11.1
310M100US10500,10500,2011,28.4,39,,,,,,,13.9
310M100US10500,10500,2012,26.9,41.2,,,,,,,10.8
310M200US10500,10500,2013,24.9,31.6,,,,,,55.9,15.7
310M200US10500,10500,2014,25.3,37.2,,,,,,28.1,10.2
310M200US10500,10500,2015,24.6,35.1,,,,,,,12.9
310M300US10500,10500,2016,25,32.9,,,,,,,14.5
3100000US10540,10540,2006,16.8,,,,,,,,15.8
3100000US10540,10540,2007,14,,,,,,,17.6,13.4
3100000US10540,10540,2008,14.1,,,,,,,29.2,12.1
3100000US10540,10540,2009,15,,,,,,,31.1,12.4
310M100US10540,10540,2010,18.7,,,,,,,46.3,16.2
310M100US10540,10540,2011,20.7,,,,,,,50.9,18.1
310M100US10540,10540,2012,18.1,,,,,,,21,17
310M200US10540,10540,2013,20.5,,,,,,,25.5,18.9
310M200US10540,10540,2014,20.3,,,,,,27.9,44.2,17.8
310M200US10540,10540,2015,15.9,,,,,,,41.3,13.6
310M300US10540,10540,2016,12.4,,,,,,17.1,13,12.2
3100000US10580,10580,2006,9.800000000000001,29.8,,,,,,23.6,7.8
3100000US10580,10580,2007,10.1,33.3,,13.4,,,5762,24.6,7.4
3100000US10580,10580,2008,10.5,26.7,,11.7,,39.1,4659,32.3,7.9
3100000US10580,10580,2009,9.9,27,,16.3,,,3321,23.5,7.6
310M100US10580,10580,2010,11.5,28.9,,20.7,,21,28.8,31.6,8.199999999999999
310M100US10580,10580,2011,11.5,30.1,,22.2,,34.6,24.1,29,8.1
310M100US10580,10580,2012,11,27.9,,15.9,,34.9,23.8,24.2,8.199999999999999
310M200US10580,10580,2013,12.5,34,,20.6,,26.5,19.2,31.8,9.1
310M200US10580,10580,2014,11.7,28.4,,19.3,,23.8,33.7,25,8.6
310M200US10580,10580,2015,10.2,25.5,,8.699999999999999,,17.4,29.4,24.5,7.7
310M300US10580,10580,2016,9.9,27.4,,7.2,,21.8,22.9,27.3,7.5
3100000US10700,10700,2006,18.7,,,,,,,,16.6
3100000US10700,10700,2007,23,,,,,,,55.4,18.7
3100000US10700,10700,2008,20.5,,,,,,,45.6,15.9
3100000US10700,10700,2009,20.1,,,,,,,38.3,17.4
310M100US10700,10700,2010,19.6,,,,,,,27.5,17.9
310M100US10700,10700,2011,18.9,,,,,,,53.4,13.5
310M100US10700,10700,2012,23.2,66.59999999999999,,,,,,66.8,15.4
310M200US10700,10700,2013,16.2,,,,,,,,15.8
310M200US10700,10700,2014,23.8,,,,,56.5,,52.2,19.2
310M200US10700,10700,2015,20.9,,,,,,,47,16.3
310M300US10700,10700,2016,23.4,,,,,,,65.5,15.6
3100000US10740,10740,2006,14.9,26.1,26.9,,,21.2,4363,19.6,8.6
3100000US10740,10740,2007,14.6,17.1,21.3,5.8,,16.6,4942,18.8,9.5
3100000US10740,10740,2008,14.5,35.2,27.6,6.8,,19.9,2393,18.6,8.199999999999999
3100000US10740,10740,2009,15.9,25.8,23.8,11.5,,23.5,4865,19.9,10
310M100US10740,10740,2010,17.2,19.9,23,14.9,,27.8,17.3,23,10
310M100US10740,10740,2011,20.4,21.6,36.9,17.1,,34.6,21.1,26,12.3
310M100US10740,10740,2012,18.5,29.6,30.5,10.3,,27.6,22.6,23.4,11.5
310M200US10740,10740,2013,19.4,23.4,35.5,8.800000000000001,,26.8,21.3,24.4,11.8
310M200US10740,10740,2014,19.2,18.6,29,12.4,,32.8,23.3,23.6,13.1
310M200US10740,10740,2015,18.7,33.2,28.9,7.7,,27.8,20.2,23.2,11.7
310M300US10740,10740,2016,16.9,16.6,27.5,8.9,,25.2,14.4,20.6,11
3100000US10780,10780,2006,20.2,32.1,,,,,,,14.9
3100000US10780,10780,2007,19.3,34.1,,,,,,18.2,12.7
3100000US10780,10780,2008,17.9,30.1,,,,,,30.1,12.8
3100000US10780,10780,2009,14.1,25.9,,,,,,,9.800000000000001
310M100US10780,10780,2010,19.5,36.1,,,,,,,13.3
310M100US10780,10780,2011,23.2,35.8,,,,,,,16.7
310M100US10780,10780,2012,21.9,37.5,,,,,,,15.5
310M200US10780,10780,2013,18.7,27,,,,,,,13.3
310M200US10780,10780,2014,19.6,31.8,,,,,,,14.4
310M200US10780,10780,2015,22,37,,,,,,28.8,14.2
310M300US10780,10780,2016,19.7,34.5,,,,,,,12.3
3100000US10880,10880,2006,9.300000000000001,,,,,,,,7.9
3100000US10880,10880,2007,11,,,,,25.8,,27.9,9.800000000000001
3100000US10880,10880,2008,13,,,,,,,32.1,11.6
3100000US10880,10880,2009,11.2,,,,,,,14,10.7
310M100US10880,10880,2010,16.3,,,,,,,29.5,14.9
310M100US10880,10880,2011,12.5,,,,,,,34.1,10.4
310M100US10880,10880,2012,14.2,,,,,,28.1,28,12.2
3100000US10900,10900,2006,9.9,18.2,,,,32.3,,28.3,7.4
3100000US10900,10900,2007,8,21.2,,3.3,,29.8,1539,23.3,5.6
3100000US10900,10900,2008,9,13.5,,5,,28.9,2805,28.3,6.2
3100000US10900,10900,2009,10.2,23.2,,8.1,,37.9,2637,26.8,7
310M100US10900,10900,2010,11.7,22.9,,3.4,,42.7,22.4,33,7.9
310M100US10900,10900,2011,11.8,29.1,,9.9,,33.3,27.1,35.2,7
310M100US10900,10900,2012,10.5,26.2,,2.3,,31.9,25.3,29.5,6.5
310M200US10900,10900,2013,12.4,30.2,,10.4,,35,31.6,33.1,7.3
310M200US10900,10900,2014,11.2,24.1,,10.7,,32.7,20.8,27,7
310M200US10900,10900,2015,9.9,21.1,,4.8,,22.2,18.5,25.7,5.9
310M300US10900,10900,2016,11.6,18.5,,5.8,,31.4,14.6,26.7,7.9
3100000US11020,11020,2006,11,,,,,,,,10.9
3100000US11020,11020,2007,13.7,,,,,,,,12.9
3100000US11020,11020,2008,14.3,,,,,,,,13.2
3100000US11020,11020,2009,14.7,48.4,,,,,,,14.1
310M100US11020,11020,2010,12.3,,,,,,,,11.8
310M100US11020,11020,2011,14.3,,,,,,,,13.2
310M100US11020,11020,2012,12.8,,,,,,,,12.4
310M200US11020,11020,2013,16.5,,,,,,,,15.2
310M200US11020,11020,2014,14.8,,,,,,,,14.7
310M200US11020,11020,2015,15.3,,,,,,,,13.8
310M300US11020,11020,2016,12.9,,,,,,,,11.6
3100000US11100,11100,2006,17.2,,,,,23.6,,27.3,10.4
3100000US11100,11100,2007,17.9,34.2,,,,27.7,1406,27.5,12.6
3100000US11100,11100,2008,15.4,35.6,,,,10.4,,24.2,10.3
3100000US11100,11100,2009,15.3,28.7,,18.5,,22.8,2369,22.9,11
310M100US11100,11100,2010,16.3,37.1,,,,31.6,18.1,32,8.5
310M100US11100,11100,2011,15.5,32.4,,10,,,15.4,25,10.6
310M100US11100,11100,2012,17.7,34.1,,15.5,,25,39.9,28.3,12.1
310M200US11100,11100,2013,16,42.5,,28.3,,32,27.3,27.4,8.699999999999999
310M200US11100,11100,2014,14.8,34,,28.3,,23.7,31.8,21.9,9.1
310M200US11100,11100,2015,14.4,33.9,,12.6,,12,16.5,25.3,8.300000000000001
310M300US11100,11100,2016,15,26.4,,,,,,20.5,11
3100000US11180,11180,2006,18.6,,,,,,,,16.8
3100000US11180,11180,2007,15.2,,,,,,,,13.2
3100000US11180,11180,2008,18.7,26,,,,,,,18.5
3100000US11180,11180,2009,18.3,,,,,,,,18.2
310M100US11180,11180,2010,19.8,,,,,,,,18.2
310M100US11180,11180,2011,24,,,51,,,,,21.5
310M100US11180,11180,2012,21.7,,,,,,,,18.8
310M200US11180,11180,2013,23.5,,,,,,,,21.8
310M200US11180,11180,2014,22.5,,,,,,,,19.9
310M200US11180,11180,2015,20.7,,,,,,,,18.6
310M300US11180,11180,2016,21.5,,,27.6,,,,32.1,18.9
3100000US11260,11260,2006,10.1,,,,,,6397,19.8,6.5
3100000US11260,11260,2007,7.7,,21.6,4.9,,,3281,13,5.5
3100000US11260,11260,2008,6.9,5.9,12.8,9.199999999999999,,,2763,4.8,6.1
3100000US11260,11260,2009,7.9,11.9,9.300000000000001,16.5,,7.3,3473,15.2,5.7
310M100US11260,11260,2010,9.4,5.9,18.3,15.9,,,14,9,7.4
310M100US11260,11260,2011,8.699999999999999,18.7,14.3,9,1233,,15.5,4,6.7
310M100US11260,11260,2012,8.699999999999999,17.1,16.7,12.5,,,12.7,15,6.1
310M200US11260,11260,2013,7.1,7.4,17.5,8.300000000000001,,30.1,7.3,13.9,5.2
310M200US11260,11260,2014,9.9,29.1,13.8,22.1,,,13.2,9.5,6.2
310M200US11260,11260,2015,8.699999999999999,18.5,13.8,13.7,33.7,,9.5,9.199999999999999,6.2
310M300US11260,11260,2016,7.2,5.7,18.3,4.6,15.2,,9.1,11.7,5.7
3100000US11300,11300,2006,13.8,,,,,,,,11.6
3100000US11300,11300,2007,13.4,34.9,,,,,,,11.3
3100000US11300,11300,2008,14.3,42.1,,,,,,33.7,12.1
3100000US11300,11300,2009,14.1,22.4,,,,,,36.4,12.8
310M100US11300,11300,2010,18.5,48.3,,,,,,24.5,15.8
310M100US11300,11300,2011,19.6,35.4,,,,,42.3,67.40000000000001,15.9
310M100US11300,11300,2012,15.2,29.2,,,,,,,13.3
3100000US11340,11340,2006,14.3,22.9,,,,,,,12.8
3100000US11340,11340,2007,13.7,27.3,,,,,,,10.5
3100000US11340,11340,2008,14.1,27,,,,,,,11.1
3100000US11340,11340,2009,16.9,31.1,,,,,,44.2,13.8
310M100US11340,11340,2010,19.7,36.7,,,,,,27.6,16
310M100US11340,11340,2011,14.8,27.4,,,,,,,11.6
310M100US11340,11340,2012,18,30.6,,,,,,,15.4
3100000US11460,11460,2006,14.5,31.3,,,,,,,11.4
3100000US11460,11460,2007,12.7,23.8,,19.5,,,1784,23,9.5
3100000US11460,11460,2008,14.6,25.5,,23.7,,,2654,,11.4
3100000US11460,11460,2009,14.6,25.9,,15.7,,,3733,21.1,11.7
310M100US11460,11460,2010,12.9,17.7,,14.4,,,7.7,23.4,11.8
310M100US11460,11460,2011,16.9,32.1,,22.7,,,25.1,24.9,12.7
310M100US11460,11460,2012,16.5,23.5,,25.6,,,22.4,37.3,12.8
310M200US11460,11460,2013,16.7,36,,24.9,,,26.5,25.6,11.3
310M200US11460,11460,2014,14.5,27.1,,24.2,,,12.7,11.7,11.7
310M200US11460,11460,2015,14.6,25.2,,19.9,,,18.3,22.7,11.7
310M300US11460,11460,2016,14.8,27.9,,21.3,,,12.7,18.2,11.8
3100000US11500,11500,2006,18,30.9,,,,,,,14
3100000US11500,11500,2007,17.4,39.8,,,,,,,11.2
3100000US11500,11500,2008,18.2,37.7,,,,,,,14
3100000US11500,11500,2009,19.4,42.9,,,,,,,12.3
310M100US11500,11500,2010,25,44.4,,,,,,,19
310M100US11500,11500,2011,21.1,30,,,,,,,18.6
310M100US11500,11500,2012,22.2,42.5,,,,,,,16.7
310M200US11500,11500,2013,21.8,35.2,,,,,,,17.7
310M200US11500,11500,2014,20.6,43,,,,,,25.1,13.9
310M200US11500,11500,2015,20,44.6,,,,,,,13.3
310M300US11500,11500,2016,16.3,30.4,,,,,,,12.4
3100000US11540,11540,2006,9.1,,,,,,,,7.7
3100000US11540,11540,2007,6.6,,,,,,,23.1,5.8
3100000US11540,11540,2008,6.8,,,,,,,,6.3
3100000US11540,11540,2009,8.300000000000001,,47,19.3,,,,30.8,6.2
310M100US11540,11540,2010,8.1,,34.2,,,,,25.8,6.7
310M100US11540,11540,2011,7.4,,10.7,,,,,19.6,6.4
310M100US11540,11540,2012,8.4,,,22.6,,34.8,,20.9,7.3
310M200US11540,11540,2013,8.1,,,17.6,,,,11,7.3
310M200US11540,11540,2014,9.699999999999999,,,28.3,,54.4,,33.8,7.9
310M200US11540,11540,2015,9.4,,35.5,1.6,,25.9,47.2,28.3,7.1
310M300US11540,11540,2016,7.6,,,25.3,,,,11.7,6.1
310M200US11640,11640,2013,45.9,38.8,,,,60.5,,45.7,
310M200US11640,11640,2014,50,,,,,58.1,,49.9,
310M200US11640,11640,2015,50.5,65,,,,57.9,,50.8,
310M300US11640,11640,2016,44.9,33.5,,,,47.5,,44.9,
3100000US11700,11700,2006,11.6,,,,,,,,10.1
3100000US11700,11700,2007,12.9,27.3,,,,,,23.6,11.4
3100000US11700,11700,2008,13.9,30.1,,,,44.8,,33.3,11.9
3100000US11700,11700,2009,15.1,41.3,,,,,1917,30.4,12.6
310M100US11700,11700,2010,16.3,45.5,,,,,18,44.4,13
310M100US11700,11700,2011,16.9,35.2,,,,,43.2,37.1,14.3
310M100US11700,11700,2012,15.8,43,,,,,17.2,36.6,13.2
310M200US11700,11700,2013,15.9,36.7,,,,,,23.8,14.4
310M200US11700,11700,2014,12.6,17.6,,,,,34.4,23.7,10.9
310M200US11700,11700,2015,15.4,20.1,,,,,27.7,40,12.9
310M300US11700,11700,2016,13.4,22.9,,,,,24.5,30.3,11.1
3100000US11780,11780,2006,16.7,,,,,,,,15.2
3100000US11780,11780,2007,16.2,,,,,,,,14.9
3100000US11780,11780,2008,15.7,,,,,,,,14.1
3100000US11780,11780,2009,17.9,,,,,,,,16.4
310M100US11780,11780,2010,14.9,,,,,,,39.5,12.7
310M100US11780,11780,2011,21.2,49.1,,,,,,,19.9
310M100US11780,11780,2012,20.9,,,,,,,,18.9
310M200US11780,11780,2013,18.7,,,,,,,,15.8
310M200US11780,11780,2014,22.7,,,,,,,41.7,20.9
310M200US11780,11780,2015,19.3,,,,,,,,19
310M300US11780,11780,2016,18.5,,,,,,,51.1,16.6
310M200US11900,11900,2015,32.2,,,,,,,,31
310M300US11900,11900,2016,29,,,,,,,,26.1
3100000US11980,11980,2006,18.3,,,,,,,,15.9
3100000US11980,11980,2007,14.2,,,,,,,20.7,13.8
3100000US11980,11980,2008,13.4,23.6,,,,,,31.2,10.6
3100000US11980,11980,2009,17.7,28.9,,,,,,36.5,14.7
310M100US11980,11980,2010,18.6,33.9,,,,,,51.4,12.9
310M100US11980,11980,2011,13.5,21.6,,,,,,26.6,11.6
310M100US11980,11980,2012,24.8,,,,,,,52.1,20.4
310M200US11980,11980,2013,22.5,40.7,,,,,,39,18.8
310M200US11980,11980,2014,20.5,,,,,,,35,18.1
310M200US11980,11980,2015,13.6,15,,,,,,33.8,10
310M300US11980,11980,2016,14.8,,,,,,,,14.6
3100000US12020,12020,2006,22.7,31.4,,,,,,,19.7
3100000US12020,12020,2007,20.9,33.6,,,,,,34.2,15.9
3100000US12020,12020,2008,23.8,27.3,,34,,,,20.7,22.2
3100000US12020,12020,2009,29.6,37.2,,,,,,55.7,25.1
310M100US12020,12020,2010,27.3,32.5,,,,,,35.8,24.2
310M100US12020,12020,2011,29.9,41.3,,46.6,,,,37,25.1
310M100US12020,12020,2012,24.5,33.2,,,,,,27,21.7
310M200US12020,12020,2013,28.6,35.6,,54.7,,,53.3,53.1,21.6
310M200US12020,12020,2014,29,43,,33.8,,,,47.6,21.9
310M200US12020,12020,2015,27.1,40.7,,35.2,,63.3,,34.5,21.2
310M300US12020,12020,2016,20.7,31.1,,34.7,,,,22.8,16.5
3100000US12060,12060,2006,11.9,18.6,,8.9,,22.4,11299,20.7,6.6
3100000US12060,12060,2007,11.2,17.5,19.6,7.9,,23.6,8230,21.6,5.9
3100000US12060,12060,2008,11.7,17.4,16.8,9.699999999999999,,25.2,9418,23.2,6.3
3100000US12060,12060,2009,13.4,18.7,19,13.1,,40.6,12744,32.4,7
310M100US12060,12060,2010,14.8,20.8,16.1,12.5,,37.2,15.7,29.4,8.199999999999999
310M100US12060,12060,2011,16.8,23.5,27.6,11.6,,38.5,19.9,33.4,9.800000000000001
310M100US12060,12060,2012,16.6,23.6,32.9,14.7,,38,21,29.8,9.300000000000001
310M200US12060,12060,2013,15.9,21.7,17.4,14.2,,33.7,21.7,29.1,9.4
310M200US12060,12060,2014,15.5,21.7,30.1,10.3,,31.1,17.9,28.5,9
310M200US12060,12060,2015,13.9,19.2,20.3,10.5,,29.6,18.6,25.7,7.9
310M300US12060,12060,2016,13.1,17.8,31.5,11.2,,26.5,16.1,22.8,7.9
3100000US12100,12100,2006,9.199999999999999,10.9,,,,,,20.4,5.6
3100000US12100,12100,2007,12.8,20.1,,16.4,,23,,23.1,8.199999999999999
3100000US12100,12100,2008,11.8,21.2,,5.8,,31.5,,25.7,6.5
3100000US12100,12100,2009,10.8,23.5,,12.2,,10,1319,14.7,6.9
310M100US12100,12100,2010,14.3,32.3,,9.4,,28.4,,20.9,8.199999999999999
310M100US12100,12100,2011,13.4,19.1,,16.8,,8.699999999999999,,17.9,10.6
310M100US12100,12100,2012,14.6,23.2,,12.8,,21.9,26.8,23.1,10.3
310M200US12100,12100,2013,18,33.2,,29,,31.9,38.7,30.3,8.5
310M200US12100,12100,2014,15.5,27.8,,15.6,,,30.1,29.3,7.4
310M200US12100,12100,2015,14.3,28.9,,14.5,,20.5,38.4,25.4,6.5
310M300US12100,12100,2016,14.4,28.3,,11.8,,28.4,,24.1,8
3100000US12180,12180,2006,10.6,,,,,,,,9.1
3100000US12180,12180,2007,12.6,,,,,,,,10.6
3100000US12180,12180,2008,11.5,,,,,,,,10.7
3100000US12180,12180,2009,12.7,,,,,,,,12.3
310M100US12180,12180,2010,11.1,,,,,,,,10.2
310M100US12180,12180,2011,13.1,,,,,,,,11.8
310M100US12180,12180,2012,11.5,,,,,,,,10.8
310M200US12180,12180,2013,13.1,,,,,,,,13.3
310M200US12180,12180,2014,11.4,,,,,,,,10.2
310M200US12180,12180,2015,10.7,,,,,,,,10.2
310M300US12180,12180,2016,11.4,,,,,,,,9.199999999999999
3100000US12220,12220,2006,18.9,25.4,,,,,,,16.8
3100000US12220,12220,2007,17.7,25,,,,,,,15.5
3100000US12220,12220,2008,15.1,22,,,,,,35.2,12.6
3100000US12220,12220,2009,21.7,30.4,,,,,,,18.1
310M100US12220,12220,2010,22.3,29.4,,,,,,35.2,19.2
310M100US12220,12220,2011,22.9,26.7,,,,,,47.6,21.8
310M100US12220,12220,2012,24.6,37.1,,,,,,,18.9
310M200US12220,12220,2013,20.7,27.4,,,,,,,18.6
310M200US12220,12220,2014,27.7,38.4,,,,,,,24.3
310M200US12220,12220,2015,21.9,32.2,,12.1,,,,,19.7
310M300US12220,12220,2016,19.1,19.8,,14.3,,,,,18.7
3100000US12260,12260,2006,14,22.9,,,,,,,8
3100000US12260,12260,2007,17.3,29.1,,13.2,,18.3,1414,16.1,10.3
3100000US12260,12260,2008,17.7,29.1,,5.1,,,850,22.8,10.8
3100000US12260,12260,2009,17.7,27.4,,11,,58.2,1702,41.2,11.2
310M100US12260,12260,2010,19.9,29.3,,7.9,,,34.6,26.1,13.4
310M100US12260,12260,2011,18.9,28.6,,7,,48.5,13.7,35.3,11.8
310M100US12260,12260,2012,20.3,28.8,,15.2,,50.4,24.2,39.7,13.3
310M200US12260,12260,2013,19.8,31.5,,10.4,,,25.9,24.5,12.1
310M200US12260,12260,2014,18.9,31.5,,14.7,,35.5,34.1,23.8,10
310M200US12260,12260,2015,19.1,28.8,,21.2,,37.8,23.5,40.4,11.3
310M300US12260,12260,2016,18.2,27.4,,5.9,,30.1,11,22,12.5
3100000US12300,12300,2006,12.5,,,,,,,,12
3100000US12300,12300,2007,13.2,,,,,,,,12.7
3100000US12300,12300,2008,10.9,,,,,,,,10.7
3100000US12300,12300,2009,13,,,,,,,,12.8
310M100US12300,12300,2010,11,,,,,,,,10.5
310M100US12300,12300,2011,12,,,,,,,,11.6
310M100US12300,12300,2012,15,,,,,,,,14.1
310M200US12300,12300,2013,15.2,,,,,,,,15.1
310M200US12300,12300,2014,13.6,,,,,,,,12.7
310M200US12300,12300,2015,13.1,,,,,,,,12.7
310M300US12300,12300,2016,15.8,,,,,,,,14.5
3100000US12420,12420,2006,13,23.3,,16.4,,22.3,3215,19.1,8.5
3100000US12420,12420,2007,12.7,22.3,24.8,11.5,,21.6,3330,18.7,8.4
3100000US12420,12420,2008,12.8,23.6,41.9,13.1,,21.4,5515,19,8.1
3100000US12420,12420,2009,13.9,18.3,17.4,10.4,,26.5,4276,23.6,8.5
310M100US12420,12420,2010,15.9,25.2,22.9,13.9,,31.3,21.4,25.6,9.300000000000001
310M100US12420,12420,2011,15.2,23.2,15.7,13.5,,32.3,15.5,26.4,7.8
310M100US12420,12420,2012,15.5,27.6,24.9,11.7,,28.7,15.5,24.5,9
310M200US12420,12420,2013,14.3,19.1,,11.4,,18.2,14.3,23.5,8.5
310M200US12420,12420,2014,15.1,18.9,8.800000000000001,14.4,,28.9,17.3,24.4,9
310M200US12420,12420,2015,11.7,18.2,10.2,7.1,,21.5,8,18.3,7.4
310M300US12420,12420,2016,10.9,19.8,13.9,10.1,,20.1,9.9,15.1,7.2
3100000US12540,12540,2006,20.6,31.3,,11.7,,27.8,4904,27.6,13
3100000US12540,12540,2007,18.1,31.2,22.6,14.5,,22.8,3964,23.2,11.6
3100000US12540,12540,2008,21,34.2,,7.7,,26.9,3051,28.9,12.1
3100000US12540,12540,2009,22.4,41,21.1,20.3,,26.3,5643,29.8,11.8
310M100US12540,12540,2010,21.2,31.1,19.5,13.6,,25.5,26.8,27.2,13
310M100US12540,12540,2011,24.5,42.6,32.4,13,,24.4,16.3,30.8,15.7
310M100US12540,12540,2012,23.8,28.6,32.4,14.2,,30.8,28.4,31.2,14
310M200US12540,12540,2013,22.8,35.4,29.9,13.9,,21,20.8,28.4,14.8
310M200US12540,12540,2014,24.8,41.6,28.7,12.9,,26.9,25.3,30.4,16.6
310M200US12540,12540,2015,21.9,35,23.8,9.4,,21.9,18.1,28.6,12.3
310M300US12540,12540,2016,22.7,35.4,31.1,17.9,,28,24.2,27.1,14.9
3100000US12580,12580,2006,9,17.3,,8.199999999999999,,,5113,11.4,5.3
3100000US12580,12580,2007,9.300000000000001,17.6,16.2,7.3,,13.7,4336,11.8,5.6
3100000US12580,12580,2008,9.199999999999999,16.3,17.8,10.5,,10.7,5111,13.9,5.7
3100000US12580,12580,2009,10.3,18.8,13.2,9.300000000000001,,16.7,7118,14.9,6.1
310M100US12580,12580,2010,11,20.6,,10.3,,12.8,15.6,15.2,6.1
310M100US12580,12580,2011,11.6,20.9,,9.5,,21.9,18.9,17.7,6.5
310M100US12580,12580,2012,11.3,21.7,10.6,10.1,,13.3,12.6,14.5,6.2
310M200US12580,12580,2013,11.2,19.1,40.1,12.5,,19.9,15,16,6.6
310M200US12580,12580,2014,11.1,19.5,26.9,10.6,,7.5,13,14.4,6.7
310M200US12580,12580,2015,10.6,18.8,,7.4,,15.9,10.6,14.7,6.4
310M300US12580,12580,2016,10.4,17.9,18.9,7,,20.8,9.6,15.3,6.5
3100000US12620,12620,2006,15.8,,,,,,,,14.9
3100000US12620,12620,2007,13.4,,,,,,,,13.6
3100000US12620,12620,2008,16.4,,,,,,868,,15.3
3100000US12620,12620,2009,15.8,,,,,,,,14.9
310M100US12620,12620,2010,16.6,,,,,,38.1,,15.7
310M100US12620,12620,2011,17.6,,,,,,,,17.2
310M100US12620,12620,2012,18.1,,29.6,,,,,,17.3
310M200US12620,12620,2013,16.1,,,,,,,,15.9
310M200US12620,12620,2014,19,,,,,,24.6,,18.6
310M200US12620,12620,2015,18,,,,,,,,17.7
