GEOID,MSA,year,poor,poor_black,poor_indian,poor_asian,poor_hawaiian,poor_other,poor_mixed,poor_hispanic,poor_white
310M200US42220,42220,2013,12.4,,,13.7,,21.2,8.800000000000001,18.4,9.9
310M200US42220,42220,2014,11.3,22.7,,5.5,,19.7,15.4,15.8,9.199999999999999
310M200US42220,42220,2015,11.1,,,11.2,,18.2,21.1,15.5,8.5
310M300US42220,42220,2016,9.199999999999999,11.1,,10.6,,13.5,9.6,10.9,8.1
3100000US42260,42260,2006,10.3,25.2,,,,,,25.9,7.5
3100000US42260,42260,2007,9.199999999999999,20.8,,5.5,,24.6,,21.4,6.6
3100000US42340,42340,2006,14.5,25.3,,,,,,,8.5
3100000US42340,42340,2007,14.1,25.3,,25.4,,,447,24.1,7.3
3100000US42340,42340,2008,14.6,25.5,,,,,,9,8
3100000US42340,42340,2009,14.3,21,,,,,,10.7,10.6
310M100US42340,42340,2010,17.3,27.5,,9.300000000000001,,,,33.1,10.3
310M100US42340,42340,2011,19,25.7,,30.7,,,,47,11.5
310M100US42340,42340,2012,18,29.1,,9.6,,,11.2,25.8,11.4
310M200US42340,42340,2013,17.3,24.1,,26.9,,,23.5,19.2,12.4
310M200US42340,42340,2014,15.3,22.5,,16.3,,30.4,,20.3,10.6
310M200US42340,42340,2015,16.6,27.6,,10.5,,,14.4,18.3,10.6
310M300US42340,42340,2016,14.2,20.2,,13.6,,,28.1,19.1,9.6
3100000US42540,42540,2006,12.9,,,,,,,43.3,11
3100000US42540,42540,2007,11.9,50,,,,32.6,1999,41.2,10.1
3100000US42540,42540,2008,13.7,30.2,,23.3,,49.1,722,35.8,12.3
3100000US42540,42540,2009,13.8,48.7,,20.6,,40.8,1872,41.2,11.6
310M100US42540,42540,2010,14.9,38.4,,,,45.4,35.9,44.3,12.3
310M100US42540,42540,2011,14.5,52.4,,15.3,,23.3,21.6,30.6,12.3
310M100US42540,42540,2012,15.5,44.5,,35.1,,34.5,28.5,35.1,12.8
310M200US42540,42540,2013,15.5,38.9,,15.5,,40.4,40.7,38.5,12.7
310M200US42540,42540,2014,15.5,44,,23,,40.3,33.4,34.4,12.6
310M200US42540,42540,2015,15.2,47.6,,23,,20.3,22.8,39.7,12
310M300US42540,42540,2016,14.3,38.3,,22.1,,55.2,43.1,41.9,10.3
3100000US42580,42580,2006,11.2,22.3,,,,,,,8.1
3100000US42580,42580,2007,9.199999999999999,23.5,,,,,,9.6,6.4
3100000US42580,42580,2008,11.8,22.7,,,,33.1,,23.8,8.800000000000001
3100000US42580,42580,2009,11.2,18.1,,,,26.3,1257,30.4,8.199999999999999
310M100US42580,42580,2010,13.8,26.2,,,,30.7,19.3,27.7,10.3
310M100US42580,42580,2011,10.8,22.8,,,,,,22.5,7
310M100US42580,42580,2012,15.4,23.7,,,,,14.3,44.3,10.5
3100000US42620,42620,2006,14.8,,,,,,,,14.6
3100000US42620,42620,2007,15.2,,,,,,,,13.5
3100000US42620,42620,2008,17.5,,,,,,,,15.1
3100000US42620,42620,2009,16,,,,,,,,13.6
310M100US42620,42620,2010,16.4,,,,,,,,14.1
310M100US42620,42620,2011,18.6,,,,,,,51.6,17.2
310M100US42620,42620,2012,20.9,,,,,,,,15.8
310M200US42620,42620,2013,16.4,,,,,,,,16.1
310M200US42620,42620,2014,21.1,33.5,,,,,,60.4,18.9
310M200US42620,42620,2015,21.5,,,,,,,48.8,18.9
310M300US42620,42620,2016,14.6,,,,,,,,13.4
3100000US42660,42660,2006,9.6,25.9,24.2,8.9,,17,17718,16.5,7.4
3100000US42660,42660,2007,9.800000000000001,24.9,17.3,10.5,32.2,15.8,18140,19.1,7.3
3100000US42660,42660,2008,9.300000000000001,23.1,14.3,8.6,20.3,18.6,19891,19,7.2
3100000US42660,42660,2009,10.3,24.9,26.2,10,6.2,14.9,18129,20.1,8.1
310M100US42660,42660,2010,11.7,24.6,22.6,10.1,6777,27.9,14.7,25.8,8.6
310M100US42660,42660,2011,11.9,26.3,23.2,11.8,3293,36.9,15.3,25.2,8.6
310M100US42660,42660,2012,11.7,26,22.6,12.6,5953,25.9,16.1,23.8,8.300000000000001
310M200US42660,42660,2013,12.6,26.8,22.3,12.4,4928,29.2,18.2,24.9,9.300000000000001
310M200US42660,42660,2014,11.3,24.3,28.9,12.2,4968,21.6,16.9,20.3,8.1
310M200US42660,42660,2015,10.2,23.2,19.7,9.9,15.5,17.3,12.7,16.1,7.9
310M300US42660,42660,2016,9.6,23.3,17.6,8.9,19.3,17.4,12.6,16.7,7.1
3100000US42680,42680,2006,10.6,,,,,,,,7.5
3100000US42680,42680,2007,9.5,26.6,,,,,,14.2,7.3
3100000US42680,42680,2008,14,24.2,,,,,,25.5,11.2
3100000US42680,42680,2009,14.5,32.6,,,,,,33.8,9.9
310M100US42680,42680,2010,14.6,19,,,,,,32.2,11.2
310M100US42680,42680,2011,13.5,35.5,,,,,,15.9,10.6
310M100US42680,42680,2012,17.2,37.7,,,,,,31.2,13
310M200US42680,42680,2013,13.4,32.4,,,,,,17.7,9.4
310M200US42680,42680,2014,15.1,23.1,,,,,,39.1,10.5
310M200US42680,42680,2015,12.5,21.1,,,,,,21.7,10.1
310M300US42680,42680,2016,11.9,,,,,,,,10.6
3100000US42700,42700,2006,12.3,,,,,,,,9.800000000000001
3100000US42700,42700,2007,19.2,60.7,,,,,,34.5,9.199999999999999
3100000US42700,42700,2008,16.7,33.7,,,,,,34.3,11.1
3100000US42700,42700,2009,20.4,45.3,,,,,,31.1,14.5
310M100US42700,42700,2010,21.1,33.8,,,,,,37.8,15.2
310M100US42700,42700,2011,17.3,17.5,,,,,,36.9,12.6
310M100US42700,42700,2012,22,48.8,,,,,,44.1,12.8
310M200US42700,42700,2013,18.8,21.9,,,,,,39.8,12.6
310M200US42700,42700,2014,18.1,27.8,,,,50.3,,32.4,13.2
310M200US42700,42700,2015,24.6,49.1,,,,49.4,,40.5,15.6
310M300US42700,42700,2016,18.8,30.8,,,,,,22.2,15
3100000US42860,42860,2006,14.6,,,,,,,,12.6
3100000US42860,42860,2007,14.9,,,,,,,32.3,12.7
3100000US42860,42860,2008,19.6,,,,,,,,19.6
3100000US42860,42860,2009,22.2,45,,,,,,,17.9
310M100US42860,42860,2010,11.9,,,,,,,,11.1
310M100US42860,42860,2011,21.5,,,,,,,,17.8
310M100US42860,42860,2012,19.1,27.4,,,,,,41.6,17
310M200US42860,42860,2013,17.6,,,,,,,41,18.1
310M200US42860,42860,2014,18.8,27.5,,,,,,,16.8
310M200US42860,42860,2015,21.1,12.5,,,,,,43.1,20.3
310M300US42860,42860,2016,15.5,,,,,,,32.9,13.9
3100000US42940,42940,2006,14.7,,,,,,,,15
3100000US42940,42940,2007,11.9,,,,,,,,11.8
3100000US42940,42940,2008,12.7,,,,,,,,12.2
3100000US42940,42940,2009,12,,,,,,,,11.4
310M100US42940,42940,2010,15.8,,,,,,,,14.9
310M100US42940,42940,2011,15,,,,,,,,12.5
310M100US42940,42940,2012,13,,,,,,,26.7,11.9
310M200US42940,42940,2013,16,,,,,,,41.2,14.5
310M200US42940,42940,2014,19,,,,,,,,18.1
310M200US42940,42940,2015,13.7,,,,,,,41.8,11.7
310M300US42940,42940,2016,15.9,,,,,,,39.3,13.2
3100000US43060,43060,2006,18.4,,,,,,,,16.2
3100000US43060,43060,2007,19.8,,23.6,,,,,,16.6
3100000US43060,43060,2008,15,,21.4,,,,,,12.5
3100000US43060,43060,2009,16.3,,11.5,,,,,,16.7
310M100US43060,43060,2010,18.4,,33.8,,,,15.6,,14.3
310M100US43060,43060,2011,18,,31.2,,,,18.3,,16
310M100US43060,43060,2012,19.3,,23.1,,,,36.7,53.5,14.7
310M200US43060,43060,2013,19.8,55.3,26.5,,,,38.1,,16.1
310M200US43060,43060,2014,17.1,41.3,19.2,,,,,35.7,15
310M200US43060,43060,2015,16.8,26,22.4,,,,,20.5,15.5
310M300US43060,43060,2016,18.3,31.8,30,,,,23.5,24.5,15
3100000US43100,43100,2006,7,,,,,,,,4.4
3100000US43100,43100,2007,8.300000000000001,,,22.3,,,,,7.1
3100000US43100,43100,2008,6.9,,,,,,,,6.2
3100000US43100,43100,2009,9,,,,,,,48.6,6
310M100US43100,43100,2010,9.4,,,,,,,36.4,6.9
310M100US43100,43100,2011,7.3,,,,,,,,7.1
310M100US43100,43100,2012,11.5,,,40.9,,,,24.9,8.4
310M200US43100,43100,2013,11.5,,,,,,,39.2,9.1
310M200US43100,43100,2014,8.1,,,10.9,,,,29.9,5.9
310M200US43100,43100,2015,8.9,,,,,,,11.1,7.9
310M300US43100,43100,2016,5.4,,,,,,,10.6,5.4
3100000US43140,43140,2006,18.2,,,,,,,,15.4
3100000US43140,43140,2007,22.1,40.3,,,,,,,15.9
3100000US43140,43140,2008,17.4,32.9,,,,,,,12.9
3100000US43140,43140,2009,16.4,19.5,,,,,,,14.9
310M100US43140,43140,2010,20.7,45.1,,,,,,,14.1
310M100US43140,43140,2011,19.1,39.3,,,,,,,13.5
310M100US43140,43140,2012,23.5,44.4,,,,,,,16.5
310M200US43140,43140,2013,18.3,29.1,,,,,,25,14.6
310M200US43140,43140,2014,21.2,32.5,,,,,,,15.9
310M200US43140,43140,2015,19.5,32.2,,,,,,,15.8
310M300US43140,43140,2016,21.8,31,,,,,,,19.1
3100000US43300,43300,2006,14.8,,,,,,,,11.4
3100000US43300,43300,2007,11.9,9.800000000000001,,,,21.3,,18.7,11.4
3100000US43300,43300,2008,11.3,31.9,,,,24.7,,25.1,8
3100000US43300,43300,2009,13.9,27.9,,,,,,16.8,12.7
310M100US43300,43300,2010,14.4,,,,,,,14.4,13.7
310M100US43300,43300,2011,16.7,29.9,,,,,40.7,39.4,12.2
310M100US43300,43300,2012,16.8,49.4,,,,,50.3,36.8,10.3
310M200US43300,43300,2013,16.7,24.5,,,,,18.9,18.3,15.1
310M200US43300,43300,2014,15.3,32.8,,,,,17.7,20.7,13.2
310M200US43300,43300,2015,15.9,31.4,,,,,,20.8,14.2
310M300US43300,43300,2016,12.5,,,,,,,17.2,12.4
3100000US43320,43320,2008,21.2,,32.5,,,,,14.7,11.9
3100000US43320,43320,2009,27.3,,41.4,,,,1954,22.2,12.6
310M100US43320,43320,2010,27.6,,48.1,,,,,16.3,10
310M100US43320,43320,2011,33,,46.1,,,,,49.4,17.3
310M100US43320,43320,2012,30.7,,46,,,,,22.5,16.8
310M200US43320,43320,2013,32.7,,42.6,,,,33.3,40.7,20.9
310M200US43320,43320,2014,28.8,,45.1,,,,,26.6,13.3
310M200US43320,43320,2015,28.2,,41.5,,,,,38,13.2
310M300US43320,43320,2016,28.8,,42,,,,,25.4,13.6
3100000US43340,43340,2006,18.8,33.1,,,,,,,9.199999999999999
3100000US43340,43340,2007,21,37.1,,,,,1522,,10
3100000US43340,43340,2008,18.4,32.5,,,,,,32.3,7.7
3100000US43340,43340,2009,16.4,28.3,,,,,1262,16.8,8.300000000000001
310M100US43340,43340,2010,18,29.9,,,,,31.8,19.2,9.6
310M100US43340,43340,2011,18.9,31.2,,,,,24.4,15.5,10.2
310M100US43340,43340,2012,18.1,32.4,,17.4,,,11.2,18.3,8
310M200US43340,43340,2013,20.4,35,,,,,27.6,24,9.300000000000001
310M200US43340,43340,2014,21.4,33.8,,,,,,21.8,13.4
310M200US43340,43340,2015,21,34,,,,,18.7,36.6,10.9
310M300US43340,43340,2016,24.2,37.4,,9.800000000000001,,,,50.3,13
3100000US43420,43420,2006,18.1,,,,,,,34.1,10.6
3100000US43420,43420,2007,15.5,,,,,20.2,1286,27.3,10
3100000US43420,43420,2008,14.9,3.8,,,,,,28.5,9.199999999999999
3100000US43420,43420,2009,15,7.9,,,,21.9,885,22.6,12
310M100US43420,43420,2010,16,,,,,15.8,,23.5,11.5
310M100US43420,43420,2011,19.4,,,,,27.4,40,25.3,15.9
310M100US43420,43420,2012,18.7,,,,,36.7,32,31.8,11.6
310M200US43420,43420,2013,19.1,,,,,15.6,16.2,27.4,15.7
310M200US43420,43420,2014,18.4,,,,,14.4,31,22.4,15.2
310M200US43420,43420,2015,17,,,,,20.8,20.9,24.9,12.7
310M300US43420,43420,2016,22.6,,,,,,,34.2,17.2
3100000US43580,43580,2006,12.9,,,,,,,,11.5
3100000US43580,43580,2007,13.6,,,34.9,,,,16.8,11.1
3100000US43580,43580,2008,14.3,,,,,19.2,,27.8,10.9
3100000US43580,43580,2009,14.9,,,,,34.2,,34.3,11.1
310M100US43580,43580,2010,13.8,,,,,53.7,,37.2,8
310M100US43580,43580,2011,14.4,,,,,25.8,36.6,33,9.4
310M100US43580,43580,2012,15.9,,,,,,,31.2,11.6
310M200US43580,43580,2013,14.8,39.2,,,,33.7,,23.1,11.8
310M200US43580,43580,2014,13,,,,,17.3,19.1,19.1,9.800000000000001
310M200US43580,43580,2015,13.3,,,,,34.4,,29.6,8.300000000000001
310M300US43580,43580,2016,11.5,,,,,,,18,8.9
3100000US43620,43620,2006,8,,,,,,,,7.4
3100000US43620,43620,2007,8.1,,41.9,,,,,35.2,6.3
3100000US43620,43620,2008,7.2,,,,,,1368,,5.4
3100000US43620,43620,2009,8.800000000000001,21.5,,,,,,,6.7
310M100US43620,43620,2010,10.3,30.5,61.2,,,,,10.6,8
310M100US43620,43620,2011,9.300000000000001,53.5,,,,,,24.2,6.6
310M100US43620,43620,2012,10.2,39.2,,,,,32.8,25.9,6.6
310M200US43620,43620,2013,9,,41.5,,,,31.8,11.6,7.7
310M200US43620,43620,2014,9.699999999999999,31.3,48.2,,,,,26.7,7
310M200US43620,43620,2015,11.5,52.1,,,,,,,8.5
310M300US43620,43620,2016,8.9,,57.2,,,19.5,34.6,29,6.1
3100000US43740,43740,2006,12.3,,,,,,,,12.3
3100000US43740,43740,2007,10.3,,,,,,,,10.3
3100000US43740,43740,2008,14.5,,,,,,,,14.4
3100000US43740,43740,2009,13.2,,,,,,,,13
310M100US43740,43740,2010,14.4,,,,,,,,14.4
310M100US43740,43740,2011,13.1,,,,,,,,12.9
310M100US43740,43740,2012,11.2,,,,,,,,10.9
310M200US43740,43740,2013,11.7,,,,,,,,11.7
310M200US43740,43740,2014,12.1,,,,,,,,11.9
310M200US43740,43740,2015,14.1,,,,,,,,14
310M300US43740,43740,2016,13.4,,,,,,,,13.1
3100000US43780,43780,2006,12.1,24.4,,,,,,,9.699999999999999
3100000US43780,43780,2007,13.1,33.6,,,,25.8,2718,31.1,9.199999999999999
3100000US43780,43780,2008,14.3,35.1,,,,30.1,2450,30.7,10
3100000US43780,43780,2009,16.3,32.9,,12.9,,51.4,2276,41,12
310M100US43780,43780,2010,15.5,36,,,,,26.8,27.5,11.1
310M100US43780,43780,2011,18,46,,11.1,,46.4,41,46,10.9
310M100US43780,43780,2012,16.3,35.7,,15.1,,26.7,41.3,33.9,11.1
310M200US43780,43780,2013,20.1,40.4,,,,46.3,30,35,15.6
310M200US43780,43780,2014,16.7,43.3,,,,,34.4,28.8,11
310M200US43780,43780,2015,16.6,31.4,,44.4,,46.1,29.8,31.2,11.5
310M300US43780,43780,2016,15.4,33.9,,,,22.4,20.4,21.9,11.7
3100000US43860,43860,2006,13.4,,,,,,,,8.699999999999999
3100000US43860,43860,2007,7.7,18,,,,,,,6.5
3100000US43860,43860,2008,10.3,31.6,,,,,,,4.4
3100000US43860,43860,2009,13,21.1,,,,,,46.8,8.5
310M100US43860,43860,2010,18.5,32.4,,,,,,,13.2
310M100US43860,43860,2011,16,25,,,,,,47.2,10.2
310M100US43860,43860,2012,17.9,22.9,,,,,,59.1,11.4
3100000US43900,43900,2006,12.7,25.1,,,,,,,8.300000000000001
3100000US43900,43900,2007,13.7,27.9,,,,,,29.3,9.1
3100000US43900,43900,2008,14,20.4,,,,,,24.3,11.3
3100000US43900,43900,2009,14.7,28.8,,,,,,20.5,10.2
310M100US43900,43900,2010,17.1,27.9,,,,,39.4,49.4,11.3
310M100US43900,43900,2011,19.5,30.9,,,,,,49.3,13.3
310M100US43900,43900,2012,20,29.4,,16.5,,33.8,,33.6,15.3
310M200US43900,43900,2013,18.8,26.8,,,,,43.2,31.3,14.2
310M200US43900,43900,2014,17.8,27.5,,,,48,38.2,35,13.3
310M200US43900,43900,2015,15.6,26.5,,9.800000000000001,,,18.9,25.8,11.5
310M300US43900,43900,2016,16.8,25.4,,,,,45.4,29.3,12.3
3100000US44060,44060,2006,13.3,,,,,,,,11.6
3100000US44060,44060,2007,13.1,,32.2,15.3,,,2575,19.5,12
3100000US44060,44060,2008,13.7,39.2,48.3,9.199999999999999,,,4263,21.4,12
3100000US44060,44060,2009,14.8,41.8,18.1,16.4,,,3619,24.7,13.7
310M100US44060,44060,2010,14.3,63.4,18.9,15.6,,,28.8,29.5,12.1
310M100US44060,44060,2011,14.9,32.1,43.7,11.9,,,23.4,30.2,12.9
310M100US44060,44060,2012,15.9,23.4,35,25.1,,,16.9,17.9,15
310M200US44060,44060,2013,16.8,25.9,26.8,18.8,,,26.2,27.7,15.4
310M200US44060,44060,2014,16.9,39,39.3,8.4,,,28.5,31.4,14.9
310M200US44060,44060,2015,16.3,27.1,25.8,7.8,,19.7,25.9,23.8,15.2
310M300US44060,44060,2016,13,24.2,32.4,17.7,,30.2,17.6,27.5,11.3
3100000US44100,44100,2006,12.5,,,,,,,,10.1
3100000US44100,44100,2007,12.8,35.9,,,,,1489,29.1,9.699999999999999
3100000US44100,44100,2008,11.2,38.4,,,,,409,,7.9
3100000US44100,44100,2009,13.2,42.9,,,,,,28.8,9
310M100US44100,44100,2010,12.9,25.2,,,,,,19,10.5
310M100US44100,44100,2011,16.8,43.6,,,,,48.3,18.3,12.5
310M100US44100,44100,2012,14.3,41.6,,,,,,,10.3
310M200US44100,44100,2013,15.6,36.3,,,,,44.5,34,11.8
310M200US44100,44100,2014,15.8,38.9,,,,,18.4,34,11.8
310M200US44100,44100,2015,16.2,37.7,,36.6,,,23.9,32.2,12
310M300US44100,44100,2016,14.1,43.2,,,,,21.1,,9.699999999999999
3100000US44140,44140,2006,14.9,29.6,,,,40.7,,39.4,9.300000000000001
3100000US44140,44140,2007,15.2,25.2,,20,,47,2746,46.5,8.800000000000001
3100000US44140,44140,2008,14.1,19.4,,17.7,,48.5,2459,40.7,8.6
3100000US44140,44140,2009,15.9,27.6,,20.1,,45.9,4833,40.9,9.800000000000001
310M100US44140,44140,2010,15.8,30,,24.6,,38.8,26.6,40,9.199999999999999
310M100US44140,44140,2011,15.6,25.2,,25.8,,53.7,23.8,39.8,9
310M100US44140,44140,2012,17.2,31.8,,23.6,,46.2,28.1,44.7,9.5
310M200US44140,44140,2013,16.8,32.5,,11,,48.2,25.6,38.8,9.6
310M200US44140,44140,2014,17.4,19.8,,20.8,,50.8,31.5,43.2,9.6
310M200US44140,44140,2015,16.9,20.3,,26.5,,43,22.6,38.3,10.1
310M300US44140,44140,2016,15.6,24.2,,24.4,,37,20.8,35.4,8.6
3100000US44180,44180,2006,13.8,,,,,,,,12.6
3100000US44180,44180,2007,13.7,32.2,,24.1,,,2124,6.4,13
3100000US44180,44180,2008,14.4,45.3,,,,,1843,15.3,13.6
3100000US44180,44180,2009,18,35.9,,,,,5471,34,16.8
310M100US44180,44180,2010,17.5,32,,,,,37.5,23.2,16.2
310M100US44180,44180,2011,17.2,40.9,,11.3,,,30.8,39.7,15.7
310M100US44180,44180,2012,17.5,35.6,,,,,19.9,37.9,16.4
310M200US44180,44180,2013,18.7,38.5,,39.5,,,28,29.8,17.3
310M200US44180,44180,2014,18.8,39.6,,30.5,,,29.5,22.8,17.7
310M200US44180,44180,2015,16.8,32.1,,44.5,,,31,21.7,15.4
310M300US44180,44180,2016,15.8,27.3,43.7,,,39.2,23.6,30.9,14.4
3100000US44220,44220,2006,14.4,,,,,,,,12.8
3100000US44220,44220,2007,16.5,27.4,,,,,,,14.6
3100000US44220,44220,2008,13.3,26.1,,,,,,,11.7
3100000US44220,44220,2009,16.2,35.6,,,,,2014,,13
310M100US44220,44220,2010,20.6,30.6,,,,,,,18.6
310M100US44220,44220,2011,19.5,36,,,,,52.1,27.4,16.7
310M100US44220,44220,2012,20.4,39.2,,,,,45.2,42.8,17
310M200US44220,44220,2013,18.6,32.1,,,,,,32.5,16.5
310M200US44220,44220,2014,18.4,26.6,,,,,48.2,40.6,15.7
310M200US44220,44220,2015,14.5,30,,,,,,,12.3
310M300US44220,44220,2016,15.6,28.2,,,,,24.2,,14.4
3100000US44300,44300,2006,20,,,,,,,,18.4
3100000US44300,44300,2007,15.1,,,,,,,,14.1
3100000US44300,44300,2008,15.3,,,36,,,,,12.6
3100000US44300,44300,2009,19.3,,,43.8,,,,,17.3
310M100US44300,44300,2010,20.9,,,,,,,,19.7
310M100US44300,44300,2011,20.7,,,,,,,,19.6
310M100US44300,44300,2012,21,,,33.3,,,,30.7,19.4
310M200US44300,44300,2013,19.8,,,37.2,,,,,18.3
310M200US44300,44300,2014,18.6,,,,,,,,15.9
310M200US44300,44300,2015,16.8,,,27.8,,,,,15.6
310M300US44300,44300,2016,18,,,,,,,,16.2
3100000US44340,44340,2007,25.8,42,,,,,,,18.1
3100000US44340,44340,2008,22.3,23.7,,,,,,,21.4
3100000US44340,44340,2009,26.5,35.8,,,,,,,19.9
310M100US44340,44340,2010,35.3,44.7,,,,,,,28.7
310M100US44340,44340,2011,32.7,42.6,,,,,,,28.3
310M100US44340,44340,2012,32.9,49.4,,,,,,,26.8
310M200US44340,44340,2013,32.4,47.3,,,,,,,26.4
310M200US44340,44340,2014,33.7,49.7,,,,,,,27.4
310M200US44340,44340,2015,33.3,34.9,,,,,,,30.4
310M300US44340,44340,2016,25.1,46.2,,,,,,,16.8
3100000US44380,44380,2006,12,,,,,,,,9
3100000US44380,44380,2007,10.7,16,,,,,,,8.800000000000001
3100000US44380,44380,2008,13.8,24.1,,,,,,38.3,10.8
3100000US44380,44380,2009,14.1,37.6,,,,,,39.6,8.4
310M100US44380,44380,2010,13.8,24.7,,,,,,26.7,11.3
310M100US44380,44380,2011,13.9,32.3,,,,,,36.5,9.199999999999999
310M100US44380,44380,2012,15,27.3,,,,,,30.9,12.2
3100000US44420,44420,2006,10.7,,,,,,,,10.3
3100000US44420,44420,2007,12.9,,,,,,,,10.1
3100000US44420,44420,2008,9.300000000000001,,,,,,,,8.800000000000001
3100000US44420,44420,2009,10.6,,,,,,,,9.9
310M100US44420,44420,2010,14.5,36.4,,,,,,,12.6
310M100US44420,44420,2011,14,26.8,,,,,,,12.7
310M100US44420,44420,2012,12.8,16.1,,,,,,,12.4
310M200US44420,44420,2013,11.4,20.4,,,,,,,10.8
310M200US44420,44420,2014,11.7,40,,,,,,,9.5
310M200US44420,44420,2015,12.9,43.9,,,,,,30.5,10.1
310M300US44420,44420,2016,10.9,9.199999999999999,,,,,,,10.4
310M100US44600,44600,2010,16.7,39.6,,,,,,,15.4
310M100US44600,44600,2011,16.7,34,,,,,,,15.9
310M100US44600,44600,2012,16,29.5,,,,,,,14.5
3100000US44620,44620,2006,13.1,,,,,,,,11.4
3100000US44620,44620,2007,12.9,,,,,,,,12.3
3100000US44620,44620,2008,12.7,,,,,,,,12
3100000US44620,44620,2009,12.5,,,,,,,,10.7
310M100US44620,44620,2010,10.7,,,,,,,,9.300000000000001
310M100US44620,44620,2011,16.2,,,,,,,,14.6
310M100US44620,44620,2012,16.4,,,,,,,,14.6
310M200US44620,44620,2013,14.7,,,,,,,,13.9
310M200US44620,44620,2014,16.8,,,,,,,37.5,14
310M200US44620,44620,2015,12.5,,,,,,,,10.7
310M300US44620,44620,2016,11.9,,,,,,,,10.4
3100000US44660,44660,2006,22.1,,,,,,,,20.2
3100000US44660,44660,2007,22.6,,,,,,,,22.1
3100000US44660,44660,2008,18.2,,,,,,,,18.2
3100000US44660,44660,2009,23.7,,,,,,1319,,21.5
310M100US44660,44660,2010,23.2,,,,,,,,22.5
310M100US44660,44660,2011,24.8,,,,,,37.5,,21.4
310M100US44660,44660,2012,26.1,,,,,,24.3,,25.4
310M200US44660,44660,2013,26,,,,,,,,27.6
310M200US44660,44660,2014,26.5,,,,,,27.4,,23.7
310M200US44660,44660,2015,25.2,,,,,,,,23.3
310M300US44660,44660,2016,27.9,,,,,,,,26.6
3100000US44700,44700,2006,14.2,19.4,,9.800000000000001,,17.3,4395,21.1,9
3100000US44700,44700,2007,14.1,21.2,,13.5,,21.2,4081,19.8,7.9
3100000US44700,44700,2008,16.8,23.5,15.7,18.9,,24.5,4921,21.9,10.6
3100000US44700,44700,2009,15.7,29.8,26.3,15.7,,23.9,5332,21.4,7.7
310M100US44700,44700,2010,19.2,24.2,31.2,17.4,,29,19.4,26.9,10.5
310M100US44700,44700,2011,18.1,25.4,,17.4,,26.9,17.4,24.8,9.4
310M100US44700,44700,2012,18.4,30,26.3,18,,24.8,24.7,23.2,10.5
310M200US44700,44700,2013,19.9,36.8,,20.3,,25.3,23,24,12
310M200US44700,44700,2014,20.9,43.9,13.8,19.1,,27.5,21.9,25.6,11.7
310M200US44700,44700,2015,17.4,23.9,,14.5,,21,17.8,22.4,11.2
310M300US44700,44700,2016,14.4,22.7,22.5,13.2,,18.9,16.8,17,10.4
3100000US44940,44940,2006,19.2,28.7,,,,,,,9.699999999999999
3100000US44940,44940,2007,18.2,31,,,,,,,5.9
3100000US44940,44940,2008,20.1,30.2,,,,,,,11
3100000US44940,44940,2009,17.9,23.2,,,,,,,9.800000000000001
310M100US44940,44940,2010,20.4,29.1,,,,,,,11.1
310M100US44940,44940,2011,14.2,24.2,,,,,,,4.5
310M100US44940,44940,2012,18.2,23.6,,,,,,,12.9
310M200US44940,44940,2013,19.9,29.8,,,,,,,8.4
310M200US44940,44940,2014,24.1,33.6,,,,,,35,13.6
310M200US44940,44940,2015,18.5,26.2,,,,,,,10.4
310M300US44940,44940,2016,21.2,33.5,,,,,,,9
3100000US44980,44980,2006,17.4,,,,,,,,16.5
3100000US44980,44980,2007,12.9,,,,,,,,12.2
3100000US44980,44980,2008,13.3,,,,,,,,12.2
3100000US44980,44980,2009,15.4,,,,,,,,14.2
310M100US44980,44980,2010,15.1,,,,,,,,14.8
310M100US44980,44980,2011,11.8,,,,,,,,10.9
310M100US44980,44980,2012,14.2,,,,,,,,13.5
310M200US44980,44980,2013,14.1,,,,,,,,13.8
310M200US44980,44980,2014,16.5,,,,,,,,16.3
310M200US44980,44980,2015,11.2,,,,,,,,10.9
310M300US44980,44980,2016,14.7,,,,,,,33.1,13.9
3100000US45060,45060,2006,14.3,33,,,,,,,11.7
3100000US45060,45060,2007,12.7,33.2,,20.8,,,4522,22.3,9.9
3100000US45060,45060,2008,12.8,25.1,27.4,16.2,,,4490,22.3,10.8
3100000US45060,45060,2009,13.6,39.6,,28.7,,37.5,2609,33.8,10.2
310M100US45060,45060,2010,14.3,38.4,,21.4,,56,20.1,47.5,10.4
310M100US45060,45060,2011,16.2,40,23.4,27.1,,57.7,27.2,42.9,12.5
310M100US45060,45060,2012,15.3,38.8,38.3,30.3,,62.1,35.7,31.7,11.3
310M200US45060,45060,2013,16,40.4,31.8,25.2,,54.4,30.8,32,12.2
310M200US45060,45060,2014,16.5,37.5,,34.6,,44.9,36.2,40.4,12.5
310M200US45060,45060,2015,15,28.3,,26.1,,,26.9,24.1,12.6
310M300US45060,45060,2016,14.7,39.9,,26.3,,41.7,23.5,29.9,11
3100000US45180,45180,2006,18.2,29.7,,,,,,,12.6
3100000US45180,45180,2007,17.8,32.5,,,,,,,10.6
3100000US45180,45180,2008,18.4,22,,,,,,,16.1
3100000US45180,45180,2009,17.6,31.6,,,,,,,11.2
310M100US45180,45180,2010,23.6,37.8,,,,,,,16.2
310M100US45180,45180,2011,27.6,34.5,,,,,,,23.4
310M100US45180,45180,2012,24.6,42.5,,,,,,,14.9
