GEOID,MSA,year,pop15up,pct15up_married,pct15up_widowed,pct15up_divorced,pct15up_separated,pct15up_nevermar,pct15up_married_m,pct15up_widowed_m,pct15up_divorced_m,pct15up_separated_m,pct15up_nevermar_m,pct15up_married_f,pct15up_widowed_f,pct15up_divorced_f,pct15up_separated_f,pct15up_nevermar_f
3100000US10140,10140,2006,58570,51.8,7,11,1.3,29,50.7,2.6,11.9,.9,33.9,52.9,11.4,10,1.7,24
3100000US10140,10140,2007,58641,46.3,7.1,15.2,3,28.4,44.4,2.7,15.3,3.9,33.8,48.2,11.5,15.1,2.1,23
3100000US10140,10140,2008,58449,51.4,7.5,14.7,2.7,23.8,47.9,3.5,13.9,3.1,31.5,54.9,11.5,15.5,2.3,15.8
3100000US10140,10140,2009,58661,45.2,6.6,17.9,1.9,28.4,46.2,1.5,16.9,1.2,34.3,44.1,11.8,19,2.5,22.5
310M100US10140,10140,2010,60202,49.9,5.6,13.2,2.4,28.9,48.8,1.8,12.9,2,34.5,51.1,9.6,13.6,2.7,23
310M100US10140,10140,2011,59730,45.7,7.9,14.7,2.2,29.4,43.3,4.6,14.6,1.5,35.9,48.2,11.5,14.9,2.8,22.6
310M100US10140,10140,2012,59303,47.9,6,16.7,2.5,26.8,47.2,3.3,14.6,2.8,32.1,48.7,8.800000000000001,19,2.3,21.2
310M200US10140,10140,2013,,,,,,,,,,,,,,,,
310M200US10140,10140,2014,,,,,,,,,,,,,,,,
310M200US10140,10140,2015,,,,,,,,,,,,,,,,
310M300US10140,10140,2016,,,,,,,,,,,,,,,,
3100000US10180,10180,2006,125399,50.9,7.8,10.9,1.9,28.4,54.5,2.7,10.6,1.9,30.4,47.3,12.9,11.3,2,26.4
3100000US10180,10180,2007,126705,53.5,7,11.3,1.6,26.6,54.8,2.1,10.1,1.5,31.4,52.2,11.7,12.5,1.7,22
3100000US10180,10180,2008,127138,50.7,6.6,11.8,2.1,28.8,52.8,2.2,10.9,2.6,31.5,48.6,10.9,12.7,1.7,26.1
3100000US10180,10180,2009,127782,49.5,7,10.9,2.1,30.5,51.3,2.8,11.3,2.4,32.2,47.8,11,10.5,1.8,28.9
310M100US10180,10180,2010,132086,47.1,7.2,12.8,2.6,30.2,49,3.7,10.2,3.2,33.9,45.3,10.7,15.4,2,26.5
310M100US10180,10180,2011,133854,44.4,7.1,13.6,2.2,32.7,43.1,4.1,12.3,1.4,39.1,45.8,10.3,15,3,26
310M100US10180,10180,2012,134166,47,6.8,12.1,2.5,31.5,47.8,3.3,11.9,2.4,34.6,46.2,10.5,12.3,2.7,28.3
310M200US10180,10180,2013,135337,50.1,5.6,10.6,2.8,30.8,50.3,2.2,10.5,2.8,34.1,50,9.199999999999999,10.7,2.8,27.4
310M200US10180,10180,2014,134353,49.7,5.4,12.6,2.9,29.3,49.4,2.3,12.4,2.6,33.4,50.1,8.699999999999999,12.9,3.3,25
310M200US10180,10180,2015,135961,45.4,6.6,12,3.3,32.8,43.8,3,11.7,3.1,38.3,46.9,10.2,12.3,3.5,27.1
310M300US10180,10180,2016,136843,46.8,5.5,10.9,2.5,34.2,47.4,2.4,9.1,2.4,38.7,46.2,8.800000000000001,12.8,2.7,29.5
3100000US10300,10300,2006,83239,52.3,6.1,11.6,1.3,28.7,54.7,2.7,9.1,.6,32.9,50,9.5,14,1.9,24.5
3100000US10300,10300,2007,82140,58.3,6.4,9.4,1.2,24.7,59.8,2.6,7.6,1.8,28.3,56.9,10.1,11.2,.7,21.1
3100000US10300,10300,2008,82334,53.3,7.5,8.800000000000001,1.8,28.6,53.4,3.3,8.199999999999999,2.4,32.7,53.2,11.8,9.4,1.2,24.4
3100000US10300,10300,2009,80891,53.6,5.2,9.6,2.3,29.2,54.2,1.9,9,.8,34.1,53.1,8.5,10.3,3.8,24.3
310M100US10300,10300,2010,80552,50.8,6.4,12.9,1.2,28.6,51.6,2,12.4,1.6,32.4,50,11,13.3,.9,24.8
310M100US10300,10300,2011,82090,51.6,7.2,11,1.8,28.4,52.1,3.4,10.5,1.6,32.4,51.1,11.1,11.4,1.9,24.4
310M100US10300,10300,2012,80981,51.6,4.5,11,1.5,31.3,51.3,1.7,9.199999999999999,1.6,36.2,52,7.4,12.8,1.5,26.3
310M200US10300,10300,2013,,,,,,,,,,,,,,,,
310M200US10300,10300,2014,,,,,,,,,,,,,,,,
310M200US10300,10300,2015,,,,,,,,,,,,,,,,
310M300US10300,10300,2016,,,,,,,,,,,,,,,,
3100000US10380,10380,2006,265586,45.1,7,10.9,4.6,32.4,46.4,3.4,9.800000000000001,4.5,36,43.8,10.5,11.9,4.8,28.9
3100000US10380,10380,2007,267863,44,7.1,11.2,3.1,34.5,45.7,2.6,11.2,2.8,37.6,42.4,11.3,11.2,3.4,31.7
3100000US10380,10380,2008,272110,37.8,7.3,12.7,3.4,38.9,37.9,3.5,11.9,3.5,43.2,37.6,10.8,13.4,3.4,34.8
3100000US10380,10380,2009,277655,39.4,7.3,11.9,3.2,38.1,39.8,3.5,11.9,2.6,42.2,39.1,10.9,12,3.8,34.2
310M100US10380,10380,2010,247580,46.1,6.9,11.7,3,32.2,47.7,2.6,10.1,3.1,36.5,44.6,11,13.2,3,28.2
310M100US10380,10380,2011,246770,44.9,6.9,11.7,2.8,33.7,45.8,2.9,10.4,2.1,38.8,44.1,10.6,12.9,3.4,28.9
310M100US10380,10380,2012,247141,42,6.7,14.1,2.6,34.7,43.3,2.6,12.5,2.2,39.5,40.7,10.6,15.6,3,30.1
310M200US10380,10380,2013,269254,42.6,7.6,11.8,2.9,35.2,45,3.2,10,2.2,39.6,40.3,11.7,13.5,3.5,31
310M200US10380,10380,2014,265861,39.5,7.9,14.9,2.9,34.8,39.9,3.9,14.4,2.3,39.4,39,11.7,15.3,3.5,30.5
310M200US10380,10380,2015,261067,41.7,7.1,12,3.8,35.3,43.7,2.8,10.7,3,39.8,39.9,11.1,13.3,4.6,31.2
310M300US10380,10380,2016,259930,39.5,7.2,12.6,3.1,37.7,41.1,2.9,9.800000000000001,2.4,43.8,38,11.3,15.2,3.7,31.8
3100000US10420,10420,2006,566906,50.7,6.9,11.1,1.5,29.9,53.5,3.1,10,1.2,32.3,48.1,10.4,12,1.8,27.7
3100000US10420,10420,2007,566563,50.5,6.7,11.8,1.3,29.7,53,2.7,10.9,1,32.4,48.3,10.3,12.6,1.6,27.2
3100000US10420,10420,2008,568326,49.3,6.4,11.1,1.4,31.7,51.7,3,10,1.1,34.3,47.2,9.6,12.2,1.7,29.3
3100000US10420,10420,2009,571952,48.1,6.2,12.2,1.6,31.9,50.6,2.3,11.1,1.3,34.6,45.8,9.800000000000001,13.2,1.8,29.5
310M100US10420,10420,2010,575916,47.9,6.7,11.8,1.4,32.2,50,3,10.4,1.5,35,45.9,10.2,13.1,1.4,29.5
310M100US10420,10420,2011,575781,46.8,6.5,12,1.9,32.8,48.7,3.2,10.5,1.9,35.7,45,9.5,13.4,1.8,30.2
310M100US10420,10420,2012,578672,46.8,5.9,12.2,1.5,33.5,49.1,2.5,10.8,1.3,36.3,44.7,9.1,13.6,1.7,31
310M200US10420,10420,2013,584314,46.2,6.4,11.8,1.5,34,48.7,3,10.5,1.3,36.4,43.9,9.6,13,1.7,31.8
310M200US10420,10420,2014,583133,46.2,6.1,12.2,1.5,33.9,48.3,3,10.5,1.1,37.1,44.2,9,13.8,2,31
310M200US10420,10420,2015,584570,46.7,6.3,11.9,1.3,33.8,48.2,2.8,10.5,1.1,37.4,45.4,9.5,13.1,1.5,30.5
310M300US10420,10420,2016,583458,46.9,5.9,11.5,1.6,34.1,49,2.5,10.3,1.2,37.1,45,9,12.6,2,31.4
310M100US10460,10460,2011,52170,54.7,7.9,12.4,1.8,23.2,55.7,3.7,12.4,.7,27.6,53.8,12.3,12.3,3,18.6
310M100US10460,10460,2012,51686,49.3,5.9,10.6,2.8,31.4,47.8,3.5,9.6,2.2,36.8,50.8,8.4,11.7,3.5,25.6
310M200US10460,10460,2013,,,,,,,,,,,,,,,,
310M200US10460,10460,2014,,,,,,,,,,,,,,,,
310M200US10460,10460,2015,,,,,,,,,,,,,,,,
310M300US10460,10460,2016,,,,,,,,,,,,,,,,
3100000US10500,10500,2006,127495,46.1,8.199999999999999,10.6,2.9,32.1,50.7,3.2,9.1,2.8,34.3,42.2,12.6,11.9,3.1,30.2
3100000US10500,10500,2007,126354,43.2,8.5,9.699999999999999,3.2,35.4,46.3,4.6,10.3,3.5,35.3,40.6,11.8,9.300000000000001,2.8,35.5
3100000US10500,10500,2008,128651,42.1,8.800000000000001,10.4,3.1,35.7,46,3.3,9.6,2,39,38.7,13.4,11,4,32.9
3100000US10500,10500,2009,128741,42.2,6.5,12.2,3.6,35.4,45.3,2.5,13.1,3.3,35.7,39.5,10,11.5,3.8,35.2
310M100US10500,10500,2010,128508,40.3,7.3,13.2,3.9,35.3,42.5,2.7,11.9,3.1,39.7,38.3,11.4,14.4,4.6,31.3
310M100US10500,10500,2011,124957,38.1,6.4,12.6,3.9,39,41.6,2.5,10.4,2.9,42.7,35.1,9.699999999999999,14.5,4.7,35.9
310M100US10500,10500,2012,122778,42.4,6.8,12.5,3.4,34.9,47.7,3.1,10.8,2.5,35.9,37.7,10,14,4.2,34
310M200US10500,10500,2013,123358,37.6,6.8,12.9,4.7,38.1,40.5,2.3,11.8,5.2,40.1,34.9,10.7,13.9,4.2,36.3
310M200US10500,10500,2014,120891,41.5,6.5,11.3,3.8,36.9,46.3,2.3,10.2,4.5,36.7,37.5,9.9,12.3,3.2,37
310M200US10500,10500,2015,123843,39.4,7.8,12.6,5.2,35,43.5,5,13.1,4.9,33.6,35.9,10.3,12.2,5.5,36.2
310M300US10500,10500,2016,121396,39.8,6.8,12,3.3,38.2,42.3,2.1,12.7,2.7,40.2,37.6,10.8,11.4,3.7,36.5
3100000US10540,10540,2006,90254,54.1,6.3,13.1,1.9,24.6,56.3,1.8,12.4,1.1,28.3,52,10.5,13.9,2.6,21
3100000US10540,10540,2007,91855,55.4,6.3,13.6,2.5,22.1,56.6,2.2,12.6,2.2,26.4,54.3,10.2,14.7,2.8,18
3100000US10540,10540,2008,92484,52.7,7.9,10.2,2.2,27,54.6,3,11.4,1.9,29,50.9,12.6,9,2.5,25.1
3100000US10540,10540,2009,93162,56.7,6.1,10.3,2.3,24.6,58.9,2.9,7.8,2.6,27.8,54.7,9.1,12.6,2,21.6
310M100US10540,10540,2010,93224,52.9,6.4,13.2,2.1,25.4,53.6,3.9,11.1,1.3,30.1,52.2,8.699999999999999,15.1,2.9,21
310M100US10540,10540,2011,94490,53.9,5.4,13.3,1.9,25.5,55.6,1.5,12.9,1.2,28.8,52.3,9,13.6,2.6,22.4
310M100US10540,10540,2012,94881,54.8,6,13.7,1.1,24.4,55.2,2.9,12.5,1.3,28,54.4,9,14.9,.8,20.9
310M200US10540,10540,2013,,,,,,,,,,,,,,,,
310M200US10540,10540,2014,,,,,,,,,,,,,,,,
310M200US10540,10540,2015,,,,,,,,,,,,,,,,
310M300US10540,10540,2016,,,,,,,,,,,,,,,,
3100000US10580,10580,2006,701331,48.1,6.3,9.4,2.1,34.1,50.7,2.4,7.6,1.8,37.4,45.7,9.800000000000001,11.1,2.4,31
3100000US10580,10580,2007,704813,47.4,6.5,9.199999999999999,2.4,34.5,49.4,2.7,8,1.9,38,45.6,10.1,10.3,2.8,31.2
3100000US10580,10580,2008,707726,47.9,6.3,9.199999999999999,2.4,34.1,50.3,2.5,8,2.3,36.9,45.8,9.9,10.3,2.6,31.5
3100000US10580,10580,2009,709878,48.2,6.3,8.6,2.4,34.5,49.8,3,7,2.4,37.8,46.7,9.5,10.1,2.4,31.3
310M100US10580,10580,2010,719748,46.7,6.7,8.800000000000001,2.5,35.3,48.3,2.9,7.2,2.2,39.4,45.2,10.3,10.3,2.7,31.5
310M100US10580,10580,2011,724390,46.3,6.6,8.9,2.3,35.9,48.5,3,7.8,1.9,38.9,44.3,9.9,10.1,2.7,33
310M100US10580,10580,2012,727488,44.7,6.8,10,2.2,36.4,46.8,3.3,8.5,1.7,39.7,42.7,10,11.3,2.8,33.2
310M200US10580,10580,2013,730796,47.3,6.1,9.6,1.8,35.2,48.7,2.7,8.5,1.8,38.4,46,9.199999999999999,10.6,1.9,32.3
310M200US10580,10580,2014,733473,45,5.8,9.9,2.1,37.3,46.5,2.4,8.699999999999999,1.6,40.7,43.6,9,11,2.4,34.1
310M200US10580,10580,2015,736236,45.1,5.9,9.800000000000001,1.9,37.2,46.3,3,8,1.7,40.9,44,8.699999999999999,11.6,2,33.8
310M300US10580,10580,2016,737070,44.2,6.5,10.2,2.2,36.9,45.6,3,8.800000000000001,2.5,40.1,43,9.699999999999999,11.6,2,33.8
3100000US10700,10700,2006,68874,52.1,8.199999999999999,17,2.8,19.8,53.8,2.7,16.8,1.3,25.4,50.6,13.3,17.2,4.2,14.7
3100000US10700,10700,2007,68562,59.2,6.6,12.3,1.5,20.4,62.4,2.1,10.8,1,23.7,56.1,10.9,13.7,2,17.3
3100000US10700,10700,2008,69306,57.3,10.1,8.9,1.9,21.8,60.2,4.9,7.6,1,26.3,54.6,14.9,10.2,2.7,17.7
3100000US10700,10700,2009,70159,52.1,8.300000000000001,13.3,2.3,24,54.8,2.8,14.7,1.6,26,49.5,13.6,11.8,3,22
310M100US10700,10700,2010,73665,56.7,8,12.9,1.3,21.1,56.7,3.4,12,1.3,26.5,56.7,12.4,13.8,1.3,15.8
310M100US10700,10700,2011,74914,52.4,8.4,13,1.4,24.7,54.1,3.2,13.3,.6,28.8,50.7,13.5,12.6,2.2,20.8
310M100US10700,10700,2012,74837,51.1,7.9,12.9,2.1,25.9,51.5,4.4,11.6,1.4,31.1,50.8,11.3,14.1,2.7,21.1
310M200US10700,10700,2013,,,,,,,,,,,,,,,,
310M200US10700,10700,2014,,,,,,,,,,,,,,,,
310M200US10700,10700,2015,,,,,,,,,,,,,,,,
310M300US10700,10700,2016,,,,,,,,,,,,,,,,
3100000US10740,10740,2006,646822,47.2,5.5,13.1,1.7,32.5,49.1,2.3,11.7,2,34.8,45.3,8.5,14.4,1.5,30.4
3100000US10740,10740,2007,660083,46.8,5.6,13.8,1.7,32.2,48.3,2.6,11.8,1.4,35.8,45.3,8.4,15.6,1.9,28.7
3100000US10740,10740,2008,666426,47.9,5.6,12.5,1.7,32.3,48.7,2.8,10.6,1.4,36.4,47.2,8.300000000000001,14.2,1.9,28.4
3100000US10740,10740,2009,678346,47.2,5.5,12.8,1.6,32.9,49.3,2.5,10.4,1.5,36.3,45.2,8.300000000000001,15.2,1.8,29.6
310M100US10740,10740,2010,710043,46.9,5,13,1.9,33.2,48.9,2,11.4,1.6,36.2,45.1,7.9,14.5,2.1,30.4
310M100US10740,10740,2011,716466,44.6,5.4,14.2,1.8,34.1,46.3,2.7,13.1,1.3,36.6,42.9,7.9,15.1,2.3,31.7
310M100US10740,10740,2012,721678,45.6,5.1,13.9,1.5,33.9,47.5,2.4,11.9,1.1,37.2,43.8,7.7,15.8,1.9,30.7
310M200US10740,10740,2013,723918,45,5.5,13.1,2.1,34.3,47.1,2.6,10.8,1.8,37.7,43,8.300000000000001,15.2,2.3,31.1
310M200US10740,10740,2014,730067,45.4,5.9,13,1.7,34,47.1,2.6,11.3,1.7,37.4,43.8,9.1,14.5,1.7,30.8
310M200US10740,10740,2015,734046,44.7,5.4,13.1,1.7,35,46.4,2.7,11.5,1.5,37.9,43,8,14.6,1.9,32.4
310M300US10740,10740,2016,742038,44.3,5.8,13.1,1.7,35.1,45.8,2.7,11.4,1.6,38.4,42.9,8.6,14.8,1.8,31.9
3100000US10780,10780,2006,118633,46.3,6.8,14,2.7,30.2,49.2,3,12.7,2.3,32.8,43.6,10.3,15.2,3,27.8
3100000US10780,10780,2007,117443,50.6,7.1,11.5,2.4,28.3,54.3,2.4,10.6,2.1,30.7,47.3,11.5,12.3,2.7,26.1
3100000US10780,10780,2008,119734,49.1,8.4,11.4,3.5,27.5,52.2,3.4,10,2.6,31.8,46.4,12.9,12.6,4.4,23.7
3100000US10780,10780,2009,121557,46.8,6.7,11.8,3.4,31.2,50.5,2,10.9,2.9,33.7,43.5,11,12.7,3.9,28.9
310M100US10780,10780,2010,122479,43.8,7.3,12.9,3.6,32.4,44.2,3.9,10.9,3.1,37.9,43.4,10.5,14.7,4.1,27.2
310M100US10780,10780,2011,121761,41.1,8.300000000000001,14.1,3.4,33.1,41.2,3.8,11.9,4.4,38.7,41,12.6,16.3,2.4,27.8
310M100US10780,10780,2012,121721,45.7,6.3,14.3,3.9,29.8,47,2.3,11.8,3.7,35.2,44.5,10,16.7,4,24.8
310M200US10780,10780,2013,122945,42.2,7.5,13.7,3.2,33.5,42.4,4.5,12.2,2.7,38.2,41.9,10.4,15.2,3.6,28.9
310M200US10780,10780,2014,,,,,,,,,,,,,,,,
310M200US10780,10780,2015,,,,,,,,,,,,,,,,
310M300US10780,10780,2016,,,,,,,,,,,,,,,,
3100000US10880,10880,2006,89838,58.3,5.2,11,.6,25,59.4,1.7,11.1,.9,27,57.2,8.6,10.9,.3,23
3100000US10880,10880,2007,88654,57.6,5.4,10.8,1.1,25.1,60.8,1.8,9,1,27.4,54.4,9,12.6,1.1,22.8
3100000US10880,10880,2008,89323,57.3,4.7,10.3,1,26.7,57.7,2.1,8.4,.6,31.2,57,7.1,12.1,1.4,22.4
3100000US10880,10880,2009,89692,57.8,4.7,10.6,.9,26,58.5,2.4,9.1,1.2,28.7,57.1,6.9,12.1,.6,23.3
310M100US10880,10880,2010,87350,58.1,5.2,12.5,1.4,22.9,59.9,2,11.6,.6,25.9,56.3,8.300000000000001,13.3,2.1,20
310M100US10880,10880,2011,87706,56.9,6.9,10.6,.9,24.7,57.7,3.2,9.199999999999999,.7,29.2,56.2,10.5,12,1.1,20.2
310M100US10880,10880,2012,88860,58,5.5,11.2,1.2,24,58.8,2.6,10,.5,28.1,57.3,8.4,12.4,1.9,20
3100000US10900,10900,2006,653781,52,6.8,9.199999999999999,2.5,29.5,54.5,2.9,8.199999999999999,1.8,32.6,49.7,10.5,10.1,3.1,26.6
3100000US10900,10900,2007,654398,52,7.7,9.4,1.9,29,54.8,3.1,8.5,1.7,31.9,49.4,11.9,10.1,2.1,26.4
3100000US10900,10900,2008,659766,52.5,7.1,9.699999999999999,2.4,28.4,55.2,2.8,8.699999999999999,2.4,31,49.9,11.1,10.6,2.4,26.1
3100000US10900,10900,2009,664723,52.1,7.1,9.300000000000001,2.1,29.4,55.1,2.7,7.8,1.5,32.8,49.3,11.1,10.7,2.6,26.2
310M100US10900,10900,2010,668959,51.3,7,9.4,2.4,30,53.6,2.9,8.300000000000001,1.7,33.5,49.1,10.8,10.4,3.1,26.7
310M100US10900,10900,2011,674826,50.9,7,9.300000000000001,2.5,30.4,53.1,3,8.199999999999999,2,33.7,49,10.6,10.3,2.9,27.2
310M100US10900,10900,2012,677906,50.1,7,10,2.1,30.8,52.1,3,9,1.6,34.3,48.2,10.7,10.9,2.7,27.5
310M200US10900,10900,2013,679653,50.6,6.7,9.800000000000001,2.2,30.7,52.9,2.8,8.4,2,34,48.5,10.4,11,2.5,27.7
310M200US10900,10900,2014,682649,50.5,6.7,10,2.5,30.3,52.7,2.9,8.9,2.2,33.3,48.5,10.2,11.1,2.7,27.5
310M200US10900,10900,2015,686534,49.8,6.2,10.3,2.4,31.2,51.1,2.3,9.800000000000001,2.1,34.7,48.6,9.9,10.8,2.6,28
310M300US10900,10900,2016,690687,49,6.5,9.800000000000001,2.5,32.3,51,2.7,9,2.1,35.2,47,10.1,10.5,2.8,29.6
3100000US11020,11020,2006,104297,50.5,9.6,9.699999999999999,1.8,28.4,53.3,3.8,9.300000000000001,1.5,32.1,48,14.8,10.1,2,25.1
3100000US11020,11020,2007,103708,53.3,7.6,9.9,2.4,26.7,55.6,1.8,9.9,2.4,30.4,51.3,13,10,2.4,23.3
3100000US11020,11020,2008,103420,49.2,9.5,10.5,2.5,28.3,50,3.9,12.2,2.2,31.6,48.5,14.4,9,2.8,25.2
3100000US11020,11020,2009,103931,51.2,8.1,10.8,1.9,28.1,54.2,2.7,10.7,1.4,31,48.5,12.9,10.9,2.3,25.4
310M100US11020,11020,2010,105487,49.8,9.4,9.9,3,27.9,51.6,4.1,8.5,3.1,32.7,48.1,14.4,11.3,2.9,23.3
310M100US11020,11020,2011,105221,50.9,8.800000000000001,11.6,1.7,27,51.8,5.3,10.3,2.2,30.3,50,12.1,12.8,1.2,24
310M100US11020,11020,2012,105284,48.2,8.199999999999999,12.2,3,28.4,50.6,3.1,11.4,2.4,32.6,46,12.9,13,3.5,24.6
310M200US11020,11020,2013,,,,,,,,,,,,,,,,
310M200US11020,11020,2014,,,,,,,,,,,,,,,,
310M200US11020,11020,2015,,,,,,,,,,,,,,,,
310M300US11020,11020,2016,103522,50.2,8.699999999999999,9.4,2.9,28.9,53.4,3.5,7.9,3,32.2,47.2,13.5,10.8,2.7,25.8
3100000US11100,11100,2006,187621,51.4,6,11.7,3.4,27.4,52.1,2.4,10.8,2.8,31.9,50.6,9.6,12.7,4.1,23
3100000US11100,11100,2007,187586,48.5,6.9,12.4,3.5,28.6,51.3,2.4,11.2,3.9,31.1,45.8,11.3,13.5,3.2,26.2
3100000US11100,11100,2008,188821,48.3,6.3,13,2.4,29.9,49.6,3.1,12,1.4,34,47.1,9.5,14.1,3.4,25.9
3100000US11100,11100,2009,190355,49,6.1,13.6,2.5,28.8,52.2,2.5,11.7,2,31.6,45.9,9.6,15.4,3,26.2
310M100US11100,11100,2010,196166,51.9,5.9,11.1,3.1,28,54.4,3.6,9.300000000000001,2.3,30.4,49.5,8.199999999999999,12.8,3.9,25.7
310M100US11100,11100,2011,198528,51.4,6.1,12.7,2.3,27.6,53.1,2.8,12.5,1.6,30,49.7,9.199999999999999,12.9,2.9,25.2
310M100US11100,11100,2012,198892,47.9,6.2,13.3,2,30.5,48.9,2.4,12.5,1.8,34.5,47,10,14.2,2.2,26.6
310M200US11100,11100,2013,202721,49.5,6.1,11.8,2.9,29.6,51.2,3.2,10.2,2.4,33,47.9,9.1,13.4,3.4,26.2
310M200US11100,11100,2014,204660,48.5,5.8,13.4,2.4,29.9,49.1,3,12.7,2.4,32.8,47.9,8.6,14.1,2.4,27
310M200US11100,11100,2015,205433,48.3,5.8,13.7,2.7,29.5,49.7,2.7,12.4,2,33.1,46.8,8.800000000000001,15,3.5,25.9
310M300US11100,11100,2016,206342,51.8,6,11.6,2.5,28.1,52,2.9,10.9,1.8,32.3,51.6,9,12.3,3.2,24
3100000US11180,11180,2006,68141,44.6,4.3,6.5,.8,43.8,43.7,1.7,5,1,48.6,45.5,7.1,8.1,.6,38.7
3100000US11180,11180,2007,71711,45.2,3,7.5,.5,43.7,42.6,.6,6.7,.4,49.6,48,5.6,8.4,.6,37.3
3100000US11180,11180,2008,73650,40.2,4.1,6.3,1.1,48.3,38.4,1.9,4.6,1.2,54,42.1,6.6,8.199999999999999,1,42.1
3100000US11180,11180,2009,74332,42.2,4,5.8,.4,47.6,39.5,1.9,5.1,.3,53.2,45.1,6.2,6.6,.4,41.7
310M100US11180,11180,2010,76474,41.6,3.4,5.9,1.2,47.9,41,1.3,5.3,.5,51.9,42.2,5.6,6.6,2,43.7
310M100US11180,11180,2011,76659,41.9,3.3,7.5,.2,47.1,41.4,.8,6.9,.2,50.7,42.4,5.8,8.1,.3,43.5
310M100US11180,11180,2012,77727,45.6,3.2,6.2,.9,44.1,44.9,.9,4.5,1,48.7,46.5,5.6,8,.8,39.2
310M200US11180,11180,2013,,,,,,,,,,,,,,,,
310M200US11180,11180,2014,,,,,,,,,,,,,,,,
310M200US11180,11180,2015,,,,,,,,,,,,,,,,
310M300US11180,11180,2016,,,,,,,,,,,,,,,,
3100000US11260,11260,2006,281516,50.9,3.8,12,1.7,31.6,51.2,1.5,10.7,1.5,35,50.6,6.1,13.3,1.8,28.1
3100000US11260,11260,2007,283883,51.8,2.9,11.3,1.8,32.2,51.5,1.1,9.4,1.6,36.5,52.1,4.8,13.4,2,27.6
3100000US11260,11260,2008,286560,48,3.2,13.2,2,33.6,48.4,1.3,11.6,2.1,36.6,47.5,5.3,14.9,1.9,30.5
3100000US11260,11260,2009,292435,49,3.6,12.5,2.5,32.4,49,1.6,10.1,1.9,37.3,48.9,5.7,14.8,3.2,27.4
310M100US11260,11260,2010,298464,49.4,3.9,13.7,2.1,30.9,49.9,1.7,11.9,1.7,34.9,49,6.1,15.5,2.5,26.9
310M100US11260,11260,2011,302465,49.5,3.4,13.3,1.9,31.9,49.2,1.5,12,1.7,35.6,49.8,5.3,14.6,2.1,28.3
310M100US11260,11260,2012,308328,48.2,3.9,12.4,1.4,34,45.9,2.1,11.5,1,39.5,50.7,5.8,13.4,1.8,28.4
310M200US11260,11260,2013,309950,51,3.9,10.4,1.5,33.1,50,2.1,9.1,1.3,37.4,52.1,5.9,11.8,1.8,28.4
310M200US11260,11260,2014,312756,48.4,3.5,12.3,1.8,34.1,48.4,1.7,10.7,1.4,37.7,48.4,5.4,13.9,2.1,30.2
310M200US11260,11260,2015,314873,46.6,3.7,11.8,2.2,35.7,46.1,1.6,10.2,1.9,40.1,47.2,5.9,13.6,2.4,31
310M300US11260,11260,2016,317134,47.7,3,11.4,1.6,36.1,47.3,1.5,9.5,1.4,40.3,48.2,4.6,13.5,1.9,31.8
3100000US11300,11300,2006,105911,49.7,7.9,14.8,2.4,25.3,50.1,3.4,14.5,2.4,29.6,49.2,12.2,15,2.4,21.1
3100000US11300,11300,2007,106847,50.8,6.7,15.3,1.5,25.6,51.9,3.5,16.5,1.4,26.7,49.7,9.9,14.2,1.6,24.6
3100000US11300,11300,2008,107368,45.3,8.300000000000001,16.3,1.9,28.2,46.2,3,17.4,1.3,32.1,44.4,13.3,15.3,2.5,24.3
3100000US11300,11300,2009,107035,50.2,7.6,14.6,1.2,26.3,52.8,2.8,14.4,1.3,28.7,47.7,12.3,14.9,1.1,24
310M100US11300,11300,2010,106580,46.9,6.9,15.5,1.9,28.8,49.8,2.5,14.4,1.7,31.6,44.1,11.2,16.5,2.1,26.1
310M100US11300,11300,2011,106523,45.7,7.8,15.1,1.4,30.1,45.7,4.2,13.4,1.6,35.1,45.8,11.3,16.7,1.1,25.2
310M100US11300,11300,2012,105735,47.6,7.4,16.5,1.1,27.4,48,3.5,16.3,1.1,31.2,47.2,11.2,16.8,1.1,23.7
3100000US11340,11340,2006,143725,55.5,6.8,9.300000000000001,3.4,25.1,57.7,2.7,8.6,3.4,27.6,53.4,10.4,9.9,3.4,22.9
3100000US11340,11340,2007,144755,55.9,7.2,9.4,3.9,23.7,59.7,2.4,7.8,2.5,27.6,52.5,11.4,10.8,5.1,20.1
3100000US11340,11340,2008,147074,54.2,8.300000000000001,9.699999999999999,3.2,24.6,58.2,3.1,8.800000000000001,3.1,26.8,50.5,13,10.6,3.4,22.5
3100000US11340,11340,2009,148016,55.6,6.3,9.800000000000001,2.7,25.7,59.5,2.1,8.9,2.4,27.1,52,10.1,10.6,2.8,24.5
310M100US11340,11340,2010,149752,52.8,7.9,10.5,3.7,25.1,55.6,3.6,10.8,3.4,26.5,50.2,11.8,10.3,3.9,23.8
310M100US11340,11340,2011,151567,51.6,7.5,10.6,3.6,26.7,54.1,3.5,10.3,2.9,29.2,49.4,11,10.8,4.3,24.5
310M100US11340,11340,2012,152406,49.5,8.300000000000001,12.2,3.2,26.8,52.7,4.8,11.2,3,28.3,46.6,11.6,13,3.3,25.4
3100000US11460,11460,2006,282169,44.7,3.8,9.9,1,40.5,44.3,1.5,9.699999999999999,.7,43.8,45.1,6.2,10.1,1.4,37.3
