GEOID,MSA,year,pop15up,pct15up_married,pct15up_widowed,pct15up_divorced,pct15up_separated,pct15up_nevermar,pct15up_married_m,pct15up_widowed_m,pct15up_divorced_m,pct15up_separated_m,pct15up_nevermar_m,pct15up_married_f,pct15up_widowed_f,pct15up_divorced_f,pct15up_separated_f,pct15up_nevermar_f
310M200US14740,14740,2013,209464,53.6,5.1,11.9,1.4,27.9,54,2.1,8.800000000000001,1.2,33.8,53.2,8.199999999999999,15.1,1.5,22
310M200US14740,14740,2014,210258,53,5.3,12.8,1.8,27.1,52.6,2.2,10,2.3,32.8,53.5,8.5,15.6,1.3,21
310M200US14740,14740,2015,215834,51.7,4.6,13.1,1.6,29.1,50.7,2,11.8,1.2,34.3,52.7,7.2,14.5,2,23.6
310M300US14740,14740,2016,219252,52.4,5.1,11.7,1.6,29.2,51.1,2.5,10,1,35.4,53.8,7.8,13.5,2.1,22.8
3100000US14860,14860,2006,713651,54.5,5.9,8.699999999999999,1.4,29.5,57,2.4,7,1.2,32.5,52.1,9.199999999999999,10.3,1.6,26.6
3100000US14860,14860,2007,710610,53.7,6.5,8.6,1.5,29.6,56.8,2.8,6.6,1.2,32.5,50.9,9.9,10.5,1.8,26.9
3100000US14860,14860,2008,712061,54,6.3,8.300000000000001,1.7,29.8,57,2.9,6.4,1.4,32.3,51.2,9.5,10.1,1.9,27.4
3100000US14860,14860,2009,716603,53.1,5.6,9,1.6,30.7,55.3,2,7.2,1.4,34.1,51.2,8.9,10.7,1.8,27.5
310M100US14860,14860,2010,732098,51.7,6,9.4,1.5,31.5,54.2,2.8,7.8,1.1,34,49.3,8.9,11,1.7,29.1
310M100US14860,14860,2011,740587,50.7,5.9,9.1,1.7,32.6,53.1,2.6,7.5,.8,36,48.6,8.9,10.6,2.5,29.4
310M100US14860,14860,2012,749506,51.1,5.6,9.4,1.4,32.5,53.5,2.3,7.7,1.5,35,48.8,8.699999999999999,11,1.3,30.2
310M200US14860,14860,2013,756798,50.7,6.1,9.5,1.3,32.5,53.5,2.7,7.8,1,35,48.1,9.199999999999999,11,1.6,30.1
310M200US14860,14860,2014,763680,49.9,5.4,10.1,1.2,33.5,52.6,2.1,7.8,1.1,36.4,47.4,8.5,12.2,1.2,30.8
310M200US14860,14860,2015,768504,50.3,5.7,8.9,1.6,33.5,53.3,2.5,7.4,1.3,35.6,47.4,8.699999999999999,10.4,2,31.5
310M300US14860,14860,2016,767517,50.1,5.5,9.6,1.4,33.4,52.3,2.1,7.9,1.4,36.4,48.1,8.6,11.1,1.5,30.7
3100000US15180,15180,2006,275947,53,6.1,7,5.1,28.8,57.8,2.3,5.8,2.1,32,48.8,9.5,8,7.7,26
3100000US15180,15180,2007,275475,56,6,6.2,3.7,28.1,60.1,2.5,4.4,2.1,31,52.4,9.199999999999999,7.8,5.1,25.6
3100000US15180,15180,2008,279257,53.1,6.6,7.6,4.3,28.4,56.8,3.1,6.3,2.8,30.9,49.9,9.699999999999999,8.699999999999999,5.5,26.2
3100000US15180,15180,2009,277852,51.1,6.3,8,3.5,31.1,54.7,2.4,6.9,2.4,33.4,47.8,9.699999999999999,9,4.5,29
310M100US15180,15180,2010,295545,52,5.4,7.3,4.3,31,55.6,1.5,6.4,3.2,33.2,48.9,8.800000000000001,8,5.2,29.1
310M100US15180,15180,2011,300563,51.1,5.4,8.5,3.5,31.4,55.1,2.1,6.7,2.4,33.7,47.6,8.4,10.1,4.5,29.5
310M100US15180,15180,2012,303180,48.6,6,9.199999999999999,4.2,32,52.4,3,7.5,2.7,34.3,45.2,8.6,10.7,5.6,29.9
310M200US15180,15180,2013,306177,48,6.9,7.2,3.9,34,50.3,2.8,6.8,2.8,37.3,45.9,10.6,7.6,4.8,31.1
310M200US15180,15180,2014,309080,47,6.2,9,4,33.9,51,3.5,6.8,2.2,36.6,43.4,8.5,11,5.7,31.4
310M200US15180,15180,2015,312723,49.8,6.4,7.7,3.2,33,53.8,2.9,6.1,1.8,35.4,46.1,9.5,9.1,4.4,30.8
310M300US15180,15180,2016,313860,48.3,6.8,7.1,3.5,34.3,51.8,2.6,6.1,2.9,36.6,45.1,10.6,8.1,4.1,32.1
3100000US15260,15260,2006,80733,47,7.1,15.4,3.7,26.9,48,2.6,13.4,3.2,32.8,46,11.4,17.2,4.2,21.2
3100000US15260,15260,2007,80842,52,7.3,12.6,2.1,26,54.5,3.3,11.6,1.1,29.6,49.7,11.1,13.5,3.1,22.6
3100000US15260,15260,2008,79674,46.6,6.9,12.8,2.9,30.9,50.7,3.3,11.4,2.5,32.2,43,10,14,3.3,29.7
3100000US15260,15260,2009,83231,52,8.300000000000001,11.8,2.9,25.1,57.2,4.5,10.4,1.4,26.4,47.2,11.7,13,4.3,23.9
310M100US15260,15260,2010,87001,54.8,7.2,13,1.9,23,57,2.9,13.6,.2,26.3,52.9,11.1,12.5,3.4,20.1
310M100US15260,15260,2011,87332,47.9,8.4,15.4,3.1,25.2,51.6,2.3,16.7,3.6,25.8,44.6,13.8,14.3,2.7,24.6
310M100US15260,15260,2012,89336,49.5,6,13.4,2.6,28.4,50.7,2.9,11,2.1,33.3,48.4,9,15.6,3.2,23.8
310M200US15260,15260,2013,,,,,,,,,,,,,,,,
310M200US15260,15260,2014,,,,,,,,,,,,,,,,
310M200US15260,15260,2015,,,,,,,,,,,,,,,,
310M300US15260,15260,2016,,,,,,,,,,,,,,,,
3100000US15380,15380,2006,933412,47.1,7.8,9.4,2.2,33.5,49.4,3.4,8.199999999999999,1.7,37.2,44.9,11.7,10.5,2.6,30.2
3100000US15380,15380,2007,931008,45.8,8.4,9.6,2.1,34.2,48.5,3.5,8.300000000000001,1.5,38.1,43.4,12.8,10.7,2.5,30.6
3100000US15380,15380,2008,930693,47.5,7.6,9.1,1.7,34.2,50.3,3.3,7.9,1.4,37.2,44.9,11.5,10.3,1.9,31.4
3100000US15380,15380,2009,928701,44.9,7.7,10.8,2.2,34.4,47.7,3.2,9.800000000000001,1.9,37.3,42.4,11.7,11.6,2.4,31.8
310M100US15380,15380,2010,938019,44.8,7.4,10.6,2,35.2,46.8,2.8,9.9,1.5,39,42.9,11.6,11.3,2.4,31.8
310M100US15380,15380,2011,938883,44.7,7.6,10.3,2,35.4,46.9,3.4,8.6,1.8,39.2,42.7,11.5,11.8,2.2,31.9
310M100US15380,15380,2012,940622,44.3,7.2,10.9,2,35.6,46.3,2.9,10.2,1.5,39.1,42.4,11.2,11.6,2.4,32.4
310M200US15380,15380,2013,942295,45.2,7.1,10.6,1.7,35.4,46.9,3.3,9.699999999999999,1.5,38.5,43.6,10.6,11.4,1.9,32.5
310M200US15380,15380,2014,944446,43.7,7.1,10.8,2,36.4,46,3.1,9.9,1.7,39.3,41.6,10.7,11.7,2.3,33.7
310M200US15380,15380,2015,945424,44,6.8,10.5,2.1,36.6,46.4,2.9,9.199999999999999,1.9,39.6,41.9,10.5,11.6,2.2,33.8
310M300US15380,15380,2016,944179,44,7,10.4,1.9,36.6,46.6,3.2,9,1.6,39.7,41.6,10.6,11.8,2.3,33.7
3100000US15500,15500,2006,114701,50.7,6.7,9.9,3.5,29.2,56,2.5,8.699999999999999,3.6,29.3,45.9,10.6,11,3.5,29
3100000US15500,15500,2007,116415,50.9,7,12.5,2.9,26.8,55.1,2.6,10.6,1.6,30.1,47,10.9,14.2,4.2,23.7
3100000US15500,15500,2008,118477,51.1,6.6,10.3,3.9,28,55.5,2.5,7.1,3.7,31.3,47.2,10.4,13.3,4.1,25
3100000US15500,15500,2009,119569,49.8,7.6,10.4,3.1,29.1,55.1,3.2,8.5,2.9,30.3,45.1,11.5,12,3.3,28.1
310M100US15500,15500,2010,120984,49.2,7.3,12.2,4,27.4,53.5,2.4,12.9,2,29.2,45.4,11.5,11.5,5.7,25.9
310M100US15500,15500,2011,123740,46.7,7.9,12,3.6,29.8,53.6,3.1,9.300000000000001,3.3,30.6,40.9,12,14.3,3.7,29
310M100US15500,15500,2012,124822,48.5,7.3,11.9,2.9,29.4,53.5,2.8,11.6,1.5,30.6,44.2,11.3,12.2,4,28.3
310M200US15500,15500,2013,,,,,,,,,,,,,,,,
310M200US15500,15500,2014,126258,47.3,6.6,12.8,3.2,30,50.9,2.9,10.4,3.2,32.5,44.2,9.9,14.9,3.1,27.8
310M200US15500,15500,2015,128636,45.6,7.9,12,3.8,30.8,50.6,4,10.9,1.8,32.7,41.2,11.4,12.9,5.5,29.1
310M300US15500,15500,2016,,,,,,,,,,,,,,,,
3100000US15540,15540,2006,168322,50.2,4.6,10.8,1.6,32.8,52.3,1.6,9.6,1.2,35.3,48.1,7.5,12,1.9,30.5
3100000US15540,15540,2007,169646,48.6,5.2,10.7,1.5,34,49.5,2.8,10.2,1.5,35.9,47.6,7.5,11.1,1.5,32.3
3100000US15540,15540,2008,171513,50.2,5.2,11.3,.9,32.4,52.2,2,10.8,.8,34.1,48.2,8.199999999999999,11.8,1.1,30.7
3100000US15540,15540,2009,172011,51.3,4.5,9.199999999999999,.6,34.3,52.5,1.5,7.9,.4,37.7,50.2,7.4,10.5,.8,31.2
310M100US15540,15540,2010,175955,47.3,4.7,10.7,1.2,36.1,48.9,2.1,9.199999999999999,1.1,38.8,45.9,7.1,12.1,1.4,33.5
310M100US15540,15540,2011,178210,48.9,4.4,10.5,.8,35.4,49.5,1.6,10,.9,38,48.4,6.9,11,.7,32.9
310M100US15540,15540,2012,178757,47.4,4.8,10,1.7,36,49.6,1.9,9.300000000000001,1.4,37.7,45.4,7.6,10.7,2,34.3
310M200US15540,15540,2013,180157,48.7,4.8,9,1,36.6,48.9,2.1,8.1,1,39.8,48.4,7.3,9.699999999999999,.9,33.6
310M200US15540,15540,2014,180892,49,4.9,10.1,.8,35.1,51.2,2.1,8.9,.9,36.9,47,7.6,11.2,.7,33.4
310M200US15540,15540,2015,,,,,,,,,,,,,,,,
310M300US15540,15540,2016,,,,,,,,,,,,,,,,
310M200US15680,15680,2013,,,,,,,,,,,,,,,,
310M200US15680,15680,2014,,,,,,,,,,,,,,,,
310M200US15680,15680,2015,,,,,,,,,,,,,,,,
310M300US15680,15680,2016,,,,,,,,,,,,,,,,
3100000US15940,15940,2006,332875,52,7.6,12.9,1.3,26.1,55.1,3.5,11.8,1,28.6,49.2,11.4,13.9,1.5,23.9
3100000US15940,15940,2007,332168,52.6,7.3,11.9,1.5,26.6,55.5,3.6,10.4,1.6,28.9,50.1,10.6,13.3,1.4,24.5
3100000US15940,15940,2008,333154,51.4,7.8,13.1,1.5,26.2,53.2,3.2,12.3,1.4,29.9,49.7,11.9,13.9,1.6,22.9
3100000US15940,15940,2009,332009,51.4,6.9,11.9,1.9,27.9,54.3,2.6,11,1.9,30.1,48.7,10.8,12.7,1.9,25.9
310M100US15940,15940,2010,328639,49.9,7.7,12.1,2.1,28.3,51.5,3.4,11.8,1.9,31.5,48.5,11.7,12.4,2.2,25.3
310M100US15940,15940,2011,330485,50.6,7.1,12.4,1.5,28.5,53.5,3,10.8,1.3,31.4,47.9,10.9,13.8,1.8,25.7
310M100US15940,15940,2012,329766,50.6,6.6,13.5,1.5,27.8,52.1,2.5,13.9,1.1,30.4,49.2,10.4,13.1,1.9,25.4
310M200US15940,15940,2013,330723,49.3,7.2,13.5,1.3,28.7,51.8,3.6,11.9,1.4,31.3,47,10.6,14.9,1.2,26.2
310M200US15940,15940,2014,332081,50.2,6.4,12.5,1.7,29.3,52.4,2.3,12,1.1,32.2,48.1,10.1,13,2.2,26.6
310M200US15940,15940,2015,331781,46.9,7.5,13.5,1.2,30.8,49.2,3.2,12.1,1,34.6,44.9,11.5,14.8,1.5,27.4
310M300US15940,15940,2016,330589,49.7,6.7,13.4,1.5,28.6,51.3,3.1,12.1,1.5,32.1,48.3,10.1,14.6,1.6,25.5
3100000US15980,15980,2006,476891,57.8,7.8,11.4,1.6,21.4,59.5,3.2,10.5,1.4,25.2,56.2,12.1,12.3,1.7,17.7
3100000US15980,15980,2007,486891,57,8.1,10.7,1.2,23,58.7,3.8,10,1,26.4,55.4,12.2,11.4,1.4,19.6
3100000US15980,15980,2008,489475,57.6,7.7,10.7,1.4,22.6,59,3.8,9.800000000000001,1.2,26.2,56.3,11.4,11.6,1.6,19
3100000US15980,15980,2009,486456,56.2,7.5,11.6,2,22.6,59,3.6,10.6,1.6,25.2,53.6,11.4,12.7,2.3,20
310M100US15980,15980,2010,519680,51.3,8,13.1,1.9,25.8,53.6,4.2,12.5,1.8,27.9,49,11.6,13.6,2.1,23.7
310M100US15980,15980,2011,529557,50.2,8.699999999999999,12.6,2,26.5,50.7,4.9,12.2,1.4,30.7,49.7,12.4,12.9,2.6,22.5
310M100US15980,15980,2012,542743,50.8,7.7,14,2.3,25.2,53,3.1,13.7,2.2,28,48.8,12,14.3,2.5,22.4
310M200US15980,15980,2013,556986,50.5,8.4,13.1,2,26.1,53,4,12,1.5,29.4,48.1,12.5,14,2.4,22.9
310M200US15980,15980,2014,574534,48.7,8.199999999999999,13.7,2.3,27.1,51.8,4.1,12.1,2.2,29.9,45.8,12.1,15.2,2.5,24.4
310M200US15980,15980,2015,595391,49.6,8.4,13.5,1.7,26.8,52.5,4.1,12.1,1.4,29.9,46.9,12.4,14.9,1.9,23.9
310M300US15980,15980,2016,614075,49.8,8.199999999999999,13.3,1.8,26.9,51.6,4.4,12.8,1.2,30,48.1,11.7,13.8,2.4,24
3100000US16020,16020,2006,76657,51.5,7.2,9.6,1.8,29.9,54.5,3.1,8.699999999999999,1,32.7,48.7,11,10.5,2.5,27.2
3100000US16020,16020,2007,74489,56,7.5,10,1.8,24.7,58,3.4,10.6,1.5,26.6,54.2,11.4,9.4,2.1,22.9
3100000US16020,16020,2008,73612,52.3,7.9,12.1,1.2,26.5,54.9,3,11.2,1.2,29.8,50,12.4,12.9,1.3,23.4
3100000US16020,16020,2009,77399,49.5,7,9.9,2.8,30.8,53,2.4,9.800000000000001,1.6,33.3,46.4,11.1,10,3.8,28.6
310M100US16020,16020,2010,79266,48.9,7.6,10.8,1.2,31.6,50.6,2.5,9.4,2,35.6,47.3,12.4,12.1,.5,27.8
310M100US16020,16020,2011,78595,48.9,6.9,10.1,3.2,30.8,51.4,1.9,9.9,1.5,35.2,46.6,11.5,10.2,4.8,26.8
310M100US16020,16020,2012,78582,49.1,6.2,13.2,1.8,29.7,49.6,2.6,11.4,1.3,35.1,48.7,9.6,14.9,2.3,24.6
310M200US16020,16020,2013,,,,,,,,,,,,,,,,
310M200US16020,16020,2014,,,,,,,,,,,,,,,,
310M200US16020,16020,2015,,,,,,,,,,,,,,,,
310M300US16020,16020,2016,,,,,,,,,,,,,,,,
310M200US16060,16060,2013,,,,,,,,,,,,,,,,
310M200US16060,16060,2014,,,,,,,,,,,,,,,,
310M200US16060,16060,2015,,,,,,,,,,,,,,,,
310M300US16060,16060,2016,,,,,,,,,,,,,,,,
3100000US16180,16180,2009,44126,48.8,6.2,17.4,2.8,24.9,50.9,1.4,19.4,.5,27.8,46.6,11,15.3,5.1,21.9
310M100US16180,16180,2010,45185,43.9,9.1,16.1,2.9,28.1,45.1,5.5,13,4.2,32.2,42.6,12.8,19.3,1.5,23.8
310M100US16180,16180,2011,45893,50.9,6.1,16.3,3,23.8,49.1,2,16.4,2.7,29.9,52.7,10.3,16.2,3.3,17.6
310M100US16180,16180,2012,44421,46,6.5,16.5,2.3,28.7,45.9,2.8,15.7,1.5,34.1,46.1,10.2,17.3,3.1,23.3
310M200US16180,16180,2013,,,,,,,,,,,,,,,,
310M200US16180,16180,2014,,,,,,,,,,,,,,,,
310M200US16180,16180,2015,,,,,,,,,,,,,,,,
310M300US16180,16180,2016,,,,,,,,,,,,,,,,
3100000US16220,16220,2006,,,,,,,,,,,,,,,,
3100000US16220,16220,2007,57317,46.3,7,16.2,1.6,28.8,46.7,3.8,14.3,1.8,33.4,46,10.3,18.1,1.4,24.2
3100000US16220,16220,2008,58308,55.5,5.7,12.2,.8,25.8,54,3,10.2,.8,31.9,56.9,8.5,14.2,.7,19.7
3100000US16220,16220,2009,59468,54.2,6.5,13.3,1.2,24.8,55.4,2.2,12.8,.7,28.9,53.1,10.8,13.8,1.7,20.7
310M100US16220,16220,2010,60594,53.3,6.9,14.2,1.4,24.3,56,2,14,.9,27,50.5,11.8,14.3,1.9,21.5
310M100US16220,16220,2011,61638,48.2,5.3,14.6,1.8,30,49.4,3.3,12.1,2.5,32.7,47.1,7.3,17.2,1.2,27.2
310M100US16220,16220,2012,62684,54.4,5.2,13.6,1.6,25.3,53.2,3.1,13.3,1.1,29.3,55.5,7.3,13.9,2,21.3
310M200US16220,16220,2013,,,,,,,,,,,,,,,,
310M200US16220,16220,2014,,,,,,,,,,,,,,,,
310M200US16220,16220,2015,,,,,,,,,,,,,,,,
310M300US16220,16220,2016,,,,,,,,,,,,,,,,
3100000US16300,16300,2006,199016,52.2,5.8,11.9,1.3,28.7,53.4,1.9,10.5,1.4,32.7,51,9.5,13.3,1.3,24.9
3100000US16300,16300,2007,201598,55,5.9,11.9,1.6,25.6,56.3,2.1,11.1,1.8,28.8,53.8,9.6,12.6,1.4,22.6
3100000US16300,16300,2008,204039,52.7,5.8,10.9,1,29.5,53.5,2.2,9.199999999999999,.9,34.2,51.9,9.4,12.6,1.2,25
3100000US16300,16300,2009,204600,54,5.7,11.3,1.3,27.6,54.7,2.5,10,1.6,31.3,53.4,8.9,12.5,1.1,24
310M100US16300,16300,2010,205727,54.2,5.3,10.4,1.5,28.6,55.6,2,9.6,1.7,31.2,53,8.5,11.1,1.2,26.1
310M100US16300,16300,2011,207840,51.6,6.6,11.4,2,28.4,52,3.1,11.5,1.9,31.5,51.2,10,11.3,2.1,25.4
310M100US16300,16300,2012,208938,52.5,5.6,11.9,1.3,28.7,54.3,2.7,11.4,1,30.6,50.8,8.4,12.4,1.6,26.9
310M200US16300,16300,2013,210680,51.3,5.7,11.8,1.8,29.4,51.9,2.3,12.1,1.9,31.8,50.6,8.9,11.5,1.7,27.2
310M200US16300,16300,2014,211663,54.6,5.3,12.5,1.3,26.3,55.2,2.2,13.1,.9,28.6,54,8.300000000000001,12,1.7,24.1
310M200US16300,16300,2015,214109,52.4,6,11.1,1.1,29.4,54,2.2,10.2,.8,32.7,50.8,9.699999999999999,11.9,1.5,26.1
310M300US16300,16300,2016,,,,,,,,,,,,,,,,
3100000US16500,16500,2006,59746,50.8,7.8,11.9,1.9,27.6,49.3,3.3,12.5,2.4,32.5,52.3,12.1,11.4,1.3,22.9
3100000US16500,16500,2007,59946,55.3,6.3,12.1,1.5,24.8,54.9,2.2,12,1.7,29.2,55.7,10.4,12.2,1.4,20.3
3100000US16500,16500,2008,59902,55,5.6,15.1,1,23.3,56.4,1.7,14.8,.5,26.6,53.6,9.300000000000001,15.4,1.5,20.2
3100000US16500,16500,2009,60658,54.4,7.1,14.1,1.9,22.6,53.5,2.9,14,1,28.6,55.2,11.2,14.2,2.8,16.5
310M100US16500,16500,2010,61179,51.5,7.2,14.5,2.5,24.2,48.9,2.6,15.6,3.5,29.3,54.1,11.8,13.3,1.6,19.3
310M100US16500,16500,2011,61919,53.3,6,12.6,2.2,25.9,52.4,3.2,11.9,1.6,31,54.2,8.800000000000001,13.3,2.7,21
310M100US16500,16500,2012,62320,52.3,7.3,12.2,2.3,25.9,53.3,2.9,10.8,1.9,31.1,51.3,11.7,13.5,2.6,20.9
310M200US16500,16500,2013,,,,,,,,,,,,,,,,
310M200US16500,16500,2014,,,,,,,,,,,,,,,,
310M200US16500,16500,2015,,,,,,,,,,,,,,,,
310M300US16500,16500,2016,,,,,,,,,,,,,,,,
3100000US16540,16540,2006,114245,59.8,7.8,7.9,1.6,22.9,62.6,3.5,6.8,1.7,25.5,57.1,11.8,9,1.5,20.5
3100000US16540,16540,2007,114760,57.1,6.3,11.2,2.3,23.1,59.9,2.1,10.6,1.8,25.7,54.5,10.2,11.8,2.9,20.7
3100000US16540,16540,2008,116649,54.7,8.1,10.4,1.6,25.3,55.8,3.4,10.7,1.4,28.6,53.6,12.5,10,1.7,22.2
3100000US16540,16540,2009,117100,55.4,6.9,9.6,2.7,25.4,58.5,2.2,9.1,1.8,28.4,52.6,11.2,10.1,3.5,22.6
310M100US16540,16540,2010,120310,56,6.8,9.4,1.5,26.3,56.6,3.2,9.199999999999999,1.5,29.5,55.5,10.1,9.6,1.4,23.3
310M100US16540,16540,2011,121920,53.5,7.6,10,2.1,26.8,58.3,2.3,9.300000000000001,2.4,27.7,48.9,12.6,10.7,1.9,25.9
310M100US16540,16540,2012,122104,57.5,6.3,9,1.7,25.5,60.6,2.7,7.6,1,28.1,54.6,9.699999999999999,10.2,2.4,23.1
310M200US16540,16540,2013,,,,,,,,,,,,,,,,
310M200US16540,16540,2014,,,,,,,,,,,,,,,,
310M200US16540,16540,2015,,,,,,,,,,,,,,,,
310M300US16540,16540,2016,,,,,,,,,,,,,,,,
3100000US16580,16580,2006,179258,44.2,4.4,8.699999999999999,1.3,41.5,43.7,1.5,7.1,1.4,46.2,44.8,7.3,10.2,1.2,36.6
3100000US16580,16580,2007,182017,45.3,5.1,9,1.2,39.4,46.6,2.2,7.6,.8,42.8,43.9,8,10.3,1.6,36.1
3100000US16580,16580,2008,185049,43.5,4.3,7.8,1.2,43.2,44.1,1.5,6.4,.8,47.3,42.9,7.2,9.199999999999999,1.7,39
3100000US16580,16580,2009,188414,43.3,4.7,7.9,1.1,43,43.7,1.5,6.8,1,47,42.8,8,9,1.3,38.9
310M100US16580,16580,2010,196156,40.3,4.9,9.4,1,44.5,41.5,1.6,7.6,.9,48.4,39.1,8,11.1,1.1,40.8
310M100US16580,16580,2011,193588,41.8,4.5,8.6,1.3,43.8,41.8,1.9,7.7,1.1,47.5,41.8,7.1,9.4,1.5,40.2
310M100US16580,16580,2012,195511,42.9,4,9.300000000000001,1.4,42.3,44.3,1.3,7.3,1.3,45.7,41.6,6.7,11.3,1.5,38.9
310M200US16580,16580,2013,196446,41.1,4.8,9,1.5,43.7,42.5,1.8,7.7,1.4,46.7,39.6,7.7,10.4,1.6,40.7
310M200US16580,16580,2014,199456,41.4,4.6,9.4,1.4,43.2,41.5,1.9,8.4,1,47.2,41.2,7.3,10.5,1.8,39.2
310M200US16580,16580,2015,199788,40.8,4.7,9.9,1.2,43.5,40.9,2.3,8.300000000000001,.9,47.6,40.7,7,11.4,1.5,39.4
310M300US16580,16580,2016,201359,41.9,5.4,8.4,.8,43.5,42.9,2.6,6.8,.5,47.1,41,8.1,9.9,1.1,39.9
3100000US16620,16620,2006,248495,56.9,7.6,11.3,1.3,22.8,59.5,2.8,9.699999999999999,1,27,54.6,12,12.7,1.6,19.1
3100000US16620,16620,2007,248350,55.2,8.1,11.8,1.4,23.5,57.8,3.3,11.2,1.4,26.3,52.7,12.5,12.3,1.5,21
3100000US16620,16620,2008,246968,53.1,8.6,12.6,2.3,23.4,55.4,4.2,12,2.1,26.4,51,12.7,13.1,2.5,20.7
3100000US16620,16620,2009,248412,53.4,8.5,13.4,1.5,23.1,55.7,3.7,12.6,1.3,26.7,51.3,13,14.2,1.8,19.7
310M100US16620,16620,2010,250606,51.3,8.300000000000001,13.5,1.8,25.1,54.2,3.1,12.7,1.3,28.7,48.7,13,14.3,2.2,21.8
310M100US16620,16620,2011,249929,49.5,8.300000000000001,14.6,2,25.6,51.3,2.7,13.9,1.4,30.8,47.8,13.5,15.3,2.5,20.9
310M100US16620,16620,2012,249916,51.9,8,14.7,1.2,24.2,55,3.3,14.2,1.2,26.2,49,12.2,15.2,1.1,22.4
310M200US16620,16620,2013,186019,48.6,7.9,15.1,1.2,27.2,52.2,3,12.3,1.1,31.4,45.4,12.4,17.6,1.3,23.3
310M200US16620,16620,2014,185354,48.7,8.4,14,1.8,27,51.2,3,12.4,2.1,31.3,46.4,13.4,15.5,1.6,23.1
310M200US16620,16620,2015,182319,47.1,7.8,16.9,1.7,26.5,49.9,2.9,17,1,29.3,44.7,12.4,16.7,2.3,23.9
310M300US16620,16620,2016,182146,46.6,7.6,16.7,1.6,27.5,48.9,3.2,15.7,1.3,31,44.5,11.7,17.7,1.9,24.3
310M100US16660,16660,2011,55364,40.5,7,12.3,.8,39.4,45,3.2,9.9,.6,41.3,36.4,10.5,14.5,1,37.6
310M100US16660,16660,2012,54071,38.7,7.8,11.2,2.3,40.1,41.8,3.7,11.3,1.2,42.1,35.9,11.6,11.1,3.2,38.2
310M200US16660,16660,2013,,,,,,,,,,,,,,,,
310M200US16660,16660,2014,,,,,,,,,,,,,,,,
310M200US16660,16660,2015,,,,,,,,,,,,,,,,
310M300US16660,16660,2016,,,,,,,,,,,,,,,,
3100000US16700,16700,2006,481536,47.2,6.6,10.9,4,31.4,50.9,2.1,9.9,3.3,33.9,43.8,10.8,11.8,4.6,29
3100000US16700,16700,2007,503061,48.5,5.8,10.3,3.2,32.2,50,2.5,8.800000000000001,2.8,36,47,9,11.7,3.6,28.7
3100000US16700,16700,2008,514007,47.2,5.8,10.8,3,33.2,49.2,2.2,9.1,2.9,36.5,45.4,9.199999999999999,12.4,3.1,30
3100000US16700,16700,2009,531210,45,5.7,10.5,3.1,35.6,47.5,1.9,9.199999999999999,2.5,38.8,42.7,9.300000000000001,11.8,3.7,32.6
310M100US16700,16700,2010,538626,46.5,5.4,10.9,3.1,34.1,48.2,2.1,9.1,2.7,37.9,44.8,8.5,12.5,3.6,30.5
310M100US16700,16700,2011,549155,46.7,6.3,10.9,3.4,32.7,49,2.1,10.4,2.7,35.8,44.7,10.1,11.3,4.1,29.8
310M100US16700,16700,2012,562575,45.4,5.6,10.9,3.1,35.1,47.8,2.5,9.4,2.9,37.4,43.1,8.5,12.2,3.3,32.9
310M200US16700,16700,2013,575778,45.1,6,11.8,3.2,33.9,45.8,2.8,10.7,2.4,38.3,44.4,9.1,12.8,4,29.7
310M200US16700,16700,2014,591133,47.5,5.3,11,2.8,33.4,49.1,2.2,10,2,36.7,46,8.300000000000001,11.9,3.6,30.3
310M200US16700,16700,2015,604988,44.1,5.5,11.9,3,35.5,47,2.4,10,2.3,38.3,41.3,8.4,13.7,3.8,32.8
310M300US16700,16700,2016,619469,45.5,5.7,11.2,2.2,35.4,46.7,2.7,10.2,1.8,38.6,44.4,8.5,12.1,2.6,32.4
3100000US16740,16740,2006,1244184,52.1,5.2,10,3,29.7,54.4,1.9,8.4,2.4,32.8,49.9,8.300000000000001,11.5,3.6,26.7
3100000US16740,16740,2007,1287227,52,5.1,10.3,3,29.5,54.9,1.8,9.6,2.4,31.3,49.3,8.199999999999999,11,3.7,27.9
3100000US16740,16740,2008,1327565,52.3,5.5,9.699999999999999,3,29.5,55.3,2,8.4,2.9,31.3,49.5,8.699999999999999,10.8,3.2,27.8
3100000US16740,16740,2009,1358448,51.5,5.1,9.800000000000001,3,30.6,53.7,2,8.699999999999999,2.5,33,49.4,7.9,10.9,3.4,28.4
310M100US16740,16740,2010,1382301,49.5,4.9,10.7,2.9,31.9,51.5,1.7,9.4,2.5,34.7,47.7,7.8,11.9,3.3,29.3
310M100US16740,16740,2011,1404383,50.2,5.2,9.6,3.2,31.8,53,2.1,8.4,3,33.5,47.6,8,10.8,3.3,30.2
310M100US16740,16740,2012,1439291,49.1,5.1,10.1,3,32.7,52.1,1.9,8.4,2.5,35.1,46.4,8,11.7,3.4,30.4
310M200US16740,16740,2013,1850489,48.4,5.5,10.7,2.8,32.6,50.8,2.3,9.300000000000001,2.4,35.2,46.3,8.5,11.9,3.1,30.2
310M200US16740,16740,2014,1892532,48.7,5.4,10.8,2.7,32.4,50.9,2.4,9.199999999999999,2.5,35,46.6,8.1,12.4,2.9,29.9
310M200US16740,16740,2015,1934603,48.9,5.2,10.6,2.7,32.7,51.2,2.2,9,2.3,35.2,46.8,8,12,3,30.3
