GEOID,MSA,year,pct_nativeborn,pct_foreignborn,pct_foreign_citizen,pct_foreign_noncitizen
3100000US10420,10420,2007,96.54996882846505,3.450031171534955,1.816957315015528,1.633073856519426
3100000US10420,10420,2008,96.05312696388106,3.946873036118949,2.202266685562871,1.744606350556078
3100000US10420,10420,2009,96.40438040675205,3.595619593247944,2.051190467686285,1.544429125561659
3100000US10580,10580,2007,93.93314412005279,6.06685587994722,3.191626492046714,2.875229387900506
3100000US10580,10580,2008,93.67949419090101,6.320505809098989,3.364487732443007,2.956018076655982
3100000US10580,10580,2009,93.08284125784756,6.917158742152446,3.722516068246905,3.19464267390554
310M200US10580,10580,2015,92.57612011385415,7.423879886145855,4.116666477665763,3.307213408480093
310M300US10580,10580,2016,92.00228159562006,7.997718404379937,4.48347147268379,3.514246931696149
3100000US10740,10740,2007,91.29631808870113,8.703681911298863,2.923602321878445,5.780079589420419
3100000US10740,10740,2008,89.92058549478969,10.07941450521031,2.961702289495702,7.117712215714612
3100000US10740,10740,2009,90.30781952217664,9.692180477823353,3.210988815906267,6.481191661917086
310M100US10740,10740,2010,89.8168638608811,10.18313613911889,3.524272040573354,6.658864098545539
310M100US10740,10740,2011,90.41326854614753,9.586731453852476,3.789138396417056,5.79759305743542
310M100US10740,10740,2012,90.60627341342543,9.393726586574568,3.399335839626759,5.994390746947809
310M200US10740,10740,2013,90.0027940022086,9.997205997791408,3.455914636580141,6.541291361211267
310M200US10740,10740,2014,90.55680817663909,9.443191823360911,4.036066649506801,5.40712517385411
310M200US10740,10740,2015,90.16584474442429,9.8341552555757,3.765466906640742,6.068688348934959
310M300US10740,10740,2016,91.03656321532206,8.963436784677938,4.036440666838819,4.92699611783912
3100000US10900,10900,2007,92.47988415662741,7.520115843372595,3.994804962156837,3.525310881215758
3100000US10900,10900,2008,92.32253993392806,7.677460066071936,3.7740191286918,3.903440937380136
3100000US10900,10900,2009,92.25820208526345,7.741797914736548,4.375058209928286,3.366739704808262
310M100US10900,10900,2011,91.83832050778503,8.161679492214965,4.507368022925971,3.654311469288994
310M100US10900,10900,2012,91.27230040705005,8.727699592949946,4.94202528860417,3.785674304345776
310M200US10900,10900,2013,91.84654336870412,8.153456631295885,4.901408382584807,3.252048248711079
310M200US10900,10900,2014,91.78740351997686,8.212596480023137,4.54319232136509,3.669404158658046
310M200US10900,10900,2015,91.14194301037934,8.858056989620666,5.218261572675162,3.639795416945504
310M300US10900,10900,2016,90.66872334416719,9.331276655832811,5.755505880438268,3.575770775394542
3100000US12060,12060,2006,87.04354987691025,12.95645012308975,4.079868802935848,8.876581320153905
3100000US12060,12060,2007,87.26454268668607,12.73545731331392,4.263319137635041,8.472138175678881
3100000US12060,12060,2008,86.75715853183733,13.24284146816267,4.722349000665043,8.520492467497629
3100000US12060,12060,2009,86.97504539259666,13.02495460740334,4.654731420441349,8.37022318696199
310M100US12060,12060,2010,86.45247567177518,13.54752432822482,4.868519233583861,8.679005094640964
310M100US12060,12060,2011,86.74578239738668,13.25421760261333,5.559862728734192,7.694354873879136
310M100US12060,12060,2012,86.7803553509455,13.21964464905451,5.149102931159276,8.070541717895237
310M200US12060,12060,2013,86.69355926202597,13.30644073797404,5.423631684149689,7.882809053824348
310M200US12060,12060,2014,86.60224678977211,13.3977532102279,5.823431184378569,7.574322025849327
310M200US12060,12060,2015,86.17446250970492,13.82553749029508,6.049601986503393,7.775935503791685
310M300US12060,12060,2016,86.29602380569962,13.70397619430038,5.838941938202587,7.865034256097793
3100000US12260,12260,2007,96.28760233502481,3.712397664975189,1.863867529800371,1.848530135174818
3100000US12260,12260,2008,96.36447556247894,3.635524437521054,1.727311472541871,1.908212964979183
3100000US12260,12260,2009,96.57371787744695,3.426282122553052,1.387931481769733,2.03835064078332
3100000US12420,12420,2006,85.46280100237317,14.53719899762683,3.891464892045737,10.64573410558109
3100000US12420,12420,2007,85.80136814359231,14.19863185640768,4.014685578009288,10.18394627839839
3100000US12420,12420,2008,85.49210212449428,14.50789787550571,4.242810077249382,10.26508779825633
3100000US12420,12420,2009,85.38246118205944,14.61753881794056,4.197469319531399,10.42006949840916
310M100US12420,12420,2010,85.72741995490385,14.27258004509616,3.804937432990782,10.46764261210537
310M100US12420,12420,2011,85.05606051855909,14.9439394814409,4.31708324946356,10.62685623197734
310M100US12420,12420,2012,85.58466076760492,14.41533923239508,4.609107655605426,9.806231576789658
310M200US12420,12420,2013,85.13460336443357,14.86539663556643,4.957167915260925,9.908228720305504
310M200US12420,12420,2014,85.14757636369905,14.85242363630095,4.826534671195735,10.02588896510522
310M200US12420,12420,2015,84.8991433683516,15.10085663164839,5.396529492318304,9.704327139330088
310M300US12420,12420,2016,85.60444075948075,14.39555924051926,5.865284318993583,8.530274921525672
3100000US12540,12540,2007,79.41723261372691,20.5827673862731,6.289663719947895,14.2931036663252
3100000US12540,12540,2008,80.51890292807367,19.48109707192632,6.20107488462855,13.28002218729777
3100000US12540,12540,2009,80.28032949924882,19.71967050075117,5.759424924480467,13.9602455762707
310M100US12540,12540,2010,79.34878242522325,20.65121757477675,6.066085890998293,14.58513168377845
310M100US12540,12540,2011,79.63943126181447,20.36056873818553,6.627842810346245,13.73272592783929
310M100US12540,12540,2012,79.18106237400107,20.81893762599894,6.62144136946685,14.19749625653209
310M200US12540,12540,2013,79.51092667256088,20.48907332743912,6.316686031171452,14.17238729626767
310M200US12540,12540,2014,80.59317004901732,19.40682995098269,6.173871384158731,13.23295856682396
310M200US12540,12540,2015,79.6292349825885,20.37076501741149,6.872891577190946,13.49787344022054
310M300US12540,12540,2016,79.85732175391166,20.14267824608833,7.052762921739444,13.08991532434888
3100000US12580,12580,2006,92.46356367822058,7.536436321779413,3.676791158608264,3.85964516317115
3100000US12580,12580,2007,92.14922775234103,7.85077224765897,3.890435583061226,3.960336664597745
3100000US12580,12580,2008,92.16371085332963,7.836289146670356,3.911939371238682,3.924349775431674
