GEOID,MSA,year,income10lo,income10_15,income15_25,income25_35,income35_50,income50_75,income75_100,income100_150,income150_200,income200up,income_median,income_mean
310M200US17900,17900,2015,7.9,5.1,10.3,11,14,19.5,12.8,11.5,4,3.8,51369,67564
310M300US17900,17900,2016,7.9,5,9.4,10.4,14.5,19.3,13.4,11.9,4.5,3.6,52247,69895
3100000US17940,17940,2006,7.4,4.9,17.3,11.4,12.1,22.2,11.3,10.7,1.4,1.3,44769,54775
3100000US17940,17940,2007,6.1,6.6,11.1,13.7,17.1,23.4,11.3,7.2,2.3,1.2,45354,57216
3100000US17940,17940,2008,7.2,5.7,11.1,14.5,16.3,20.3,15.5,7.2,1.1,1.1,46596,53725
3100000US17940,17940,2009,9.300000000000001,5.4,13.5,12.7,18.3,20.6,8.9,8.1,2.1,1.2,42806,52140
310M100US17940,17940,2010,9.699999999999999,8,13.1,9.4,15.5,22.2,9.800000000000001,7.4,1.9,3.2,45435,54485
310M100US17940,17940,2011,8.4,6.8,13,12.7,17.2,20.1,11.8,6.1,2.9,.8,40518,51401
310M100US17940,17940,2012,10.2,7.3,14.1,13.1,13.9,21.1,8.4,7.9,1.4,2.5,41953,55347
3100000US17980,17980,2006,11.6,6.3,14.8,11.6,16.9,18.6,10,6.2,2,2.1,39501,54899
3100000US17980,17980,2007,12.1,6.3,13.7,10.6,15.1,18.3,11.6,8,2.6,1.6,41934,54373
3100000US17980,17980,2008,10.7,9.300000000000001,13,12.1,14.6,19.7,8.699999999999999,8,1.7,2.2,38559,52624
3100000US17980,17980,2009,10.4,6.7,14.1,12.7,15.8,18.7,9.6,8.5,2.6,1,40335,52325
310M100US17980,17980,2010,11.8,8.1,14.7,13.5,13.6,15.6,9.300000000000001,7.9,2.7,2.7,36553,56624
310M100US17980,17980,2011,10.6,6.6,13.7,14.5,14,15.5,10.6,8.9,3,2.5,39574,56348
310M100US17980,17980,2012,10.7,6.2,12.8,12.1,14.2,18.6,12.3,7.7,2.8,2.4,42972,58572
310M200US17980,17980,2013,12.3,6.6,13,12.1,14.9,18.3,10.1,7.9,2.8,2.1,40388,55878
310M200US17980,17980,2014,9.300000000000001,5.7,13,12.2,14.7,20.6,10.2,9.4,2.2,2.7,42669,59190
310M200US17980,17980,2015,9.699999999999999,7.9,14.2,11.4,15.3,16.9,9.9,9.5,2.6,2.6,41592,58076
310M300US17980,17980,2016,11.6,6.1,13,11.3,13.5,16.2,10.7,10.1,4.7,2.7,43412,61926
3100000US18020,18020,2006,5.2,4.8,10.6,12.6,17,24,11.4,10.7,1.5,2.3,49838,62896
3100000US18020,18020,2007,4.4,7,7.9,8.699999999999999,16.1,25.1,13.5,11,3.5,2.9,54406,67674
3100000US18020,18020,2008,5,5.9,10.5,12.1,15.4,19.8,11.6,14.1,3,2.5,50933,66844
3100000US18020,18020,2009,4.7,3,10.3,11.1,21.6,18.9,12,12.2,3,3.1,49415,67023
310M100US18020,18020,2010,5.7,6.4,13.5,11,14.5,22.1,10.9,11.5,1.8,2.5,47192,61176
310M100US18020,18020,2011,3.9,5.4,13.1,9.9,14.5,20.8,13,12.3,4.1,3.1,54197,67239
310M100US18020,18020,2012,4.2,6.3,10.3,12.4,14.6,19.8,13.8,10.5,4.6,3.6,53671,66358
310M200US18020,18020,2013,4.5,4.3,10.2,9.800000000000001,19.2,17.3,13.2,15.4,3.6,2.6,52505,68995
310M200US18020,18020,2014,5.6,6.2,10.1,12.5,12.4,21.7,12.2,11.5,4.8,3.1,53002,67650
310M200US18020,18020,2015,7.2,4,7.6,9.300000000000001,16.8,21.3,13.5,11.3,5.9,3.2,54447,70857
310M300US18020,18020,2016,5.7,5,8.6,11.6,12.1,20.2,15.7,11.9,5.6,3.5,59102,73017
3100000US18140,18140,2006,8.1,5.2,10.8,11.3,14.7,19.7,12.2,11.5,3.5,3.1,49920,65418
3100000US18140,18140,2007,7.6,4.8,10,11,14.7,20.2,12.4,11.7,4.2,3.5,51707,67719
3100000US18140,18140,2008,7.7,4.4,9.300000000000001,10.4,14.4,19.5,13.1,13,4.5,3.9,54393,71075
3100000US18140,18140,2009,8.4,4.5,10.6,10.8,15,19.2,12.1,12.1,4.1,3.2,50773,66943
310M100US18140,18140,2010,8.199999999999999,4.8,11.4,10.1,14.3,19.3,11.9,12.4,4.2,3.5,51039,67490
310M100US18140,18140,2011,8,5.2,10.4,10.7,13.5,18.4,12.2,13,4.6,4,52315,70518
310M100US18140,18140,2012,7.2,5.2,10.2,9.699999999999999,13.8,19.3,12.6,12.7,4.9,4.3,53699,71655
310M200US18140,18140,2013,7,4.7,10.1,10.2,14.2,19,11.9,13.8,5,4.2,54079,73084
310M200US18140,18140,2014,7,4.6,9.800000000000001,9.6,13.3,18,13.2,14.1,5.4,5,56371,76201
310M200US18140,18140,2015,6.6,4.4,9.5,9.6,13.1,18.5,13.2,14.7,5.3,5.2,58192,78054
310M300US18140,18140,2016,6.7,4.2,8.5,9.4,12.8,19.1,12.8,15.1,5.8,5.7,60294,80731
3100000US18180,18180,2006,3.8,5.7,9,9.300000000000001,15.9,21.6,14.3,13.6,4.5,2.2,55072,68733
3100000US18180,18180,2007,5.4,4.3,8.5,10.2,13.6,20.7,15,14.5,4.2,3.6,59579,74131
3100000US18180,18180,2008,4,4,8.699999999999999,8.9,10.4,20,20,14.4,4.8,4.8,66894,79150
3100000US18180,18180,2009,4,3.7,9.300000000000001,10.5,11.6,19.9,15.2,17.3,4.4,4.2,63018,76692
310M100US18180,18180,2010,5,4.8,8.5,9.699999999999999,12.5,21.4,14.5,15.2,4.5,3.8,61310,74955
310M100US18180,18180,2011,3.8,4.3,8.199999999999999,9.300000000000001,11.5,19.2,17.6,16.8,5,4.3,66221,77334
310M100US18180,18180,2012,4.4,5.9,9.199999999999999,9.1,14.6,16.2,15.3,15.9,6.1,3.4,58742,74794
310M200US18180,18180,2013,4.6,5.1,6.7,8.699999999999999,13.4,18.3,15.8,18.2,5.9,3.4,65662,78120
310M200US18180,18180,2014,4.6,5,7.4,9.800000000000001,11.6,19.2,14.4,15.7,7.3,5.1,62418,81218
310M200US18180,18180,2015,4.2,3.8,8.4,8.800000000000001,11.7,18.1,15.2,16.5,7.2,6.2,68566,84829
310M300US18180,18180,2016,4.6,2.4,7.4,8.300000000000001,11,19.7,15.6,17.6,5.9,7.5,69505,88153
3100000US18260,18260,2006,12.9,7.4,17.2,14.4,17.9,15.5,6.7,4.6,1.8,1.6,33537,45934
3100000US18260,18260,2007,13.6,9.699999999999999,17.1,12.3,16.6,15.7,5.8,6.8,1,1.4,32792,44660
3100000US18260,18260,2008,12,8.9,16.4,13.6,14.8,16,9.6,5.7,1.5,1.6,34257,47418
3100000US18260,18260,2009,14.2,10.6,15.5,14.5,15.7,14.4,6.6,5.5,1.2,1.7,31790,43642
310M100US18260,18260,2010,13.3,6.9,16.5,14.2,14.1,16.3,10,5.8,1.6,1.5,34208,45999
310M100US18260,18260,2011,14.2,8.4,18.5,12.1,16.1,15,8.699999999999999,5.2,.9,.8,31258,43095
310M100US18260,18260,2012,13.7,11.6,15.9,13.8,11.8,14.3,8.5,6.6,2.4,1.5,31813,46447
310M200US18260,18260,2013,16.1,8.9,16,11.9,12.7,15.2,9.1,6.1,2.3,1.9,32438,58205
310M200US18260,18260,2014,12.9,7.6,13.9,14,13.7,21.4,7.3,5.1,2.1,2,36411,51284
310M200US18260,18260,2015,11.4,8.199999999999999,14.8,13.1,14.8,16.7,10.1,7.1,1.1,2.6,37933,52136
310M300US18260,18260,2016,12,10,16.2,11.7,11.8,17.4,9.9,6.5,2.5,1.8,35028,52076
3100000US18300,18300,2006,10.3,11,13.7,12.9,16.3,18.2,7.6,6.7,.8,2.6,36285,50255
3100000US18300,18300,2007,10.4,5.2,18,13.1,16,20.1,7.3,5.7,1.8,2.4,38055,50371
3100000US18300,18300,2008,9.800000000000001,8,15.9,16.6,13.6,18.4,7.4,7.2,1,2.1,34832,49917
3100000US18300,18300,2009,10.3,12.8,11.3,15.7,15.5,15.9,10,5.4,1.6,1.3,34912,45993
310M100US18300,18300,2010,9.5,10.8,15.4,12.9,19.3,16.9,8,4.4,1.6,1.3,35955,46697
310M100US18300,18300,2011,11.2,5.2,18.6,13.1,14.7,21.3,9.800000000000001,4.7,1,.4,36712,45136
310M100US18300,18300,2012,9.9,9.199999999999999,16.1,14.7,16.5,15.7,8.300000000000001,5.3,2.5,1.7,35016,51944
310M200US18300,18300,2013,12.2,5.2,14,15,20.6,15.6,6.7,5.5,2,3.1,37522,53402
310M200US18300,18300,2014,9.9,9.6,13.6,10.5,17.7,16.3,10.2,8,1.9,2.3,40967,56641
310M200US18300,18300,2015,9.800000000000001,6.8,14.5,15.5,15.7,18.4,6.2,9.800000000000001,2.1,1,38351,49817
310M300US18300,18300,2016,8,8.1,15.4,12,12.6,20.3,10.7,8.800000000000001,2.4,1.7,40938,55268
3100000US18500,18500,2006,6.2,7.2,16.1,11.9,17.4,21.1,9.5,7.9,1.6,1.1,41541,51582
3100000US18500,18500,2007,8.199999999999999,9.1,14.3,12.2,16.6,17.9,11.1,7.4,2.2,1.1,41015,52057
3100000US18500,18500,2008,7.7,6.2,15.5,11.1,17.5,17.6,10.5,9.699999999999999,2.7,1.5,43397,57054
3100000US18500,18500,2009,7.4,7.1,13.6,12.9,18,19,8.699999999999999,9.1,2.8,1.3,42635,53556
310M100US18500,18500,2010,7.6,6.2,12,11.9,16.4,20.6,10.7,9.4,3.5,1.9,45995,58863
310M100US18500,18500,2011,7.9,6.4,11.7,14.6,15.9,19.2,10.8,9.6,2.1,1.6,43457,55239
310M100US18500,18500,2012,7.6,6.6,10.7,11,18.1,20.7,10.9,9.9,2.6,1.9,46445,58242
310M200US18500,18500,2013,7.1,5.9,12.5,13.8,13.2,19.2,12.7,10.6,2.4,2.5,47046,62376
310M200US18500,18500,2014,8.300000000000001,7.5,11.7,10.6,14.9,19.8,12.9,10.1,2.2,1.8,46889,58380
310M200US18500,18500,2015,6.9,6.6,12.5,12.1,13.9,18.4,11.9,11.9,3,2.9,47146,65563
310M300US18500,18500,2016,4.2,5,10.9,14.6,14.3,20.3,10.7,12.8,4.2,2.8,50575,69894
3100000US18580,18580,2006,11.3,8.199999999999999,14.7,13.3,13.4,17.2,9.6,8.199999999999999,2.2,2,37103,53104
3100000US18580,18580,2007,9.9,8.300000000000001,13.4,11.9,14.9,16.5,10.3,9.699999999999999,3,1.9,40573,56279
3100000US18580,18580,2008,8.5,6.4,13.3,10.4,15.7,19.1,11.1,9.5,3.2,2.9,45869,62546
3100000US18580,18580,2009,10.6,6.5,13.4,13,12.8,18.4,10.1,10.5,2.9,1.8,42278,57761
310M100US18580,18580,2010,8.6,6.7,14.5,12.5,14.9,17.3,9.800000000000001,10.9,2.7,2.2,41994,57971
310M100US18580,18580,2011,10.1,6.4,10.6,13.2,14.6,17.2,11.3,10.9,2.9,2.7,44342,61833
310M100US18580,18580,2012,7.8,6.3,11.1,11.4,14.2,19.8,11.1,11.6,3.6,3,49047,63262
310M200US18580,18580,2013,6.8,6.3,12.7,10.4,15,17.9,12.1,13.1,3.6,2.3,48688,64041
310M200US18580,18580,2014,7.5,4.6,11.7,10,13.7,19.4,11.7,14,4.1,3.3,52050,70503
310M200US18580,18580,2015,7.9,5.5,12.1,10,14.2,18.6,12.7,10.5,4.8,3.7,50253,68985
310M300US18580,18580,2016,7.2,4.7,10.6,10.6,12.9,19.2,13.1,13.5,4.5,3.7,53775,69942
3100000US18700,18700,2006,8.300000000000001,3.7,10.4,12.8,16.6,18.1,12,12.4,3.6,2,47707,61496
3100000US18700,18700,2007,11.8,5.9,13.4,9.199999999999999,12.4,13.9,12.3,13.3,4.8,2.9,45574,61865
3100000US18700,18700,2008,13,3.4,10.5,10.9,8.699999999999999,21,11.7,12,4.3,4.6,53505,70173
3100000US18700,18700,2009,13.5,2.7,13.3,11.6,13,17.1,11.3,12.4,2.7,2.5,44616,58960
310M100US18700,18700,2010,15.6,5.4,11.1,9.9,10.7,14.7,11.2,14.4,2.9,4,45913,63223
310M100US18700,18700,2011,14.9,7,10.1,10.2,13.7,14.8,9.300000000000001,12.9,4.6,2.5,42513,60041
310M100US18700,18700,2012,12.8,6.2,11,7.8,11.5,15.1,11.8,14.8,5.9,3.2,51133,67411
310M200US18700,18700,2013,10.6,6.5,12.1,8.1,14.1,17.1,11,12.8,3.8,4,47808,64811
310M200US18700,18700,2014,9.300000000000001,6.6,10.8,9.1,12.7,16.1,14,12.7,4.8,4,52486,70582
310M200US18700,18700,2015,8.6,4.6,13.8,8.800000000000001,11.9,11.8,16.4,12,6.8,5.2,52852,75743
310M300US18700,18700,2016,10.9,4.4,10,9.300000000000001,10.7,15.8,11.9,13,7.3,6.9,55459,77905
310M100US18880,18880,2010,7,3.9,9.6,10.2,17.7,21.7,11.2,11.7,3.7,3.3,51529,67538
310M100US18880,18880,2011,5.1,6.2,11.9,11.6,15.9,19.2,10.5,12,3.7,3.9,49158,66942
310M100US18880,18880,2012,7.4,4,9.300000000000001,11.6,14.5,21.1,13.5,12,3.9,2.8,52787,65871
310M200US18880,18880,2013,7.1,5.7,10.5,9.699999999999999,14,20.6,12,13.1,3.7,3.7,53000,68460
310M200US18880,18880,2014,6.8,4.2,9.6,10.8,14.8,17.4,14,14.1,4.4,3.9,53679,71389
310M200US18880,18880,2015,5,4.1,10.8,10.7,16.2,20.4,12.7,12,3.6,4.6,53488,73686
310M300US18880,18880,2016,5.1,4.9,8,11.1,13.6,19.9,11.4,16.1,5,5.1,58624,77360
3100000US18980,18980,2006,12,9.5,15.6,14.3,17.3,15.5,6.8,5.5,1.9,1.5,33959,46206
3100000US18980,18980,2007,8.5,8.800000000000001,17.3,12.8,12.5,21.3,9.800000000000001,6.7,1.2,1.2,39095,50580
3100000US18980,18980,2008,9.4,8,13.6,14.4,13.5,19.6,9.800000000000001,8.5,1.6,1.6,39229,51173
3100000US18980,18980,2009,11.2,5.9,15.6,15.5,13.4,18.1,10,6.6,3.2,.6,36628,49025
310M100US18980,18980,2010,12.9,7.3,18.4,10.5,20.7,10.6,9.199999999999999,7,2,1.4,35786,47449
310M100US18980,18980,2011,12,6.9,16,10.8,12.1,20.1,10.5,8.5,2.3,.8,40054,51585
310M100US18980,18980,2012,9.5,10.9,11.2,14.7,19.2,16,11.6,4.5,.9,1.5,37287,48609
310M200US18980,18980,2013,12,5.6,12.4,11.2,19.4,17.6,9.5,8.300000000000001,2.2,1.9,39936,53101
310M200US18980,18980,2014,8,6.2,17.5,15.4,16.9,16.7,7.3,7.6,2.4,1.9,38261,51576
310M200US18980,18980,2015,11.1,6.4,14.6,12,18.9,16.3,10.4,6,2.5,1.8,37862,49033
310M300US18980,18980,2016,9.699999999999999,5.1,14.3,12.4,18,17.9,8.1,9.5,3.1,1.8,39411,54412
3100000US19060,19060,2006,14.2,7.9,15.7,12.6,15.6,16.6,9.1,6.1,1.1,1.1,34526,45442
3100000US19060,19060,2007,9.300000000000001,7.1,16.3,16.5,16.1,16.3,11.3,5.2,1,.8,35627,46947
3100000US19060,19060,2008,8.699999999999999,4.5,14.7,14.1,16.8,21.4,9.5,7.3,1.1,2,41654,55918
3100000US19060,19060,2009,10.8,6.2,17.7,14.2,14,16,10,8.6,1.9,.7,36261,48971
310M100US19060,19060,2010,11.8,8.699999999999999,14.4,15.2,11.9,17.1,10.8,8,1.3,.6,34847,47054
310M100US19060,19060,2011,13.7,9.699999999999999,12.8,14,14.4,14.4,9.800000000000001,8.1,1.9,1.1,34819,48405
310M100US19060,19060,2012,12.2,8.6,17.8,10.6,15,16.3,9.800000000000001,6.4,1.8,1.5,35645,49328
310M200US19060,19060,2013,11,8.1,19.1,11.6,11.5,19.4,8.800000000000001,8,1.7,.9,35211,47952
310M200US19060,19060,2014,11.6,7.4,12.7,13.4,15.7,18.8,8.5,9.199999999999999,1.9,.9,38580,51108
310M200US19060,19060,2015,9.6,8.5,16,11.7,15.2,17.1,11.1,7.1,1.9,1.8,39408,50152
310M300US19060,19060,2016,9.300000000000001,5.3,10.7,12.1,17.9,20.8,12.1,9,2,.8,45808,54830
3100000US19100,19100,2006,6.4,4.7,10.5,11,15.1,18.6,12.6,12.5,4.2,4.4,52001,71935
3100000US19100,19100,2007,5.6,4.2,10.4,10.6,15,18.5,12.7,13.4,4.8,4.9,54730,75693
3100000US19100,19100,2008,5.7,4.1,10.2,10.1,14.2,18.3,13.1,14,5.2,5.3,56377,77705
3100000US19100,19100,2009,6.1,4.7,10.3,10.4,14.3,18.5,12.2,13.5,4.9,5,54539,75803
310M100US19100,19100,2010,5.8,4.8,10.4,10.5,14.1,18.9,12.2,13.6,5,4.7,54449,74372
310M100US19100,19100,2011,6.4,4.5,10.1,10.3,13.7,18.5,11.8,14.3,5.2,5.2,55546,76201
310M100US19100,19100,2012,6.3,4.5,9.9,9.9,13.6,18.3,12.5,13.9,5.7,5.4,56954,77915
310M200US19100,19100,2013,6,4.2,9.6,10.1,13.5,18.1,11.9,14.4,5.9,6.2,57398,81531
310M200US19100,19100,2014,5.9,4.4,9.300000000000001,9.4,13.4,17.9,12.3,14.7,6.1,6.6,59530,83408
310M200US19100,19100,2015,5.2,3.6,9,9.4,13.1,18.5,12.6,14.7,6.6,7.1,61644,86871
310M300US19100,19100,2016,5,3.6,8.199999999999999,9.199999999999999,12.7,18.6,12.5,15.7,6.9,7.7,63812,89029
3100000US19140,19140,2006,8.4,5.9,13.1,15.8,16.7,20.8,10.3,6.2,1.6,1.2,40630,49868
3100000US19140,19140,2007,9.199999999999999,8,17.3,13.8,14.8,18.8,6.3,6.9,2.3,2.5,36362,52114
3100000US19140,19140,2008,7.5,6.3,13.7,10.8,18.9,22.9,9.4,6.7,1.9,1.9,42904,55191
3100000US19140,19140,2009,11,9.699999999999999,13.9,12.7,15.6,14.7,11.1,8,2.7,.5,38049,49390
310M100US19140,19140,2010,6.1,7.6,17.3,13.7,14.4,22.4,8.9,7,1.2,1.6,39476,51569
310M100US19140,19140,2011,8.800000000000001,7.6,16.3,17.1,15.7,16.7,9,5.9,1.3,1.6,35120,48045
310M100US19140,19140,2012,8.4,8.800000000000001,18.1,16.7,13.7,18.2,6.5,5.7,1.8,2,32858,49342
310M200US19140,19140,2013,7.8,7.5,15.7,15.4,18.7,15.7,11,5,1.9,1.5,37659,49143
310M200US19140,19140,2014,5.6,7.7,17.2,13.3,13,20,9.1,8.199999999999999,3.2,2.5,41034,57880
310M200US19140,19140,2015,4.4,6.1,15.2,14.5,13.8,22.2,10.9,7.1,2.6,3.1,45632,60688
310M300US19140,19140,2016,6.7,6.4,15.2,13.5,14.8,19.9,10.9,8.1,2.6,1.9,43348,57870
3100000US19180,19180,2006,12.3,6.4,14.2,12.3,17.5,19.4,9.699999999999999,5.9,1.2,1,39318,47126
3100000US19180,19180,2007,9,7,18.4,11.6,18.5,19.9,7.9,5.8,1.1,.7,37227,46328
3100000US19180,19180,2008,8.5,6.2,12.3,14.1,16.5,22.7,9,6.9,2.5,1.3,41532,52777
3100000US19180,19180,2009,15.3,6.7,15.5,12.4,15.5,15.2,10.6,6.4,1.4,.9,35012,45215
310M100US19180,19180,2010,10.2,6.4,16.4,12.6,17.3,19,11.2,5.1,1.3,.5,38167,47050
310M100US19180,19180,2011,9.800000000000001,7.2,13.7,14.1,14.4,20.6,10,7.1,2,1,40869,50517
310M100US19180,19180,2012,8.800000000000001,7.1,14.4,13.4,17.3,13.5,13.8,8.699999999999999,1.9,1.1,40311,52242
310M200US19180,19180,2013,9.5,5.6,12.5,12.9,13.9,20.3,11.8,10.2,1.4,1.8,45089,55410
310M200US19180,19180,2014,9.9,5.5,16.2,9.4,15,19.9,11.7,8.5,2.4,1.4,41690,54261
310M200US19180,19180,2015,9.800000000000001,4.2,12.1,11.3,17.1,19.8,11.6,8.199999999999999,3.9,2.1,45098,59412
310M300US19180,19180,2016,9.9,6.5,12.5,10.6,15,21.6,10.2,10.1,2.4,1.2,45481,56819
3100000US19260,19260,2006,12.5,8.9,16.5,13.8,15.5,17.8,7.7,5.8,.6,.9,33641,43935
3100000US19260,19260,2007,11.2,10,15,16.5,16.1,14.8,8.6,5.2,1.4,1.2,33239,45782
3100000US19260,19260,2008,13.1,7.7,16.6,12.8,13.8,19.2,8.1,6,.9,1.6,34785,45718
3100000US19260,19260,2009,9.800000000000001,11.3,14.9,14.8,15.7,16.4,7.7,7.1,2.1,.4,34503,45158
310M100US19260,19260,2010,9.6,9.5,16.5,13.2,17.2,18.6,8.199999999999999,5.2,1.3,.7,35964,44877
310M100US19260,19260,2011,11.6,8.6,14.5,13.3,16.5,18.1,9.4,5.4,1.5,1.1,36907,46227
310M100US19260,19260,2012,11.1,7.3,14.2,14.8,14.8,18.4,8.699999999999999,7.5,1.9,1.1,38071,51133
310M200US19260,19260,2013,10,8.9,17.4,13.3,17.4,16.4,7.8,6,1.4,1.2,35266,46765
310M200US19260,19260,2014,10.3,6.9,12.8,12.7,17.4,17.1,11.7,7.3,2.6,1.2,40932,52373
310M200US19260,19260,2015,9.1,9.4,15.2,11.9,18,14.9,11.7,6.2,2.4,1.3,37623,50459
310M300US19260,19260,2016,9.699999999999999,8,10.3,12.2,18.4,15.4,14,8.800000000000001,2.1,1,42755,55283
3100000US19300,19300,2006,5.5,5.1,11.6,15.1,18.3,19.1,10.6,9.6,2.7,2.4,44878,59848
3100000US19300,19300,2007,5.7,7,11.6,11.8,14.8,17,13.1,12,3.7,3.2,49119,67038
3100000US19300,19300,2008,4.9,3.8,10.1,12.8,15.4,23.2,12.7,11.3,3.1,2.7,52320,64993
3100000US19300,19300,2009,7.6,4.1,13.6,9.699999999999999,16.9,19.8,12,10.2,3.6,2.6,48487,62170
310M100US19300,19300,2010,7.4,5.5,12.3,10.1,17.1,19.9,11.1,8.5,4.2,3.9,47502,64806
310M100US19300,19300,2011,5.5,5.1,11.6,10.5,16.3,18.1,12.6,12.1,5.4,2.8,50900,67452
310M100US19300,19300,2012,7.4,5.9,12.2,10.7,15.6,16.6,13.2,11.5,4.4,2.4,48378,62801
310M200US19300,19300,2013,6.6,5.3,14.5,11.1,16.8,16.6,11.4,10.4,3.4,3.9,44874,65071
310M200US19300,19300,2014,6.9,6.1,12.5,10,16,19.9,10,11.1,3.6,4,48461,66013
310M200US19300,19300,2015,5.2,6,10.9,11.3,13.6,19.8,11.4,11.9,4.2,5.6,52003,73408
310M300US19300,19300,2016,6,5.9,9.5,8.800000000000001,14.2,17.7,13.2,15.7,4.4,4.6,56732,74892
3100000US19340,19340,2006,8.800000000000001,5.9,11.1,12.4,17,20.1,12,8.300000000000001,2.1,2.3,45154,57471
3100000US19340,19340,2007,7.2,5.5,11.8,12.9,16.3,19.4,12.5,10,2.2,2.2,45903,58650
3100000US19340,19340,2008,5.9,5.2,12.9,11,15.8,19.3,14.6,10.1,2.9,2.4,48977,63366
3100000US19340,19340,2009,7.5,4.8,11.6,10.9,14.8,20.8,14.1,9.6,3.1,2.8,50454,63483
310M100US19340,19340,2010,6.9,5.3,12.6,12.7,15.9,18.2,12.6,10.2,2.8,2.7,46310,62186
310M100US19340,19340,2011,7.4,5.8,10.5,11.9,17,20.4,11.8,10.1,2.8,2.3,47122,60703
310M100US19340,19340,2012,5.5,5.6,11.2,12.1,13.8,20.2,12.9,12.2,3.2,3.5,51678,66324
310M200US19340,19340,2013,6.8,5.6,11.2,10.4,14.9,18.3,12.3,13.4,4.1,3.1,51288,67877
310M200US19340,19340,2014,6.9,4.7,10.5,11.8,14.6,20.3,12.2,12,4.2,2.7,51410,65258
310M200US19340,19340,2015,6.4,4.1,11.2,9.4,13.5,20.3,14.5,13.7,4.1,2.8,55496,68844
310M300US19340,19340,2016,6.8,4.4,10.1,11.1,14.5,18.6,12.7,14.1,4.6,3.1,52590,69246
3100000US19380,19380,2006,8.5,6.3,11.8,12.6,15.9,19.5,11.4,10.1,2.4,1.7,44660,56990
3100000US19380,19380,2007,8.300000000000001,5.4,11.5,12.1,16,19.2,12,10.2,3.3,2.1,46493,60533
3100000US19380,19380,2008,8,6.1,10.2,10.8,16.4,19.6,12.4,10.4,3.9,2,48164,61716
3100000US19380,19380,2009,9.6,5.7,12.1,12.7,14.7,18.5,12.1,9.5,3.3,1.8,45157,59043
310M100US19380,19380,2010,9.199999999999999,5.4,13.6,12.1,15.6,19,11.6,9.199999999999999,2.6,1.7,43832,56689
310M100US19380,19380,2011,9.4,7.1,12.1,12.1,14,18.5,11.4,9.800000000000001,3.3,2.4,44141,59475
310M100US19380,19380,2012,8.9,6.1,12.8,10.7,16,18.2,10.9,10.2,3.3,2.8,45524,60754
310M200US19380,19380,2013,8.300000000000001,6,12.2,11.3,14.6,18.4,11.2,11.3,3.8,2.8,47063,62821
310M200US19380,19380,2014,8.6,6.2,12.7,11.2,14,17,11.8,11.6,4.1,2.8,46697,63087
310M200US19380,19380,2015,8.300000000000001,5.7,10.2,11,15.2,19,11.4,12.3,3.5,3.4,49504,65586
310M300US19380,19380,2016,8.199999999999999,5.1,11.5,9.5,14.4,18.7,11.7,12.8,4.4,3.6,51427,69568
3100000US19460,19460,2006,11.2,6,16.6,11.6,14.2,18.2,10.3,7.8,2.7,1.4,39092,52101
3100000US19460,19460,2007,6.9,7.1,14.3,11.5,18.4,19.4,11.5,8.1,1.9,.9,42559,52713
3100000US19460,19460,2008,6.2,6.6,13.3,11.3,14.3,20.5,13.4,9.9,2.8,1.7,47003,57664
3100000US19460,19460,2009,11.7,6.3,15.5,13.7,14.1,16.7,9.300000000000001,8.9,2.3,1.5,37704,51372
310M100US19460,19460,2010,8.5,5.6,13.9,14.1,15.4,19.8,10.3,8.6,2.6,1.1,42172,54887
310M100US19460,19460,2011,7.7,5.5,15.1,11.8,17.9,15.9,10.2,11,2.7,2.3,41971,59950
310M100US19460,19460,2012,9.300000000000001,7,14.9,12.8,12.1,18.2,11.1,10.8,2.5,1.4,42088,55068
310M200US19460,19460,2013,9.800000000000001,8,11.8,12.4,14.1,19.6,10.3,8.800000000000001,3.9,1.2,42598,56042
310M200US19460,19460,2014,7.2,6.1,13,11.9,17.2,18.9,10.8,11.1,2.2,1.6,44600,58085
310M200US19460,19460,2015,8.4,6,10.9,14.4,15.1,18.8,11.9,9,3.3,2.3,46157,60268
310M300US19460,19460,2016,10.7,5.3,12.7,13.7,10.9,19.6,12.7,9.9,3.2,1.3,44575,58555
3100000US19500,19500,2006,10.4,7.9,12.3,13.2,13.8,17.8,12.4,8.6,1.9,1.6,41009,53123
3100000US19500,19500,2007,9.199999999999999,5.5,12.6,10.4,16.5,21.3,9.199999999999999,10.2,2.5,2.6,44762,59986
3100000US19500,19500,2008,5.9,6.1,12,14.2,17.3,18.8,13.3,7.3,2.1,3.1,45649,60024
3100000US19500,19500,2009,6.4,4.5,16.6,12.8,14.4,19.4,10.4,9.699999999999999,3,2.8,44105,61456
310M100US19500,19500,2010,8.4,7.8,14.8,12.6,15.9,16.6,12.9,7.7,1.4,1.9,40919,53597
310M100US19500,19500,2011,8.300000000000001,7.3,12.5,12.5,14.9,18.5,9.9,9.4,3.6,3.2,44415,60813
310M100US19500,19500,2012,11.2,5.6,13,11.6,14.4,17.6,11.4,10.1,2.9,2.2,44533,58049
310M200US19500,19500,2013,10.4,7.6,10.1,9.6,15.7,18.8,11.5,11,2.8,2.5,45957,62101
310M200US19500,19500,2014,8,6.1,12.7,11.6,13.7,18.6,12.8,10.4,4.1,2.1,47574,63140
310M200US19500,19500,2015,8.6,6.2,13.3,8.800000000000001,14.9,16.7,13.1,10.3,4.2,4.1,48040,66687
310M300US19500,19500,2016,8.1,7.2,13.1,9.5,15.5,17.3,12.5,9.300000000000001,4.6,2.9,46198,62668
