GEOID,MSA,year,income10lo,income10_15,income15_25,income25_35,income35_50,income50_75,income75_100,income100_150,income150_200,income200up,income_median,income_mean
3100000US32020,32020,2008,13.7,9.300000000000001,13.3,15.1,14.6,15.4,9.4,7.9,1,.3,34449,45946
3100000US32020,32020,2009,7.6,7.7,14.6,13.5,16.6,19.3,9.699999999999999,9.4,1,.7,39621,49734
310M100US32020,32020,2010,6.2,7.6,16.4,16.2,13.7,17.1,14.5,6.5,1.5,.3,38824,49508
310M100US32020,32020,2011,10.5,6.3,13.3,13.6,14.2,19.7,9.300000000000001,8.800000000000001,3.1,1.2,41133,53064
310M100US32020,32020,2012,4.8,7.6,15.2,14.1,16,20.5,13.1,7.6,.6,.6,43004,50841
310M200US32020,32020,2013,7.6,5.4,15.3,13.2,15,19,11.8,7.8,3.9,.9,41849,57968
310M200US32020,32020,2014,8.699999999999999,9,15.1,12.1,15.8,18.2,8.1,10.3,1.9,.8,39233,50843
310M200US32020,32020,2015,8.300000000000001,7.5,12.9,13.6,16.1,17.1,10.9,10.2,2.3,1.2,40607,53895
310M300US32020,32020,2016,9,8.4,12.1,11.5,14.1,20.7,11.8,9,1.8,1.6,42826,54192
3100000US32060,32060,2009,10.3,7.4,13.6,12.6,16.5,19.8,8.800000000000001,9.6,.9,.6,39169,48928
310M100US32060,32060,2010,8.300000000000001,5.6,15.3,13,14,20.1,11.7,8.4,1.8,2,43709,57565
310M100US32060,32060,2011,8.9,7.3,13.8,13.6,15.2,19.8,10.2,7.4,2.3,1.5,40439,53145
310M100US32060,32060,2012,6.6,6,16.9,13.3,16.7,16.2,9.5,10.9,1.8,2.2,40658,57320
3100000US32100,32100,2007,10.5,7.2,11.8,10,13.5,20.2,14.7,7.8,1.5,2.8,47303,56041
3100000US32100,32100,2008,10.9,5.9,12,12.5,15.1,20.5,12.4,7.1,2,1.6,43098,55639
3100000US32100,32100,2009,10.5,7.4,14.2,9.699999999999999,17,20,9,9.1,1.6,1.4,41275,52614
310M100US32100,32100,2010,8.4,6.6,13.3,12.1,15.1,18.8,12.6,9.4,2.2,1.5,44684,55489
310M100US32100,32100,2011,11.4,7.9,13.9,9.699999999999999,17.4,17.9,10.1,7.8,2.7,1.2,41130,52626
310M100US32100,32100,2012,12.7,6.1,10.5,10.3,16.8,18.2,9.6,12.5,2.4,1,45149,54564
310M200US32100,32100,2013,9.5,8.1,11.4,11.6,14,20.1,10.2,9.4,2.8,3,45011,60218
310M200US32100,32100,2014,8,8.6,14.2,9.199999999999999,16.2,19.3,11.4,9.199999999999999,2.6,1.5,44267,55399
310M200US32100,32100,2015,7,5.3,10.7,10.8,17.7,20.1,12.1,10.3,3.4,2.7,48259,61653
310M300US32100,32100,2016,8.6,4.9,9.199999999999999,13.1,12.8,18,13.7,13.9,4.5,1.3,51275,63954
310M100US32220,32220,2010,11.3,6.1,11.6,7,15.5,19.5,15.1,9.5,2.2,2.2,47801,59081
310M100US32220,32220,2011,10.2,4.9,10.5,13.6,16,14.7,11.3,11.8,3.9,3.1,44334,61039
310M100US32220,32220,2012,8.1,7.7,10.9,12.3,15.3,19.8,12.2,9.9,2.4,1.5,43131,56880
310M200US32220,32220,2013,9.1,6.8,17.3,12.5,14.2,18.4,9.199999999999999,6.7,3.2,2.6,39701,59691
310M200US32220,32220,2014,10,5.1,12.7,8.800000000000001,13.8,14.4,20.1,9.9,2.2,2.9,49490,62267
310M200US32220,32220,2015,7,6.6,12.3,14.5,16.2,14.6,12.3,11.1,3.1,2.1,42958,67156
310M300US32220,32220,2016,8.4,5.3,10.6,14.7,15.1,21.2,11.1,9.4,2.1,2,46548,57647
3100000US32270,32270,2006,4.2,6.7,12.9,13,17.3,22.4,13.3,7.4,1.6,1.2,45937,54365
3100000US32270,32270,2007,5.5,7.6,12.4,11.5,12.4,27.3,12.2,8.5,1.1,1.6,50430,55892
3100000US32270,32270,2008,7.1,4.5,11.1,14.6,17.1,18.9,14.2,8.9,1.5,2.1,44149,59002
3100000US32270,32270,2009,4.5,5.8,14.2,11.5,20.6,20.2,12.1,7.4,1.5,2.1,44909,57366
310M100US32270,32270,2010,5.4,6.6,14.5,13.7,16.8,19.1,11.4,8.6,2.1,1.9,43319,55607
310M100US32270,32270,2011,5.9,7.1,13.2,11.4,16.7,20.9,14.9,6.8,1,1.9,45891,55641
310M100US32270,32270,2012,3.8,5.9,16.3,12.7,15.6,20.7,12.5,8.199999999999999,2.3,1.8,44568,57314
3100000US32300,32300,2006,9.6,10.4,14.1,18,18.5,17.7,6,4.5,.8,.5,33663,41490
3100000US32300,32300,2007,12.1,7,17.7,13.4,17.5,17.1,8,5.5,1,.8,34804,43633
3100000US32300,32300,2008,9.9,10.5,17.6,18.6,14.6,13.9,6.5,5.6,2.1,.7,31289,42843
3100000US32300,32300,2009,11.4,10.9,17.1,12.1,16.5,19,6,4.8,.7,1.4,33654,45736
310M100US32300,32300,2010,9.800000000000001,13.2,17.5,14.3,18.7,16.1,6.9,3,.2,.4,31492,38932
310M100US32300,32300,2011,12.7,5.3,22.7,15.7,14.3,16.4,8.199999999999999,3.1,.5,1.1,30859,41081
310M100US32300,32300,2012,11.7,9.199999999999999,16.5,15.6,15.5,15.4,7.9,5.3,1.2,1.6,32196,44728
310M200US32300,32300,2013,10.4,7.3,17,13.6,17,16.8,9.800000000000001,6.3,1.4,.4,35907,45289
310M200US32300,32300,2014,9.4,12.5,18.1,13.5,12.9,14.8,8.5,7.5,1.5,1.3,31423,47095
310M200US32300,32300,2015,11.4,9.5,13.5,15.3,17.6,15.2,9.1,5.1,1.9,1.4,35290,51008
310M300US32300,32300,2016,10.8,7.5,15.5,16.2,14.9,17,7,7.7,1.4,2,35018,49572
3100000US32420,32420,2006,38.1,10.5,20.1,12.5,9,5.2,1.7,1.6,.4,.9,15541,25257
3100000US32420,32420,2007,40.7,13.6,16.4,9.800000000000001,9.300000000000001,6.1,1.2,1.4,.9,.5,12831,23146
3100000US32420,32420,2008,35.8,13.2,19.9,12.1,8.1,5.8,1.8,1.8,1.2,.3,15437,24842
3100000US32420,32420,2009,36.1,13.8,20.2,12.4,8.1,5.3,1.7,1.3,1,.1,15031,22617
310M100US32420,32420,2010,35.3,12.4,19.4,10.9,9.699999999999999,4.9,2.6,3.5,.9,.4,15864,26225
310M100US32420,32420,2011,35,14,20.7,11,9.5,6,2.2,1.1,.2,.3,15447,24086
310M100US32420,32420,2012,33.7,12.6,17.1,14.6,11.8,5.9,2.7,.8,.3,.5,16899,23781
310M200US32420,32420,2013,36.7,10.7,21.1,8.699999999999999,9.300000000000001,7.2,3.2,1.7,.5,.9,16095,25977
310M200US32420,32420,2014,36.5,14.6,14.4,13.3,9,7.4,1.5,2.3,.1,1,14637,28088
310M200US32420,32420,2015,41.6,9.9,16.8,11.9,9.4,6.2,2.2,1,.4,.7,14176,23332
310M300US32420,32420,2016,38.2,10.8,18.8,10.6,9.300000000000001,6.3,2.4,2,1.4,.2,15500,24751
3100000US32580,32580,2006,16.9,11.3,16.7,13.3,13.2,14.9,6.4,5,1.4,1,28660,40799
3100000US32580,32580,2007,15.8,8.699999999999999,18,12.6,14.4,15.4,7,5.5,1.6,1.1,30295,43647
3100000US32580,32580,2008,17.2,9.1,16,13.2,13.4,13.3,7.7,6.5,1.6,2,30235,46338
3100000US32580,32580,2009,17.6,10.3,14.8,13,14.5,13,8.300000000000001,5.4,1.7,1.3,30460,43612
310M100US32580,32580,2010,14.1,9.4,14.3,13.6,15.9,14.2,8.6,6.3,1.6,1.9,33732,47576
310M100US32580,32580,2011,14.5,10.2,17.3,11.9,13.9,14.7,7.1,7,1.9,1.5,31077,46835
310M100US32580,32580,2012,14.3,10.3,15.6,11.3,14.4,14.4,9.300000000000001,6.7,1.8,1.8,33761,48970
310M200US32580,32580,2013,13.8,9.800000000000001,14.6,11.6,15,14.9,8.800000000000001,8.199999999999999,1.8,1.4,35098,49432
310M200US32580,32580,2014,14.3,9.4,14.8,11.6,13.3,16.3,9.4,7.6,1.9,1.3,34801,49841
310M200US32580,32580,2015,11.6,8.4,15.6,13.6,13.3,15.3,8.199999999999999,8.5,2.7,2.8,35730,53857
310M300US32580,32580,2016,12,8.6,15.6,12.3,14.2,16.5,7.6,8.5,2.7,2,36176,53230
3100000US32740,32740,2006,7.9,7.9,17.8,15.4,19,17.9,6.4,5.8,1,.9,35659,45135
3100000US32740,32740,2007,8.699999999999999,7.4,15,16.9,16.1,18.7,8.699999999999999,6,1.3,1.1,36217,47701
3100000US32740,32740,2008,7.4,7.9,16.4,12.6,15.8,18.2,9.5,10.1,1.4,.7,40393,49979
3100000US32740,32740,2009,9.4,7.7,13.4,16,16.9,19.5,9.1,5.5,.9,1.6,38192,50430
310M100US32740,32740,2010,9,8,15.6,12.4,18.7,18.4,10.4,5.5,1.2,.9,38321,47915
310M100US32740,32740,2011,5.9,8.199999999999999,16.3,12.7,16.4,17.1,13.3,7.3,1.7,1.1,41199,52533
310M100US32740,32740,2012,8,6.2,15,12.2,17,19.2,11.6,7.8,1.4,1.5,42287,52925
310M200US32740,32740,2013,5.1,7.2,15.5,11.8,15.8,22.9,9.6,8.9,1.4,1.7,44575,55395
310M200US32740,32740,2014,5.4,6.4,12.5,12.3,19.3,20.6,10.6,8.5,1.8,2.6,44598,58468
310M200US32740,32740,2015,8.199999999999999,6.3,12.8,10.3,15.2,20.7,13,10.2,2.2,1,46574,57529
310M300US32740,32740,2016,6.2,4.7,13.3,12.7,16.9,19.2,13,8.9,2.2,2.9,45410,61696
3100000US32780,32780,2006,8.1,6.1,13.2,13.9,19.4,19.7,9.5,6.7,1.6,1.8,40606,52764
3100000US32780,32780,2007,8.699999999999999,6.4,12.8,12.8,14.7,19.5,12.7,8.199999999999999,2.6,1.6,44524,56390
3100000US32780,32780,2008,8.199999999999999,6.4,15.1,13.4,14.5,20.1,10,8.1,2.2,2.1,40603,56962
3100000US32780,32780,2009,7.6,6.1,12.8,12.9,14.8,23.2,12,6.8,1.4,2.4,45989,57346
310M100US32780,32780,2010,8,8.300000000000001,14.7,13.1,16.2,15.9,10.3,8.699999999999999,2.4,2.3,40177,54759
310M100US32780,32780,2011,8.699999999999999,7.8,14.7,13.3,15.4,17.8,10.2,8.199999999999999,2.6,1.3,39138,52584
310M100US32780,32780,2012,8,6.4,12.4,10.3,18.8,20,11.6,7.4,2.3,2.9,44810,59424
310M200US32780,32780,2013,9.6,5.7,12.2,13.7,15.6,19.2,9.5,10.3,2.7,1.5,43363,57279
310M200US32780,32780,2014,7.7,6.9,11,12.3,17.5,19.1,10.2,10.1,3.1,2.2,44918,59978
310M200US32780,32780,2015,9.4,6.4,13.5,12,13.2,18,11.3,11.5,2.2,2.6,43948,59897
310M300US32780,32780,2016,7.7,6.7,10.2,11.8,15,18,11.1,12.6,3.3,3.5,48563,66160
3100000US32820,32820,2006,10,6.3,13.3,12.4,15.3,16.8,11.4,9,2.9,2.6,42092,58653
3100000US32820,32820,2007,10.2,6.5,11,11.3,15,19,10.2,10.1,3.5,3.2,45725,63602
3100000US32820,32820,2008,8,6.7,11.8,11.7,15,17.8,11.1,10.1,3.6,4,46158,66006
3100000US32820,32820,2009,9.300000000000001,7,12.7,11.9,14.6,18.6,10.5,9.699999999999999,3,2.6,43633,59545
310M100US32820,32820,2010,9.300000000000001,6.4,11.7,11.6,14.9,17.9,11.3,10.7,3.4,2.9,45377,61707
310M100US32820,32820,2011,10.1,6.3,12.2,11.1,14.2,17.8,11.2,10.6,3.5,3,45393,63011
310M100US32820,32820,2012,9.5,6.4,12.3,11.6,14,18,10.9,10.5,3.5,3.3,45687,62871
310M200US32820,32820,2013,9.800000000000001,5.2,12.1,11.4,13.6,18.3,10.6,11.6,3.7,3.7,46962,66046
310M200US32820,32820,2014,9.300000000000001,6,13.1,11.1,13.6,16.6,11.1,11.5,4,3.7,45844,65233
310M200US32820,32820,2015,8.199999999999999,5.7,12.3,10.8,14,17.4,11.2,12.2,4.1,4,48524,68861
310M300US32820,32820,2016,8.699999999999999,6.1,11.2,10.7,13.5,17.7,12,11.4,4.7,4.1,49809,70148
3100000US32900,32900,2006,8.300000000000001,7,18.1,10.8,13.7,19.7,11.1,7.7,2.1,1.5,40447,53411
3100000US32900,32900,2007,8,6.6,14,12.1,15.7,17.8,9.6,11.4,2,2.8,44410,59774
3100000US32900,32900,2008,10.3,6.9,13.8,11.1,14.4,18.7,10.8,9.4,2.3,2.4,42303,56614
3100000US32900,32900,2009,7.6,8,15.3,14.4,15.5,17.2,9.5,9,2.2,1.3,39535,54823
310M100US32900,32900,2010,9,8.6,13.9,9.9,16.3,17.9,11,7.4,2.5,3.4,42449,60038
310M100US32900,32900,2011,6.9,8,14.8,15.7,14.8,16.5,9.300000000000001,9.699999999999999,1.9,2.4,40055,55692
310M100US32900,32900,2012,9.300000000000001,5.9,14.7,12.2,13,19.3,10.4,10.2,2.9,2.3,43597,57643
310M200US32900,32900,2013,7,7,14.8,13.8,16.4,18.6,9.4,7.9,3.4,1.8,40687,55311
310M200US32900,32900,2014,5.9,7.7,12.6,13.3,15,19.2,10.6,10.1,3.2,2.4,44084,59701
310M200US32900,32900,2015,8.300000000000001,8.699999999999999,12.5,11.6,16.4,17.2,9.9,8.699999999999999,3.4,3.2,41997,59213
310M300US32900,32900,2016,7.1,5.7,12.9,11,15.2,18.2,10.9,10.1,5.1,3.9,47739,70672
3100000US32940,32940,2006,17.5,8.800000000000001,20.1,10.1,15.4,11.4,8.199999999999999,4.1,2.5,1.8,28265,43082
3100000US32940,32940,2007,13.5,8,20.5,14.3,13.3,15.4,7.3,5.2,1.5,1.1,30228,43017
3100000US32940,32940,2008,10.7,9,14.3,15.8,13.2,17.2,8,8.800000000000001,1.8,1.2,35158,50317
3100000US32940,32940,2009,15.2,6.9,16,14.9,11.8,16,9.6,6.5,2,1.1,32429,46791
310M100US32940,32940,2010,14.2,13.8,15.8,14,10,14.1,7.6,6.7,1.8,2.1,29244,45889
310M100US32940,32940,2011,12.3,8.4,14.6,14,12.6,14.2,10,8.300000000000001,4,1.6,35704,53668
310M100US32940,32940,2012,10.6,11.6,16.3,11.9,17.4,14,7.7,7.8,1.5,1.2,34279,46994
310M200US32940,32940,2013,10,11.2,17.8,14.7,12.9,13.1,8,8,2.7,1.6,31713,51685
310M200US32940,32940,2014,11.3,7.7,16.6,13.6,13.5,17.3,8.800000000000001,6.7,2.8,1.6,35736,49450
310M200US32940,32940,2015,10.6,7.2,17.9,11.3,18.5,14.9,6.9,8.6,2.4,1.7,37129,51402
310M300US32940,32940,2016,13.6,8,16.3,8,13.7,13.7,12.5,8.6,3.1,2.5,40105,54121
3100000US33100,33100,2006,8.4,6.1,12,11.4,14.9,17.9,11,10.6,3.6,4.1,46637,66879
3100000US33100,33100,2007,7.5,6,11.9,10.8,14.4,18.2,11.3,11.5,3.9,4.6,49232,71062
3100000US33100,33100,2008,8.199999999999999,6,11.7,10.7,13.9,17.6,11.3,11.2,4.4,4.9,49313,72207
3100000US33100,33100,2009,8.699999999999999,6.1,12.6,11.4,15,17.6,10.6,10.4,3.5,4.1,45946,67080
310M100US33100,33100,2010,9,6.7,12.2,11.4,14.8,17.2,10.3,10.4,3.8,4.2,45352,66540
310M100US33100,33100,2011,9,6.7,12.9,11.3,13.8,17.1,10.3,10.4,4.3,4.3,45407,67524
310M100US33100,33100,2012,8.9,5.8,12.4,11.2,14.4,17,10.3,11.3,3.9,4.7,46648,69206
310M200US33100,33100,2013,8.699999999999999,6.2,12,10.7,14.5,17.2,10.5,11,4,5.1,46946,71172
310M200US33100,33100,2014,8.199999999999999,6,12.2,10.8,13.9,16.7,10.8,11.6,4.5,5.2,48458,72349
310M200US33100,33100,2015,8.1,5.4,12,10.6,13.4,17.3,10.9,11.9,4.8,5.7,50441,76284
310M300US33100,33100,2016,7.9,5.1,11.2,10.4,14,17.2,11.2,11.9,4.9,6.4,51362,78733
3100000US33140,33140,2006,6.5,5.3,10.9,11.8,18.3,23.9,12.4,8,1.9,.9,47043,56610
3100000US33140,33140,2007,7.6,5.1,14.6,12.2,16.5,18.8,13,8.800000000000001,2,1.4,43480,55234
3100000US33140,33140,2008,7.9,4.3,12.9,13.7,14.9,19.7,12,10.2,1.8,2.6,45613,61132
3100000US33140,33140,2009,6.7,5.1,11.1,13.5,17.9,23.1,10.1,8.800000000000001,2.2,1.5,46168,56388
310M100US33140,33140,2010,6.9,7.2,16.8,10.4,14.3,20.1,12.5,8.5,2,1.4,43765,54339
310M100US33140,33140,2011,8.199999999999999,9.199999999999999,10.5,11.6,11.9,19.1,14.7,11.6,1.6,1.6,48389,58931
310M100US33140,33140,2012,6.8,6.9,12,11.9,17.7,19,10.3,11.1,2.2,2.1,46048,57508
310M200US33140,33140,2013,7.5,5.5,15.5,13.1,11.3,18.2,15.9,8.5,2.6,1.9,46506,59212
310M200US33140,33140,2014,4.8,7.3,9.699999999999999,13.4,18.9,20.3,11.4,9.300000000000001,2.4,2.5,45744,61052
310M200US33140,33140,2015,6.6,5.1,14.5,12.5,15,17.5,11.7,10.7,3.3,3.1,45838,64369
310M300US33140,33140,2016,6.1,4.7,11.6,9.1,15.7,19,13.7,14.4,2.9,2.9,53507,67659
3100000US33220,33220,2006,7.1,6.2,14.7,9.1,14.3,19.4,11.9,9.6,3.1,4.6,48360,65560
3100000US33220,33220,2007,6.3,6.3,13,9.800000000000001,15.1,19.3,11.1,10.9,3.8,4.4,49453,66023
3100000US33220,33220,2008,6.4,3.6,11.6,11.6,17.4,16.9,12.2,11.4,3.6,5.2,49239,71370
3100000US33220,33220,2009,7.4,5.6,13,8.5,15.4,20.4,11.7,9.300000000000001,3.6,5,50053,70980
310M100US33220,33220,2010,4.9,5.9,11.6,11.1,17.8,17.4,12.4,10.1,4.5,4.3,48706,67447
310M100US33220,33220,2011,6.2,3.9,12.9,11.2,14.1,20.3,10.7,12.8,3.2,4.6,52591,70151
310M100US33220,33220,2012,7.3,3.9,12.6,9.199999999999999,14.7,18.1,12.3,12.3,5,4.7,52356,70777
310M200US33220,33220,2013,9.199999999999999,4.8,9.4,10.5,16.2,16.4,13,10.9,4.6,5.1,49913,70375
310M200US33220,33220,2014,5.9,5.8,9.4,11.4,18.2,16.3,12.5,11.5,4.3,4.8,49194,70677
310M200US33220,33220,2015,6.1,4,8.1,9.9,11.3,22.2,12.6,14.5,5.1,6.1,59292,80370
310M300US33220,33220,2016,4.5,4.4,11.3,8.5,14.8,21.3,11.9,13.3,3.4,6.5,57269,78311
3100000US33260,33260,2006,8.6,5.7,14.2,8.800000000000001,16.1,19.5,10.2,8.4,3,5.4,45437,69773
3100000US33260,33260,2007,7.5,6.5,13.5,8.800000000000001,12.2,17.8,10.5,14.1,3.7,5.4,51197,76387
3100000US33260,33260,2008,5.3,4.7,8.9,10.7,13.6,17.3,13.9,13.8,5.5,6.2,57558,79996
3100000US33260,33260,2009,5.5,3.6,8.9,13.4,14.4,20,10.5,12.3,5.2,6.2,55021,83770
310M100US33260,33260,2010,5.6,5.2,9.4,12.9,11.7,23,11.9,9.4,4.2,6.6,53170,79462
310M100US33260,33260,2011,5.7,5.5,10.6,10.1,12.8,19.9,13.1,11.8,4.6,5.9,54330,79081
310M100US33260,33260,2012,3.2,3.5,9.6,10,15.1,18.1,11.4,15.9,5.8,7.2,61331,88809
310M200US33260,33260,2013,4.1,2.5,8.699999999999999,8.699999999999999,12.1,16,13.9,18.9,6.1,9,71442,102205
310M200US33260,33260,2014,2.5,3.7,9.4,7.9,11.2,14.4,13.5,18.3,8.4,10.6,77574,100541
310M200US33260,33260,2015,4,2.8,5.4,7.2,12.1,16.2,13.2,19,9.9,10.3,80761,106491
310M300US33260,33260,2016,3.9,2.6,7,10,12.3,20.8,10,15.9,7,10.4,65224,98224
3100000US33340,33340,2006,7.4,5.8,10.8,11.1,14.6,19.9,13.1,11.4,3,3,50270,65148
3100000US33340,33340,2007,6.3,5.5,10.8,11.2,14.1,18.9,13.3,12.8,3.6,3.4,51999,68498
3100000US33340,33340,2008,6.6,5.1,9.800000000000001,10.1,14.1,19.4,13.7,13.7,4.1,3.5,54386,70822
3100000US33340,33340,2009,7,5.5,10.9,10.5,14.3,19.3,12.5,12.7,3.6,3.6,52024,68914
310M100US33340,33340,2010,6.6,5.9,12.6,11.2,13.9,17.7,12.3,12.9,3.7,3.3,49774,66694
310M100US33340,33340,2011,7.9,6.1,11.5,10.1,13.8,17.8,12.3,12.5,4.4,3.5,50664,68696
310M100US33340,33340,2012,7.3,6,11.5,9.9,13,18.3,12.9,13,4.3,4,52605,69877
310M200US33340,33340,2013,7.4,5.3,10.9,11,13.2,17.7,12.7,13.3,4.6,4,51957,71659
310M200US33340,33340,2014,7.2,5,11.4,10,13.4,17.6,12.2,13.6,4.8,4.7,53164,73894
310M200US33340,33340,2015,6.8,4.7,10.2,9.4,13.2,18.8,13,14.2,4.9,4.8,56247,77011
310M300US33340,33340,2016,7,5.4,9.6,8.6,12.7,17.3,13.3,14.7,5.6,5.8,58029,81614
3100000US33460,33460,2006,5.2,3.9,7.8,8.5,13.7,20.6,15.7,15.4,4.9,4.3,62223,77763
3100000US33460,33460,2007,4.9,3.7,7.5,8.4,13.6,20.2,15.3,16,5.5,5.1,63898,81688
3100000US33460,33460,2008,4.9,3.5,7.4,8.300000000000001,12.8,19.7,15.1,16.5,6.1,5.7,65862,85615
3100000US33460,33460,2009,5.4,3.7,8.1,8.9,12.9,19.7,15.2,15.5,5.6,5,63114,80613
310M100US33460,33460,2010,5.3,4.1,8.4,8.9,13,19.2,14.7,15.7,5.8,4.9,62352,80193
310M100US33460,33460,2011,5.8,3.8,8.199999999999999,8.300000000000001,12.8,19.4,14.2,16.4,5.8,5.3,63352,81960
310M100US33460,33460,2012,5.3,3.7,8,8.300000000000001,12.7,18.1,14.4,16.9,6.3,6.3,66282,85224
310M200US33460,33460,2013,5.1,3.5,8.199999999999999,8.199999999999999,11.6,18.7,14.4,17.6,6.6,6.1,67194,86712
310M200US33460,33460,2014,4.8,3.7,7.6,7.7,11.9,18.2,13.9,17.6,7.3,7.4,69111,91246
310M200US33460,33460,2015,4.2,3.2,7.8,7.7,11.8,17.8,14.2,18.2,7.8,7.3,71008,92395
310M300US33460,33460,2016,4.1,3.3,7.3,7.2,11.5,17.5,13.9,18.4,8.5,8.199999999999999,73231,95984
3100000US33500,33500,2009,4.6,4.7,9.800000000000001,14.3,15.8,22.2,12.8,11,2.8,2.1,50519,66963
310M100US33500,33500,2010,6.2,7,12.3,15,11.5,18.7,16.1,9.6,1.1,2.4,46768,58966
310M100US33500,33500,2011,4.6,3.2,11,12.2,15.2,21,16.6,11.7,2.7,1.9,54868,63185
310M100US33500,33500,2012,4.2,5.9,9.5,11,12.1,23.8,12.4,13.3,4,3.9,57777,73076
310M200US33500,33500,2013,3.7,4,9.6,11,14.8,18.5,18,11.7,4.9,3.8,58136,72754
310M200US33500,33500,2014,5.4,4.6,6,9.6,14.8,15.4,17.8,16.5,5.4,4.6,65562,83026
310M200US33500,33500,2015,2.7,3.6,7.8,9,16.4,17.5,12.8,17.9,8.4,3.8,63889,82540
310M300US33500,33500,2016,5.7,2.9,7.2,8.300000000000001,14.7,21,12.7,19.8,3.6,4.2,62763,77825
3100000US33540,33540,2006,14.1,5.7,13.9,13.4,14.8,19,8.699999999999999,5.4,3.5,1.6,38168,50611
3100000US33540,33540,2007,11,7,11.7,11.7,14.6,18.8,10.8,10.1,1.6,2.9,42798,57685
3100000US33540,33540,2008,11.9,7.4,10.9,11.2,15.7,19.2,8.5,10.1,2.5,2.8,42349,59836
3100000US33540,33540,2009,13,7.7,13.9,10.8,15.6,16.5,8.800000000000001,8.5,2.5,2.8,38983,54054
310M100US33540,33540,2010,6.1,7.9,12.9,12.4,14.3,18.5,13.5,9.9,2.6,1.9,45596,58855
310M100US33540,33540,2011,7.4,7,13.2,15.1,15.5,16.8,9.6,10.2,3,2.3,41931,56803
310M100US33540,33540,2012,6.7,6.7,13.9,11,15.2,20.3,9.5,11,3.3,2.5,45595,60109
310M200US33540,33540,2013,6.6,8.1,13.6,9.699999999999999,13.5,21.9,10.7,10.9,2,2.9,48077,61207
310M200US33540,33540,2014,8.199999999999999,7,10.8,12.4,15.3,17.3,9.199999999999999,11.4,4.2,4.2,44289,65380
310M200US33540,33540,2015,9.9,6.1,12.2,11.4,14.8,17.8,11.7,10.4,2.3,3.4,42815,60771
310M300US33540,33540,2016,7.4,6.6,11.1,10.5,16.8,16,11.8,11.5,4.1,4.1,46550,70910
3100000US33660,33660,2006,13.5,6.4,13.6,12.1,15.4,18,10,6.9,1.6,2.4,38686,52336
3100000US33660,33660,2007,12.9,8.9,12,13.4,15.1,17.6,9.9,7,1.5,1.7,37391,51000
3100000US33660,33660,2008,11.3,6.4,12.8,12.2,16.5,16.3,11.2,8.699999999999999,2.2,2.3,41065,55137
3100000US33660,33660,2009,10.8,8,13.7,11.5,16,18.7,10.9,7,1.7,1.7,40047,52713
310M100US33660,33660,2010,12.8,6.6,13,12.3,14.4,19.1,8.1,8.300000000000001,3,2.3,39998,54604
310M100US33660,33660,2011,10.8,6.8,13.4,11.1,15.1,17.6,11.6,9.6,1.9,2.1,42372,56803
310M100US33660,33660,2012,12.2,8.300000000000001,12.5,12.5,12.9,19,9.9,8.1,2.6,2.1,39691,54274
310M200US33660,33660,2013,10.9,7.4,13.7,10.4,13.6,18.7,10.6,10.8,2.1,2,42944,55932
310M200US33660,33660,2014,9.6,6,14.4,11.4,14.6,16.6,10.7,11.2,3.2,2.2,43642,59047
310M200US33660,33660,2015,10.1,6.5,14.1,10.6,13.5,19.2,9.699999999999999,10.7,3.1,2.6,42699,59771
310M300US33660,33660,2016,10,6.6,12.3,11.3,14,17.7,10.6,10.5,3.9,3.1,45744,61800
3100000US33700,33700,2006,5.9,6,12.1,11.2,16.3,20,11.8,11,2.7,3,48566,64380
3100000US33700,33700,2007,5.6,5.6,12.5,9.9,15.7,20,13.1,12,3.3,2.5,50616,64275
3100000US33700,33700,2008,5.4,5.5,12.1,11.2,15.5,19.2,12.6,11.8,4.1,2.6,50359,66987
3100000US33700,33700,2009,5.6,6.8,12.4,10.6,16.1,19.2,11.9,11.6,3.6,2.3,48716,62281
310M100US33700,33700,2010,8.199999999999999,6.3,12.5,10.9,13.2,18.1,13.1,12.4,3,2.3,48044,62999
310M100US33700,33700,2011,7.1,7.9,11.9,13.5,14.1,17.9,11.1,11.2,2.9,2.4,44076,59266
310M100US33700,33700,2012,6.6,7.1,12.1,11.8,15.9,17.9,11.3,10.9,3.8,2.4,46405,62037
310M200US33700,33700,2013,6.5,7.4,11.9,11,14.6,18.7,10.3,11.7,4.7,3.2,47962,67565
310M200US33700,33700,2014,6.9,7.1,9.4,10.7,14.5,20.1,12.1,12.8,3.5,2.9,51084,65663
310M200US33700,33700,2015,4.9,6.4,10.9,10.9,13.8,19.1,13.6,12.3,4.4,3.6,52363,69743
310M300US33700,33700,2016,5,5,11.1,10.4,14.7,18,13.1,13.2,5.3,4.3,54305,73567
3100000US33740,33740,2006,15.6,9.4,12.9,11.7,14.5,16.6,9.300000000000001,7,2,.9,35285,48233
3100000US33740,33740,2007,15.3,9.1,12.1,11.6,15.5,15.7,8.300000000000001,8.4,2.2,1.9,36456,52665
3100000US33740,33740,2008,12.8,8.699999999999999,12.1,13.1,12.3,16.5,9.5,9.300000000000001,2.9,2.7,38133,57327
3100000US33740,33740,2009,13.9,8.4,13.8,11,13.7,17.1,9.300000000000001,9.1,2.1,1.6,37799,52003
310M100US33740,33740,2010,12.5,8.5,12.9,12,15.3,16.1,9.4,8.1,3.2,2,37819,54431
310M100US33740,33740,2011,14.5,8.6,13.9,13.8,11.6,15.2,7.6,9.800000000000001,3,1.9,34036,53028
