GEOID,MSA,year,num_hunits,num_hunits_owned,num_hunits_rented
3100000US10140,10140,2006,28616,18818,9798
3100000US10140,10140,2007,27388,19637,7751
3100000US10140,10140,2008,29044,18565,10479
3100000US10140,10140,2009,27759,18319,9440
310M100US10140,10140,2010,28376,19916,8460
310M100US10140,10140,2011,25619,18414,7205
310M100US10140,10140,2012,27880,19704,8176
310M200US10140,10140,2013,26815,17840,8975
310M200US10140,10140,2014,27401,17764,9637
310M200US10140,10140,2015,27430,17697,9733
310M300US10140,10140,2016,27330,19579,7751
3100000US10180,10180,2006,59850,39716,20134
3100000US10180,10180,2007,60692,40202,20490
3100000US10180,10180,2008,59960,39853,20107
3100000US10180,10180,2009,58052,37617,20435
310M100US10180,10180,2010,59857,37501,22356
310M100US10180,10180,2011,58974,39635,19339
310M100US10180,10180,2012,60066,35970,24096
310M200US10180,10180,2013,60588,39089,21499
310M200US10180,10180,2014,59932,36872,23060
310M200US10180,10180,2015,59372,36046,23326
310M300US10180,10180,2016,59263,35715,23548
3100000US10300,10300,2006,37736,29012,8724
3100000US10300,10300,2007,38000,32146,5854
3100000US10300,10300,2008,37184,29485,7699
3100000US10300,10300,2009,36835,28867,7968
310M100US10300,10300,2010,36341,29431,6910
310M100US10300,10300,2011,38055,29392,8663
310M100US10300,10300,2012,37998,28534,9464
310M200US10300,10300,2013,37270,28932,8338
310M200US10300,10300,2014,38483,28540,9943
310M200US10300,10300,2015,37016,29309,7707
310M300US10300,10300,2016,37781,29762,8019
3100000US10380,10380,2006,97900,71882,26018
3100000US10380,10380,2007,96218,73293,22925
3100000US10380,10380,2008,90763,66747,24016
3100000US10380,10380,2009,91805,68535,23270
310M100US10380,10380,2010,108256,76275,31981
310M100US10380,10380,2011,103042,70071,32971
310M100US10380,10380,2012,99474,68002,31472
310M200US10380,10380,2013,110765,73887,36878
310M200US10380,10380,2014,108557,70468,38089
310M200US10380,10380,2015,109586,72228,37358
310M300US10380,10380,2016,110316,73175,37141
3100000US10420,10420,2006,280837,196646,84191
3100000US10420,10420,2007,281669,196521,85148
3100000US10420,10420,2008,281731,193153,88578
3100000US10420,10420,2009,281769,191679,90090
310M100US10420,10420,2010,281523,194366,87157
310M100US10420,10420,2011,274696,186106,88590
310M100US10420,10420,2012,280887,188149,92738
310M200US10420,10420,2013,281324,185369,95955
310M200US10420,10420,2014,283364,186105,97259
310M200US10420,10420,2015,282456,184981,97475
310M300US10420,10420,2016,284670,186734,97936
310M100US10460,10460,2011,25312,16022,9290
310M100US10460,10460,2012,22769,14608,8161
310M200US10460,10460,2013,23176,15246,7930
310M200US10460,10460,2014,23190,14777,8413
310M200US10460,10460,2015,23919,15499,8420
310M300US10460,10460,2016,22384,15152,7232
3100000US10500,10500,2006,61158,34718,26440
3100000US10500,10500,2007,60777,34189,26588
3100000US10500,10500,2008,60893,36495,24398
3100000US10500,10500,2009,60101,36028,24073
310M100US10500,10500,2010,60263,35667,24596
310M100US10500,10500,2011,58438,32023,26415
310M100US10500,10500,2012,57699,32652,25047
310M200US10500,10500,2013,56505,30923,25582
310M200US10500,10500,2014,57795,31235,26560
310M200US10500,10500,2015,57597,31505,26092
310M300US10500,10500,2016,57228,30393,26835
3100000US10540,10540,2006,42668,28984,13684
3100000US10540,10540,2007,44444,30369,14075
3100000US10540,10540,2008,42569,27892,14677
3100000US10540,10540,2009,43953,30325,13628
310M100US10540,10540,2010,45489,30438,15051
310M100US10540,10540,2011,45399,28866,16533
310M100US10540,10540,2012,43905,29677,14228
310M200US10540,10540,2013,43911,28243,15668
310M200US10540,10540,2014,45907,30662,15245
310M200US10540,10540,2015,46315,27464,18851
310M300US10540,10540,2016,46645,30324,16321
3100000US10580,10580,2006,337905,221077,116828
3100000US10580,10580,2007,337307,225669,111638
3100000US10580,10580,2008,337729,226463,111266
3100000US10580,10580,2009,336492,224144,112348
310M100US10580,10580,2010,348634,225850,122784
310M100US10580,10580,2011,345662,228119,117543
310M100US10580,10580,2012,342705,221169,121536
310M200US10580,10580,2013,347942,225196,122746
310M200US10580,10580,2014,347291,222211,125080
310M200US10580,10580,2015,342766,218962,123804
310M300US10580,10580,2016,343069,216144,126925
3100000US10700,10700,2006,32397,24827,7570
3100000US10700,10700,2007,33737,24664,9073
3100000US10700,10700,2008,32519,23214,9305
3100000US10700,10700,2009,32651,23278,9373
310M100US10700,10700,2010,35024,24796,10228
310M100US10700,10700,2011,33750,25136,8614
310M100US10700,10700,2012,33802,24341,9461
310M200US10700,10700,2013,33738,24523,9215
310M200US10700,10700,2014,34872,23474,11398
310M200US10700,10700,2015,33972,24887,9085
310M300US10700,10700,2016,34726,23374,11352
3100000US10740,10740,2006,318482,218800,99682
3100000US10740,10740,2007,322464,220936,101528
3100000US10740,10740,2008,331371,224622,106749
3100000US10740,10740,2009,334647,224529,110118
310M100US10740,10740,2010,344800,230349,114451
310M100US10740,10740,2011,345157,229639,115518
310M100US10740,10740,2012,344869,230429,114440
310M200US10740,10740,2013,336614,221382,115232
310M200US10740,10740,2014,342552,224591,117961
310M200US10740,10740,2015,342590,227921,114669
310M300US10740,10740,2016,343912,234348,109564
3100000US10780,10780,2006,55546,37650,17896
3100000US10780,10780,2007,58013,39028,18985
3100000US10780,10780,2008,55444,38624,16820
3100000US10780,10780,2009,56272,38486,17786
310M100US10780,10780,2010,54774,36786,17988
310M100US10780,10780,2011,51981,35452,16529
310M100US10780,10780,2012,57277,38008,19269
310M200US10780,10780,2013,55320,36165,19155
310M200US10780,10780,2014,53802,34153,19649
310M200US10780,10780,2015,54406,31228,23178
310M300US10780,10780,2016,55246,33568,21678
3100000US10880,10880,2006,41642,35295,6347
3100000US10880,10880,2007,41008,33935,7073
3100000US10880,10880,2008,41648,33921,7727
3100000US10880,10880,2009,41660,34378,7282
310M100US10880,10880,2010,41724,34248,7476
310M100US10880,10880,2011,40921,33727,7194
310M100US10880,10880,2012,42930,34073,8857
3100000US10900,10900,2006,305792,224503,81289
3100000US10900,10900,2007,308726,223014,85712
3100000US10900,10900,2008,311209,229340,81869
3100000US10900,10900,2009,306116,222240,83876
310M100US10900,10900,2010,311470,223955,87515
310M100US10900,10900,2011,312237,223811,88426
310M100US10900,10900,2012,314173,218965,95208
310M200US10900,10900,2013,313226,217571,95655
310M200US10900,10900,2014,315376,220337,95039
310M200US10900,10900,2015,314985,217420,97565
310M300US10900,10900,2016,317457,216007,101450
3100000US11020,11020,2006,50528,37443,13085
3100000US11020,11020,2007,51231,36501,14730
3100000US11020,11020,2008,50854,36557,14297
3100000US11020,11020,2009,53155,38844,14311
310M100US11020,11020,2010,52111,37314,14797
310M100US11020,11020,2011,50849,37869,12980
310M100US11020,11020,2012,50098,35283,14815
310M200US11020,11020,2013,51284,36692,14592
310M200US11020,11020,2014,49678,35525,14153
310M200US11020,11020,2015,52830,37290,15540
310M300US11020,11020,2016,51154,35090,16064
3100000US11100,11100,2006,87290,56566,30724
3100000US11100,11100,2007,86729,55544,31185
3100000US11100,11100,2008,88099,57098,31001
3100000US11100,11100,2009,88271,56811,31460
310M100US11100,11100,2010,94287,60160,34127
310M100US11100,11100,2011,94589,61745,32844
310M100US11100,11100,2012,94559,60288,34271
310M200US11100,11100,2013,96382,61708,34674
310M200US11100,11100,2014,95667,61473,34194
310M200US11100,11100,2015,95626,60980,34646
310M300US11100,11100,2016,95619,60329,35290
3100000US11180,11180,2006,31909,18144,13765
3100000US11180,11180,2007,32272,18021,14251
3100000US11180,11180,2008,32769,18131,14638
3100000US11180,11180,2009,32434,18537,13897
310M100US11180,11180,2010,35851,18667,17184
310M100US11180,11180,2011,34794,19154,15640
310M100US11180,11180,2012,35541,19882,15659
310M200US11180,11180,2013,36340,18737,17603
310M200US11180,11180,2014,35880,18595,17285
310M200US11180,11180,2015,37264,19868,17396
310M300US11180,11180,2016,37350,19327,18023
3100000US11260,11260,2006,123892,79742,44150
3100000US11260,11260,2007,125039,80156,44883
3100000US11260,11260,2008,126126,83386,42740
3100000US11260,11260,2009,126818,83060,43758
310M100US11260,11260,2010,135320,88256,47064
310M100US11260,11260,2011,139979,88296,51683
310M100US11260,11260,2012,137052,87094,49958
310M200US11260,11260,2013,133717,84337,49380
310M200US11260,11260,2014,135449,84469,50980
310M200US11260,11260,2015,135601,87689,47912
310M300US11260,11260,2016,135554,87412,48142
3100000US11300,11300,2006,51975,37692,14283
3100000US11300,11300,2007,51598,37599,13999
3100000US11300,11300,2008,51759,39836,11923
3100000US11300,11300,2009,51043,37640,13403
310M100US11300,11300,2010,50641,35707,14934
310M100US11300,11300,2011,49713,35043,14670
310M100US11300,11300,2012,49124,34108,15016
3100000US11340,11340,2006,69306,51333,17973
3100000US11340,11340,2007,70116,52622,17494
3100000US11340,11340,2008,71728,54922,16806
3100000US11340,11340,2009,73101,52637,20464
310M100US11340,11340,2010,73794,53622,20172
310M100US11340,11340,2011,72551,51886,20665
310M100US11340,11340,2012,72363,53669,18694
3100000US11460,11460,2006,134052,84028,50024
3100000US11460,11460,2007,133075,87094,45981
3100000US11460,11460,2008,134797,84266,50531
3100000US11460,11460,2009,134142,82749,51393
310M100US11460,11460,2010,132028,82391,49637
310M100US11460,11460,2011,134459,80577,53882
310M100US11460,11460,2012,137565,80672,56893
310M200US11460,11460,2013,137728,81821,55907
310M200US11460,11460,2014,137240,82580,54660
310M200US11460,11460,2015,138099,81042,57057
310M300US11460,11460,2016,140079,82939,57140
3100000US11500,11500,2006,46503,33457,13046
3100000US11500,11500,2007,46785,33088,13697
3100000US11500,11500,2008,46640,34892,11748
3100000US11500,11500,2009,46535,32906,13629
310M100US11500,11500,2010,45862,30941,14921
310M100US11500,11500,2011,44722,30699,14023
310M100US11500,11500,2012,45986,31455,14531
310M200US11500,11500,2013,43851,29414,14437
310M200US11500,11500,2014,46087,31712,14375
310M200US11500,11500,2015,44323,30753,13570
310M300US11500,11500,2016,43972,29321,14651
3100000US11540,11540,2006,85708,62992,22716
3100000US11540,11540,2007,85026,62813,22213
3100000US11540,11540,2008,86567,65124,21443
3100000US11540,11540,2009,86531,65136,21395
310M100US11540,11540,2010,88085,66654,21431
310M100US11540,11540,2011,86914,64412,22502
310M100US11540,11540,2012,87010,64590,22420
310M200US11540,11540,2013,89376,64891,24485
310M200US11540,11540,2014,90046,63962,26084
310M200US11540,11540,2015,90489,66679,23810
310M300US11540,11540,2016,92593,67679,24914
310M200US11640,11640,2013,68222,45499,22723
310M200US11640,11640,2014,64990,44240,20750
310M200US11640,11640,2015,66729,45759,20970
310M300US11640,11640,2016,66520,47512,19008
3100000US11700,11700,2006,166210,117975,48235
3100000US11700,11700,2007,172124,123457,48667
3100000US11700,11700,2008,176138,122858,53280
3100000US11700,11700,2009,172316,123612,48704
310M100US11700,11700,2010,181239,126621,54618
310M100US11700,11700,2011,180249,120258,59991
310M100US11700,11700,2012,178131,122667,55464
310M200US11700,11700,2013,182426,122104,60322
310M200US11700,11700,2014,182129,122265,59864
310M200US11700,11700,2015,184983,123167,61816
310M300US11700,11700,2016,186656,127543,59113
3100000US11780,11780,2006,39758,27605,12153
3100000US11780,11780,2007,38022,27517,10505
3100000US11780,11780,2008,38189,27019,11170
3100000US11780,11780,2009,37998,27381,10617
310M100US11780,11780,2010,38078,27623,10455
310M100US11780,11780,2011,39383,28049,11334
310M100US11780,11780,2012,39008,27949,11059
310M200US11780,11780,2013,39393,29005,10388
310M200US11780,11780,2014,38891,27085,11806
310M200US11780,11780,2015,37333,25704,11629
310M300US11780,11780,2016,38728,27825,10903
310M200US11900,11900,2015,22757,12782,9975
310M300US11900,11900,2016,21732,12917,8815
3100000US11980,11980,2006,29399,22361,7038
3100000US11980,11980,2007,29708,23966,5742
3100000US11980,11980,2008,30860,23533,7327
3100000US11980,11980,2009,30963,23589,7374
310M100US11980,11980,2010,29810,22753,7057
310M100US11980,11980,2011,29567,22069,7498
310M100US11980,11980,2012,29273,21224,8049
310M200US11980,11980,2013,28070,20211,7859
310M200US11980,11980,2014,30422,23119,7303
310M200US11980,11980,2015,29103,21088,8015
310M300US11980,11980,2016,30403,22982,7421
3100000US12020,12020,2006,69430,39520,29910
3100000US12020,12020,2007,69940,41803,28137
3100000US12020,12020,2008,66851,39541,27310
3100000US12020,12020,2009,64907,38578,26329
310M100US12020,12020,2010,64210,37959,26251
310M100US12020,12020,2011,66123,37421,28702
310M100US12020,12020,2012,67610,37944,29666
310M200US12020,12020,2013,71847,37014,34833
310M200US12020,12020,2014,71814,36924,34890
310M200US12020,12020,2015,76704,41003,35701
310M300US12020,12020,2016,78195,39773,38422
3100000US12060,12060,2006,1826990,1261351,565639
3100000US12060,12060,2007,1867083,1298668,568415
3100000US12060,12060,2008,1891993,1298850,593143
3100000US12060,12060,2009,1885202,1291011,594191
310M100US12060,12060,2010,1879479,1249819,629660
310M100US12060,12060,2011,1896087,1219873,676214
310M100US12060,12060,2012,1923727,1227569,696158
310M200US12060,12060,2013,1954348,1237449,716899
310M200US12060,12060,2014,1981447,1236658,744789
310M200US12060,12060,2015,2028705,1248726,779979
310M300US12060,12060,2016,2062798,1264846,797952
3100000US12100,12100,2006,103504,70698,32806
3100000US12100,12100,2007,103197,72038,31159
3100000US12100,12100,2008,101076,73110,27966
3100000US12100,12100,2009,101681,71846,29835
310M100US12100,12100,2010,100096,73515,26581
310M100US12100,12100,2011,99762,66755,33007
310M100US12100,12100,2012,100065,64897,35168
310M200US12100,12100,2013,101721,67645,34076
310M200US12100,12100,2014,101937,67981,33956
310M200US12100,12100,2015,101813,69152,32661
310M300US12100,12100,2016,96777,65459,31318
3100000US12180,12180,2006,31818,23012,8806
3100000US12180,12180,2007,31468,22950,8518
3100000US12180,12180,2008,31088,22011,9077
3100000US12180,12180,2009,32470,22879,9591
310M100US12180,12180,2010,30975,22879,8096
310M100US12180,12180,2011,31533,22547,8986
310M100US12180,12180,2012,30354,21703,8651
310M200US12180,12180,2013,30784,22224,8560
310M200US12180,12180,2014,31290,21833,9457
310M200US12180,12180,2015,31368,22034,9334
310M300US12180,12180,2016,30966,21833,9133
3100000US12220,12220,2006,52223,33816,18407
3100000US12220,12220,2007,55735,33557,22178
3100000US12220,12220,2008,55986,36800,19186
3100000US12220,12220,2009,56150,34307,21843
310M100US12220,12220,2010,55073,35050,20023
310M100US12220,12220,2011,56274,34167,22107
310M100US12220,12220,2012,55520,34532,20988
310M200US12220,12220,2013,56840,32878,23962
310M200US12220,12220,2014,57880,33558,24322
310M200US12220,12220,2015,58191,33789,24402
310M300US12220,12220,2016,59354,34720,24634
3100000US12260,12260,2006,196092,137539,58553
3100000US12260,12260,2007,200132,138672,61460
3100000US12260,12260,2008,197783,138731,59052
3100000US12260,12260,2009,201260,136200,65060
310M100US12260,12260,2010,206641,139695,66946
310M100US12260,12260,2011,207222,138991,68231
310M100US12260,12260,2012,204147,135425,68722
310M200US12260,12260,2013,204221,136979,67242
310M200US12260,12260,2014,208479,138872,69607
310M200US12260,12260,2015,210854,140520,70334
310M300US12260,12260,2016,219167,144131,75036
3100000US12300,12300,2006,51207,36414,14793
3100000US12300,12300,2007,50450,37072,13378
3100000US12300,12300,2008,48859,35928,12931
3100000US12300,12300,2009,52054,37365,14689
310M100US12300,12300,2010,51225,36515,14710
310M100US12300,12300,2011,51808,36556,15252
310M100US12300,12300,2012,51547,36092,15455
310M200US12300,12300,2013,50670,35354,15316
310M200US12300,12300,2014,50219,35852,14367
310M200US12300,12300,2015,51121,35826,15295
310M300US12300,12300,2016,47791,33690,14101
3100000US12420,12420,2006,560280,337496,222784
3100000US12420,12420,2007,583598,349024,234574
3100000US12420,12420,2008,603680,365596,238084
3100000US12420,12420,2009,614047,360198,253849
310M100US12420,12420,2010,647500,371932,275568
310M100US12420,12420,2011,663866,376355,287511
310M100US12420,12420,2012,665027,383417,281610
310M200US12420,12420,2013,688938,400914,288024
310M200US12420,12420,2014,703976,401992,301984
310M200US12420,12420,2015,723914,416469,307445
310M300US12420,12420,2016,741176,427223,313953
3100000US12540,12540,2006,238229,147483,90746
3100000US12540,12540,2007,239662,147822,91840
3100000US12540,12540,2008,244186,145468,98718
3100000US12540,12540,2009,241764,145330,96434
310M100US12540,12540,2010,252284,148939,103345
310M100US12540,12540,2011,254761,144094,110667
310M100US12540,12540,2012,255967,147900,108067
310M200US12540,12540,2013,257183,137511,119672
310M200US12540,12540,2014,261135,147728,113407
310M200US12540,12540,2015,263273,148991,114282
310M300US12540,12540,2016,270359,154029,116330
3100000US12580,12580,2006,1003904,689791,314113
3100000US12580,12580,2007,995655,688118,307537
3100000US12580,12580,2008,1005383,682184,323199
3100000US12580,12580,2009,1005051,683583,321468
310M100US12580,12580,2010,1022553,674751,347802
310M100US12580,12580,2011,1022508,682843,339665
310M100US12580,12580,2012,1034914,681857,353057
310M200US12580,12580,2013,1037921,684387,353534
310M200US12580,12580,2014,1032604,676381,356223
310M200US12580,12580,2015,1037443,680671,356772
310M300US12580,12580,2016,1045165,682832,362333
3100000US12620,12620,2006,60132,43291,16841
3100000US12620,12620,2007,61434,45007,16427
3100000US12620,12620,2008,61463,41570,19893
3100000US12620,12620,2009,61911,42656,19255
310M100US12620,12620,2010,60428,41858,18570
310M100US12620,12620,2011,62303,41084,21219
310M100US12620,12620,2012,63171,41133,22038
310M200US12620,12620,2013,62039,40592,21447
310M200US12620,12620,2014,61218,41939,19279
310M200US12620,12620,2015,59099,40544,18555
310M300US12620,12620,2016,60195,42995,17200
3100000US12700,12700,2006,98466,77889,20577
3100000US12700,12700,2007,97560,78531,19029
3100000US12700,12700,2008,93027,75556,17471
3100000US12700,12700,2009,99904,80680,19224
310M100US12700,12700,2010,93576,72481,21095
310M100US12700,12700,2011,94569,72494,22075
310M100US12700,12700,2012,89766,73236,16530
310M200US12700,12700,2013,94479,73293,21186
310M200US12700,12700,2014,95697,75965,19732
310M200US12700,12700,2015,97451,75441,22010
310M300US12700,12700,2016,92582,72842,19740
3100000US12940,12940,2006,279234,189507,89727
3100000US12940,12940,2007,287639,198398,89241
3100000US12940,12940,2008,293615,200617,92998
3100000US12940,12940,2009,294764,199744,95020
310M100US12940,12940,2010,291692,201706,89986
310M100US12940,12940,2011,294852,204753,90099
310M100US12940,12940,2012,298690,201773,96917
310M200US12940,12940,2013,301385,204773,96612
310M200US12940,12940,2014,305096,200073,105023
310M200US12940,12940,2015,300535,208849,91686
310M300US12940,12940,2016,296740,197479,99261
3100000US12980,12980,2006,53762,40645,13117
3100000US12980,12980,2007,54146,38964,15182
3100000US12980,12980,2008,52624,36659,15965
3100000US12980,12980,2009,54528,38489,16039
310M100US12980,12980,2010,52600,37953,14647
310M100US12980,12980,2011,51814,35513,16301
310M100US12980,12980,2012,53182,35926,17256
310M200US12980,12980,2013,52980,36561,16419
310M200US12980,12980,2014,52385,37308,15077
310M200US12980,12980,2015,53076,36763,16313
310M300US12980,12980,2016,52888,36599,16289
3100000US13020,13020,2006,44961,36153,8808
3100000US13020,13020,2007,43987,35079,8908
3100000US13020,13020,2008,43344,33464,9880
3100000US13020,13020,2009,44589,35514,9075
310M100US13020,13020,2010,44064,34330,9734
310M100US13020,13020,2011,43084,34223,8861
310M100US13020,13020,2012,43967,34067,9900
310M200US13020,13020,2013,44918,34344,10574
310M200US13020,13020,2014,42706,33533,9173
310M200US13020,13020,2015,42799,32907,9892
310M300US13020,13020,2016,43876,35677,8199
3100000US13140,13140,2006,142716,99353,43363
3100000US13140,13140,2007,141857,99151,42706
3100000US13140,13140,2008,146699,102253,44446
3100000US13140,13140,2009,150564,100046,50518
310M100US13140,13140,2010,140356,94933,45423
310M100US13140,13140,2011,144011,99119,44892
310M100US13140,13140,2012,143663,100048,43615
310M200US13140,13140,2013,150700,102716,47984
310M200US13140,13140,2014,152806,101996,50810
310M200US13140,13140,2015,153283,103305,49978
310M300US13140,13140,2016,152244,99938,52306
3100000US13180,13180,2006,32917,24257,8660
3100000US13180,13180,2007,34235,24962,9273
3100000US13180,13180,2008,34561,25000,9561
3100000US13180,13180,2009,34087,25250,8837
310M100US13180,13180,2010,33256,24107,9149
310M100US13180,13180,2011,32762,24033,8729
310M100US13180,13180,2012,33183,25382,7801
310M200US13180,13180,2013,31784,22718,9066
310M200US13180,13180,2014,33273,23888,9385
310M200US13180,13180,2015,34805,23837,10968
310M300US13180,13180,2016,34648,23914,10734
3100000US13220,13220,2006,32302,24102,8200
3100000US13220,13220,2007,30515,23786,6729
3100000US13220,13220,2008,32394,25049,7345
3100000US13220,13220,2009,32614,23980,8634
310M100US13220,13220,2010,31514,24087,7427
310M100US13220,13220,2011,32121,23089,9032
310M100US13220,13220,2012,30834,22714,8120
310M200US13220,13220,2013,47633,35482,12151
310M200US13220,13220,2014,49335,37782,11553
310M200US13220,13220,2015,49070,35796,13274
310M300US13220,13220,2016,47940,35492,12448
3100000US13380,13380,2006,74795,46545,28250
3100000US13380,13380,2007,75759,46474,29285
3100000US13380,13380,2008,76031,46716,29315
3100000US13380,13380,2009,77437,48376,29061
310M100US13380,13380,2010,80288,49116,31172
310M100US13380,13380,2011,79958,51859,28099
310M100US13380,13380,2012,79029,49232,29797
310M200US13380,13380,2013,78330,48982,29348
310M200US13380,13380,2014,81973,51213,30760
310M200US13380,13380,2015,80023,50981,29042
310M300US13380,13380,2016,84011,49830,34181
3100000US13460,13460,2006,59676,41573,18103
3100000US13460,13460,2007,62622,42845,19777
3100000US13460,13460,2008,63383,42755,20628
3100000US13460,13460,2009,63885,43972,19913
310M100US13460,13460,2010,64120,41634,22486
310M100US13460,13460,2011,64678,40880,23798
310M100US13460,13460,2012,66086,42364,23722
310M200US13460,13460,2013,65065,41646,23419
310M200US13460,13460,2014,66218,43461,22757
310M200US13460,13460,2015,69424,44564,24860
310M300US13460,13460,2016,71262,47855,23407
3100000US13740,13740,2006,58418,42398,16020
3100000US13740,13740,2007,59079,42820,16259
3100000US13740,13740,2008,60295,41271,19024
3100000US13740,13740,2009,61426,43228,18198
310M100US13740,13740,2010,65861,45947,19914
310M100US13740,13740,2011,63921,45253,18668
310M100US13740,13740,2012,65215,44965,20250
310M200US13740,13740,2013,66597,43923,22674
310M200US13740,13740,2014,66824,45475,21349
310M200US13740,13740,2015,68021,45911,22110
310M300US13740,13740,2016,69484,48685,20799
3100000US13780,13780,2006,101502,70761,30741
3100000US13780,13780,2007,99267,68528,30739
3100000US13780,13780,2008,98248,67763,30485
3100000US13780,13780,2009,99339,67821,31518
310M100US13780,13780,2010,100830,70807,30023
310M100US13780,13780,2011,100142,68536,31606
310M100US13780,13780,2012,101258,69879,31379
310M200US13780,13780,2013,96729,67539,29190
310M200US13780,13780,2014,99298,66277,33021
310M200US13780,13780,2015,97883,65968,31915
310M300US13780,13780,2016,96261,63945,32316
3100000US13820,13820,2006,426691,313029,113662
3100000US13820,13820,2007,431741,311647,120094
3100000US13820,13820,2008,432089,310765,121324
3100000US13820,13820,2009,445499,313964,131535
310M100US13820,13820,2010,430441,304304,126137
310M100US13820,13820,2011,433066,303215,129851
310M100US13820,13820,2012,437667,303883,133784
310M200US13820,13820,2013,431462,297170,134292
310M200US13820,13820,2014,439531,296688,142843
310M200US13820,13820,2015,441762,304498,137264
310M300US13820,13820,2016,438479,304437,134042
3100000US13900,13900,2006,42282,29860,12422
3100000US13900,13900,2007,42170,28882,13288
3100000US13900,13900,2008,42273,30891,11382
3100000US13900,13900,2009,43837,32261,11576
310M100US13900,13900,2010,44857,33951,10906
310M100US13900,13900,2011,45689,33119,12570
310M100US13900,13900,2012,46991,34096,12895
310M200US13900,13900,2013,50980,37135,13845
310M200US13900,13900,2014,53813,37242,16571
310M200US13900,13900,2015,55092,37334,17758
310M300US13900,13900,2016,54085,37547,16538
3100000US13980,13980,2006,58647,36242,22405
3100000US13980,13980,2007,62089,38362,23727
3100000US13980,13980,2008,62291,38873,23418
3100000US13980,13980,2009,60904,35808,25096
310M100US13980,13980,2010,62446,40167,22279
310M100US13980,13980,2011,61522,36250,25272
310M100US13980,13980,2012,63346,36897,26449
310M200US13980,13980,2013,69246,42236,27010
310M200US13980,13980,2014,67185,41064,26121
310M200US13980,13980,2015,69396,42867,26529
310M300US13980,13980,2016,70441,42619,27822
310M200US14010,14010,2013,72165,49365,22800
310M200US14010,14010,2014,72551,46970,25581
310M200US14010,14010,2015,72767,47847,24920
310M300US14010,14010,2016,71716,47444,24272
3100000US14020,14020,2006,66384,43564,22820
3100000US14020,14020,2007,70431,44459,25972
3100000US14020,14020,2008,74805,46417,28388
3100000US14020,14020,2009,75989,45896,30093
310M100US14020,14020,2010,74442,46088,28354
310M100US14020,14020,2011,75591,46272,29319
310M100US14020,14020,2012,76163,46111,30052
310M200US14020,14020,2013,61647,34128,27519
310M200US14020,14020,2014,61929,35715,26214
310M200US14020,14020,2015,62702,35698,27004
310M300US14020,14020,2016,64040,37458,26582
3100000US14060,14060,2006,61700,41428,20272
3100000US14060,14060,2007,62671,42651,20020
3100000US14060,14060,2008,62806,42756,20050
3100000US14060,14060,2009,63982,42396,21586
310M100US14060,14060,2010,61576,42229,19347
310M100US14060,14060,2011,63240,41959,21281
310M100US14060,14060,2012,65744,43312,22432
3100000US14100,14100,2006,32870,25142,7728
3100000US14100,14100,2007,32603,24008,8595
3100000US14100,14100,2008,32540,23685,8855
3100000US14100,14100,2009,33584,23635,9949
310M100US14100,14100,2010,33929,23927,10002
310M100US14100,14100,2011,32928,23613,9315
310M100US14100,14100,2012,33705,24501,9204
310M200US14100,14100,2013,33976,23896,10080
310M200US14100,14100,2014,33873,24338,9535
310M200US14100,14100,2015,33140,23624,9516
310M300US14100,14100,2016,33824,23176,10648
3100000US14140,14140,2006,42978,32169,10809
3100000US14140,14140,2007,42417,31390,11027
3100000US14140,14140,2008,43033,30488,12545
3100000US14140,14140,2009,43779,31913,11866
310M100US14140,14140,2010,44395,32371,12024
310M100US14140,14140,2011,44410,31391,13019
310M100US14140,14140,2012,43794,30910,12884
310M200US14140,14140,2013,43087,31881,11206
310M200US14140,14140,2014,42039,31614,10425
310M200US14140,14140,2015,41838,30472,11366
310M300US14140,14140,2016,40816,29070,11746
3100000US14260,14260,2006,213517,153753,59764
3100000US14260,14260,2007,219026,156285,62741
3100000US14260,14260,2008,220397,155546,64851
3100000US14260,14260,2009,218186,153774,64412
310M100US14260,14260,2010,225007,153423,71584
310M100US14260,14260,2011,227276,154917,72359
310M100US14260,14260,2012,231388,153057,78331
310M200US14260,14260,2013,233789,159103,74686
310M200US14260,14260,2014,240402,161692,78710
310M200US14260,14260,2015,245109,167604,77505
310M300US14260,14260,2016,251142,170925,80217
3100000US14460,14460,2006,1684493,1082956,601537
3100000US14460,14460,2007,1684749,1091078,593671
3100000US14460,14460,2008,1707169,1087679,619490
3100000US14460,14460,2009,1705413,1081916,623497
310M100US14460,14460,2010,1745690,1076626,669064
310M100US14460,14460,2011,1761868,1080710,681158
310M100US14460,14460,2012,1757711,1077125,680586
310M200US14460,14460,2013,1763437,1070637,692800
310M200US14460,14460,2014,1777817,1087964,689853
310M200US14460,14460,2015,1782655,1090903,691752
310M300US14460,14460,2016,1803269,1106093,697176
3100000US14500,14500,2006,112947,74561,38386
3100000US14500,14500,2007,114056,75173,38883
3100000US14500,14500,2008,118434,77053,41381
3100000US14500,14500,2009,117222,75110,42112
310M100US14500,14500,2010,119774,74564,45210
310M100US14500,14500,2011,118559,77825,40734
310M100US14500,14500,2012,121743,74639,47104
310M200US14500,14500,2013,123498,78168,45330
310M200US14500,14500,2014,123690,75661,48029
310M200US14500,14500,2015,124615,74800,49815
310M300US14500,14500,2016,123820,80109,43711
3100000US14540,14540,2006,43733,28811,14922
3100000US14540,14540,2007,45776,30415,15361
3100000US14540,14540,2008,47135,29009,18126
3100000US14540,14540,2009,47479,30343,17136
310M100US14540,14540,2010,47972,28525,19447
