GEOID,MSA,year,pct16_manuf,pct16_info,pct16_finance,pct16_prof,pct16_edhealth
3100000US10140,10140,2006,,,,,
3100000US10140,10140,2007,,,,,
3100000US10140,10140,2008,,,,,
3100000US10140,10140,2009,,,,,
310M100US10140,10140,2010,,,,,
310M100US10140,10140,2011,,,,,
310M100US10140,10140,2012,,,,,
310M200US10140,10140,2013,,,,,
310M200US10140,10140,2014,,,,,
310M200US10140,10140,2015,,,,,
310M300US10140,10140,2016,,,,,
3100000US10180,10180,2006,3.344812742143779,1.236906299325585,7.788778877887789,6.36246233318984,28.72865547424308
3100000US10180,10180,2007,,,,,
3100000US10180,10180,2008,,,,,
3100000US10180,10180,2009,6.702096250369058,1.675875546557566,5.026220703811492,7.694686968380503,29.36015858956515
310M100US10180,10180,2010,4.202827748721191,1.534570952353584,7.254727283177194,7.825162365653199,29.61951836312432
310M100US10180,10180,2011,,,,,
310M100US10180,10180,2012,6.174559640966224,.6834548201164513,5.184576800668789,7.09561034275406,24.4518428347242
310M200US10180,10180,2013,4.102024357905385,1.267103158873139,6.444866660287866,4.908486994081384,27.08757637474542
310M200US10180,10180,2014,,,,,
310M200US10180,10180,2015,5.144804554910763,.8170918646665937,6.204149786488558,6.412186576152415,29.59460199277346
310M300US10180,10180,2016,,,,,
3100000US10300,10300,2006,,,,,
3100000US10300,10300,2007,,,,,
3100000US10300,10300,2008,,,,,
3100000US10300,10300,2009,,,,,
310M100US10300,10300,2010,,,,,
310M100US10300,10300,2011,,,,,
310M100US10300,10300,2012,,,,,
310M200US10300,10300,2013,,,,,
310M200US10300,10300,2014,,,,,
310M200US10300,10300,2015,,,,,
310M300US10300,10300,2016,22.87844163911876,1.426574667761187,3.64076054400639,8.856743504980809,24.23623899008275
3100000US10380,10380,2006,13.76659844843177,.9066679358431298,3.756365713197849,5.153253057922041,20.94974061206035
3100000US10380,10380,2007,12.61637353384172,1.448072201994806,3.978937131607348,4.842324980134963,24.91727843072143
3100000US10380,10380,2008,12.9285730095841,.8588060824719449,4.098142942517542,7.943956262865491,23.67803625578255
3100000US10380,10380,2009,,,,,
310M100US10380,10380,2010,,,,,
310M100US10380,10380,2011,,,,,
310M100US10380,10380,2012,,,,,
310M200US10380,10380,2013,,,,,
310M200US10380,10380,2014,,,,,
310M200US10380,10380,2015,,,,,
310M300US10380,10380,2016,,,,,
3100000US10420,10420,2006,16.71263416764348,2.05532188742559,6.650635500701005,8.831793422050611,21.60759842791147
3100000US10420,10420,2007,18.58709282318976,2.129421714152401,5.495027849873145,9.228660581493687,23.0363652270275
3100000US10420,10420,2008,17.43134082660176,2.078262815954032,5.872402879817759,10.01589509801977,22.51777219292852
3100000US10420,10420,2009,17.61058971171918,1.955397834741412,6.032220681041678,9.790199292658176,24.42220741087673
310M100US10420,10420,2010,15.54516705623539,1.92492781520693,6.869242403409872,8.970163618864293,24.61921566830133
310M100US10420,10420,2011,15.68829562438798,1.654686509969653,6.177940949095198,8.59842777496506,24.76178638233627
310M100US10420,10420,2012,16.7471515543925,1.354004610270291,5.836278450733356,9.743017898520097,23.45572431902591
310M200US10420,10420,2013,16.71305771592305,1.832641366001988,6.124495643529619,9.274896204900299,23.35886790246185
310M200US10420,10420,2014,15.31348215005238,1.945880294256473,5.843684883091766,10.01721101044173,24.51734340282975
310M200US10420,10420,2015,16.29615214815159,1.915502939331273,6.27715686502312,10.07388990868323,23.29420033924298
310M300US10420,10420,2016,16.19714222702,2.033928799433553,5.382700142772574,9.065478055971491,24.47446924585902
310M100US10460,10460,2011,,,,,
310M100US10460,10460,2012,,,,,
310M200US10460,10460,2013,,,,,
310M200US10460,10460,2014,,,,,
310M200US10460,10460,2015,,,,,
310M300US10460,10460,2016,,,,,
3100000US10500,10500,2006,,,,,
3100000US10500,10500,2007,,,,,
3100000US10500,10500,2008,,,,,
3100000US10500,10500,2009,,,,,
310M100US10500,10500,2010,,,,,
310M100US10500,10500,2011,,,,,
310M100US10500,10500,2012,10.20593122199285,2.420153399459577,4.600305456254301,8.342983736971956,24.90475471191447
310M200US10500,10500,2013,,,,,
310M200US10500,10500,2014,,,,,
310M200US10500,10500,2015,,,,,
310M300US10500,10500,2016,,,,,
3100000US10540,10540,2006,,,,,
3100000US10540,10540,2007,,,,,
3100000US10540,10540,2008,,,,,
3100000US10540,10540,2009,,,,,
310M100US10540,10540,2010,,,,,
310M100US10540,10540,2011,,,,,
310M100US10540,10540,2012,,,,,
310M200US10540,10540,2013,,,,,
310M200US10540,10540,2014,,,,,
310M200US10540,10540,2015,,,,,
310M300US10540,10540,2016,,,,,
3100000US10580,10580,2006,6.583495192830801,2.571308851071514,7.730131794915721,9.671519750717081,25.79272569850379
3100000US10580,10580,2007,7.206656889923037,2.549491850252617,7.009645402637855,9.883448470421465,25.22213336628515
3100000US10580,10580,2008,6.557841380044819,2.097802270013301,7.736807162166143,9.295543586385358,26.28280223602428
3100000US10580,10580,2009,6.98169324650018,2.036725389373971,7.622452927821883,9.058509820009231,28.01697815030465
310M100US10580,10580,2010,6.123838337683437,2.07558795632819,7.324559277952012,9.807926189009123,27.70566067344683
310M100US10580,10580,2011,6.627882912920509,2.069028949849387,6.587412909011474,9.955391018418451,27.88245303410058
310M100US10580,10580,2012,7.012964028140348,1.829448627098475,7.144770026477635,9.913627482715018,27.02907882511021
310M200US10580,10580,2013,7.112958125177881,1.877969035261668,7.323292508254872,10.74949846009316,25.73345149698382
310M200US10580,10580,2014,7.643245952493301,2.299927527560975,6.216374255802875,10.24841565314374,27.6989210411648
310M200US10580,10580,2015,6.884692810310507,2.188058795083166,7.054735208448139,10.21581439287441,26.81294211585825
310M300US10580,10580,2016,6.888396419545352,1.923816425013392,6.266462467241773,11.25771582641863,27.05123731070247
3100000US10700,10700,2006,,,,,
3100000US10700,10700,2007,,,,,
3100000US10700,10700,2008,,,,,
3100000US10700,10700,2009,,,,,
310M100US10700,10700,2010,,,,,
310M100US10700,10700,2011,,,,,
310M100US10700,10700,2012,20.03847386983007,2.105375654590146,4.071817890349471,8.18638452495458,19.94228919525489
310M200US10700,10700,2013,,,,,
310M200US10700,10700,2014,,,,,
310M200US10700,10700,2015,,,,,
310M300US10700,10700,2016,,,,,
3100000US10740,10740,2006,6.613993770417078,2.752665299197245,6.048519840968371,13.24925928739649,21.19248398288131
3100000US10740,10740,2007,7.472675807664375,2.469763109068372,6.289889214803181,12.6511202983014,21.54960697815861
3100000US10740,10740,2008,7.732852882703778,2.071073558648111,5.104125248508947,12.80715705765408,23.18886679920477
3100000US10740,10740,2009,6.671382422021914,2.334547972432757,6.746352969306908,12.42941933941234,22.80723602770672
310M100US10740,10740,2010,5.218857727575279,2.055951281057829,4.646628716756574,12.78574196048043,24.47545674008285
310M100US10740,10740,2011,5.992052613644807,2.141336400925402,5.161445696702936,13.50415175357466,24.46780437439312
310M100US10740,10740,2012,6.417121697106634,1.602711353794013,5.242954873532919,12.29121948157911,26.38473608234482
310M200US10740,10740,2013,6.63303507685266,1.830085845130509,5.089265502993759,12.64716929973159,24.94135615903364
310M200US10740,10740,2014,5.161579668618413,1.888625887629251,5.275196212781861,12.99912794319173,26.21776504297994
310M200US10740,10740,2015,3.992122855810257,1.875016965966887,5.174681595072343,13.77365055784099,24.50551918326452
310M300US10740,10740,2016,4.387039626815196,1.945837174540439,5.779983680385894,14.22141239279722,26.27818924494104
