GEOID,MSA,year,num_fam,poor_fam,poor_fam_kid18,num_fam_singlemom_kid18,poor_fam_singlemom_kid18,famhead_worked_full,fam_cash_assist,fam_social_sec
3100000US16940,16940,2007,23214,3.2,5.7,2988,5.3,13057,810,5777
3100000US16940,16940,2008,20852,6.8,11.3,2669,35.1,14333,,
3100000US16940,16940,2009,23843,7.6,10.7,2231,31.7,13726,938,6498
310M100US16940,16940,2010,24827,10,13.6,3075,40.5,15497,1149,5809
310M100US16940,16940,2011,23390,5.9,12.8,2263,47.5,13766,573,5143
310M100US16940,16940,2012,23598,7.3,14.7,3333,40.2,13352,1096,5995
310M200US16940,16940,2013,24724,7.2,11.2,2638,41.5,14418,609,6633
310M200US16940,16940,2014,25150,8.300000000000001,11.5,2128,46.4,14209,1674,7251
310M200US16940,16940,2015,24226,8.300000000000001,11.1,3253,28.8,15267,752,6776
310M300US16940,16940,2016,25470,5.2,7.5,2750,24.5,14613,1249,6549
3100000US16980,16980,2006,2277541,9,13.5,300467,35.2,1239514,108638,468488
3100000US16980,16980,2007,2296677,8.5,12.6,305096,31.9,1248945,102934,471437
3100000US16980,16980,2008,2272976,8.9,13.2,299152,33.9,1320708,104774,467406
3100000US16980,16980,2009,2246341,9.6,14.6,291819,35.5,1227583,122169,478267
310M100US16980,16980,2010,2266231,10,15.5,291766,36.2,1195560,154330,496991
310M100US16980,16980,2011,2252260,11.1,17.3,302536,39.2,1193338,144775,494431
310M100US16980,16980,2012,2260927,11.1,16.9,293920,40,1230062,155854,509571
310M200US16980,16980,2013,2266605,10.8,16.8,288242,39.8,1201829,163761,522825
310M200US16980,16980,2014,2272795,10.5,16.3,286509,38.8,1215619,153657,534594
310M200US16980,16980,2015,2269030,10,15.7,286508,37.6,1233022,148601,542932
310M300US16980,16980,2016,2260239,9.300000000000001,14,273585,35.3,1251777,153739,553263
3100000US17020,17020,2006,48587,10.2,16.2,6500,33.6,19524,4371,15761
3100000US17020,17020,2007,53003,11,17.6,7031,41.6,19083,7750,15615
3100000US17020,17020,2008,53348,14.7,24.7,7320,50.9,21327,5973,15646
3100000US17020,17020,2009,50066,11.9,21.3,5869,45.6,19057,5139,15869
310M100US17020,17020,2010,51763,11,19.5,6246,28.5,19308,5276,16216
310M100US17020,17020,2011,50386,15.5,25.3,7882,44.3,18967,6423,17119
310M100US17020,17020,2012,52697,13.6,22.6,6324,41.8,19001,7183,17421
310M200US17020,17020,2013,49991,13.3,21.6,6574,44.4,18593,6856,16290
310M200US17020,17020,2014,48522,11.9,21,6097,48.7,19144,5767,15855
310M200US17020,17020,2015,50799,13.4,21.5,4027,46.6,20791,7193,17608
310M300US17020,17020,2016,50528,12,21.8,4733,55,19880,6415,18256
3100000US17060,17060,2006,18114,13.2,24.5,2544,44.9,8553,1277,4424
3100000US17060,17060,2007,17748,8.4,13.3,2087,31.4,8090,1373,5088
3100000US17060,17060,2008,19482,11.7,18.8,2837,39.5,9535,1245,4266
3100000US17060,17060,2009,17224,12.9,22.6,1229,53.9,7871,1273,4645
310M100US17060,17060,2010,18987,14.3,23.3,3064,43.5,8540,1549,4830
310M100US17060,17060,2011,19988,15,22.5,1852,48.6,8562,1619,5477
310M100US17060,17060,2012,18459,13.8,24.9,2140,58.1,8830,2010,4631
310M200US17060,17060,2013,20051,14.5,25.1,3457,56.2,8698,2058,6244
310M200US17060,17060,2014,19263,14.9,26,3426,54.8,8183,1948,5310
310M200US17060,17060,2015,18742,11.3,20.8,2757,51.1,9505,2261,5798
310M300US17060,17060,2016,19798,15.1,24.5,3091,40.3,9352,2508,6319
3100000US17140,17140,2006,531840,8.6,13.6,73875,37.8,288992,25886,118598
3100000US17140,17140,2007,533422,7.9,13,71070,36.8,287256,26629,122187
3100000US17140,17140,2008,538389,8,12.7,69627,34.2,315526,24814,123823
3100000US17140,17140,2009,540998,9.199999999999999,15.1,74869,37.2,297094,29943,128864
310M100US17140,17140,2010,545995,10.2,16.3,70674,43,291012,35548,134270
310M100US17140,17140,2011,536078,10.8,17.3,73665,42.7,288462,37450,133619
310M100US17140,17140,2012,537185,11.2,18.9,71744,49.6,294145,34767,133336
310M200US17140,17140,2013,544292,10.7,17.4,74979,42.5,285555,36849,136242
310M200US17140,17140,2014,531978,9.699999999999999,16.2,66676,42.1,281874,34418,138692
310M200US17140,17140,2015,540617,9.300000000000001,15.6,72610,39.2,298912,35914,139859
310M300US17140,17140,2016,549995,9,14.6,69845,39.8,299101,39530,145977
310M200US17200,17200,2013,55818,5.5,10.8,5857,27,26990,3653,18189
310M200US17200,17200,2014,57856,7.4,16.1,5976,35.7,27828,3972,19731
310M200US17200,17200,2015,54291,6.6,13.9,4778,38.4,26756,3825,18811
310M300US17200,17200,2016,53394,4.9,10.3,5005,24.5,25819,3326,20246
3100000US17220,17220,2006,25731,15.6,23.8,2618,49.2,11647,1650,8387
3100000US17220,17220,2007,25296,13,23.1,2143,43.1,10780,2701,7435
3100000US17220,17220,2008,26233,16.3,29,3569,50.4,13420,1203,7667
3100000US17220,17220,2009,26391,13.8,25.2,3482,54.4,12403,2286,8083
310M100US17220,17220,2010,25283,13.5,22.3,2983,47.8,10428,3734,8654
310M100US17220,17220,2011,25422,13.5,25.1,2286,67.7,12390,1770,9130
310M100US17220,17220,2012,24276,17,32.9,2799,62.9,11267,1931,7974
310M200US17220,17220,2013,22516,10.8,20.6,2458,33.1,9698,1639,8558
310M200US17220,17220,2014,22078,9.6,13.1,1981,43.4,9503,1852,8162
310M200US17220,17220,2015,23051,10.4,17.3,2243,47.3,10380,2364,9026
310M300US17220,17220,2016,23700,8.5,16.5,2521,26.6,12057,2401,8212
3100000US17300,17300,2006,66348,11.7,17.5,12349,39,34870,3750,14497
3100000US17300,17300,2007,72298,12.3,20.2,9519,49,36692,4203,16293
3100000US17300,17300,2008,71733,12.6,19.6,12360,46.9,40478,4600,15334
3100000US17300,17300,2009,69934,12.1,16.8,10149,46.4,37834,3580,15543
310M100US17300,17300,2010,69733,13,20.7,11353,52.4,35015,3804,15019
310M100US17300,17300,2011,71979,14.7,21.9,10348,56.9,41224,5133,15686
310M100US17300,17300,2012,75446,14.3,22,12555,46.9,41462,5195,16742
310M200US17300,17300,2013,69277,13,20.1,9806,56.5,37636,5406,14360
310M200US17300,17300,2014,70692,12.2,16.7,9602,37.6,37328,4688,17159
310M200US17300,17300,2015,68839,11.3,16.2,9089,44.1,38881,4699,14790
310M300US17300,17300,2016,71900,12.3,15.8,9944,45.4,41738,6786,16891
3100000US17340,17340,2006,15999,11.2,18.8,2629,44.2,5258,1619,4363
3100000US17340,17340,2007,15680,11.9,26.1,2809,61.1,5226,2264,4996
3100000US17340,17340,2008,15553,13.2,21.4,2254,43.5,6093,1413,4919
3100000US17340,17340,2009,17882,20.3,34.4,1507,77,6060,2662,5813
310M100US17340,17340,2010,15758,13.8,30.6,1586,59.5,4712,2973,5661
310M100US17340,17340,2011,17011,18.7,35.7,2694,53.1,5618,2618,4993
310M100US17340,17340,2012,15708,15.4,28.7,2698,44.9,6355,1839,5408
310M200US17340,17340,2013,17507,17.2,32.8,2248,41,5720,1811,7354
310M200US17340,17340,2014,15456,21.2,33.8,2572,56.4,4571,1059,6349
310M200US17340,17340,2015,15969,12.9,19.2,1994,31.9,5901,2506,5504
310M300US17340,17340,2016,14230,16,25.2,2133,47.8,4837,1700,6053
3100000US17420,17420,2006,30263,13.1,18.8,3453,43.6,14364,3714,8670
3100000US17420,17420,2007,31763,11.8,19.5,3860,40.8,16089,2244,8980
3100000US17420,17420,2008,29973,8.5,11.9,2343,37.3,14710,1670,10039
3100000US17420,17420,2009,31019,12.8,19.6,2683,37.8,14632,1896,10850
310M100US17420,17420,2010,30742,16,27.7,3510,51.7,12970,3651,9794
310M100US17420,17420,2011,29576,14.2,24.3,3132,48.9,13813,3208,9443
310M100US17420,17420,2012,31822,14.8,25.5,3880,52.2,13004,3394,10736
310M200US17420,17420,2013,32511,15.7,26,3900,61.8,14598,3636,10107
310M200US17420,17420,2014,30125,13.9,25.3,2876,58.6,13002,3166,10374
310M200US17420,17420,2015,31350,15.6,22.1,3448,46.3,16362,2920,9442
310M300US17420,17420,2016,31875,8.699999999999999,12.5,2675,28.4,16139,2722,10773
3100000US17460,17460,2006,532649,9.6,15.6,80929,35.8,271976,34117,136268
3100000US17460,17460,2007,536200,9.6,15.2,81957,35.4,273028,32934,131640
3100000US17460,17460,2008,522391,9.699999999999999,15.8,75937,40.7,285349,29920,132788
3100000US17460,17460,2009,526257,11.1,18.4,83007,41.5,267855,33390,138870
310M100US17460,17460,2010,532614,11.7,19.8,82532,43.1,264296,42351,139343
310M100US17460,17460,2011,514870,11.8,20.2,78374,44.3,260479,42105,143401
310M100US17460,17460,2012,514092,12,19.6,75767,43.1,261071,43929,141108
310M200US17460,17460,2013,519724,11.6,20.2,77901,42.4,264306,40287,147179
310M200US17460,17460,2014,517636,11.7,20.3,78846,44.1,263124,40358,146243
310M200US17460,17460,2015,518070,11,18.7,72512,41.6,258098,41251,150012
310M300US17460,17460,2016,520067,10.6,18.2,75206,40.9,266678,45732,147011
3100000US17620,17620,2009,16364,55.2,62.8,3124,77.5,5317,646,6130
310M100US17620,17620,2010,20299,48.1,55.3,4653,67.09999999999999,6709,900,7671
310M100US17620,17620,2011,18355,52.1,60.9,3434,74.7,5892,1666,7233
310M100US17620,17620,2012,18117,46.3,53.8,4818,68,6028,1268,7455
3100000US17660,17660,2006,35840,9.199999999999999,16.7,3302,31.4,16172,1067,9443
3100000US17660,17660,2007,36362,8.300000000000001,13.1,3346,40.2,15120,1477,10529
3100000US17660,17660,2008,37803,6.4,9.699999999999999,3785,38,17931,981,10224
3100000US17660,17660,2009,38394,10.3,17.1,4738,40.3,17276,1858,11225
310M100US17660,17660,2010,39078,10.6,17.5,4778,41.3,16483,1868,11205
310M100US17660,17660,2011,38074,10.3,15.5,3856,37.6,16393,2069,11659
310M100US17660,17660,2012,38380,9.300000000000001,16.4,4545,47.8,15770,2629,12352
310M200US17660,17660,2013,40424,8.5,13.2,4314,31.3,18888,2619,12744
310M200US17660,17660,2014,37844,8.5,15.9,4597,28.9,16387,2611,11958
310M200US17660,17660,2015,39597,13.4,21.6,3786,54.1,17379,2730,12223
310M300US17660,17660,2016,39927,13,25.1,4707,55.7,16857,2554,13387
3100000US17780,17780,2006,41873,15.6,21.2,7023,44.6,23817,2981,8264
3100000US17780,17780,2007,44336,15,20.5,5464,37.4,20960,2514,8864
3100000US17780,17780,2008,44619,14.5,19.8,7948,44.4,25509,2997,8521
3100000US17780,17780,2009,44462,18.8,23.7,7862,39.6,24262,3879,9885
310M100US17780,17780,2010,47248,16.7,23.2,7135,54.1,26678,3672,10541
310M100US17780,17780,2011,44055,15.9,22.7,7122,41.7,22928,3773,9734
310M100US17780,17780,2012,47664,12.8,19.5,6704,32.4,26338,2920,9125
310M200US17780,17780,2013,49746,16.9,25.6,7402,59.5,26173,3191,11999
310M200US17780,17780,2014,49047,15.1,23.9,7455,57.1,26061,2911,10871
310M200US17780,17780,2015,51390,10.9,15.8,6406,33,29569,2760,11264
310M300US17780,17780,2016,54561,14.8,21.3,6941,52.2,30820,2588,12214
3100000US17820,17820,2006,153228,6,9.6,17179,29.3,86112,5650,27207
3100000US17820,17820,2007,154174,7.3,10.8,16689,34.2,85657,6276,29417
3100000US17820,17820,2008,158507,7.7,12.5,19243,33,94777,5797,31493
3100000US17820,17820,2009,160154,8,13,19005,34.4,90917,6147,30400
310M100US17820,17820,2010,164973,10.1,16.7,20551,38.9,88762,8352,34307
310M100US17820,17820,2011,168194,9.5,14.8,19571,41.9,93407,9022,32761
310M100US17820,17820,2012,168631,9.1,14.4,20295,32.9,97222,8691,36836
310M200US17820,17820,2013,172022,7,11.2,19741,27.8,93146,9111,41306
310M200US17820,17820,2014,176297,8.5,12.9,20939,31.4,96620,9852,41023
310M200US17820,17820,2015,181160,7.7,12.8,18423,39.8,94824,11716,39606
310M300US17820,17820,2016,181009,7.7,12.7,18367,31.9,99687,9947,41519
3100000US17860,17860,2006,39137,7.3,10.8,4934,33.8,21435,1414,7499
3100000US17860,17860,2007,40062,10.8,16.3,5313,51.2,21506,2301,8346
3100000US17860,17860,2008,38456,10.9,16.4,5086,44.5,22545,1309,8098
3100000US17860,17860,2009,40239,12.2,18.4,6388,49,23841,1657,8267
310M100US17860,17860,2010,38755,10.2,16,4408,38.1,21982,1918,8463
310M100US17860,17860,2011,38761,10.7,18.2,6342,47.4,21994,2001,9114
310M100US17860,17860,2012,38539,7.9,13.6,3715,22.6,22853,2003,8494
310M200US17860,17860,2013,37155,9.9,15.7,5468,38.1,22730,1889,9280
310M200US17860,17860,2014,39773,11.3,17.5,4917,49.7,23023,1637,8618
310M200US17860,17860,2015,37099,6.9,9,3117,32.5,22628,998,8564
310M300US17860,17860,2016,39966,10.9,15.3,5265,33.4,23038,2068,9934
3100000US17900,17900,2006,181064,10.1,15,31728,33.8,102165,8202,41892
3100000US17900,17900,2007,180351,8.5,12.5,28134,29.9,99394,6925,43091
3100000US17900,17900,2008,179965,9.4,14.2,29217,35.3,104923,8233,42681
3100000US17900,17900,2009,186605,10,14.7,31573,33.4,105223,7044,43964
310M100US17900,17900,2010,187619,11.1,17.7,31241,34.5,102214,10053,46999
310M100US17900,17900,2011,195111,13.3,19.9,34864,42.2,105051,10139,52326
310M100US17900,17900,2012,192199,12.2,19.6,31867,40.6,106207,11626,48862
310M200US17900,17900,2013,189591,11.8,18.2,29598,39,105737,10754,51760
310M200US17900,17900,2014,190703,11.3,18.5,28908,38.3,104319,12413,54114
310M200US17900,17900,2015,193734,10.8,17.8,29394,38.2,104843,10845,54970
310M300US17900,17900,2016,198894,10.9,16.1,30256,32.8,108987,13170,57890
3100000US17940,17940,2006,22225,8.300000000000001,13.3,3109,28.6,10907,1108,6023
3100000US17940,17940,2007,21653,9.800000000000001,13.9,2905,36.8,10852,1283,5548
3100000US17940,17940,2008,22039,13.8,22.7,3647,52,12512,1333,4774
3100000US17940,17940,2009,22428,10.5,16.8,2671,41.1,10572,1538,6361
310M100US17940,17940,2010,22702,9.9,10.7,2877,29.1,11868,1623,6534
310M100US17940,17940,2011,20974,12.8,20.2,3286,41.8,10585,1947,5229
310M100US17940,17940,2012,21289,16.4,28,2767,73.2,9658,2022,6697
3100000US17980,17980,2006,73599,14.6,23.4,15256,46.7,37828,5680,17586
3100000US17980,17980,2007,71550,14.2,21.7,16184,43.6,36243,4415,17327
3100000US17980,17980,2008,72793,14.6,23.2,16256,45.3,39982,4176,17896
3100000US17980,17980,2009,76296,15.1,23.3,16899,43.5,40715,5163,18841
310M100US17980,17980,2010,72629,17.5,27.2,17424,49.3,38477,6826,17928
310M100US17980,17980,2011,72688,13.2,18.8,14438,38.4,38818,6464,19115
310M100US17980,17980,2012,71659,14.3,22,13833,46.3,38674,5804,18370
310M200US17980,17980,2013,72137,16.1,23.9,14844,44.5,40384,5154,18631
310M200US17980,17980,2014,74914,15.3,22.7,14060,49.5,42489,5594,21057
310M200US17980,17980,2015,71389,16.3,25.2,13279,49.4,36938,6266,19264
310M300US17980,17980,2016,73606,13.8,19.3,11594,42.6,38964,6703,20598
3100000US18020,18020,2006,19755,6.3,10.3,2440,24.5,10425,915,5207
3100000US18020,18020,2007,20645,9.6,15.9,2177,41.2,11661,994,5255
3100000US18020,18020,2008,19913,7.1,14.1,1635,40.6,11599,,
3100000US18020,18020,2009,19925,5.1,9.6,1762,32.8,11368,808,4787
310M100US18020,18020,2010,21546,10.8,18.4,2332,47.2,10955,886,5068
310M100US18020,18020,2011,20090,9.5,16,2672,34.7,11360,869,5462
310M100US18020,18020,2012,20587,10.2,17.2,1934,41.5,11290,1036,5417
310M200US18020,18020,2013,19989,8.9,14.8,1440,34.9,11555,1063,5828
310M200US18020,18020,2014,21114,10,19.4,2332,38.5,11918,1076,5764
310M200US18020,18020,2015,20243,9.4,14.5,2469,43.7,10774,1015,5077
310M300US18020,18020,2016,20924,8,15.8,2370,28.9,11428,1801,5646
3100000US18140,18140,2006,438149,9.199999999999999,14.6,61459,38.7,247594,22995,83860
3100000US18140,18140,2007,439364,9.5,14.6,62167,36.9,242923,24387,82235
3100000US18140,18140,2008,442105,8.9,13.3,61169,34.3,266704,21951,82777
3100000US18140,18140,2009,441875,11.3,17.4,60309,42.3,245688,25316,90365
310M100US18140,18140,2010,452311,11.6,17.1,64833,40.9,247748,31735,96795
310M100US18140,18140,2011,448199,10.8,17.2,65996,40.3,258471,34024,99001
310M100US18140,18140,2012,459138,10.8,16.3,66735,38.4,265881,32652,99708
310M200US18140,18140,2013,473745,10,16.4,64660,37.5,263111,32874,107422
310M200US18140,18140,2014,489355,10.8,16.8,69300,42.8,276398,32714,108273
310M200US18140,18140,2015,493437,10.2,16.3,66221,38.6,284982,31663,117232
310M300US18140,18140,2016,491352,10.3,16.1,67652,38.4,277519,32993,118648
3100000US18180,18180,2006,39434,5.7,8.4,4878,15.9,21480,2516,8772
3100000US18180,18180,2007,36776,5.8,11.7,4356,32.5,20439,2156,7807
3100000US18180,18180,2008,38752,5.7,9.1,3474,32.7,22479,2244,9021
3100000US18180,18180,2009,37296,3.8,6.5,3692,20.9,19590,1859,9666
310M100US18180,18180,2010,36522,4.8,8,3365,28.9,21442,2132,9258
310M100US18180,18180,2011,40395,5.6,10,4176,23.8,22054,2372,10822
310M100US18180,18180,2012,37179,7.7,12.5,4688,28.6,21236,2972,10804
310M200US18180,18180,2013,36284,5.8,8.300000000000001,2349,35.5,20313,2138,9082
310M200US18180,18180,2014,38314,6.4,11.3,3578,37.1,21298,2287,10874
310M200US18180,18180,2015,36761,4.6,8.699999999999999,3397,32.9,19825,2690,11517
310M300US18180,18180,2016,37997,3.8,5,3134,18.3,21042,3077,11774
3100000US18260,18260,2006,27884,12.3,17.5,2982,42.2,12891,2181,8578
3100000US18260,18260,2007,26839,20.5,32.9,2702,60.3,12476,2640,7993
3100000US18260,18260,2008,27102,11.3,18,2795,36.1,13878,1605,7710
3100000US18260,18260,2009,25854,18.7,26.9,1389,61.7,10330,1986,9690
310M100US18260,18260,2010,26033,12.2,24,3181,52.3,11438,2585,10291
310M100US18260,18260,2011,27783,20.6,32.1,3000,43.4,11457,2276,8745
310M100US18260,18260,2012,27363,21.4,31.9,3420,75.8,12504,3622,9492
310M200US18260,18260,2013,28889,20.9,39.9,2621,67.59999999999999,12296,2314,10058
310M200US18260,18260,2014,27663,13.1,23.6,2966,45.5,13694,2355,10201
310M200US18260,18260,2015,29479,13.6,22.7,3635,42.2,13297,2524,11105
310M300US18260,18260,2016,27768,15.5,23.2,3794,46.8,12274,1954,9639
3100000US18300,18300,2006,17224,12.4,27.1,1632,58.3,5456,1254,6440
3100000US18300,18300,2007,17527,9.800000000000001,10.4,1167,30.2,6161,1185,6860
3100000US18300,18300,2008,17412,13,27.1,2277,51.7,6749,1391,7173
3100000US18300,18300,2009,17005,13.1,24,1361,54.6,6277,809,6852
310M100US18300,18300,2010,15288,14,21.3,1392,72.59999999999999,5250,2089,6450
310M100US18300,18300,2011,16637,8.6,19.7,1611,33.8,5659,2378,7098
310M100US18300,18300,2012,14447,13.2,19.9,1696,32.7,4726,1528,6680
310M200US18300,18300,2013,16446,9.6,14,1430,27.3,6782,1803,6662
310M200US18300,18300,2014,14957,12.9,27.1,1227,68.09999999999999,4340,2106,6450
310M200US18300,18300,2015,16231,12.6,22.4,1853,41.8,5110,1699,7623
310M300US18300,18300,2016,16604,11.3,20.1,1378,19.7,4929,1410,7670
3100000US18500,18500,2006,26426,7.7,14.1,2964,35.5,12815,1418,7358
3100000US18500,18500,2007,25393,9.800000000000001,14.8,2453,26.4,11432,1258,7472
3100000US18500,18500,2008,25996,8.9,13.5,2418,26.6,12888,1815,7035
3100000US18500,18500,2009,27285,11.4,18.3,2872,47.2,12736,2106,8364
310M100US18500,18500,2010,24943,9.699999999999999,16.2,2200,19.8,12155,1701,7541
310M100US18500,18500,2011,26792,12.9,23.5,3694,37,12382,2009,8928
310M100US18500,18500,2012,26244,11.7,20,3339,44.5,12861,1899,8436
310M200US18500,18500,2013,26663,9.6,19.8,2630,46.8,12363,1901,9476
310M200US18500,18500,2014,25111,12.8,22.7,2728,49,11705,2740,7879
310M200US18500,18500,2015,25230,10.8,18.5,2607,35.7,11680,2662,8276
310M300US18500,18500,2016,25434,7.7,15.9,3406,37.7,11939,1966,8439
3100000US18580,18580,2006,107202,16.6,24.8,17121,52,53894,7724,28521
3100000US18580,18580,2007,104855,15.5,22.4,16049,48.8,55488,7840,24866
3100000US18580,18580,2008,105603,13.5,20,16636,47.9,61406,6869,28853
3100000US18580,18580,2009,102664,15.3,24.9,16408,45.1,52619,6505,28731
310M100US18580,18580,2010,107111,16.2,26.6,18229,45.8,52906,9704,30258
310M100US18580,18580,2011,105564,15.7,25.2,19961,48.8,54331,7752,28712
310M100US18580,18580,2012,109483,12.5,18.1,15667,40,58276,10004,33329
310M200US18580,18580,2013,111884,14,22.1,17073,44.8,58042,8333,30881
310M200US18580,18580,2014,110501,12,18.3,15041,45.5,57400,8795,32816
310M200US18580,18580,2015,108806,14,23.2,15360,49.9,54715,8416,32638
310M300US18580,18580,2016,111069,10.9,16.8,16501,38.1,56737,7896,31900
3100000US18700,18700,2006,19231,6.1,9.1,1782,24.7,9253,839,3687
3100000US18700,18700,2007,19315,8.1,14.1,1581,54.8,7499,797,4618
3100000US18700,18700,2008,19434,7.4,10.3,1619,27.7,8816,,
3100000US18700,18700,2009,18226,7.1,15,1322,26.8,8894,539,5033
310M100US18700,18700,2010,18222,9.4,12.9,1303,39.8,7631,1445,4644
310M100US18700,18700,2011,19343,11.8,18.6,2040,48.4,8687,1348,4806
310M100US18700,18700,2012,18639,8.5,15.5,1466,43.8,8390,1184,4687
310M200US18700,18700,2013,18147,9.699999999999999,12.2,1231,31.9,7840,1098,5647
310M200US18700,18700,2014,18020,5.3,6.3,881,22.7,8732,975,5637
310M200US18700,18700,2015,19538,9.1,15.4,1789,37.8,8628,442,4945
310M300US18700,18700,2016,20351,8,11.5,1195,40.8,9213,1244,5555
310M100US18880,18880,2010,46549,9.4,17.5,5473,39,26248,1374,11170
310M100US18880,18880,2011,46613,13.6,22.1,6648,43.1,23251,2240,12229
310M100US18880,18880,2012,49723,12.1,22.3,6372,50.6,25815,2441,12352
310M200US18880,18880,2013,66285,11.6,19.3,8484,45.1,32227,3988,20645
310M200US18880,18880,2014,62757,9.699999999999999,20,5309,32.3,31497,4316,20072
310M200US18880,18880,2015,65581,8.1,15.6,6493,39.1,33416,3502,20940
310M300US18880,18880,2016,67318,6.6,12.3,5812,32.1,33201,3957,20852
3100000US18980,18980,2006,20813,10.9,15.6,2083,50.1,11305,1059,5608
3100000US18980,18980,2007,21911,11.3,15.1,2019,27.9,10523,986,6707
3100000US18980,18980,2008,21598,11.2,16,1627,37.8,9659,607,6774
3100000US18980,18980,2009,22175,16.4,27.8,2392,50.8,10600,1387,6282
310M100US18980,18980,2010,21119,17.1,26.2,2720,61.4,8671,1530,7068
310M100US18980,18980,2011,23520,12.8,22.3,2120,54.6,10015,1743,7077
310M100US18980,18980,2012,20963,14.5,22.7,1830,55.4,8913,1578,7672
310M200US18980,18980,2013,23822,11.8,17,2672,42.7,12194,1772,7793
310M200US18980,18980,2014,20758,12.1,20.1,1674,11.2,10482,1997,6458
310M200US18980,18980,2015,20951,14.1,24.5,2904,57,10436,1033,6584
310M300US18980,18980,2016,21551,11.3,15.2,2018,31.3,10069,1318,7659
3100000US19060,19060,2006,26865,12,18.5,2759,43.5,12105,1282,7880
3100000US19060,19060,2007,25107,8.5,14.8,2994,36.3,11647,1532,8539
3100000US19060,19060,2008,24670,8.4,14.4,2544,42.6,13181,1356,7713
3100000US19060,19060,2009,25167,10.4,22,2913,47,11777,1499,8299
310M100US19060,19060,2010,25129,11.3,22,3532,50.7,11195,2218,8864
310M100US19060,19060,2011,22441,11.3,19,2831,37.1,10174,2037,8654
310M100US19060,19060,2012,21499,9.699999999999999,19.2,2490,44.5,9479,1666,8534
310M200US19060,19060,2013,21668,10.5,21.6,2186,41.2,9524,1761,9024
310M200US19060,19060,2014,24871,12.9,19.9,2953,45.4,10766,2027,9423
310M200US19060,19060,2015,23909,13.1,23.2,3063,51.9,9856,2104,8874
310M300US19060,19060,2016,24367,10.2,18.7,2469,55.4,10057,1346,9524
3100000US19100,19100,2006,1445759,10,14.5,193731,33.2,884779,55203,237055
3100000US19100,19100,2007,1482379,10.1,14.8,198088,32.7,897039,47097,252170
3100000US19100,19100,2008,1507765,9.800000000000001,14.4,205519,31.9,983617,51717,256318
3100000US19100,19100,2009,1525674,10.9,16.3,207955,34.8,948787,56735,265664
310M100US19100,19100,2010,1572701,11.2,16.6,225372,36.2,944525,84384,288052
310M100US19100,19100,2011,1596716,12.2,17.9,231267,36.3,960075,81167,296043
310M100US19100,19100,2012,1616802,11.8,17.2,227489,37.3,977646,85679,301682
310M200US19100,19100,2013,1670017,11.5,17.3,235669,36.2,994094,86626,332415
310M200US19100,19100,2014,1692672,11.6,17.2,241510,38,1002953,88913,341782
310M200US19100,19100,2015,1724140,10.2,15.1,230102,33.5,1044902,92316,346414
310M300US19100,19100,2016,1766209,9.6,14.3,237288,33.5,1068951,86208,361145
3100000US19140,19140,2006,32600,10,14.6,3425,39.5,19246,1499,8243
3100000US19140,19140,2007,31976,15.2,22.8,4593,35.4,17846,1165,7852
3100000US19140,19140,2008,35853,12.4,18.1,3392,40,21321,1297,8624
3100000US19140,19140,2009,33153,22.1,32.1,4518,55.3,17107,2132,8179
310M100US19140,19140,2010,36648,17.6,25.7,3388,35.8,17331,3745,10065
310M100US19140,19140,2011,35243,16.2,22.3,5387,40.1,16920,2706,10504
310M100US19140,19140,2012,35155,18,24.9,5344,45.6,19490,2700,8844
310M200US19140,19140,2013,35219,16.7,22.6,4182,47.2,19253,3211,9483
310M200US19140,19140,2014,37211,17,23.6,4158,40.6,22806,3502,9411
310M200US19140,19140,2015,35392,11,16.2,3818,34.8,20036,2601,10350
310M300US19140,19140,2016,35796,14.5,20.8,4253,34.1,21410,1968,9488
3100000US19180,19180,2006,22520,14.7,24.8,3916,55.6,10243,2024,6724
3100000US19180,19180,2007,20334,16.2,26.9,2519,55.3,9265,1529,5464
3100000US19180,19180,2008,20526,9.4,15.1,3046,41.9,10279,959,5663
3100000US19180,19180,2009,18868,17.2,34,3023,66.5,9126,1752,5492
310M100US19180,19180,2010,21017,18.3,35.2,4384,66.90000000000001,8999,1184,5725
310M100US19180,19180,2011,20447,16.6,27,3300,55.2,9711,1355,6614
310M100US19180,19180,2012,19309,13.6,21.9,2490,51.6,10113,1363,5576
310M200US19180,19180,2013,20527,13.6,23.8,2955,50.6,10298,921,5968
310M200US19180,19180,2014,19244,16,24,2908,61.5,8876,1506,6753
310M200US19180,19180,2015,20098,12.7,22.4,2842,47.2,9840,1145,6739
310M300US19180,19180,2016,20303,17.4,28.3,3091,57,10798,1216,6600
3100000US19260,19260,2006,31526,14.4,24,5682,53.9,14516,3177,9353
3100000US19260,19260,2007,29065,11.4,21.2,4077,46.8,12399,3221,9292
3100000US19260,19260,2008,28280,13.5,20.5,3789,46.2,13095,1943,8931
3100000US19260,19260,2009,29662,17.6,30,3736,63.9,12757,2200,10283
310M100US19260,19260,2010,31358,17,33,5150,57.8,12863,3695,10121
310M100US19260,19260,2011,29101,16.1,28.9,4950,50.6,12631,3624,10699
310M100US19260,19260,2012,29728,13.8,25.8,3870,60.4,12229,3093,11076
310M200US19260,19260,2013,27546,11,18.9,3977,32.3,12943,3326,10862
310M200US19260,19260,2014,29902,13.8,24.2,4713,44.7,14047,2655,10508
310M200US19260,19260,2015,28848,14.8,26.5,4359,54.4,13273,2825,10695
