GEOID,MSA,year,num_fam,poor_fam,poor_fam_kid18,num_fam_singlemom_kid18,poor_fam_singlemom_kid18,famhead_worked_full,fam_cash_assist,fam_social_sec
3100000US10140,10140,2006,19173,16.8,23.3,3203,50.1,6383,1547,5944
3100000US10140,10140,2007,17988,8.4,14.5,1811,29.7,7287,2295,6258
3100000US10140,10140,2008,18220,9.199999999999999,17.6,2082,36.8,7746,2132,5209
3100000US10140,10140,2009,17200,13.2,20.7,1813,42.5,6588,2171,5480
310M100US10140,10140,2010,17908,10.4,20.6,2328,39.8,7420,2360,6513
310M100US10140,10140,2011,16523,13.5,25.1,1403,41,5830,1539,6416
310M100US10140,10140,2012,17482,12.9,27.1,2137,48.1,7183,1489,6838
310M200US10140,10140,2013,17709,10.8,15.5,1860,34.4,7712,1375,7106
310M200US10140,10140,2014,17680,13.3,26.2,2699,52.9,7085,1410,7190
310M200US10140,10140,2015,16854,7.2,15,1953,33.3,7166,1193,7121
310M300US10140,10140,2016,17626,8.300000000000001,15.6,1468,45.1,7485,1591,7105
3100000US10180,10180,2006,39603,11.1,17,5773,38.3,21720,1797,10021
3100000US10180,10180,2007,40314,10,15.3,4474,44.5,20764,2062,11096
3100000US10180,10180,2008,39535,12.2,18.1,5325,48.8,23260,1738,9568
3100000US10180,10180,2009,38505,9.4,14.6,5395,31.5,22940,1575,11270
310M100US10180,10180,2010,39268,13.5,20.4,5957,44.5,21550,2962,10995
310M100US10180,10180,2011,36644,11.3,15.4,4429,35,18235,2771,10165
310M100US10180,10180,2012,39268,14.1,21.9,5076,41.8,21341,2950,10503
310M200US10180,10180,2013,39532,11.5,18.9,4544,54.5,20759,2852,10827
310M200US10180,10180,2014,41437,12.7,21.7,4983,41.9,22603,2685,11721
310M200US10180,10180,2015,37669,9.9,17,5065,46.8,21815,2256,9700
310M300US10180,10180,2016,38610,10.9,16.7,5395,34.8,20918,2577,11440
3100000US10300,10300,2006,26112,7,13.2,2455,40.4,13680,1676,7454
3100000US10300,10300,2007,28258,8.6,13.9,2976,31.6,13342,1422,6948
3100000US10300,10300,2008,25555,8.699999999999999,13.6,2388,47,13690,1413,7079
3100000US10300,10300,2009,26485,10.2,18.9,2415,38,11073,1972,7814
310M100US10300,10300,2010,24732,9.9,17.6,3326,39.1,10291,2051,7870
310M100US10300,10300,2011,25860,9.300000000000001,14.8,2961,40.3,11389,1727,8663
310M100US10300,10300,2012,25559,8.4,14.8,2668,36.1,12386,1925,8648
310M200US10300,10300,2013,24001,11.8,20.4,2646,53.3,11269,1498,7749
310M200US10300,10300,2014,25712,10.8,20.8,3384,42.5,11828,2745,8655
310M200US10300,10300,2015,23818,9,17.7,3043,37.8,10899,2200,9000
310M300US10300,10300,2016,24925,9.6,15.1,2724,37,12407,1675,8896
3100000US10380,10380,2006,75896,53.8,62.8,11783,81.90000000000001,20904,3960,30258
3100000US10380,10380,2007,74854,53.8,57.8,11335,77,20598,3889,29602
3100000US10380,10380,2008,69579,53.2,59.7,11089,79.3,21355,2798,29311
3100000US10380,10380,2009,70276,51.3,60.9,9841,78.8,20165,5459,30734
310M100US10380,10380,2010,81161,48.7,58.3,13714,70.3,23526,4672,33933
310M100US10380,10380,2011,76759,50.9,57.5,12647,75.09999999999999,21604,3592,32222
310M100US10380,10380,2012,71411,47.8,61.5,10424,79.8,18743,3432,29267
310M200US10380,10380,2013,83792,50.4,60.4,14555,80.40000000000001,18684,5573,37693
310M200US10380,10380,2014,79418,50,61.7,12484,74.40000000000001,21044,7998,36134
310M200US10380,10380,2015,77085,51.2,58.8,12646,84.8,16575,5702,33275
310M300US10380,10380,2016,78013,49.5,61.2,13511,80.8,17986,5670,34202
3100000US10420,10420,2006,180771,8.800000000000001,14.2,21927,41.8,94683,9188,45323
3100000US10420,10420,2007,181308,9.300000000000001,16.7,22473,46.3,92295,9826,44682
3100000US10420,10420,2008,179399,8.800000000000001,15.7,23262,40,99758,10220,41893
3100000US10420,10420,2009,177835,10.2,18.9,24239,46.2,97082,12748,43732
310M100US10420,10420,2010,177924,10.7,18.1,22157,41.7,91462,15548,47073
310M100US10420,10420,2011,174614,11.8,20.4,25081,42.7,88449,16790,48257
310M100US10420,10420,2012,175146,11.6,20.3,23283,51.4,88090,17039,49658
310M200US10420,10420,2013,174621,10.6,17.9,22727,45.2,89611,13166,47922
310M200US10420,10420,2014,177332,9.5,17.1,23759,41.5,90071,15936,50541
310M200US10420,10420,2015,177764,10.2,18.7,22499,46,93039,17107,51582
310M300US10420,10420,2016,177273,9.800000000000001,17.6,22443,39.4,89425,14696,51998
310M100US10460,10460,2011,16978,13.3,19.7,2420,38.3,8560,1664,5130
310M100US10460,10460,2012,16605,22.3,35.2,1814,65,7634,2050,5306
310M200US10460,10460,2013,14363,15.3,30.1,1916,59.9,6494,1824,4871
310M200US10460,10460,2014,15233,17.3,26.6,1993,41.6,7030,826,5264
310M200US10460,10460,2015,14185,20.1,40.7,1898,68.7,6429,1380,4339
310M300US10460,10460,2016,14135,15.1,24.6,1719,60.7,6653,779,5276
3100000US10500,10500,2006,42965,17.8,24.3,10849,49.4,21974,3106,11687
3100000US10500,10500,2007,39307,16.3,25.5,7910,48.8,19567,1710,10264
3100000US10500,10500,2008,40862,17.2,25.2,9090,48.9,22757,2289,11373
3100000US10500,10500,2009,40280,18.1,31.2,8786,51.6,19306,2946,12288
310M100US10500,10500,2010,40521,21.3,33.9,9721,48.7,18945,4996,11156
310M100US10500,10500,2011,38591,22.7,32.7,7824,50.3,18855,4089,11988
310M100US10500,10500,2012,38251,21.6,33.6,8454,56.9,18483,4152,10941
310M200US10500,10500,2013,37368,21.8,27.2,8632,46.7,18921,4030,10081
310M200US10500,10500,2014,39263,19.2,33.6,8112,57,19419,4449,11215
310M200US10500,10500,2015,37713,19.4,28.5,8549,53.7,19916,4061,11341
310M300US10500,10500,2016,37985,22.1,32.5,8985,46.9,19832,4232,12244
3100000US10540,10540,2006,29336,12.2,20,3574,58.5,12204,2061,8834
3100000US10540,10540,2007,31457,11.2,20.6,3923,45.8,14146,1383,8838
3100000US10540,10540,2008,28936,9.800000000000001,18.1,3015,39.5,13655,1382,8013
3100000US10540,10540,2009,30673,10.4,15.4,3311,29.3,12023,1491,9167
310M100US10540,10540,2010,30470,13.6,23.8,3655,50.9,13124,2878,10100
310M100US10540,10540,2011,30248,15.3,30.9,4088,59.9,11868,2286,9444
310M100US10540,10540,2012,30562,11.6,20.7,2053,53.5,13467,2436,10069
310M200US10540,10540,2013,29589,13,25.2,4529,53.2,11550,3627,9638
310M200US10540,10540,2014,31410,15.3,27.6,3614,43.1,12304,3036,10581
310M200US10540,10540,2015,31455,12.2,18,4023,32.1,12557,2884,10364
310M300US10540,10540,2016,30793,7.4,11.6,3410,29.6,14628,2144,10801
3100000US10580,10580,2006,210047,6.3,11,28785,27.3,110571,8812,51283
3100000US10580,10580,2007,208266,6.1,10.3,24772,31.4,110650,9067,53511
3100000US10580,10580,2008,209247,6.3,11.1,24606,30.3,120627,8673,52016
3100000US10580,10580,2009,210286,5.7,9.6,23530,28.4,116149,8857,57180
310M100US10580,10580,2010,208265,8.199999999999999,14.6,23980,38.1,114522,11151,53511
310M100US10580,10580,2011,209875,7.9,15.3,25621,40,112472,14070,54792
310M100US10580,10580,2012,203507,6.7,11.8,22109,34.2,111293,12387,57582
310M200US10580,10580,2013,210614,8.4,14.8,23128,38.1,108950,17647,60823
310M200US10580,10580,2014,208301,7.7,14.3,24945,37.1,108890,14678,60830
310M200US10580,10580,2015,204094,6.5,12,20965,37.4,110782,12270,61675
310M300US10580,10580,2016,204483,6.2,10.8,24905,27.1,112619,12063,60469
3100000US10700,10700,2006,22767,13.3,20.6,2484,65.3,11300,2040,6020
3100000US10700,10700,2007,24210,18.7,31.9,3194,50.6,11521,1219,7025
3100000US10700,10700,2008,23355,14.4,24.4,2373,57.2,12634,992,7046
3100000US10700,10700,2009,22131,16.2,22.1,2994,51.2,11735,1715,5996
310M100US10700,10700,2010,24164,14.7,27.3,2907,64.59999999999999,11841,1182,6219
310M100US10700,10700,2011,24660,14.2,22.4,2431,38.8,11563,1964,8287
310M100US10700,10700,2012,23808,17.1,31.4,2631,65.40000000000001,11876,1454,7891
310M200US10700,10700,2013,24447,12.1,20.9,3208,44.5,10195,1394,8052
310M200US10700,10700,2014,24220,18.7,31,2925,41.3,12868,1079,8056
310M200US10700,10700,2015,23961,14.4,29.9,2713,73.2,10726,1434,8108
310M300US10700,10700,2016,23208,18.5,34.2,2714,71.7,10855,2100,8440
3100000US10740,10740,2006,199295,11.1,18.9,27765,42.1,101565,9547,45122
3100000US10740,10740,2007,203872,11.2,18.1,31219,41.7,100600,11757,51181
3100000US10740,10740,2008,207906,10.3,15.7,29776,34,114335,10665,50257
3100000US10740,10740,2009,216957,11.8,18.8,30643,37.7,116722,12988,52236
310M100US10740,10740,2010,222653,14,22.3,32670,41.7,110179,16038,56042
310M100US10740,10740,2011,217513,16,23.7,33399,43,101307,15896,55063
310M100US10740,10740,2012,221304,15.3,22.2,33194,44.5,111543,16811,58294
310M200US10740,10740,2013,215884,14.6,24,33150,43,106120,17083,56371
310M200US10740,10740,2014,218865,15.3,22.7,32780,43.7,106627,15489,61388
310M200US10740,10740,2015,212005,13.1,21.4,27692,37.9,108441,16747,56436
310M300US10740,10740,2016,216550,12.9,22.7,31390,44.3,102179,18358,63390
3100000US10780,10780,2006,37755,16,24.6,6730,43.4,18753,1938,10110
3100000US10780,10780,2007,39128,14,21.6,7040,47.4,20248,2712,9829
3100000US10780,10780,2008,40287,13.4,21.1,6842,46.4,21531,2982,11669
3100000US10780,10780,2009,37562,12.5,19,6810,48.6,18914,2626,9992
310M100US10780,10780,2010,35595,15,26.1,7543,50,18106,3972,11020
310M100US10780,10780,2011,33975,17.2,24.2,5828,47,16506,3590,9950
310M100US10780,10780,2012,38331,16.7,27.9,7132,52.1,18931,3602,11310
310M200US10780,10780,2013,34904,13.8,21.9,5357,50.7,17726,4503,10599
310M200US10780,10780,2014,37561,14.9,21.2,5814,40.3,18384,4734,10311
310M200US10780,10780,2015,36410,18,28.8,7624,49.9,18215,1977,12189
310M300US10780,10780,2016,36770,15.7,21.8,6807,37.4,17771,3272,11982
3100000US10880,10880,2006,30343,6.3,10.2,1879,36.9,15855,1803,7276
3100000US10880,10880,2007,30637,8.800000000000001,11.5,3347,36.9,14903,2302,7065
3100000US10880,10880,2008,29770,9.300000000000001,15.1,3417,33.5,15907,1188,7088
3100000US10880,10880,2009,31329,8.300000000000001,14.7,3002,42.6,15212,1565,7783
310M100US10880,10880,2010,30697,12.5,18.1,3055,57,14003,1786,7964
310M100US10880,10880,2011,30217,10.2,15.6,3122,44.2,14869,2506,8557
310M100US10880,10880,2012,31293,11.9,19,3066,53.1,15190,2851,9481
3100000US10900,10900,2006,211334,7.1,11.7,25108,33.8,111774,11244,57681
3100000US10900,10900,2007,211209,5.7,9.699999999999999,24407,29.6,113311,10801,56539
3100000US10900,10900,2008,213817,6.7,11.1,24589,31.7,123885,9316,54364
3100000US10900,10900,2009,211428,7.6,13,20940,38.1,113702,10435,58992
310M100US10900,10900,2010,213526,8.800000000000001,14.6,25906,39.1,110805,15358,60292
310M100US10900,10900,2011,214397,8.699999999999999,15.5,24828,42.3,112121,14834,62364
310M100US10900,10900,2012,213357,7.3,13.2,26199,34,113665,12763,65265
310M200US10900,10900,2013,212554,9.300000000000001,16.4,24856,38.7,106868,17140,63902
310M200US10900,10900,2014,211983,7.9,14,23384,38.4,112356,15141,67414
310M200US10900,10900,2015,216275,7.1,12.5,25025,31,112212,17949,66677
310M300US10900,10900,2016,215555,8,14.2,25834,31.2,110840,15173,68535
3100000US11020,11020,2006,33449,8.4,14.2,3743,32.9,16895,2421,9662
3100000US11020,11020,2007,35199,8.699999999999999,17.1,3637,43.9,16305,2164,10390
3100000US11020,11020,2008,32535,11.7,21.7,4552,53.4,16568,3449,9322
3100000US11020,11020,2009,33878,11.3,21.1,3913,48.5,16306,2538,10412
310M100US11020,11020,2010,33834,7.3,14.2,3560,33.9,17106,2661,10313
310M100US11020,11020,2011,34268,8.5,16.3,3449,44.9,16921,2324,11477
310M100US11020,11020,2012,32068,8.9,16.2,3415,33.4,15673,2714,11239
310M200US11020,11020,2013,33220,11,22.1,3573,52.3,15423,2942,11532
310M200US11020,11020,2014,31743,10,17.3,3582,27.3,14302,2531,11628
310M200US11020,11020,2015,33350,11.7,22.4,3404,57.5,16124,3360,11358
310M300US11020,11020,2016,32897,8.300000000000001,15.6,3790,42.8,15770,2520,12540
3100000US11100,11100,2006,59525,13.1,19.3,9022,47.8,31650,2138,12926
3100000US11100,11100,2007,55938,13.8,21.7,8122,47.8,31555,2233,12854
3100000US11100,11100,2008,58488,10.8,15.4,9378,34.4,38315,1807,12000
3100000US11100,11100,2009,60453,12.6,18.3,8838,43.2,36525,2435,12731
310M100US11100,11100,2010,61866,11.6,19.3,7210,52.2,36854,2625,14061
310M100US11100,11100,2011,64597,11.6,18.4,8599,39.9,37674,2635,14475
310M100US11100,11100,2012,61167,13,20.7,9083,43.7,35825,2896,14564
310M200US11100,11100,2013,64720,11.6,19.2,9128,41.1,37521,3282,15295
310M200US11100,11100,2014,65177,11.2,17.8,10055,41.9,36625,2452,15153
310M200US11100,11100,2015,62368,11.6,18.8,8583,44.5,37012,3883,14663
310M300US11100,11100,2016,65529,10.4,16.1,8469,34.1,37505,3767,16454
3100000US11180,11180,2006,17250,7.2,12.1,1146,30.9,9507,316,3474
3100000US11180,11180,2007,18107,4.3,7.9,1162,30.5,9735,564,3902
3100000US11180,11180,2008,17200,5.2,7.3,1330,22.4,11490,490,3878
3100000US11180,11180,2009,17085,3.8,7.6,1388,34.4,10615,,
310M100US11180,11180,2010,18867,6.9,10,1740,35.2,10078,1027,3680
310M100US11180,11180,2011,18189,9.4,16,968,40.8,10961,371,4779
310M100US11180,11180,2012,19899,8.800000000000001,13.3,1255,62.5,12019,485,4381
310M200US11180,11180,2013,18408,5.2,9,1367,42,11433,351,4018
310M200US11180,11180,2014,18348,4.3,7.2,1318,25,9766,455,4931
310M200US11180,11180,2015,19644,4.3,6.1,1886,10.6,10644,599,5643
310M300US11180,11180,2016,19711,3.6,5.7,1440,23.1,11507,755,4005
3100000US11260,11260,2006,85109,7.5,11.1,11841,29.4,45308,4631,11318
3100000US11260,11260,2007,87563,5.7,9,11203,25.7,47119,4966,13196
3100000US11260,11260,2008,84537,4.8,7.7,9630,22,48744,5889,13194
3100000US11260,11260,2009,85939,5.3,9.1,10531,25.4,46626,4929,12988
310M100US11260,11260,2010,91758,7.3,11.4,12872,30.5,51388,6411,13890
310M100US11260,11260,2011,93951,5.8,9.199999999999999,11957,19.5,51629,7150,15212
310M100US11260,11260,2012,91723,7.1,11.9,12725,31.4,50221,6938,16272
310M200US11260,11260,2013,92964,3.8,6.1,8386,19.3,52389,5285,14513
310M200US11260,11260,2014,92118,6.7,11.2,9770,28.1,54076,6507,15670
310M200US11260,11260,2015,89458,6.5,10.3,12168,24.1,48414,7745,15212
310M300US11260,11260,2016,90473,4.4,6.8,9255,22.8,51336,5696,18061
3100000US11300,11300,2006,33975,10.3,16.7,4611,38.6,16409,2584,9618
3100000US11300,11300,2007,35174,10,17.2,5179,43.1,16530,1433,10808
3100000US11300,11300,2008,32588,12.2,18,4883,37.5,15907,1918,9711
3100000US11300,11300,2009,33601,10,18.2,4117,43.4,15233,2371,10394
310M100US11300,11300,2010,32684,13,24.8,4021,59.7,15545,1717,9433
310M100US11300,11300,2011,31623,16,27.7,4160,54.5,13040,3719,10176
310M100US11300,11300,2012,31390,9.5,16.3,4182,30.6,15706,2414,10146
3100000US11340,11340,2006,49845,10.5,17.9,6262,47.5,24853,2604,14846
3100000US11340,11340,2007,50800,10.6,18.2,5518,45.5,25682,2138,15700
3100000US11340,11340,2008,51315,11.1,18.5,6536,44.3,27171,2238,16540
3100000US11340,11340,2009,52310,14,22.3,7007,47.5,25930,1813,16053
310M100US11340,11340,2010,52258,16.2,25.9,6395,61.4,24162,4108,17103
310M100US11340,11340,2011,49767,11.1,16.9,6075,45,23546,2647,17354
310M100US11340,11340,2012,50440,15.4,20.7,7017,51.1,25492,3113,16017
3100000US11460,11460,2006,77430,7.7,11.9,9337,40.4,39284,2214,14997
3100000US11460,11460,2007,80674,5.9,8.6,8131,29.7,43131,3272,16555
3100000US11460,11460,2008,81539,7.9,11.8,8871,33.4,45208,2617,16874
3100000US11460,11460,2009,77169,7.4,11.9,8691,37.6,42469,3456,14951
310M100US11460,11460,2010,75071,6.8,10.4,8001,33.6,40796,4522,18219
310M100US11460,11460,2011,76335,8.800000000000001,14.5,8133,40.8,39949,3837,17530
310M100US11460,11460,2012,80335,8.5,13.9,8948,33.8,44421,5595,18557
310M200US11460,11460,2013,78432,9.4,14.3,8977,42.7,40846,3162,18669
310M200US11460,11460,2014,79540,7.4,11,8264,27.9,42557,3857,21411
310M200US11460,11460,2015,78918,6.8,11,8383,36.2,41245,3493,20730
310M300US11460,11460,2016,81119,5.7,9.5,6492,34.6,46493,3601,21652
3100000US11500,11500,2006,31500,13.9,25.5,4899,58.2,14714,1727,10004
3100000US11500,11500,2007,32062,14.7,22.4,4839,60.2,15889,2750,9998
3100000US11500,11500,2008,30299,15.3,20.7,4063,50.6,14976,1793,9657
3100000US11500,11500,2009,30227,16.7,25.8,4321,53.8,13500,1775,9726
310M100US11500,11500,2010,30555,17.5,27.5,4577,46.6,14958,2854,9431
310M100US11500,11500,2011,29735,15.8,27.6,4477,58.6,13567,2791,10657
310M100US11500,11500,2012,31213,18.4,31.5,4336,64.2,14176,2931,11211
310M200US11500,11500,2013,28572,18.5,26.5,5113,44.4,12102,2271,10123
310M200US11500,11500,2014,31710,18.1,30.8,5569,72.40000000000001,13146,2601,10719
310M200US11500,11500,2015,29438,16.2,31.4,5562,54.9,12137,2767,11461
310M300US11500,11500,2016,30403,11.2,18.1,4781,31.6,14147,2080,11611
3100000US11540,11540,2006,57196,6.3,10.2,4952,36.2,32383,2289,11491
3100000US11540,11540,2007,59329,4.5,7.8,4447,36.9,33506,1579,11430
3100000US11540,11540,2008,58795,4.5,7.2,4495,32,35628,1351,12859
3100000US11540,11540,2009,60604,5.6,7.8,5184,30.1,36673,1504,11991
310M100US11540,11540,2010,59899,5.6,8.800000000000001,4881,28.2,35012,2191,11759
310M100US11540,11540,2011,60405,5.3,8.800000000000001,4461,30.8,35084,1546,13247
310M100US11540,11540,2012,61240,5.8,9.1,6077,28.5,36241,2636,14069
310M200US11540,11540,2013,60439,5.7,9.6,5873,32.6,33752,2291,14348
310M200US11540,11540,2014,61525,6.4,12.4,5096,47,34920,2659,15205
310M200US11540,11540,2015,62809,8,14.3,7210,39.1,33769,2679,14730
310M300US11540,11540,2016,62813,5.3,9.199999999999999,4504,35.6,35748,3099,14787
310M200US11640,11640,2013,53101,42.5,51.7,9030,70.8,15659,2264,22102
310M200US11640,11640,2014,44879,45.4,58.9,7655,77.40000000000001,10728,1751,20045
310M200US11640,11640,2015,48785,47.4,59.7,8009,70.3,10860,3894,22224
310M300US11640,11640,2016,46709,42.2,51.2,8548,74.7,12121,4472,23064
3100000US11700,11700,2006,107750,8.800000000000001,15.9,10030,41,47613,4762,33245
3100000US11700,11700,2007,111084,8.4,15.9,12212,37.4,47853,4814,36444
3100000US11700,11700,2008,112974,9.9,17.2,11937,39.2,56857,4535,36032
3100000US11700,11700,2009,109624,9,17.9,10673,38.8,51065,4198,38249
310M100US11700,11700,2010,114396,11.4,20.8,12384,41.4,46483,6657,38534
310M100US11700,11700,2011,111120,12.9,22.6,13050,43.5,49741,4872,38879
310M100US11700,11700,2012,112980,11.9,20.3,11918,49.9,49048,7678,40732
310M200US11700,11700,2013,113109,11.5,19.5,12260,37.6,49613,7275,39369
310M200US11700,11700,2014,111127,8.1,14.1,9609,32.9,50974,6188,39752
310M200US11700,11700,2015,112938,10.6,21,10701,39.2,48793,7038,41438
310M300US11700,11700,2016,113828,7.6,13.6,10808,27,52267,6181,41349
3100000US11780,11780,2006,28043,11.8,15.9,3627,24.3,13938,1899,6530
3100000US11780,11780,2007,23646,12.9,18.5,2715,48.6,10063,1630,6819
3100000US11780,11780,2008,26878,12,20.2,3437,49.7,13508,1916,7804
3100000US11780,11780,2009,25722,12.6,19.8,2229,63.3,11216,1642,8136
310M100US11780,11780,2010,24990,12.4,23.9,3431,57.7,12595,1477,6724
310M100US11780,11780,2011,26565,15.9,26.3,3711,47.2,11985,2267,7766
310M100US11780,11780,2012,23415,13.6,24.5,2703,49.4,11061,1699,7774
310M200US11780,11780,2013,26301,15.5,27.7,3347,64.09999999999999,11306,2379,8694
310M200US11780,11780,2014,26253,14.6,24.4,3637,57.2,12281,2998,8500
310M200US11780,11780,2015,23870,13.8,19.8,2853,34.9,10609,2484,7582
310M300US11780,11780,2016,24683,13.9,20.4,3118,37.5,11104,1886,8500
310M200US11900,11900,2015,12360,20,28.9,1280,66.90000000000001,5088,1698,2819
310M300US11900,11900,2016,11007,12.3,16.7,993,26.6,5120,1424,4263
3100000US11980,11980,2006,21881,15.1,24.6,2511,71.09999999999999,10089,908,6752
3100000US11980,11980,2007,22248,10.8,17.7,2650,43.3,10235,1117,6160
3100000US11980,11980,2008,18986,6.9,14.5,1602,23.6,9333,1137,5948
3100000US11980,11980,2009,22501,15,24,2626,62.8,9928,1597,7400
310M100US11980,11980,2010,19453,11.7,23,2069,28.3,8799,1181,6939
310M100US11980,11980,2011,20108,8.4,14,1500,38.5,8492,1253,8151
310M100US11980,11980,2012,19006,21.4,36.7,2139,68.90000000000001,7819,1527,7100
310M200US11980,11980,2013,19276,17.6,34.9,2837,58.9,6921,1077,8367
310M200US11980,11980,2014,22331,14.7,23.4,1757,40.9,9508,1621,7998
310M200US11980,11980,2015,20972,8.699999999999999,16.1,1297,31.4,10498,1586,8135
310M300US11980,11980,2016,20734,10.8,16.1,2270,31.2,8508,1733,7847
3100000US12020,12020,2006,41946,12.3,19.1,6516,40.9,22198,1544,8856
3100000US12020,12020,2007,43304,11.3,18.2,5875,45,22509,1822,10345
3100000US12020,12020,2008,39667,11.8,18.3,6572,37.2,21759,893,9768
3100000US12020,12020,2009,39713,16.4,25.4,5734,53.6,19673,1515,9155
310M100US12020,12020,2010,38338,13.7,18.7,5274,32.9,20450,1819,10237
310M100US12020,12020,2011,39681,18.8,29.4,6747,60.8,20068,2224,10393
310M100US12020,12020,2012,41199,14.6,20.4,4753,49.3,21307,2303,11126
310M200US12020,12020,2013,40385,17.7,25.9,5385,58.8,20146,2745,11507
310M200US12020,12020,2014,41062,15.5,24.3,4491,46.8,19945,3852,11260
310M200US12020,12020,2015,43444,15.9,25.5,5708,66,20308,3093,11593
310M300US12020,12020,2016,46160,13.1,20.1,6712,45.7,24904,2514,11641
3100000US12060,12060,2006,1232968,8.5,12.5,177134,31.2,715665,47238,217651
3100000US12060,12060,2007,1268750,8.199999999999999,11.9,187058,29.4,727646,45328,228168
3100000US12060,12060,2008,1279625,8.6,12.6,191997,29.4,806136,42660,233898
3100000US12060,12060,2009,1283358,10.3,14.2,194079,30.6,747299,49832,246162
310M100US12060,12060,2010,1279814,11.4,16.5,192891,35.5,724006,74210,253954
310M100US12060,12060,2011,1287979,12.8,18.6,198776,36.6,714597,79245,270053
310M100US12060,12060,2012,1309596,13.2,19.6,200944,41.1,755565,77105,274162
310M200US12060,12060,2013,1314888,12,17.9,196045,37,735767,83051,286993
310M200US12060,12060,2014,1341845,11.9,17.6,207437,35.5,764721,80218,304903
310M200US12060,12060,2015,1367381,10.7,15.8,194280,34.8,776579,76705,319743
310M300US12060,12060,2016,1384362,9.699999999999999,14.4,201709,31.3,811181,82525,320771
3100000US12100,12100,2006,67704,7,10.2,10839,20.4,35411,3998,18151
3100000US12100,12100,2007,70082,8.9,14,10500,32.1,35336,4481,16549
3100000US12100,12100,2008,65655,9.300000000000001,15.5,11359,34.7,32744,3922,17329
3100000US12100,12100,2009,67798,8.300000000000001,13.6,10039,29.4,35958,5262,17441
310M100US12100,12100,2010,66517,10.6,15.4,8820,38.4,31078,5484,17380
310M100US12100,12100,2011,64653,10.8,16.9,11157,32.2,30520,4853,16529
310M100US12100,12100,2012,68076,11.6,18.8,10895,39.5,30628,5455,19243
310M200US12100,12100,2013,69797,15.7,25.2,10914,49.2,31187,7418,21637
310M200US12100,12100,2014,67491,12.2,19.8,11855,30.8,32433,5631,20940
310M200US12100,12100,2015,68091,10.8,17.5,10958,35.9,34658,6611,19385
310M300US12100,12100,2016,64206,10.4,19.3,9098,46.9,30696,5709,19310
3100000US12180,12180,2006,21534,8.699999999999999,16.9,2873,38.4,9987,1125,5881
3100000US12180,12180,2007,21524,9.699999999999999,17.1,2976,40.8,10131,1158,5892
3100000US12180,12180,2008,19929,8.1,15.6,2232,35.9,11388,893,5171
3100000US12180,12180,2009,20939,9.6,17.8,2464,43,11330,885,5620
310M100US12180,12180,2010,21008,7.9,14.1,2081,32.3,11225,827,5849
310M100US12180,12180,2011,20473,8.699999999999999,16.3,2074,39.3,9723,1517,6713
310M100US12180,12180,2012,19689,7.3,13.6,2621,27.1,8904,1226,6722
310M200US12180,12180,2013,18753,8.5,15.8,2124,34.6,8968,1422,6181
310M200US12180,12180,2014,20390,8.199999999999999,16,2807,31,10205,1319,5879
310M200US12180,12180,2015,19691,6.8,12,2264,23.8,10433,1513,5999
310M300US12180,12180,2016,18539,8.300000000000001,14.8,2838,34.2,9025,1389,6126
3100000US12220,12220,2006,31283,12.5,16.5,6042,40.3,18371,2239,6256
3100000US12220,12220,2007,32951,12,16.5,5459,42.7,17750,1611,6880
3100000US12220,12220,2008,32570,8.6,8.9,4144,27.8,18776,1605,7245
3100000US12220,12220,2009,30300,12.7,20.6,3974,55.3,16093,1390,7446
310M100US12220,12220,2010,33135,10.9,16.3,3836,46.6,18564,1726,7690
310M100US12220,12220,2011,33328,12.1,14.6,3497,46.4,18519,1799,8214
310M100US12220,12220,2012,34016,13.4,18,4338,47.8,19097,1522,9221
310M200US12220,12220,2013,36388,13.8,20.4,5913,35.4,18586,2018,9682
310M200US12220,12220,2014,36806,16.4,26.3,7211,48.8,19866,2480,10048
310M200US12220,12220,2015,37772,14.6,21.8,6344,47.8,20662,2469,9584
310M300US12220,12220,2016,35925,9.9,13.3,3918,44.7,21203,2213,9362
3100000US12260,12260,2006,135507,11.6,17.9,22768,40.9,67771,7788,35425
3100000US12260,12260,2007,139063,13.5,20.1,24030,45.4,68671,6197,35736
3100000US12260,12260,2008,136907,14.2,24,25434,44.6,73431,7124,33916
3100000US12260,12260,2009,138913,14.3,21,25378,43.2,74102,8676,35681
310M100US12260,12260,2010,141063,15.8,24.4,25912,42,70366,9341,38386
310M100US12260,12260,2011,142588,15,24.3,22833,47.7,72071,10127,39575
310M100US12260,12260,2012,139633,16.4,26.8,22929,58.1,68581,11365,38699
310M200US12260,12260,2013,137112,15.7,25.7,24017,51.7,61444,10150,43345
310M200US12260,12260,2014,139902,13.8,23.2,22986,50.1,70264,9012,44017
310M200US12260,12260,2015,143773,14.8,24.8,21961,51.3,73869,11147,44493
310M300US12260,12260,2016,151232,14.8,24.8,24367,50.6,73140,12267,48961
3100000US12300,12300,2006,32377,7.1,14.2,3663,41.1,17746,3345,8251
3100000US12300,12300,2007,33814,9,16.2,3910,37.2,15183,2965,9256
3100000US12300,12300,2008,30160,9,17.1,3387,55.9,15785,2423,8896
3100000US12300,12300,2009,32324,7.3,13.2,3224,37,16917,2420,9067
310M100US12300,12300,2010,32750,7.6,12,4048,30.6,17256,2971,9026
310M100US12300,12300,2011,33229,8.199999999999999,15.2,3572,46.8,17131,2270,9982
310M100US12300,12300,2012,31164,9.5,19.1,3716,30.2,14343,3942,10373
